"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Ronald Bolanos","SP","SD","10.00","6.00","39.33","34.00","26.00","26.00","24.00","38.00","0.00","4.00","0.00","2.95","11.90","-0.06","0.00","$0",""
"","Patrick Sandoval","SP","LAA","10.00","9.00","39.33","35.00","22.00","22.00","19.00","42.00","0.00","4.00","0.00","1.37","5.03","0.55","0.00","$2,750,000",""
"","Elieser Hernandez","SP","MIA","10.00","7.14","39.21","36.19","23.33","21.90","12.38","40.48","1.43","2.38","0.00","0.59","2.40","0.18","10.64","$1,600,000",""
"","Jeff Hoffman","SP","COL","10.00","8.33","38.89","42.78","28.33","28.33","18.89","37.78","1.11","3.33","0.00","0.88","3.64","0.01","3.38","$0",""
"","Ross Detwiler","RP","CHW","10.00","6.67","38.70","47.78","30.00","28.33","15.00","25.56","1.67","2.78","0.00","0.90","3.66","-0.30","0.00","$0",""
"","Ariel Jurado","SP","TEX","10.00","5.63","38.23","46.25","29.38","24.69","11.25","25.31","2.19","3.44","0.00","0.47","1.82","-0.02","5.13","$0",""
"","Aaron Brooks","SP","BAL","10.00","6.21","37.93","40.69","24.83","23.79","11.72","28.28","2.07","2.76","0.34","0.48","1.95","0.08","6.89","$0",""
"","Edwin Jackson","SP","DET","10.00","7.22","37.59","58.33","45.00","40.00","17.78","28.89","1.67","5.56","0.00","1.13","5.32","-0.89","0.08","$0",""
"","Kenta Maeda","RP","LAD","10.00","6.34","37.48","27.80","17.07","16.83","12.44","41.22","2.44","1.95","0.73","0.26","0.99","0.34","0.00","$3,000,000",""
"","Daniel Poncedeleon","RP","STL","10.00","6.15","37.44","27.69","16.15","15.38","20.00","40.00","0.77","1.54","0.00","0.98","2.85","0.41","0.00","$0",""
"","Erick Fedde","RP","WSH","10.00","5.71","37.14","38.57","18.57","18.57","15.71","19.52","1.90","0.95","0.00","0.70","2.14","0.39","0.00","$0",""
"","Joe Musgrove","SP","PIT","10.00","6.74","37.03","36.52","21.30","18.26","8.48","34.13","2.39","2.61","0.00","0.26","0.97","0.37","12.22","$20,000,000",""
"","Taylor Clarke","RP","ARI","10.00","6.52","36.81","37.39","23.91","21.74","13.04","29.57","2.17","2.17","0.43","0.60","2.31","-0.17","0.00","$1,150,000",""
"","Anthony Gonsolin","P","LAD","10.00","5.45","36.36","23.64","13.64","11.82","13.64","33.64","3.64","1.82","0.91","0.93","2.66","0.68","0.00","$3,250,000",""
"","Adrian Sampson","RP","TEX","10.00","4.29","35.81","44.57","24.57","23.43","10.29","28.86","1.71","2.29","0.00","0.44","1.68","0.35","0.00","$1,900,000",""
"","Andrew Cashner","RP","BOS","10.00","5.24","35.71","34.29","20.00","18.57","13.81","25.71","2.62","1.90","0.24","0.32","1.11","0.60","0.00","$0",""
"","Anthony Kay","SP","TOR","10.00","5.00","35.00","37.50","22.50","22.50","12.50","32.50","5.00","0.00","0.00","3.57","14.48","0.05","0.00","$0",""
"","Eric Skoglund","RP","KC","10.00","6.67","35.00","50.00","35.00","35.00","15.00","6.67","0.00","5.00","0.00","3.09","15.00","-0.73","0.00","$0",""
"","David Hess","RP","BAL","10.00","6.09","34.78","40.87","31.74","27.39","13.04","29.57","0.43","4.35","0.00","0.67","3.08","-0.51","0.00","$0",""
"","Shaun Anderson","RP","SF","10.00","5.71","34.29","39.64","21.79","20.71","13.57","25.00","1.07","1.79","0.71","0.55","1.94","-0.10","0.00","$0",""
"","Dereck Rodriguez","SP","SF","10.00","5.52","34.14","37.24","25.52","21.38","12.41","24.48","2.07","3.79","0.00","0.50","1.94","-0.40","5.56","$0",""
"","Jose Urena","RP","MIA","10.00","5.20","33.87","39.60","21.20","19.60","10.40","24.80","1.60","4.00","1.20","0.59","2.08","0.00","0.00","$3,000,000",""
"","Austin Pruitt","SP","TB","10.00","1.43","33.57","33.57","16.43","16.43","8.57","27.86","2.14","0.00","0.00","0.90","3.14","0.21","0.00","$0",""
"","Nick Margevicius","P","SD","10.00","7.06","33.53","42.94","27.06","25.29","11.18","24.71","1.18","3.53","0.00","0.95","3.99","-0.51","0.00","$0",""
"","Vincent Velasquez","SP","PHI","10.00","6.57","33.52","34.29","19.71","18.29","12.29","37.14","2.00","2.29","0.00","0.40","1.40","-0.01","5.91","$3,150,000",""
"","Ryan Borucki","SP","TOR","10.00","10.00","33.33","75.00","50.00","40.00","30.00","30.00","0.00","5.00","0.00","15.75","54.00","-2.15","0.00","$0",""
"","Corey Oswalt","SP","NYM","10.00","0.00","33.33","45.00","45.00","45.00","30.00","25.00","0.00","5.00","0.00","11.25","60.75","-1.85","0.00","$0",""
"","Bryse Wilson","SP","ATL","10.00","6.67","33.33","43.33","30.00","26.67","16.67","26.67","1.67","1.67","0.00","3.00","12.00","-0.70","0.00","$0",""
"","Steven Brault","SP","PIT","10.00","5.88","33.33","34.41","20.29","19.12","15.59","29.41","1.18","1.76","0.00","0.44","1.52","0.20","9.16","$0",""
"","Kevin Gausman","RP","CIN","10.00","5.48","33.01","36.45","22.90","20.97","10.32","36.77","0.97","2.90","0.00","0.46","1.85","-0.23","0.00","$21,000,000",""
"","Adrian Houser","SP","MIL","10.00","5.14","31.81","28.86","14.00","13.14","10.57","33.43","1.71","2.00","0.00","0.35","1.06","0.58","14.97","$3,600,000",""
"","Jorge Lopez","SP","KC","10.00","4.62","31.71","35.90","24.10","22.31","10.77","27.95","1.03","2.31","0.26","0.38","1.62","-0.29","1.90","$3,525,000",""
"","Manny Banuelos","RP","CHW","10.00","5.00","31.67","37.50","24.38","24.38","20.63","27.50","1.88","2.50","0.00","1.15","4.33","-0.27","0.00","$0",""
"","Randy Dobnak","SP","MIN","10.00","5.56","31.48","30.00","10.00","5.56","5.56","25.56","2.22","1.11","1.11","1.25","1.77","0.77","0.00","$0",""
"","Nick Pivetta","RP","PHI","10.00","4.33","31.22","34.33","21.33","18.67","13.00","29.67","1.33","2.00","0.33","0.51","1.79","-0.18","0.00","$5,350,000",""
"","Dylan Covey","SP","CHW","10.00","6.32","30.88","39.47","28.42","27.37","14.74","21.58","0.53","4.21","0.00","0.92","4.20","-0.68","1.69","$0",""
"","Gabriel Ynoa","SP","BAL","10.00","3.61","30.74","35.00","21.39","19.17","7.22","18.61","0.28","2.78","0.00","0.38","1.56","-0.03","3.26","$0",""
"","Jalen Beeks","RP","TB","10.00","0.88","30.69","33.82","16.47","14.71","11.76","26.18","1.76","0.88","0.29","0.44","1.27","0.06","0.00","$1,375,000",""
"","Rico Garcia","P","COL","10.00","5.00","30.00","45.00","35.00","35.00","25.00","10.00","0.00","5.00","0.00","11.66","52.50","-0.80","0.00","$0",""
"","Nathan Eovaldi","SP","BOS","10.00","5.22","29.42","31.30","20.00","19.57","15.22","30.43","0.87","0.43","0.00","0.69","2.60","-0.03","0.97","$18,000,000",""
"","Garrett Richards","SP","SD","10.00","10.00","28.89","33.33","26.67","26.67","20.00","36.67","0.00","3.33","0.00","6.15","27.70","-0.73","0.00","$0",""
"","Josh Rogers","SP","BAL","10.00","0.00","28.67","36.00","28.00","28.00","12.00","10.00","0.00","2.00","0.00","3.35","17.58","-0.46","0.00","$0",""
"","Ross Stripling","SP","LAD","10.00","4.69","28.33","26.25","12.50","10.94","6.25","29.06","1.25","1.25","0.00","0.36","1.08","0.25","15.31","$12,500,000",""
"","Kohl Stewart","RP","MIN","10.00","2.22","28.15","32.22","20.00","20.00","8.89","11.11","2.22","2.22","0.00","1.62","7.11","-0.21","0.00","$0",""
"","Kyle Wright","SP","ATL","10.00","5.71","28.10","34.29","27.14","27.14","18.57","25.71","0.00","4.29","0.00","2.69","12.43","-0.71","0.00","$0",""
"","Brendan McKay","SP","TB","10.00","6.67","27.22","29.44","17.78","15.56","8.89","31.11","1.11","2.22","0.00","0.78","2.86","-0.09","11.89","$0",""
"","Framber Valdez","RP","HOU","10.00","3.08","27.18","28.46","19.62","17.69","16.92","26.15","1.54","2.69","0.00","0.64","2.25","-0.30","0.00","$6,800,000",""
"","Mike Montgomery","SP","KC","10.00","3.82","26.76","33.24","16.18","14.71","10.00","20.29","0.88","2.65","0.00","0.48","1.46","-0.09","2.52","$0",""
"","Cy Sneed","P","HOU","10.00","0.00","26.67","32.50","16.25","16.25","6.25","28.75","0.00","1.25","0.00","1.82","6.85","-0.11","0.00","$0",""
"","Drew VerHagen","RP","DET","10.00","1.82","26.36","31.82","18.18","17.27","10.45","23.18","1.82","1.36","0.00","0.73","2.68","0.01","0.00","$3,000,000",""
"","Trevor Cahill","RP","LAA","10.00","2.82","26.24","28.46","18.21","17.44","10.00","20.77","1.03","2.31","0.00","0.38","1.53","-0.03","0.00","$0",""
"","Cole Irvin","P","PHI","10.00","1.88","26.04","28.13","17.50","16.88","8.13","19.38","1.25","0.63","0.63","0.87","3.64","-0.20","0.00","$0",""
"","Walker Lockett","RP","NYM","10.00","4.44","25.19","36.67","23.33","23.33","6.67","17.78","1.11","1.11","0.00","1.91","9.27","-0.69","0.00","$0",""
"","Dustin May","RP","LAD","10.00","2.86","24.76","23.57","12.14","10.00","3.57","22.86","1.43","2.14","0.00","0.78","2.60","-0.01","0.00","$1,675,000",""
"","Jon Duplantier","P","ARI","10.00","2.00","24.44","26.00","12.00","12.00","12.00","22.67","0.67","0.67","0.67","1.04","2.95","0.18","0.00","$0",""
"","Alex McRae","P","PIT","10.00","1.82","24.24","32.73","27.27","23.64","14.55","17.27","0.00","3.64","0.00","1.77","7.98","-0.95","0.00","$0",""
"","Matthew Strahm","SP","SD","10.00","3.33","23.89","25.21","12.71","12.50","4.58","24.58","1.25","2.29","0.00","0.26","0.98","0.20","5.88","$7,500,000",""
"","Joe Palumbo","RP","TEX","10.00","5.71","23.81","30.00","24.29","24.29","11.43","30.00","0.00","4.29","0.00","2.49","13.11","-0.27","0.00","$0",""
"","Lewis Thorpe","P","MIN","10.00","1.67","23.06","31.67","15.83","15.83","8.33","25.83","2.50","1.67","0.00","1.45","5.15","-0.16","0.00","$0",""
"","Joe Ross","SP","WSH","10.00","3.21","22.86","26.43","14.64","13.93","11.79","20.36","1.43","1.43","0.00","0.60","1.96","-0.03","5.40","$0",""
"","Kyle McGowin","SP","WSH","10.00","1.43","22.86","31.43","27.14","25.71","5.71","25.71","0.00","0.00","1.43","2.32","14.47","-0.73","0.00","$0",""
"","Drew Pomeranz","RP","MIL","10.00","3.91","22.61","22.83","12.61","12.17","9.57","29.78","0.43","2.17","0.43","0.31","1.05","-0.03","0.00","$10,000,000",""
"","Ryan Weber","RP","BOS","10.00","1.67","22.59","26.67","13.89","12.78","4.44","16.11","1.11","2.22","0.00","0.76","2.83","0.07","0.00","$0",""
"","Jimmy Nelson","RP","MIL","10.00","3.00","22.00","25.00","18.00","17.00","17.00","26.00","0.00","2.00","0.00","1.91","6.96","-0.43","0.00","$0",""
"","Paul Blackburn","RP","OAK","10.00","4.00","22.00","38.00","28.00","26.00","8.00","16.00","0.00","4.00","0.00","4.18","21.28","-1.02","0.00","$1,900,000",""
"","Enyel De Los Santos","SP","PHI","10.00","2.00","22.00","26.00","18.00","18.00","10.00","18.00","0.00","2.00","0.00","3.27","14.72","-0.36","0.00","$0",""
"","Jose Rodriguez","P","LAA","10.00","1.11","21.85","18.89","6.67","6.67","12.22","14.44","0.00","1.11","0.00","1.58","3.06","0.59","0.00","$0",""
"","Chris Stratton","SP","PIT","10.00","1.43","21.71","26.57","14.29","13.43","9.43","19.71","0.29","0.86","0.00","0.47","1.59","-0.17","1.97","$2,800,000",""
"","Julio Urias","RP","LAD","10.00","2.16","21.53","15.95","7.57","5.95","7.30","22.97","1.08","0.81","1.08","0.29","0.67","0.37","0.00","$14,250,000",""
"","Erik Swanson","RP","SEA","10.00","2.96","21.48","20.74","15.19","13.70","4.44","19.26","0.37","1.85","0.74","0.43","2.13","-0.13","0.00","$1,250,000",""
"","Collin McHugh","RP","HOU","10.00","2.29","21.33","17.71","11.71","11.14","8.57","23.43","1.14","1.43","0.00","0.35","1.34","0.07","0.00","$5,000,000",""
"","Freddy Peralta","RP","MIL","10.00","2.00","21.25","21.75","14.50","12.50","9.25","28.75","1.75","0.75","0.25","0.36","1.32","-0.19","0.00","$3,500,000",""
"","Jonathan Loaisiga","RP","NYY","10.00","2.67","21.11","20.67","10.67","10.67","10.67","24.67","1.33","1.33","0.00","0.99","3.03","0.16","0.00","$2,262,500",""
"","Sean Poppen","P","MIN","10.00","0.00","20.83","25.00","17.50","17.50","12.50","22.50","0.00","0.00","0.00","4.50","18.90","-0.25","0.00","$0",""
"","Brent Suter","RP","MIL","10.00","0.00","20.37","11.11","1.11","1.11","1.11","16.67","4.44","0.00","0.00","0.67","0.54","1.16","0.00","$3,000,000",""
"","Nestor Cortes","RP","NYY","10.00","0.30","20.20","22.73","13.33","12.73","8.48","20.91","1.52","0.30","0.00","0.47","1.72","-0.11","0.00","$3,200,000",""
"","Jesus Luzardo","P","OAK","10.00","0.00","20.00","8.33","3.33","3.33","5.00","26.67","0.00","0.00","3.33","1.11","2.50","0.95","0.00","$2,450,000",""
"","Jordan Montgomery","SP","NYY","10.00","5.00","20.00","35.00","15.00","15.00","0.00","25.00","0.00","0.00","0.00","8.75","33.75","-0.30","0.00","$10,000,000",""
"","Michael King","P","NYY","10.00","0.00","20.00","20.00","10.00","0.00","0.00","10.00","0.00","0.00","0.00","10.00","0.00","0.30","0.00","$1,300,000",""
"","Brock Stewart","RP","TOR","10.00","0.00","19.74","28.46","22.31","21.54","6.15","14.62","3.08","0.00","0.00","1.35","7.55","-0.20","0.00","$0",""
"","Thomas Pannone","RP","TOR","10.00","1.89","19.73","19.73","13.78","13.51","8.38","18.65","0.81","1.62","0.00","0.39","1.66","-0.14","0.00","$0",""
"","Chance Adams","RP","NYY","10.00","0.00","19.49","30.00","19.23","18.46","8.46","17.69","0.77","0.77","0.77","1.52","6.56","-0.55","0.00","$0",""
"","Conner Menez","P","SF","10.00","3.33","18.89","14.44","11.11","11.11","13.33","24.44","0.00","1.11","0.00","1.63","5.88","0.07","0.00","$0",""
"","Luis Cessa","RP","NYY","10.00","0.00","18.84","17.44","9.77","8.60","7.21","17.44","0.47","0.23","0.23","0.30","0.96","0.11","0.00","$2,650,000",""
"","Tyler Chatwood","RP","CHC","10.00","1.22","18.70","15.85","8.05","7.80","9.02","18.05","1.22","0.73","0.49","0.32","0.92","0.31","0.00","$0",""
"","Heath Fillmyer","RP","KC","10.00","2.50","18.61","23.33","16.67","16.67","10.00","12.50","0.00","1.67","0.00","1.49","6.72","-0.43","0.00","$0",""
"","Jonathan Hernandez","P","TEX","10.00","2.22","18.52","15.56","11.11","8.89","14.44","21.11","2.22","1.11","0.00","1.80","4.80","0.30","0.00","$995,000",""
"","Sam Gaviglio","RP","TOR","10.00","0.00","18.40","16.35","9.81","9.42","4.23","16.92","0.77","0.38","0.00","0.22","0.89","0.09","11.97","$0",""
"","Brian Johnson","RP","BOS","10.00","3.18","18.33","24.09","13.18","12.27","10.45","14.09","0.45","1.36","0.00","0.86","2.74","-0.12","0.00","$0",""
"","Jake Barrett","RP","NYY","10.00","0.00","18.33","30.00","30.00","30.00","10.00","20.00","0.00","0.00","0.00","10.91","73.65","-0.90","0.00","$0",""
"","Chris Mazza","RP","NYM","10.00","0.00","18.15","23.33","11.11","11.11","5.56","12.22","1.11","1.11","0.00","1.77","6.12","-0.03","0.00","$0",""
"","Cionel Perez","RP","HOU","10.00","0.00","18.00","22.00","20.00","20.00","4.00","14.00","2.00","2.00","0.00","2.89","20.00","-0.98","0.00","$0",""
"","Lucas Sims","RP","CIN","10.00","1.67","17.92","12.92","9.17","9.17","7.92","23.75","0.83","0.42","0.00","0.48","1.92","0.20","0.00","$1,267,500",""
"","Hector Santiago","RP","CHW","10.00","1.05","17.72","22.11","13.68","13.16","11.58","21.05","0.53","0.53","0.00","1.00","3.52","-0.07","0.00","$0",""
"","Wilmer Font","RP","TOR","10.00","3.54","17.57","16.25","8.75","8.75","6.04","19.79","0.83","1.04","0.00","0.26","0.93","-0.03","0.00","$0",""
"","Yefry Ramirez","RP","PIT","10.00","0.71","17.38","21.43","17.14","14.29","11.43","19.29","0.00","1.43","0.00","1.35","5.29","-0.16","0.00","$0",""
"","Touki Toussaint","RP","ATL","10.00","0.42","17.36","18.33","11.67","10.83","10.83","18.75","1.67","0.00","0.00","0.70","2.34","-0.13","0.00","$0",""
"","Nick Ramirez","RP","DET","10.00","0.00","17.32","16.52","9.78","7.83","7.61","16.09","1.09","0.87","0.00","0.30","0.88","0.22","0.00","$0",""
"","Josh A. Smith","RP","BOS","10.00","1.11","17.22","20.00","12.22","11.11","4.44","16.11","0.00","1.67","0.56","0.79","3.23","-0.05","0.00","$0",""
"","Gregory Soto","RP/CL","DET","10.00","1.76","16.96","21.76","11.47","10.88","9.71","13.24","0.00","1.47","0.00","0.55","1.70","0.10","0.00","$3,925,000",""
"","Justin Dunn","P","SEA","10.00","10.00","16.67","5.00","5.00","5.00","22.50","12.50","0.00","0.00","0.00","4.12","6.75","0.53","0.00","$900,000",""
"","Hector Velazquez","RP","BOS","10.00","2.35","16.57","17.06","11.76","10.00","8.24","14.41","0.29","1.18","0.00","0.45","1.60","-0.05","0.00","$0",""
"","Chad Bettis","SP","COL","10.00","0.77","16.32","20.00","12.05","11.03","5.38","10.77","0.26","1.54","0.26","0.40","1.56","-0.11","1.75","$0",""
"","Jesse Chavez","RP","TEX","10.00","1.88","16.25","17.08","10.00","8.75","4.58","15.00","0.63","1.04","0.21","0.28","1.01","0.16","0.00","$0",""
"","Adrian Morejon","P","SD","10.00","4.00","16.00","30.00","18.00","18.00","6.00","18.00","0.00","0.00","0.00","4.50","20.26","-0.58","0.00","$800,000",""
"","Derek Holland","RP","CHC","10.00","1.51","15.91","15.47","11.51","10.75","8.49","15.47","0.38","0.94","0.00","0.28","1.15","-0.13","0.44","$0",""
"","Genesis Cabrera","RP","STL","10.00","1.54","15.64","17.69","12.31","8.46","8.46","14.62","0.00","1.54","0.77","1.29","3.75","-0.35","0.00","$1,200,000",""
"","Yohander Mendez","RP","TEX","10.00","0.00","15.56","13.33","10.00","10.00","16.67","26.67","3.33","0.00","0.00","6.43","19.30","-0.03","0.00","$0",""
"","Jeremy Walker","P","ATL","10.00","0.00","15.56","15.00","3.33","3.33","6.67","10.00","0.00","0.00","0.00","2.32","3.22","0.38","0.00","$0",""
"","Victor Arano","RP","PHI","10.00","0.00","15.56","6.67","6.67","6.67","6.67","23.33","3.33","0.00","0.00","2.86","12.87","0.10","0.00","$925,000",""
"","Josh Tomlin","RP","ATL","10.00","0.20","15.56","16.08","6.86","6.47","1.37","10.00","0.39","0.20","0.39","0.22","0.73","0.24","12.93","$0",""
"","Andrew Suarez","RP","SF","10.00","0.95","15.56","18.57","10.95","10.00","6.67","11.90","0.00","0.95","0.00","0.77","2.76","-0.15","0.00","$0",""
"","Donnie Hart","RP","NYM","10.00","0.00","15.33","8.00","0.00","0.00","8.00","6.00","0.00","0.00","0.00","2.09","0.00","0.60","0.00","$0",""
"","Luis Perdomo","RP","SD","10.00","0.21","15.32","14.68","7.23","6.81","3.83","11.70","0.43","0.85","0.00","0.26","0.85","0.16","0.00","$0",""
"","Corbin Burnes","RP","MIL","10.00","1.25","15.31","21.88","16.25","15.00","6.25","21.88","0.31","1.56","0.31","0.57","2.76","-0.68","0.00","$12,713,840",""
"","Luke Bard","RP","LAA","10.00","0.94","15.31","12.81","8.44","8.13","4.06","12.50","0.94","0.94","0.00","0.34","1.49","0.10","0.00","$0",""
"","Ryan Helsley","P","STL","10.00","0.00","15.28","14.17","5.42","5.00","5.00","13.33","0.83","0.00","0.00","0.52","1.23","0.23","0.00","$2,303,575",""
"","Chris Flexen","SP","NYM","10.00","1.11","15.19","16.67","13.33","11.11","14.44","11.11","0.00","3.33","0.00","2.28","7.32","-0.41","0.00","$8,000,000",""
"","Wei-Yin Chen","RP","MIA","10.00","0.00","15.19","19.33","12.00","11.11","4.00","14.00","0.00","0.22","0.00","0.34","1.46","-0.21","0.00","$0",""
"","Jesus Tinoco","RP","COL","10.00","0.00","15.00","15.00","9.58","7.92","9.17","11.67","0.00","1.25","0.42","0.67","1.98","0.02","0.00","$0",""
"","Reggie McClain","P","SEA","10.00","1.43","15.00","15.71","10.00","10.00","9.29","7.86","0.71","0.71","0.00","1.19","4.29","-0.03","0.00","$0",""
"","Robbie Erlin","RP","SD","10.00","0.27","14.95","19.46","9.73","8.92","4.05","14.05","0.00","0.27","0.00","0.42","1.45","-0.10","0.00","$0",""
"","Luke Farrell","RP","TEX","10.00","1.11","14.81","6.67","4.44","4.44","3.33","13.33","1.11","0.00","0.00","0.75","3.00","0.62","0.00","$0",""
"","Austin Davis","RP","PHI","10.00","0.00","14.76","15.71","10.71","10.71","10.00","17.14","0.00","0.00","0.00","1.24","4.66","-0.08","0.00","$0",""
"","Jake Jewell","RP","LAA","10.00","0.00","14.63","15.56","11.11","11.11","4.44","12.78","0.00","0.00","0.00","0.76","3.80","-0.11","0.00","$0",""
"","Matt Hall","RP","DET","10.00","0.00","14.58","17.50","12.50","12.50","9.38","16.88","0.00","0.63","0.00","1.15","4.82","-0.21","0.00","$0",""
"","Edinson Volquez","RP","TEX","10.00","3.64","14.55","18.18","10.91","10.91","10.91","9.09","0.00","0.91","0.00","1.82","6.14","0.07","0.00","$0",""
"","Phillips Valdez","P","TEX","10.00","0.00","14.55","15.45","6.36","6.36","8.18","16.36","0.00","0.00","0.00","1.48","3.58","0.36","0.00","$0",""
"","Michael Shawaryn","P","BOS","10.00","0.00","14.52","18.57","15.71","15.71","9.29","20.71","0.00","0.00","0.00","1.37","6.96","-0.43","0.00","$0",""
"","Ian Gibaut","RP","TEX","10.00","0.00","14.33","12.00","9.00","9.00","10.00","16.00","1.00","1.00","0.00","1.53","5.65","-0.03","0.00","$0",""
"","Clay Holmes","RP/CL","PIT","10.00","0.00","14.29","12.86","10.29","8.86","10.29","16.00","0.29","0.57","0.00","0.46","1.59","-0.12","0.00","$3,300,000",""
"","Luis Escobar","RP","PIT","10.00","0.00","14.17","25.00","12.50","12.50","10.00","5.00","0.00","0.00","0.00","6.18","19.85","-0.15","0.00","$0",""
"","Ryan Eades","P","BAL","10.00","0.00","14.17","13.75","3.75","3.75","7.50","12.50","0.00","1.25","0.00","1.88","2.98","0.16","0.00","$0",""
"","Casey Sadler","RP","LAD","10.00","0.30","14.04","12.42","4.24","3.33","3.94","9.39","1.21","0.00","0.30","0.35","0.65","0.14","0.00","$0",""
"","Nick Vincent","RP","PHI","10.00","0.31","13.96","14.69","7.19","6.88","3.75","14.69","0.31","1.25","0.00","0.41","1.38","-0.07","0.00","$0",""
"","Chasen Bradford","RP","SEA","10.00","0.00","13.89","14.17","7.50","7.50","3.33","9.17","0.00","0.00","0.83","1.05","4.05","0.05","0.00","$0",""
"","Cody Stashak","P","MIN","10.00","0.56","13.89","16.11","5.00","5.00","0.56","13.89","0.00","0.56","0.00","0.67","1.80","0.26","0.00","$0",""
"","Carson Fulmer","RP","CHW","10.00","1.00","13.67","13.00","11.00","9.50","10.00","12.50","0.50","1.00","0.00","0.84","3.13","-0.24","0.00","$0",""
"","Sal Romano","RP","CIN","10.00","0.00","13.61","18.33","11.67","11.67","6.67","13.33","0.83","0.00","1.67","1.53","6.43","-0.28","0.00","$0",""
"","Taylor Cole","RP","LAA","10.00","1.58","13.60","15.26","9.21","8.95","6.32","13.16","0.79","1.05","0.00","0.42","1.56","-0.06","0.00","$0",""
"","Elvis Luciano","RP","TOR","10.00","0.00","13.47","14.40","8.00","8.00","9.60","10.80","0.40","0.00","0.00","0.71","2.14","0.03","0.00","$0",""
"","Andrew Kittredge","RP","TB","10.00","1.89","13.42","13.78","6.76","6.22","3.24","15.68","0.27","0.00","0.00","0.34","1.13","0.09","0.00","$2,075,000",""
"","Jose De Leon","RP","TB","10.00","0.00","13.33","10.00","6.67","3.33","10.00","23.33","3.33","0.00","0.00","5.00","7.50","0.07","0.00","$0",""
"","Anthony Banda","RP","TB","10.00","0.00","13.33","20.00","10.00","10.00","0.00","6.67","0.00","0.00","0.00","5.00","22.50","-0.13","0.00","$0",""
"","Eduardo Jimenez","RP","DET","10.00","0.00","13.33","15.00","8.75","8.75","6.25","10.00","0.00","0.00","0.00","1.99","7.39","0.08","0.00","$0",""
"","Javy Guerra","RP","WSH","10.00","0.00","13.27","13.14","7.06","6.86","3.33","11.18","0.59","0.20","0.39","0.24","0.91","0.03","8.39","$0",""
"","Noe Ramirez","RP","LAA","10.00","1.18","13.27","11.57","5.88","5.88","3.92","15.49","0.98","0.78","0.00","0.23","0.78","0.21","12.96","$0",""
"","Rafael Montero","RP","TEX","10.00","0.00","13.18","10.45","3.64","3.64","2.27","15.45","0.91","0.00","0.00","0.44","1.13","0.55","0.00","$11,500,000",""
"","Taylor Guerrieri","RP","TEX","10.00","0.00","13.17","12.50","9.50","8.50","11.00","13.50","0.00","0.00","0.00","0.89","2.91","0.06","0.00","$0",""
"","Drew Gagnon","RP","NYM","10.00","0.00","13.15","18.89","14.44","12.22","3.89","9.44","1.67","0.56","0.00","0.96","4.65","-0.62","0.00","$0",""
"","Ranger Suarez","RP","PHI","10.00","0.00","13.15","14.05","4.86","4.59","3.24","11.35","1.62","0.27","0.00","0.36","0.85","0.21","0.00","$2,950,000",""
"","Dillon Tate","RP","BAL","10.00","0.00","13.13","11.25","9.38","9.38","5.63","12.50","0.00","1.25","0.00","0.80","4.02","-0.14","0.00","$1,500,000",""
"","Seth Lugo","RP","NYM","10.00","0.00","13.11","9.18","4.59","3.93","2.62","17.05","1.15","0.66","0.98","0.15","0.44","0.35","15.82","$7,500,000",""
"","Matt Andriese","RP","ARI","10.00","0.00","13.09","13.33","6.85","6.85","5.00","14.63","0.93","0.93","0.19","0.26","0.87","0.01","7.07","$0",""
"","Ruben Alaniz","RP","CIN","10.00","0.00","13.06","15.83","14.17","13.33","5.83","10.83","0.83","0.00","0.00","1.38","7.66","-0.33","0.00","$0",""
"","Jeffrey Springs","RP","TEX","10.00","0.00","12.93","15.20","9.20","9.20","9.20","12.80","1.60","0.40","0.00","0.75","2.56","0.03","0.00","$4,000,000",""
"","Josh Sborz","RP","LAD","10.00","0.00","12.86","14.29","11.43","11.43","5.71","10.00","0.00","1.43","0.00","2.22","11.43","-0.34","0.00","$0",""
"","Chad Green","RP","NYY","10.00","2.78","12.78","12.22","6.48","5.93","3.52","18.15","0.74","0.74","0.37","0.23","0.77","0.09","8.79","$2,250,000",""
"","Jimmy Herget","RP","CIN","10.00","0.00","12.67","16.00","6.00","6.00","6.00","0.00","0.00","0.00","0.00","3.47","8.52","0.14","0.00","$0",""
"","Tayler Scott","SP","BAL","10.00","1.54","12.56","23.85","21.54","20.00","8.46","10.77","0.00","0.00","0.00","1.98","11.02","-0.21","0.00","$0",""
"","Burch Smith","RP","SF","10.00","0.00","12.55","15.29","8.24","7.65","8.24","11.76","0.00","0.59","0.00","1.10","3.22","-0.14","0.00","$0",""
"","Josh James","RP","HOU","10.00","0.20","12.52","9.39","6.94","6.53","7.14","20.41","1.02","0.20","0.20","0.27","0.96","0.00","8.76","$0",""
"","Sean Newcomb","RP","ATL","10.00","0.73","12.42","11.09","5.09","4.36","5.27","11.82","1.09","0.55","0.18","0.24","0.57","0.25","13.35","$0",""
"","Austin Brice","RP","MIA","10.00","0.00","12.41","10.28","5.83","4.72","5.00","12.78","0.28","0.00","0.00","0.34","0.95","0.13","0.00","$0",""
"","Josh Hader","RP/CL","MIL","10.00","0.00","12.40","6.72","3.93","3.61","3.28","22.62","0.49","0.82","6.07","0.13","0.43","0.46","16.23","$14,100,000",""
