"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Ian Anderson","SP","ATL","10.00","10.00","53.47","43.75","21.25","21.25","22.08","51.67","3.75","2.08","0.00","0.51","1.49","1.22","34.29","$0",""
"","Joe Ryan","P","MIN","10.00","10.00","53.33","32.00","24.00","24.00","10.00","60.00","4.00","2.00","0.00","1.57","8.10","0.70","0.00","$0",""
"","Joan Adon","P","WSH","10.00","10.00","53.33","60.00","20.00","20.00","30.00","90.00","0.00","0.00","0.00","16.88","33.80","1.10","0.00","$0",""
"","Alex Wood","SP","SF","10.00","10.00","53.33","48.08","24.23","22.69","15.00","58.46","3.85","1.54","0.00","0.45","1.47","0.63","26.21","$12,500,000",""
"","Logan Webb","SP","SF","10.00","9.29","52.98","45.71","18.93","17.86","12.86","56.43","3.93","1.07","0.00","0.39","1.08","1.35","34.39","$4,600,000",""
"","Zac Gallen","SP","ARI","10.00","10.00","52.75","46.96","26.52","25.22","21.30","60.43","1.74","4.35","0.00","0.56","1.87","0.94","25.86","$5,600,000",""
"","Matt Boyd","SP","DET","10.00","10.00","52.44","51.33","24.67","22.67","15.33","44.67","2.00","5.33","0.00","0.85","2.59","0.90","0.00","$10,000,000",""
"","Jordan Montgomery","SP","NYY","10.00","10.00","52.44","50.00","24.33","22.33","17.00","54.00","2.00","2.33","0.00","0.43","1.28","1.12","25.13","$10,000,000",""
"","Madison Bumgarner","SP","ARI","10.00","9.29","52.26","47.86","29.29","27.14","13.93","44.29","2.50","3.57","0.00","0.42","1.67","0.51","9.64","$23,000,000",""
"","Johnny Cueto","SP","SF","10.00","9.55","52.12","57.73","25.91","23.64","13.64","44.55","3.18","3.18","0.00","0.62","1.85","0.39","6.84","$6,000,000",""
"","Sonny Gray","SP","CIN","10.00","10.00","52.05","44.23","25.77","24.23","19.23","59.62","2.69","3.46","0.00","0.47","1.61","1.27","23.60","$12,700,000",""
"","Steven Matz","SP","TOR","10.00","10.00","51.95","54.48","24.14","22.07","14.83","49.66","4.83","2.41","0.00","0.46","1.32","0.71","22.00","$10,000,000",""
"","Alex Cobb","SP","LAA","10.00","10.00","51.85","47.22","25.56","21.67","18.33","54.44","4.44","1.67","0.00","0.70","2.09","0.91","31.70","$9,000,000",""
"","Vladimir Gutierrez","SP","CIN","10.00","10.00","51.82","52.27","27.73","27.27","20.91","40.00","4.09","2.73","0.00","0.64","2.15","0.85","23.62","$0",""
"","Luis Garcia","RP","HOU","10.00","9.33","51.78","44.00","20.67","19.00","16.67","55.67","3.67","2.67","0.00","0.39","1.10","0.87","0.00","$0",""
"","Max Fried","SP","ATL","10.00","8.75","51.77","43.44","19.06","17.50","12.81","49.38","4.38","2.19","0.00","0.34","0.95","1.37","30.04","$13,500,000",""
"","Dylan Cease","SP","CHW","10.00","10.00","51.77","43.13","24.06","22.50","21.25","70.63","4.06","2.19","0.00","0.39","1.22","0.91","24.85","$5,700,000",""
"","Ryan Yarbrough","SP","TB","10.00","7.00","51.67","54.33","32.00","29.33","9.00","39.00","3.00","2.33","0.00","0.41","1.70","-0.39","8.08","$3,000,000",""
"","Carlos Martinez","SP","STL","10.00","10.00","51.46","48.13","36.25","35.63","22.50","35.63","2.50","5.63","0.00","0.86","3.89","-0.80","0.00","$0",""
"","Brad Keller","SP","KC","10.00","10.00","51.41","60.77","34.23","30.77","24.62","46.15","3.08","4.62","0.00","0.64","2.07","-0.10","6.35","$5,775,000",""
"","Taijuan Walker","SP","NYM","10.00","9.35","51.29","42.90","27.10","25.48","17.74","47.10","2.26","3.55","0.00","0.38","1.44","0.16","12.56","$18,000,000",""
"","Patrick Sandoval","SP","LAA","10.00","8.24","51.18","40.59","22.35","20.59","21.18","55.29","1.76","3.53","0.59","0.71","2.13","1.17","42.82","$2,750,000",""
"","Trevor Rogers","SP","MIA","10.00","9.62","51.15","41.15","17.69","15.00","17.69","60.38","2.69","3.08","0.00","0.44","1.02","1.33","35.05","$0",""
"","Adrian Houser","SP","MIL","10.00","9.29","50.83","42.14","21.79","18.21","22.86","37.50","3.57","2.14","0.00","0.46","1.15","0.73","29.12","$3,600,000",""
"","J.A. Happ","SP","STL","10.00","10.00","50.78","59.00","33.33","32.67","16.00","40.67","3.33","2.67","0.00","0.49","1.93","-0.58","1.77","$0",""
"","Clayton Kershaw","SP","LAD","10.00","9.17","50.69","42.92","21.25","20.00","8.75","60.00","4.17","3.33","0.00","0.42","1.48","0.88","14.95","$20,000,000",""
"","Dallas Keuchel","SP","CHW","10.00","9.38","50.63","59.06","32.81","29.69","18.44","29.69","2.81","2.81","0.00","0.48","1.65","0.00","1.65","$0",""
"","Huascar Ynoa","RP","ATL","10.00","9.44","50.56","42.22","23.33","22.78","13.89","55.56","2.22","3.33","0.00","0.62","2.26","0.78","0.00","$0",""
"","Luke Weaver","SP","ARI","10.00","10.00","50.51","44.62","26.15","23.85","15.38","47.69","2.31","4.62","0.00","0.91","3.27","0.72","0.00","$2,000,000",""
"","Josiah Gray","SP","WSH","10.00","9.29","50.48","45.00","31.43","30.71","23.57","54.29","1.43","1.43","0.00","0.97","3.91","-0.09","0.00","$0",""
"","Casey Mize","SP","DET","10.00","10.00","50.11","43.33","21.33","20.67","13.67","39.33","2.33","3.00","0.00","0.38","1.24","1.10","24.50","$0",""
"","Corey Kluber","SP","NYY","10.00","10.00","50.00","46.25","23.13","21.25","20.63","51.25","3.13","1.88","0.00","0.84","2.39","0.90","0.00","$10,000,000",""
"","Julio Teheran","SP","DET","10.00","10.00","50.00","40.00","10.00","10.00","30.00","30.00","20.00","0.00","0.00","14.00","18.00","2.30","0.00","$0",""
"","Nick Pivetta","SP","BOS","10.00","9.68","50.00","44.19","25.81","25.16","20.97","56.45","2.90","2.58","0.32","0.42","1.46","0.83","19.38","$5,350,000",""
"","Tanner Anderson","RP","PIT","10.00","0.00","50.00","50.00","20.00","20.00","0.00","10.00","0.00","0.00","0.00","10.00","36.00","1.10","0.00","$0",""
"","Tucker Davidson","SP","ATL","10.00","10.00","50.00","37.50","20.00","20.00","20.00","45.00","0.00","0.00","0.00","2.87","9.00","1.20","0.00","$0",""
"","Angel Zerpa","P","KC","10.00","10.00","50.00","30.00","20.00","0.00","10.00","40.00","0.00","10.00","0.00","8.00","0.00","1.30","0.00","$0",""
"","Jameson Taillon","SP","NYY","10.00","10.00","49.77","44.83","25.17","23.79","15.17","48.28","2.76","2.07","0.00","0.42","1.48","0.77","19.95","$14,000,000",""
"","Freddy Peralta","SP","MIL","10.00","9.31","49.77","28.97","16.21","15.52","19.31","67.24","3.45","1.72","0.00","0.33","0.97","1.38","31.71","$3,500,000",""
"","JT Brubaker","SP","PIT","10.00","9.60","49.73","49.20","30.00","29.60","15.20","51.60","2.00","5.20","0.00","0.52","2.14","0.16","10.76","$2,275,000",""
"","James Kaprielian","SP","OAK","10.00","8.75","49.72","43.75","22.92","22.50","17.08","51.25","3.33","2.08","0.00","0.51","1.70","0.57","22.94","$0",""
"","Logan Gilbert","SP","SEA","10.00","10.00","49.72","46.67","26.25","25.83","11.67","53.33","2.50","2.08","0.00","0.49","1.95","0.41","20.35","$0",""
"","Michael Pineda","SP","MIN","10.00","9.55","49.70","51.82","22.27","20.00","9.55","40.00","4.09","3.64","0.00","0.56","1.65","0.70","20.05","$0",""
"","Mike Foltynewicz","SP","TEX","10.00","8.57","49.64","49.64","30.71","30.00","12.86","34.64","0.71","4.29","0.00","0.45","1.94","-0.24","3.64","$0",""
"","Miles Mikolas","SP","STL","10.00","10.00","49.63","47.78","26.67","23.33","12.22","34.44","2.22","3.33","0.00","1.34","4.70","-0.06","0.00","$15,750,000",""
"","Rich Hill","SP","NYM","10.00","9.69","49.58","42.81","21.88","21.25","17.19","46.88","2.19","2.50","0.00","0.38","1.21","0.24","15.02","$8,000,000",""
"","Shane McClanahan","SP","TB","10.00","10.00","49.33","48.00","19.60","18.80","14.80","56.40","4.00","2.40","0.00","0.51","1.37","0.66","28.59","$0",""
"","Anthony DeSclafani","SP","SF","10.00","9.12","49.31","41.47","17.94","17.35","12.35","44.71","3.82","2.06","0.00","0.32","0.93","1.23","25.99","$12,000,000",""
"","Wily Peralta","SP","DET","10.00","9.47","49.30","45.79","21.58","16.84","20.00","30.53","2.11","2.63","0.00","0.70","1.62","1.06","31.05","$0",""
"","Eduardo Rodriguez","SP","BOS","10.00","9.69","49.27","53.75","27.19","25.94","14.69","57.81","4.06","2.50","0.00","0.43","1.48","0.55","13.00","$14,000,000",""
"","Joe Ross","SP","WSH","10.00","8.64","49.09","44.55","25.91","22.73","15.45","49.55","2.27","4.09","0.00","0.56","1.90","0.35","24.89","$0",""
"","Pablo Lopez","SP","MIA","10.00","9.52","48.89","42.38","17.62","16.67","12.38","54.76","2.38","2.38","0.00","0.53","1.46","1.31","38.24","$5,450,000",""
"","Jon Heasley","P","KC","10.00","10.00","48.89","50.00","26.67","26.67","10.00","20.00","3.33","3.33","0.00","4.09","16.37","0.40","0.00","$0",""
"","Luis Gil","SP","NYY","10.00","10.00","48.89","33.33","18.33","16.67","31.67","63.33","1.67","1.67","0.00","2.22","5.12","1.30","0.00","$0",""
"","Kyle Freeland","SP","COL","10.00","9.20","48.27","53.20","23.60","23.20","15.20","42.00","2.80","3.20","0.00","0.57","1.73","0.78","18.26","$10,500,000",""
"","Tarik Skubal","SP","DET","10.00","9.35","48.17","45.48","24.52","23.23","15.16","52.90","2.58","3.87","0.00","0.41","1.40","0.56","13.87","$0",""
"","Austin Gomber","SP","COL","10.00","9.58","48.06","42.50","26.67","24.17","17.08","47.08","3.75","3.75","0.00","0.52","1.89","0.26","21.65","$1,650,000",""
"","Jon Gray","SP","COL","10.00","9.35","48.06","45.16","26.77","24.52","18.71","50.65","2.58","3.87","0.00","0.43","1.48","0.48","13.10","$15,000,000",""
"","Blake Snell","SP","SD","10.00","10.00","47.65","37.41","22.59","22.22","25.56","62.96","2.59","2.22","0.00","0.49","1.56","0.51","13.90","$16,000,000",""
"","Brady Singer","SP","KC","10.00","10.00","47.53","54.07","30.00","25.93","19.63","48.52","1.85","3.70","0.00","0.57","1.82","0.02","9.55","$3,104,055",""
"","Chris Sale","SP","BOS","10.00","10.00","47.41","50.00","21.11","16.67","13.33","57.78","5.56","1.11","0.00","1.48","3.51","1.07","0.00","$27,500,000",""
"","Matt Manning","SP","DET","10.00","10.00","47.41","53.33","32.78","30.56","18.33","31.67","2.22","3.89","0.00","0.84","3.22","-0.21","10.46","$0",""
"","Jon Lester","SP","STL","10.00","9.33","47.11","53.00","28.00","24.67","18.33","30.33","2.33","2.00","0.00","0.50","1.57","-0.20","6.05","$0",""
"","Elieser Hernandez","SP","MIA","10.00","9.09","46.97","49.09","23.64","21.82","12.73","48.18","0.91","2.73","0.00","1.20","3.80","0.41","0.00","$1,600,000",""
"","Danny Duffy","SP","LAD","10.00","9.23","46.92","40.00","14.62","13.08","16.92","50.00","3.08","2.31","0.00","0.93","1.93","1.59","0.00","$0",""
"","Michael Fiers","SP","OAK","10.00","10.00","46.67","75.00","40.00","40.00","20.00","25.00","0.00","10.00","0.00","10.18","38.55","-1.20","0.00","$0",""
"","Devin Smeltzer","RP","MIN","10.00","0.00","46.67","10.00","10.00","0.00","10.00","30.00","0.00","0.00","0.00","4.29","0.00","1.10","0.00","$0",""
"","Tyler Ivey","P","HOU","10.00","10.00","46.67","60.00","40.00","40.00","10.00","30.00","0.00","0.00","0.00","15.00","77.10","-1.40","0.00","$0",""
"","Bryse Wilson","SP","PIT","10.00","10.00","46.25","53.13","28.13","27.50","13.75","28.75","1.88","4.38","0.00","0.90","3.34","-0.13","0.00","$0",""
"","Kenta Maeda","SP","MIN","10.00","9.13","46.23","46.09","26.09","23.91","13.91","49.13","2.61","2.17","0.00","0.56","2.03","0.15","14.50","$3,000,000",""
"","Bailey Ober","SP","MIN","10.00","10.00","46.17","46.00","22.50","21.50","9.50","48.00","1.50","1.50","0.00","0.60","2.10","0.59","19.12","$0",""
"","Jack Flaherty","SP","STL","10.00","8.82","46.08","33.53","20.59","16.47","15.29","50.00","5.29","1.18","0.00","0.62","1.89","0.42","43.93","$5,400,000",""
"","Dustin May","SP","LAD","10.00","10.00","46.00","32.00","16.00","14.00","12.00","70.00","2.00","2.00","0.00","1.91","5.48","1.08","0.00","$1,675,000",""
"","A.J. Alexy","P","TEX","10.00","8.00","46.00","26.00","24.00","24.00","34.00","34.00","6.00","2.00","0.00","2.61","9.40","0.22","0.00","$0",""
"","Erick Fedde","SP","WSH","10.00","9.31","45.98","49.66","31.03","27.93","16.55","44.14","2.41","3.10","0.00","0.50","1.89","-0.37","5.99","$0",""
"","Bruce Zimmermann","SP","BAL","10.00","9.29","45.95","53.57","26.43","25.71","15.71","40.00","2.86","3.57","0.00","1.08","3.60","0.49","0.00","$0",""
"","Justin Dunn","SP","SEA","10.00","10.00","45.76","33.64","19.09","19.09","26.36","44.55","0.91","2.73","0.00","1.19","3.42","0.94","0.00","$900,000",""
"","Eric Lauer","SP","MIL","10.00","7.69","45.64","36.15","17.69","16.15","15.77","45.00","2.69","1.92","0.00","0.44","1.23","0.86","31.15","$5,075,000",""
"","Matt Harvey","SP","BAL","10.00","10.00","45.60","57.14","34.29","31.79","13.21","33.93","2.14","5.00","0.00","0.55","2.24","-0.22","3.95","$0",""
"","Griffin Jax","SP","MIN","10.00","7.78","45.56","45.56","34.44","32.22","16.11","36.11","2.22","2.78","0.00","0.75","3.54","-0.61","3.66","$0",""
"","Joe Musgrove","SP","SD","10.00","7.75","45.33","35.50","17.00","16.00","13.50","50.75","2.75","2.25","0.00","0.27","0.80","0.91","19.73","$20,000,000",""
"","Daniel Lynch","SP","KC","10.00","10.00","45.33","53.33","30.67","28.67","20.67","36.67","2.67","4.00","0.00","1.09","3.79","-0.10","0.00","$0",""
"","Chris Paddack","SP","SD","10.00","9.17","45.14","47.92","27.92","25.42","9.17","41.25","2.92","2.92","0.00","0.53","2.11","-0.24","14.10","$2,500,000",""
"","Zach Davies","SP","CHC","10.00","9.70","44.85","49.09","30.00","28.79","22.73","34.55","1.82","3.64","0.00","0.49","1.75","-0.29","1.45","$4,700,000",""
"","Kris Bubic","SP","KC","10.00","6.90","44.83","41.72","23.10","22.07","20.34","39.31","2.07","2.41","0.00","0.48","1.53","0.45","12.72","$2,200,000",""
"","Carlos Carrasco","SP","NYM","10.00","10.00","44.72","49.17","32.50","30.00","15.00","41.67","0.83","4.17","0.00","1.20","5.03","-0.63","0.00","$14,000,000",""
"","Domingo German","SP","NYY","10.00","8.18","44.70","40.45","23.64","22.73","12.27","44.55","1.82","2.27","0.00","0.54","2.08","0.62","20.98","$2,600,000",""
"","Humberto Mejia","SP","ARI","10.00","10.00","44.67","64.00","38.00","36.00","18.00","40.00","0.00","6.00","0.00","3.67","14.50","-0.80","0.00","$0",""
"","Shane Baz","SP","TB","10.00","10.00","44.44","20.00","10.00","10.00","10.00","60.00","6.67","0.00","0.00","2.25","6.77","1.40","0.00","$0",""
"","Dillon Peters","SP","PIT","10.00","10.00","44.44","43.33","20.00","18.33","16.67","38.33","1.67","3.33","0.00","2.25","6.18","0.88","0.00","$0",""
"","Tyler Gilbert","RP","ARI","10.00","6.67","44.44","31.11","18.89","15.56","14.44","27.78","2.22","2.22","0.00","1.14","3.50","1.23","0.00","$0",""
"","Chase De Jong","SP","PIT","10.00","9.00","43.67","49.00","28.00","28.00","19.00","39.00","1.00","4.00","0.00","1.56","5.77","-0.06","0.00","$0",""
"","Jake Odorizzi","SP","HOU","10.00","9.58","43.61","40.42","21.25","20.42","14.17","37.92","2.50","2.92","0.00","0.52","1.75","0.27","12.35","$4,500,000",""
"","Jaime Barria","SP","LAA","10.00","8.46","43.59","53.85","22.31","22.31","14.62","26.92","1.54","3.08","0.00","1.21","3.55","0.68","0.00","$1,050,000",""
"","Dane Dunning","SP","TEX","10.00","9.26","43.58","46.67","22.59","21.85","15.93","42.22","1.85","3.70","0.00","0.53","1.67","0.24","12.45","$0",""
"","Stephen Strasburg","SP","WSH","10.00","10.00","43.33","32.00","24.00","22.00","28.00","42.00","2.00","4.00","0.00","2.77","9.14","0.04","0.00","$23,571,428",""
"","Dakota Hudson","SP","STL","10.00","5.00","43.33","35.00","10.00","10.00","5.00","30.00","5.00","0.00","0.00","4.61","10.40","1.25","0.00","$2,650,000",""
"","Max Kranick","SP","PIT","10.00","10.00","42.96","52.22","31.11","30.00","21.11","35.56","2.22","3.33","0.00","1.90","6.98","-0.41","0.00","$0",""
"","Jose Suarez","SP","LAA","10.00","6.09","42.75","36.96","19.57","17.83","15.65","36.96","3.48","3.48","0.00","0.54","1.63","0.78","28.46","$0",""
"","Paul Blackburn","RP","OAK","10.00","10.00","42.59","57.78","28.89","27.78","11.11","28.89","1.11","4.44","0.00","1.80","6.52","-0.24","0.00","$1,900,000",""
"","Charlie Barnes","SP","MIN","10.00","8.89","42.22","51.11","30.00","27.78","17.78","22.22","0.00","3.33","0.00","1.81","6.58","-0.37","0.00","$0",""
"","Ross Stripling","SP","TOR","10.00","7.92","42.22","41.25","22.92","22.50","12.50","39.17","2.08","2.92","0.00","0.53","2.00","0.34","9.86","$12,500,000",""
"","Mitch Keller","SP","PIT","10.00","9.58","41.94","54.58","28.75","28.75","20.42","38.33","2.08","4.58","0.00","0.74","2.57","-0.17","4.04","$2,437,500",""
"","Adbert Alzolay","SP","CHC","10.00","7.00","41.89","37.33","22.00","21.33","11.33","42.67","1.67","4.33","0.33","0.39","1.53","0.34","14.30","$0",""
"","David Peterson","SP","NYM","10.00","9.38","41.67","40.00","27.50","25.63","18.13","43.13","1.25","3.75","0.00","0.87","3.46","-0.28","0.00","$0",""
"","Michael Wacha","SP","TB","10.00","7.67","41.56","44.00","24.33","23.33","10.33","40.33","1.00","1.67","0.00","0.44","1.68","-0.20","5.14","$0",""
"","Reid Detmers","SP","LAA","10.00","10.00","41.33","52.00","34.00","34.00","22.00","38.00","2.00","6.00","0.00","3.58","14.80","-0.46","0.00","$0",""
"","Trevor Cahill","SP","PIT","10.00","8.89","41.11","46.67","32.22","30.00","15.56","35.56","1.11","5.56","0.00","1.68","7.30","-0.50","0.00","$0",""
"","Luis Patino","SP","TB","10.00","7.89","40.70","36.32","21.05","19.47","15.26","38.95","2.63","1.58","0.00","0.67","2.27","0.09","21.14","$0",""
"","Nestor Cortes","SP","NYY","10.00","6.09","40.43","32.61","13.91","13.04","10.87","44.78","0.87","1.30","0.00","0.47","1.26","1.22","30.67","$3,200,000",""
"","Wil Crowe","SP","PIT","10.00","8.62","40.23","43.45","25.86","24.48","19.66","38.28","1.38","2.76","0.00","0.54","1.89","0.01","3.62","$0",""
"","Josh Fleming","SP","TB","10.00","4.23","40.13","41.92","23.08","22.69","11.92","25.00","3.85","3.08","0.38","0.52","1.96","-0.25","13.89","$0",""
