"Rank","Player","Pos","Team","GP","GS","IP","H","R","ER","BB","SO","W","L","SV","WHIP","ERA","WAR","TVS","Cash2023",""
"","Wandy Rodriguez","RP","HOU","10.00","10.00","63.67","60.67","27.00","24.67","23.00","55.33","3.67","3.67","0.00","0.44","1.16","","0.00","$0",""
"","Henderson Alvarez","SP","TOR","10.00","10.00","63.67","64.00","26.00","25.00","8.00","40.00","1.00","3.00","0.00","1.13","3.53","1.52","0.00","$0",""
"","Matt Cain","RP","SF","10.00","9.43","63.33","50.57","23.43","20.29","18.00","51.14","3.43","3.14","0.00","0.31","0.82","0.88","0.00","$0",""
"","R.A. Dickey","SP","NYM","10.00","9.70","63.23","61.21","25.76","23.03","16.36","40.61","2.42","3.94","0.00","0.37","0.99","1.10","23.19","$0",""
"","Hiroki Kuroda","SP","LAD","10.00","10.00","63.13","61.25","24.06","21.56","15.31","50.31","4.06","5.00","0.00","0.38","0.96","1.05","15.53","$0",""
"","Gio Gonzalez","SP","OAK","10.00","10.00","63.13","54.69","25.31","21.88","28.44","61.56","5.00","3.75","0.00","0.41","0.98","1.37","25.54","$0",""
"","John Danks","SP","CHW","10.00","10.00","63.09","67.41","32.96","30.37","17.04","50.00","2.96","4.44","0.00","0.50","1.60","0.74","15.01","$0",""
"","Yovani Gallardo","RP","MIL","10.00","10.00","62.83","58.48","27.88","24.55","17.88","62.73","5.15","3.03","0.00","0.37","1.07","0.68","18.26","$0",""
"","Jason Vargas","SP","SEA","10.00","10.00","62.81","64.06","32.81","29.69","18.44","40.94","3.13","4.06","0.00","0.41","1.33","0.23","13.03","$0",""
"","Mat Latos","SP","SD","10.00","10.00","62.69","54.19","26.45","24.19","20.00","59.68","2.90","4.52","0.00","0.38","1.12","0.64","23.49","$0",""
"","Colby Lewis","SP","TEX","10.00","10.00","62.60","58.44","32.19","30.63","17.50","52.81","4.38","3.13","0.00","0.38","1.38","0.58","9.84","$0",""
"","Gavin Floyd","RP","CHW","10.00","9.68","62.47","58.06","31.29","30.32","14.52","48.71","3.87","4.19","0.00","0.37","1.41","0.91","0.00","$0",""
"","Paul Maholm","RP","PIT","10.00","10.00","62.44","61.54","27.69","25.38","19.23","37.31","2.31","5.38","0.00","0.50","1.41","","0.00","$0",""
"","Edwin Jackson","SP","STL","10.00","9.69","62.40","70.31","28.75","26.25","19.38","46.25","3.75","2.81","0.00","0.45","1.18","0.74","18.65","$0",""
"","Bruce Chen","RP","KC","10.00","10.00","62.00","60.80","28.40","26.00","20.00","38.80","4.80","3.20","0.00","0.52","1.51","","0.00","$0",""
"","Derek Holland","SP","TEX","10.00","10.00","61.88","62.81","30.31","27.19","20.94","50.63","5.00","1.56","0.00","0.42","1.24","0.82","0.00","$0",""
"","Jon Lester","SP","BOS","10.00","10.00","61.83","53.55","24.84","23.87","24.19","58.71","4.84","2.90","0.00","0.41","1.12","1.40","20.07","$0",""
"","Brett Cecil","RP","TOR","10.00","10.00","61.83","61.00","34.00","32.50","21.00","43.50","2.00","5.50","0.00","0.66","2.37","0.63","0.00","$0",""
"","Wade Davis","RP","TB","10.00","9.67","61.33","63.33","32.00","30.33","21.00","35.00","3.67","3.33","0.00","0.46","1.48","-0.01","0.00","$0",""
"","Trevor Cahill","RP","OAK","10.00","10.00","61.08","62.94","30.00","28.24","24.12","43.24","3.53","4.12","0.00","0.42","1.22","0.82","13.03","$0",""
"","Michael Pineda","SP","SEA","10.00","10.00","61.07","47.50","27.14","25.36","19.64","61.79","3.21","3.57","0.00","0.39","1.34","0.77","21.70","$0",""
"","Aaron Harang","SP","SD","10.00","10.00","60.95","62.50","26.07","24.64","20.71","44.29","5.00","2.50","0.00","0.49","1.30","0.43","16.91","$0",""
"","Jaime Garcia","SP","STL","10.00","10.00","60.83","64.69","31.25","24.06","15.63","48.75","4.06","2.19","0.00","0.41","1.11","0.22","0.00","$0",""
"","Shaun Marcum","SP","MIL","10.00","10.00","60.81","53.03","25.45","23.94","17.27","47.88","3.94","2.12","0.00","0.35","1.07","0.88","21.08","$0",""
"","Chris Young","RP","NYM","10.00","10.00","60.00","30.00","12.50","12.50","27.50","55.00","2.50","0.00","0.00","2.40","4.70","2.65","0.00","$0",""
"","Bud Norris","SP","HOU","10.00","10.00","60.00","57.10","30.00","25.16","22.58","56.77","1.94","3.55","0.00","0.43","1.22","0.27","0.00","$0",""
"","Matt Harrison","SP","TEX","10.00","9.68","59.89","58.06","25.48","22.58","18.39","40.65","4.52","2.90","0.00","0.41","1.09","1.29","28.33","$0",""
"","Brandon Morrow","RP","TOR","10.00","10.00","59.78","54.00","34.33","31.33","23.00","67.67","3.67","3.67","0.00","0.43","1.57","0.45","0.00","$0",""
"","Jeremy Guthrie","SP","BAL","10.00","9.14","59.43","60.86","32.29","28.57","18.86","37.14","2.57","4.86","0.00","0.38","1.24","0.48","7.85","$0",""
"","Zack Greinke","SP","MIL","10.00","9.66","59.20","55.52","28.28","25.17","15.52","69.31","5.52","2.07","0.00","0.41","1.32","0.49","15.70","$8,500,000",""
"","Charlie Morton","SP","PIT","10.00","10.00","59.20","64.14","28.28","25.17","26.55","37.93","3.45","3.45","0.00","0.53","1.32","0.65","25.62","$20,000,000",""
"","Max Scherzer","SP","DET","10.00","10.00","59.09","62.73","30.61","29.09","16.97","52.73","4.55","2.73","0.00","0.41","1.34","0.42","12.30","$43,333,333",""
"","Clay Buchholz","SP","BOS","10.00","10.00","59.05","54.29","24.29","22.86","22.14","42.86","4.29","2.14","0.00","0.92","2.49","1.34","0.00","$0",""
"","Ivan Nova","SP","NYY","10.00","9.64","59.05","58.21","26.43","24.29","20.36","35.00","5.71","1.43","0.00","0.48","1.32","0.93","27.96","$0",""
"","Jeff Francis","SP","KC","10.00","10.00","59.03","72.26","32.90","31.61","12.58","29.35","1.94","5.16","0.00","0.46","1.55","0.18","13.17","$0",""
"","Jorge De La Rosa","RP","COL","10.00","10.00","59.00","48.00","25.00","23.00","22.00","52.00","5.00","2.00","0.00","1.19","3.51","1.15","0.00","$0",""
"","Jhoulys Chacin","SP","COL","10.00","9.39","58.79","50.91","26.36","23.64","26.36","45.45","3.33","4.24","0.00","0.40","1.10","1.27","21.21","$0",""
"","Jake Peavy","RP","CHW","10.00","9.47","58.77","61.58","32.11","32.11","12.63","50.00","3.68","3.68","0.00","0.66","2.59","0.58","0.00","$0",""
"","Chad Billingsley","SP","LAD","10.00","10.00","58.75","59.06","30.63","27.50","26.25","47.50","3.44","3.44","0.00","0.45","1.32","0.14","13.60","$0",""
"","Rick Porcello","SP","DET","10.00","10.00","58.71","67.74","33.23","30.97","14.84","33.55","4.52","2.90","0.00","0.45","1.53","0.08","15.65","$0",""
"","Brad Penny","SP","DET","10.00","10.00","58.60","71.61","37.74","34.52","20.00","23.87","3.55","3.55","0.00","0.50","1.71","-0.36","4.16","$0",""
"","Scott Baker","SP","MIN","10.00","9.13","58.55","54.78","21.74","20.43","13.91","53.48","3.48","2.61","0.00","0.51","1.37","1.83","32.32","$0",""
"","Alex Cobb","SP","TB","10.00","10.00","58.52","54.44","23.33","22.22","23.33","41.11","3.33","2.22","0.00","1.48","3.80","0.70","0.00","$9,000,000",""
"","Madison Bumgarner","SP","SF","10.00","9.43","58.48","57.71","23.43","20.86","13.14","54.57","3.71","3.71","0.00","0.35","0.92","0.54","25.12","$23,000,000",""
"","Tim Stauffer","RP","SD","10.00","9.69","58.02","56.25","25.31","24.06","16.56","40.00","2.81","3.75","0.00","0.39","1.17","","0.00","$0",""
"","Ryan Vogelsong","SP","SF","10.00","9.03","57.96","52.90","20.00","17.42","19.68","44.84","4.19","2.26","0.00","0.40","0.87","0.88","26.90","$0",""
"","Homer Bailey","SP","CIN","10.00","9.57","57.39","59.13","29.57","28.26","14.35","46.09","3.91","3.04","0.00","0.56","1.93","0.14","0.00","$0",""
"","John Lackey","SP","BOS","10.00","10.00","57.14","72.50","42.50","40.71","20.00","38.57","4.29","4.29","0.00","0.58","2.29","-0.66","0.31","$0",""
"","Kevin Correia","SP","PIT","10.00","9.63","57.04","64.81","33.33","30.37","14.44","28.52","4.44","4.07","0.00","0.51","1.77","0.03","8.47","$0",""
"","Mike Pelfrey","RP","NYM","10.00","9.71","56.96","64.71","32.65","30.00","19.12","30.88","2.06","3.82","0.00","0.43","1.39","0.12","0.00","$0",""
"","Wade LeBlanc","RP","SD","10.00","10.00","56.90","60.00","30.00","29.29","20.00","36.43","3.57","4.29","0.00","1.00","3.31","-0.01","0.00","$0",""
"","Bartolo Colon","SP","NYY","10.00","8.97","56.67","59.31","29.31","25.17","13.79","46.55","2.76","3.45","0.00","0.44","1.38","0.51","15.97","$0",""
"","Jarrod Parker","SP","OAK","10.00","10.00","56.67","40.00","0.00","0.00","10.00","10.00","0.00","0.00","0.00","8.82","0.00","3.90","0.00","$0",""
"","Chien-Ming Wang","RP","WSH","10.00","10.00","56.67","60.91","31.82","25.45","11.82","22.73","3.64","2.73","0.00","1.17","3.67","","0.00","$0",""
"","Brandon Beachy","SP","ATL","10.00","10.00","56.67","50.00","24.80","23.20","18.40","67.60","2.80","1.20","0.00","0.48","1.48","0.63","20.40","$0",""
"","A.J. Burnett","SP","NYY","10.00","9.41","55.98","55.88","33.82","32.06","24.41","50.88","3.24","3.24","0.00","0.42","1.51","0.00","0.16","$0",""
"","John Lannan","RP","WSH","10.00","10.00","55.96","58.79","27.27","23.03","23.03","32.12","3.03","3.94","0.00","0.44","1.12","0.21","0.00","$0",""
"","Jordan Zimmermann","SP","WSH","10.00","8.97","55.63","53.10","21.38","19.66","10.69","42.76","2.76","3.79","0.00","0.40","1.10","0.92","29.56","$0",""
"","Bronson Arroyo","SP","CIN","10.00","8.89","55.28","63.06","33.06","31.11","12.50","30.00","2.50","3.33","0.00","0.38","1.41","-0.31","0.17","$0",""
"","James McDonald","SP","PIT","10.00","10.00","55.16","56.77","27.74","25.81","25.16","45.81","2.90","2.90","0.00","0.48","1.36","0.33","7.98","$0",""
"","Juan Nicasio","RP","COL","10.00","10.00","55.13","56.15","26.92","25.38","13.85","44.62","3.08","3.08","0.00","0.98","3.18","0.92","0.00","$0",""
"","Mike Minor","RP","ATL","10.00","10.00","55.11","62.00","26.00","25.33","20.00","51.33","3.33","2.00","0.00","0.99","2.76","0.30","0.00","$0",""
"","Alexi Ogando","RP","TEX","10.00","9.35","54.52","48.06","23.55","21.29","13.87","40.65","4.19","2.58","0.00","0.37","1.14","1.16","0.00","$0",""
"","Jonathan Niese","RP","NYM","10.00","8.97","54.25","61.38","30.34","26.55","15.17","47.59","3.79","3.79","0.00","0.49","1.52","0.17","0.00","$0",""
"","Jake Arrieta","SP","BAL","10.00","10.00","54.24","52.27","31.82","30.45","26.82","42.27","4.55","3.64","0.00","0.66","2.30","0.28","4.66","$0",""
"","J.A. Happ","SP","HOU","10.00","9.66","53.91","54.14","35.52","32.07","28.62","46.21","2.07","5.17","0.00","0.53","1.84","-0.59","2.10","$0",""
"","Erik Bedard","SP","BAL","10.00","10.00","53.89","49.17","26.25","21.67","20.00","52.08","2.08","3.75","0.00","0.54","1.51","0.10","13.01","$0",""
"","Chris Narveson","RP","MIL","10.00","9.33","53.89","53.33","27.33","26.67","21.67","42.00","3.67","2.67","0.00","0.46","1.48","0.19","0.00","$0",""
"","Kyle Lohse","SP","STL","10.00","8.57","53.81","50.86","22.86","20.29","12.00","31.71","4.00","2.29","0.00","0.33","0.97","0.64","15.59","$0",""
"","Dillon Gee","RP","NYM","10.00","9.00","53.56","50.00","28.33","26.33","23.67","38.00","4.33","2.00","0.00","0.46","1.48","0.24","0.00","$0",""
"","Danny Duffy","SP","KC","10.00","10.00","52.67","59.50","33.00","33.00","25.50","43.50","2.00","4.00","0.00","0.81","2.82","-0.03","3.74","$0",""
"","Vance Worley","RP","PHI","10.00","8.40","52.67","46.40","18.80","17.60","18.40","47.60","4.40","1.20","0.00","0.49","1.20","1.32","0.00","$0",""
"","Tyler Chatwood","SP","LAA","10.00","9.26","52.59","61.48","30.00","27.78","26.30","27.41","2.22","4.07","0.00","0.62","1.76","-0.20","6.21","$0",""
"","Tom Milone","RP","WSH","10.00","10.00","52.00","56.00","22.00","22.00","8.00","30.00","2.00","0.00","0.00","2.46","7.62","0.64","0.00","$0",""
"","Edinson Volquez","SP","CIN","10.00","10.00","51.75","50.48","34.29","32.86","30.95","49.52","2.38","3.33","0.00","0.75","2.72","-0.65","0.53","$0",""
"","Francisco Liriano","RP","MIN","10.00","9.23","51.67","48.08","31.15","29.23","28.85","43.08","3.46","3.85","0.00","0.57","1.96","0.23","4.56","$0",""
"","Chris Capuano","RP","NYM","10.00","8.61","51.67","55.00","27.50","26.11","14.72","46.67","3.06","3.33","0.00","0.37","1.26","0.21","0.00","$0",""
"","Jason Hammel","SP","COL","10.00","8.18","51.62","53.03","30.30","27.27","20.61","28.48","2.12","3.94","0.30","0.43","1.44","0.26","0.00","$0",""
"","Alfredo Simon","SP","BAL","10.00","6.96","50.29","55.65","30.00","27.39","17.39","36.09","1.74","3.91","0.00","0.63","2.13","0.20","8.65","$0",""
"","Wade Miley","SP","ARI","10.00","8.75","50.00","60.00","25.00","25.00","22.50","31.25","5.00","2.50","0.00","2.06","5.63","0.04","0.00","$3,500,000",""
"","Clayton Richard","SP","SD","10.00","9.00","49.83","52.00","26.00","21.50","19.00","26.50","2.50","4.50","0.00","0.71","1.94","-0.07","20.04","$0",""
"","Josh Collmenter","RP","ARI","10.00","7.74","49.78","44.19","19.68","18.71","9.03","32.26","3.23","3.23","0.00","0.34","1.09","0.62","0.00","$0",""
"","Brian Duensing","RP","MIN","10.00","8.48","48.99","58.48","30.91","28.48","15.76","34.85","2.73","4.24","0.00","0.46","1.58","0.05","0.00","$0",""
"","Stephen Strasburg","SP","WSH","10.00","10.00","48.00","30.00","10.00","8.00","4.00","48.00","2.00","2.00","0.00","1.42","3.00","1.72","0.00","$23,571,428",""
"","Chris Tillman","SP","BAL","10.00","10.00","47.69","59.23","31.54","29.23","19.23","35.38","2.31","3.85","0.00","1.27","4.25","-0.18","0.00","$0",""
"","Jason Marquis","SP","WSH","10.00","8.21","47.14","55.00","26.43","23.21","15.36","27.14","2.86","2.14","0.00","0.53","1.58","-0.28","7.05","$0",""
"","Jordan Lyles","SP","HOU","10.00","7.50","47.00","53.50","30.50","28.00","13.00","33.50","1.00","4.00","0.00","0.71","2.68","-0.47","5.76","$8,500,000",""
"","Daisuke Matsuzaka","SP","BOS","10.00","8.75","46.67","40.00","30.00","27.50","28.75","32.50","3.75","3.75","0.00","1.84","6.63","","0.00","$0",""
"","Dylan Axelrod","RP","CHW","10.00","7.50","46.67","45.00","15.00","15.00","22.50","47.50","2.50","0.00","0.00","3.61","7.23","","0.00","$0",""
"","Rubby De La Rosa","SP","LAD","10.00","7.69","46.67","41.54","20.00","19.23","23.85","46.15","3.08","3.85","0.00","1.08","2.85","0.48","0.00","$0",""
"","Drew Pomeranz","SP","COL","10.00","10.00","45.83","47.50","27.50","27.50","12.50","32.50","5.00","2.50","0.00","3.27","13.50","-0.10","0.00","$10,000,000",""
"","Josh Outman","RP","OAK","10.00","6.92","44.87","47.69","20.77","18.46","17.69","26.92","2.31","3.85","0.00","1.12","2.85","0.78","0.00","$0",""
"","Eric Surkamp","SP","SF","10.00","10.00","44.44","53.33","30.00","28.33","28.33","21.67","3.33","3.33","0.00","3.06","9.57","","0.00","$0",""
"","Mike Leake","SP","CIN","10.00","6.84","44.12","41.84","19.47","18.95","10.00","31.05","3.16","2.37","0.00","0.31","1.02","0.42","12.69","$0",""
"","Ross Detwiler","SP","WSH","10.00","6.67","44.00","42.00","17.33","14.67","13.33","27.33","2.67","3.33","0.00","0.84","2.00","0.73","0.00","$0",""
"","Jerome Williams","RP","LAA","10.00","6.00","44.00","45.00","20.00","18.00","15.00","28.00","4.00","0.00","0.00","1.36","3.68","0.21","0.00","$0",""
"","Phil Hughes","RP","NYY","10.00","8.24","43.92","49.41","28.24","28.24","15.88","27.65","2.94","2.94","0.00","0.87","3.41","-0.24","0.00","$0",""
"","Kyle Drabek","RP","TOR","10.00","7.78","43.70","48.33","30.00","29.44","30.56","28.33","2.22","2.78","0.00","1.00","3.37","-0.22","0.00","$0",""
"","Ross Ohlendorf","RP","PIT","10.00","10.00","42.96","66.67","42.22","38.89","16.67","30.00","1.11","3.33","0.00","2.16","9.06","-1.51","0.00","$0",""
"","Kevin Slowey","RP","MIN","10.00","5.71","42.38","55.71","31.43","31.43","3.57","24.29","0.00","5.71","0.00","1.00","4.76","","0.00","$0",""
"","Tommy Hunter","RP","BAL","10.00","5.50","42.33","50.00","25.00","22.00","7.50","22.50","2.00","2.00","0.00","0.68","2.34","0.04","0.00","$0",""
"","Jacob Turner","RP","DET","10.00","10.00","42.22","56.67","43.33","40.00","13.33","26.67","0.00","3.33","0.00","5.53","28.43","-1.50","0.00","$0",""
"","Dustin McGowan","RP","TOR","10.00","8.00","42.00","40.00","30.00","30.00","26.00","40.00","0.00","4.00","0.00","3.14","12.86","-0.14","0.00","$0",""
"","Jeff Locke","RP","PIT","10.00","10.00","41.67","52.50","30.00","30.00","25.00","12.50","0.00","7.50","0.00","4.65","16.20","-0.60","0.00","$0",""
"","Brian Matusz","RP","BAL","10.00","10.00","41.39","67.50","50.00","49.17","20.00","31.67","0.83","7.50","0.00","1.76","8.91","-1.93","0.00","$0",""
"","Barry Zito","SP","SF","10.00","6.92","41.28","39.23","26.92","26.92","18.46","24.62","2.31","3.08","0.00","1.08","4.52","-0.50","0.00","$0",""
"","Travis Wood","SP","CIN","10.00","6.92","40.77","45.38","21.92","21.92","15.38","29.23","2.31","2.31","0.00","0.57","1.86","-0.04","10.27","$0",""
"","Casey Coleman","RP","CHC","10.00","8.10","40.16","48.57","29.52","28.57","21.90","35.71","1.43","4.29","0.00","0.84","3.05","-0.54","0.00","$0",""
"","Brad Peacock","SP","WSH","10.00","6.67","40.00","23.33","3.33","3.33","20.00","13.33","6.67","0.00","0.00","3.61","2.50","2.33","0.00","$0",""
"","Tyson Ross","SP","OAK","10.00","6.67","40.00","36.67","13.33","12.22","14.44","26.67","3.33","3.33","0.00","1.42","3.06","1.01","0.00","$0",""
"","Julio Teheran","SP","ATL","10.00","6.00","39.33","42.00","22.00","22.00","16.00","20.00","2.00","2.00","0.00","2.95","10.06","-0.04","0.00","$0",""
"","Andrew Miller","RP","BOS","10.00","7.06","38.24","45.29","25.29","23.53","24.12","29.41","3.53","1.76","0.00","1.07","3.26","-0.26","0.00","$0",""
"","Esmil Rogers","RP","COL","10.00","5.91","37.73","50.00","29.55","29.55","21.36","28.64","2.73","2.73","0.00","0.86","3.20","-0.65","0.00","$0",""
"","Joe Blanton","RP","PHI","10.00","7.27","37.58","47.27","20.91","20.91","8.18","31.82","0.91","1.82","0.00","1.34","4.55","0.05","0.00","$0",""
"","Brad Lincoln","RP","PIT","10.00","6.15","36.67","41.54","20.77","19.23","12.31","22.31","1.54","2.31","0.00","1.13","3.63","","0.00","$0",""
"","Brad Mills","RP","TOR","10.00","8.00","36.67","46.00","40.00","40.00","24.00","36.00","2.00","4.00","0.00","3.82","19.64","-1.40","0.00","$0",""
"","Zach Duke","RP","ARI","10.00","4.29","36.51","48.10","20.00","20.00","9.05","15.24","1.43","1.90","0.48","0.75","2.35","-0.16","0.00","$0",""
"","Felipe Paulino","SP","COL","10.00","5.13","35.73","37.44","18.97","17.69","14.10","34.10","1.03","2.56","0.00","0.37","1.14","-0.11","4.13","$0",""
"","Tom Gorzelanny","RP","WSH","10.00","5.00","35.00","34.00","16.67","15.67","11.00","31.67","1.33","2.00","0.00","0.43","1.34","0.18","0.00","$0",""
"","Nathan Eovaldi","SP","LAD","10.00","6.00","34.67","28.00","14.00","14.00","20.00","23.00","1.00","2.00","0.00","1.38","3.64","0.57","0.00","$18,000,000",""
"","Kyle Kendrick","SP","PHI","10.00","4.00","32.76","31.43","14.29","11.71","8.57","16.86","2.29","1.71","0.00","0.35","0.92","0.50","9.76","$0",""
"","Carlos Villanueva","RP","TOR","10.00","3.94","32.42","31.21","14.85","14.55","9.70","20.61","1.82","1.21","0.00","0.38","1.22","0.59","0.00","$0",""
"","Matt Moore","SP","TB","10.00","3.33","31.11","30.00","10.00","10.00","10.00","50.00","3.33","0.00","0.00","4.29","9.63","1.13","0.00","$0",""
"","Charlie Furbush","RP","SEA","10.00","4.29","30.48","34.64","21.07","18.57","10.71","23.93","1.43","3.57","0.00","0.53","1.96","0.01","0.00","$0",""
"","Cory Luebke","RP","SD","10.00","3.62","29.72","22.34","11.49","10.85","9.36","32.77","1.28","2.13","0.00","0.23","0.70","0.35","0.00","$0",""
"","Scott Feldman","SP","TEX","10.00","1.82","29.09","22.73","12.73","12.73","9.09","20.00","1.82","0.91","0.00","0.99","3.58","0.44","0.00","$0",""
"","Adam Wilk","RP","DET","10.00","0.00","26.67","28.00","20.00","16.00","6.00","20.00","0.00","0.00","0.00","2.55","10.80","-0.14","0.00","$0",""
"","Hector Santiago","RP","CHW","10.00","0.00","26.67","5.00","0.00","0.00","5.00","10.00","0.00","0.00","0.00","1.88","0.00","1.10","0.00","$0",""
"","Nathan Adcock","RP","KC","10.00","1.25","25.14","26.25","14.17","12.92","10.83","15.00","0.42","0.42","0.42","0.61","1.93","","0.00","$0",""
"","Phil Coke","RP","DET","10.00","2.92","22.64","24.58","13.33","11.25","8.33","14.38","0.63","1.88","0.21","0.30","0.93","-0.01","0.00","$0",""
"","Marco Estrada","SP","MIL","10.00","1.63","21.55","19.30","10.47","9.77","6.74","20.47","0.93","1.86","0.00","0.28","0.95","0.08","3.64","$0",""
"","Alfredo Aceves","RP","BOS","10.00","0.73","20.73","15.27","6.73","6.00","7.64","14.55","1.82","0.36","0.36","0.20","0.47","","14.14","$0",""
"","Lucas Harrell","RP","CHW","10.00","2.22","20.00","25.56","13.33","10.00","8.89","16.67","0.00","2.22","0.00","1.91","5.00","-0.07","0.00","$0",""
"","Alex Torres","RP","TB","10.00","0.00","20.00","20.00","10.00","7.50","17.50","22.50","2.50","2.50","0.00","4.69","8.45","","0.00","$0",""
"","Garrett Richards","SP","LAA","10.00","4.29","20.00","22.86","15.71","12.86","10.00","12.86","0.00","2.86","0.00","2.35","8.27","-0.34","0.00","$0",""
"","Lance Lynn","SP","STL","10.00","1.11","19.26","13.89","6.67","6.67","6.11","22.22","0.56","0.56","0.56","0.58","1.73","0.32","14.02","$18,500,000",""
"","Jesse Chavez","RP","KC","10.00","0.00","19.17","30.00","22.50","22.50","12.50","20.00","0.00","0.00","0.00","5.54","26.43","-0.78","0.00","$0",""
"","Hector Noesi","SP","NYY","10.00","0.67","18.78","21.00","9.67","9.33","7.33","15.00","0.67","0.67","0.00","0.50","1.49","0.06","3.67","$0",""
"","Michael Kirkman","RP","TEX","10.00","0.00","18.22","17.33","14.67","13.33","8.00","14.00","0.67","0.67","0.00","0.93","4.39","","0.00","$0",""
"","Sam LeCure","RP","CIN","10.00","0.93","18.06","13.26","7.67","7.44","4.88","16.98","0.47","0.23","0.00","0.23","0.86","0.13","0.00","$0",""
"","Scott Atchison","RP","BOS","10.00","0.00","17.84","18.24","6.47","6.47","3.53","10.00","0.59","0.00","0.59","0.72","1.92","0.27","0.00","$0",""
"","Scott Kazmir","SP","LAA","10.00","10.00","16.67","50.00","50.00","50.00","20.00","0.00","0.00","0.00","0.00","42.00","270.00","-2.80","0.00","$0",""
