Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
ATL,ATL,6.0,6.0,2025,0,2020,1,1,0,0,225,1296,15,36,0,0,7,6,1,1,9,529,4,529,2,23,3,23,7.111111111111111,2.3156899810964084,2.6666666666666665,1.5217391304347827,0.17201469557646162,0.6161982084823353,0.4147465437788019,0.7849829351535836,1.2232156129881715,1.4269240177520996,1.1059907834101383,1.1945392491467577,0.6889,49.843599999999995,0.83,7.06,26,25,26,Atlanta Braves,Atlanta Braves,Georgia,2274183,2061220,470.89,858.49,21.7,29.3,0,0,22,36,60,161,A.J. Minter,1,16,1,4,212963,575000,18,18,215,215.0,26,25,0.36666666666666664,0.2236024844720497,RP,RP,0.5833333333333334,0.6024844720496895,0,25,0,5,576,1225,24,35,212963,374011,575000,575000,0.003,0.003,575000,575000,3891.2644000000005,0.0,62.38,0.0,575000,575000,95750000,52210000,575000,575000,35,97,1.3456,1.3834999818255351,1.16,1.1762227602905562,1.2321000000000002,4.040099999999999,1.11,2.01,3,3,81,529,9,23,1,9,1,3,12.268873720682233,13.262125319779487,13.262125319779487
WSH,WSH,6.3,6.3,2021,0,2020,1,1,1,1,4,25,2,5,0,0,10,7,1,1,4,16,4,16,2,4,2,4,0.25,0.0625,0.5,0.25,1.384083044982699,3.024574669187146,1.1764705882352942,1.7391304347826089,0.34602076124567477,0.18903591682419663,0.5882352941176471,0.4347826086956522,116.64000000000001,238.0849,10.8,15.43,31,30,32,Washington Nationals,Washington Nationals,Washington DC,1539138,1498643,2.8899999999999997,5.289999999999999,1.7,2.3,0,0,2,3,62,162,Aaron Barrett,0,0,0,0,40495,77584,1,1,230,230.0,6,6,0.03225806451612903,0.018518518518518517,RP,RP,0.4193548387096774,0.5740740740740741,0,0,0,0,1,1,1,1,40495,77584,563500,555000,0.001,0.001,563500,555000,0.0,0.0,0.0,0.0,563500,555000,316750000,184550000,563500,555000,26,93,0.38616860499155536,1.3834999818255351,0.6214246575342464,1.1762227602905562,5.76,14.8996,2.4,3.86,1,1,4,16,2,4,0,0,0,0,10.60893378868309,13.241922612461968,13.241922612461968
CHW,CHW,6.3,6.3,2027,2025,2020,5,1,0,0,25,1849,5,43,0,0,5,3,2,2,1,289,1,256,1,16,1,17,7.839999999999999,6.25,2.8,2.5,0.28905075731298413,0.12567391546247345,0.5376344086021505,0.35450516986706054,2.2661579373337957,0.7854619716404591,1.5053763440860215,0.8862629246676513,0.9216,4.536899999999999,0.96,2.13,26,25,26,Chicago White Sox,Chicago White Sox,Illinois,1421731,1051361,86.49000000000001,4583.29,9.3,67.7,0,0,9,58,60,161,Aaron Bummer,0,0,0,0,370370,462520,6,6,215,215.0,10,9,0.15,0.36024844720496896,RP,RP,0.5833333333333334,0.4472049689440994,0,1,0,1,196,3600,14,60,370370,462520,1000000,555000,0.007,0.005,1000000,555000,0.0,9085.902399999999,0.0,95.32,3200000,555000,151500000,24500000,16000000,555000,35,72,0.12249999999999998,7.5625,0.35,2.75,1.1449,0.9801,1.07,0.99,3,3,25,576,5,24,1,0,1,0,12.822257784953491,13.815510557964274,13.815510557964274
PHI,PHI,6.2,6.2,2024,2024,2020,4,4,2,1,2916,30976,54,176,500000,500000,4,4,2,2,961,8281,676,7569,26,87,31,91,17.421550094517958,8.19390625,4.173913043478261,2.8625,0.1040582726326743,0.1563825204415167,0.3225806451612903,0.3954522985664854,1.8128564094191424,1.2813837116364963,1.3464235624123422,1.1319822046465644,10.758399999999998,14.9769,3.28,3.87,25,25,27,Philadelphia Phillies,Philadelphia Phillies,Pennsylvania,14106353,11143391,5083.69,40925.29000000001,71.3,202.3,11,34,12,34,60,162,Aaron Nola,25,49,5,7,2962962,6000000,7,7,195,195.0,14,14,0.2,0.20987654320987653,SP,SP,0.4666666666666667,0.5,0,0,0,0,9216,52441,96,229,3462963,4500000,8000000,4000000,0.047,0.028,8500000,4500000,4923.8289,5527.922499999999,70.17,74.35,11250000,11250000,134350000,403000000,45000000,45000000,28,81,4.840000000000001,13.0321,2.2,3.61,1.1664,1.5876000000000001,1.08,1.26,2,2,529,6400,23,80,25,144,5,12,15.057635138949774,15.89495209964411,15.955576721460545
LAD,LAD,6.3,6.3,2025,2025,2020,1,1,1,1,121,2304,11,48,0,0,4,3,5,5,4,484,4,400,2,20,2,22,10.5625,7.91015625,3.25,2.8125,0.04432132963988919,0.08462809917355371,0.21052631578947367,0.2909090909090909,0.46814404432132967,0.6694214876033059,0.6842105263157895,0.8181818181818182,0.9025,10.6929,0.95,3.27,30,29,31,Los Angeles Dodgers,Los Angeles Dodgers,California,1066979,876645,361.0,3025.0,19.0,55.0,0,0,21,82,59,161,Adam Kolarek,0,9,0,3,190334,183915,25,25,215,215.0,34,33,0.3559322033898305,0.5093167701863354,RP,RP,0.711864406779661,0.6521739130434783,1,1,1,1,169,2025,13,45,190334,183915,583500,560800,0.002,0.001,583500,560800,7754.5636,2560.36,88.06,50.6,583500,560800,15813500,85000000,583500,560800,42,105,0.6241000000000001,0.22089999999999999,0.79,0.47,0.6241000000000001,1.3456,0.79,1.16,7,6,16,256,4,16,9,36,3,6,12.156535702590874,13.276799730708747,13.276799730708747
PHI,PHI,6.1,6.1,2022,2022,2020,1,1,1,1,196,400,14,20,0,0,4,4,2,2,64,196,64,169,8,13,8,14,7.111111111111111,8.41,2.6666666666666665,2.9,0.21301775147928997,0.11336711673412012,0.46153846153846156,0.3367003367003367,1.5147928994082842,0.9534174517339501,1.2307692307692308,0.9764309764309764,30.6916,15.5236,5.54,3.94,29,28,30,Philadelphia Phillies,Philadelphia Phillies,Pennsylvania,3661827,3078494,169.0,882.0899999999999,13.0,29.7,0,0,17,40,60,162,Adam Morgan,1,9,1,3,583333,1100000,7,7,200,200.0,14,14,0.2833333333333333,0.24691358024691357,RP,RP,0.4666666666666667,0.5,0,0,0,0,256,841,16,29,583333,1100000,1575000,1100000,0.008,0.007,1575000,1100000,0.0,0.0,0.0,0.0,1575000,1100000,134350000,403000000,1575000,1100000,28,81,0.0025000000000000005,0.0961,0.05,0.31,2.3716,1.0201,1.54,1.01,2,2,36,100,6,10,0,9,0,3,13.276513485802852,14.269765830241871,14.269765830241871
MIL,MIL,6.3,6.3,2025,2025,2020,1,1,1,1,3969,10201,63,101,0,0,9,5,1,1,1681,2401,1089,2116,33,46,41,49,4.390022675736962,9.999269539810081,2.0952380952380953,3.1621621621621623,0.140625,0.11051293663306073,0.375,0.33243486073674755,0.6173469387755102,1.1050486410299258,0.7857142857142857,1.051212938005391,28.09,13.838400000000002,5.3,3.72,26,25,27,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,1276289,1060882,3136.0,12387.689999999999,56.0,111.3,11,18,12,35,60,161,Adrian Houser,36,49,6,7,215407,450584,1,1,222,222.0,7,6,0.2,0.21739130434782608,SP,SP,0.4833333333333333,0.5527950310559007,0,0,0,0,1936,13689,44,117,215407,450584,581600,555000,0.005,0.003,581600,555000,13.3225,2746.8080999999997,3.65,52.41,581600,555000,49875000,31900000,581600,555000,29,89,0.38616860499155536,4.120899999999999,0.6214246575342464,2.03,2.25,1.5376,1.5,1.24,0,0,441,1369,21,37,1,36,1,6,12.280284540855124,13.273538205201447,13.273538205201447
CHC,CHC,6.4,6.4,2026,0,2020,1,1,0,0,2809,961,53,31,0,0,4,5,2,2,961,121,961,121,31,11,31,11,5.861495844875346,14.578512396694217,2.4210526315789473,3.8181818181818183,0.09301031358130932,0.09336419753086421,0.30497592295345105,0.3055555555555556,0.5451795665873975,1.3611111111111114,0.738362760834671,1.1666666666666667,20.070400000000003,7.5625,4.48,2.75,28,27,28,Chicago Cubs,Chicago Cubs,Illinois,934746,723820,3881.2899999999995,1296.0,62.3,36.0,11,4,12,9,58,162,Alec Mills,16,0,4,0,210926,134280,17,17,205,205.0,21,20,0.20689655172413793,0.05555555555555555,SP,RP,0.5517241379310345,0.5185185185185185,0,1,0,1,2116,1764,46,42,210926,134280,569500,555000,0.002,0.001,569500,555000,4860.8784,0.0,69.72,0.0,569500,555000,2650000,49325000,569500,555000,32,84,0.0576,0.9409,0.24,0.97,1.3224999999999998,1.3688999999999998,1.15,1.17,3,3,361,121,19,11,25,1,5,1,12.259262640044279,13.252514061869373,13.252514061869373
CHW,CHW,6.1,6.1,2021,2021,2020,1,1,0,0,169,1764,13,42,0,0,5,3,2,2,9,784,4,361,2,19,3,28,4.0,5.718336483931947,2.0,2.391304347826087,0.12869754067043374,0.14216608438591774,0.35874439461883406,0.3770491803278688,0.5147901626817349,0.8129535071217415,0.7174887892376681,0.9016393442622951,0.6561000000000001,7.839999999999999,0.81,2.8,31,30,31,Chicago White Sox,Chicago White Sox,Illinois,18259822,14358896,497.29,3721.0,22.3,61.0,0,0,21,62,60,161,Alex Colome,0,25,0,5,3900926,7325000,6,6,225,225.0,10,9,0.35,0.38509316770186336,RP,RP,0.5833333333333334,0.4472049689440994,144,900,12,30,256,3025,16,55,3900926,7325000,10532500,7325000,0.073,0.08,10532500,7325000,8071.225600000001,5364.097599999999,89.84,73.24,10532500,7325000,151500000,24500000,10532500,7325000,35,72,0.9409,0.8464,0.97,0.92,0.8835999999999999,1.1449,0.94,1.07,3,3,64,529,8,23,4,16,2,4,15.176724518813868,16.16997627283531,16.16997627283531
ARI,ARI,6.2,6.2,2026,0,2020,1,1,0,0,2601,5184,51,72,0,0,4,4,1,1,900,1600,784,1089,28,33,30,40,7.7602040816326525,6.914951989026064,2.7857142857142856,2.6296296296296298,0.09143113043397133,0.10506003121536732,0.3023758099352052,0.32412965186074433,0.709524231581992,0.7264850718198445,0.8423326133909288,0.8523409363745499,29.593600000000006,12.6736,5.44,3.56,26,25,26,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,1927843,1714880,2143.6899999999996,6938.889999999999,46.3,83.3,7,15,15,17,60,162,Alex Young,16,25,4,5,212963,283480,1,1,205,205.0,6,6,0.25,0.10493827160493827,SP,SP,0.4166666666666667,0.5246913580246914,0,0,0,0,1521,5041,39,71,212963,283480,575000,555000,0.003,0.002,575000,555000,542.4241,4167.993600000001,23.29,64.56,575000,555000,24650000,11600000,575000,555000,25,85,0.38616860499155536,0.5776,0.6214246575342464,0.76,1.9599999999999997,1.4161,1.4,1.19,1,1,196,729,14,27,4,49,2,7,12.268873720682233,13.262125319779487,13.262125319779487
