Acronimo,Altura,Anio,Anios_contrato,Bateos_pitcher,Bateos_pitcher_2,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Equipo,Equipo_anterior,Estado,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_2,Juegos_iniciados,Juegos_iniciados_2,Jugador,Losses,Losses_2,Pennants won,Peso,Playoffs,Posicion,Promedio_victorias,Saves,Saves_2,Status,Strike-outs,Strike-outs_2,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2
TB,6.3,2021,1,56,3136,2,7,27,729,23,529,3.88,15.0544,0.03753753753753754,0.0014090667243820396,0.14564564564564564,0.021212654095536975,4.77,22.752899999999997,28,Tampa Bay Rays,MIN,Florida,74.0,5476.0,66,162,4356,4,16,Matt Wisler,6,36,2,215,7,RP,0.6172839506172839,2,4,UFA,97,9409,1200000,1150000,698679,67.34,4534.6756000000005,1150000,18725000,1150000,100,0.74,0.5476,2.21,4.8841,0,25,625,3,9
HOU,6.4,2021,1,57,3249,2,5,40,1600,34,1156,2.088888888888889,4.3634567901234576,0.06385696040868455,0.004077711392636306,0.13339009507591884,0.017792917464362668,10.62,112.78439999999998,29,Houston Astros,MIA,Texas,78.3,6130.889999999999,81,162,6561,0,0,Ryne Stanek,5,25,4,226,15,RP,0.5864197530864198,2,4,UFA,94,8836,1100000,1100000,1100000,39.65,1572.1225,1100000,76100000,1100000,95,0.45,0.2025,3.12,9.7344,1,45,2025,3,9
ARI,6.3,2021,1,18,324,1,5,13,169,13,169,2.0,4.0,0.050505050505050504,0.002550760126517702,0.10101010101010101,0.010203040506070809,23.32,543.8224,29,Arizona Diamondbacks,HOU,Arizona,11.0,121.0,12,163,144,0,0,Chris Devenski,1,1,1,210,6,RP,0.3251533742331288,1,1,UFA,10,100,1000000,1000000,1000000,0.0,0.0,1000000,8500000,1000000,53,-0.69,0.4760999999999999,4.5,20.25,1,5,25,1,1
LAD,6.4,2021,1,3,9,5,7,3,9,3,9,2.0,4.0,0.03367003367003367,0.001133671167341201,0.06734006734006734,0.004534684669364804,8.1,65.61,36,Los Angeles Dodgers,ATL,California,3.3,10.889999999999999,1,162,1,1,1,Cole Hamels,1,1,25,205,35,SP,0.654320987654321,0,0,UFA,2,4,1000000,1000000,1000000,0.0,0.0,1000000,160320500,1000000,106,-0.09,0.0081,1.2,1.44,7,1,1,0,0
SF,6.3,2021,1,53,2809,5,8,34,1156,30,900,2.8095238095238093,7.893424036281178,0.03098716246126605,0.0009602042374008957,0.08705917072450937,0.00757929920723927,6.42,41.2164,36,San Francisco Giants,PHI,California,75.3,5670.089999999999,83,163,6889,0,0,Tony Watson,4,16,23,218,27,RP,0.6625766871165644,2,4,UFA,59,3481,1000000,1000000,349440,113.08,12787.0864,1000000,36200000,1000000,108,0.27,0.0729,1.9,3.61,8,21,441,8,64
LAA,6.6,2021,1,61,3721,5,6,32,1024,26,676,1.5609756097560976,2.4366448542534207,0.0666992028631853,0.004448783662584346,0.10411582885960632,0.010840105819122833,3.42,11.696399999999999,35,Los Angeles Angels,HOU,California,68.3,4664.889999999999,74,162,5476,0,0,Steve Cishek,2,4,1,215,10,RP,0.4753086419753086,0,0,UFA,64,4096,1000000,1000000,1000000,35.18,1237.6324,1000000,12625000,1000000,77,1.17,1.3688999999999998,1.49,2.2201,1,41,1681,0,0
CHW,6.1,2021,1,52,2704,2,2,28,784,28,784,3.3870967741935485,11.472424557752342,0.04200542005420054,0.001764455313929833,0.14227642276422764,0.020242580474585232,6.71,45.0241,33,Chicago White Sox,CHC,Illinois,82.0,6724.0,86,162,7396,0,0,Ryan Tepera,3,9,6,195,11,RP,0.5740740740740741,2,4,UFA,105,11025,1750000,800000,283866,110.92,12303.2464,800000,57000000,800000,93,1.32,1.7424000000000002,2.28,5.1983999999999995,3,31,961,0,0
TB,6.4,2021,1,7,49,2,7,8,64,7,49,1.1666666666666667,1.3611111111111114,0.06060606060606061,0.0036730945821854917,0.0707070707070707,0.004999489847974696,5.73,32.8329,33,Tampa Bay Rays,TB,Florida,11.0,121.0,11,162,121,0,0,Oliver Drake,2,4,2,220,7,RP,0.6172839506172839,2,4,UFA,7,49,775000,775000,775000,0.0,0.0,775000,18725000,775000,100,-0.11,0.0121,1.18,1.3923999999999999,0,6,36,0,0
CHC,6.2,2021,1,25,625,2,10,13,169,12,144,1.2727272727272727,1.6198347107438016,0.05632360471070149,0.003172348447607355,0.07168458781362008,0.0051386801300086086,4.99,24.900100000000002,27,Chicago Cubs,NYY,Illinois,21.7,470.89,19,162,361,0,0,Jonathan Holder,0,0,17,232,21,RP,0.4382716049382716,0,0,UFA,14,196,750000,750000,750000,34.25,1173.0625,750000,24500000,750000,71,0.13,0.016900000000000002,1.66,2.7556,3,11,121,3,9
CHC,6.3,2021,1,17,289,2,10,12,144,8,64,1.8333333333333333,3.3611111111111107,0.04866180048661801,0.0023679708265994166,0.08921330089213302,0.007959013056070262,5.27,27.772899999999996,26,Chicago Cubs,BAL,Illinois,13.7,187.68999999999997,4,162,16,3,9,Kohl Stewart,1,1,17,200,21,SP,0.4382716049382716,0,0,UFA,11,121,700000,700000,402641,0.0,0.0,700000,24500000,700000,71,-0.26,0.06760000000000001,1.68,2.8223999999999996,3,6,36,1,1
SD,6.5,2021,0,44,1936,5,4,28,784,27,729,3.1,9.610000000000001,0.04248990864669641,0.0018053923368046064,0.13171871680475888,0.01734982035669227,4.64,21.5296,35,San Diego Padres,MIA,California,52.3,2735.2899999999995,53,162,2809,5,25,Ross Detwiler,1,1,2,210,6,RP,0.4876543209876543,0,0,UFA,62,3844,570500,570500,58273,10.38,107.74440000000001,0,25200000,0,79,-0.08,0.0064,1.22,1.4884,0,20,400,3,9
COL,6.3,2021,0,53,2809,1,1,32,1024,31,961,1.6785714285714286,2.8176020408163267,0.04838430965958183,0.0023410414212343034,0.08121651978572664,0.006596123086105327,4.34,18.8356,33,Colorado Rockies,NYY,Colorado,64.3,4134.49,46,161,2116,1,1,Jhoulys Chacin,2,4,1,215,5,RP,0.4596273291925465,0,0,UFA,47,2209,1000000,1000000,1000000,0.0,0.0,0,0,0,74,0.67,0.4489000000000001,1.26,1.5876000000000001,0,28,784,3,9
