Jugador,Anio,Status,Equipo_anterior,Anios_contrato,Valor_contrato,Valor_promedio_contrato,Equipo,Cantidad_agentes_libres,Valor_contrato_total,Acronimo,Victorias,Juegos totales,Playoffs,Pennants won,WS ganadas,Promedio_victorias,Posicion,Juegos,Juegos_iniciados,Inning_pitched,Bateos_pitcher,Carreras,Carreras_ganadas,Walks,Strike-outs,Wins,Losses,Saves,WHIP,ERA,WAR,TVS,Edad,Peso,Altura,Sueldo_base,Sueldo,Sueldo_regular,Dominio,Control,Comando,Juegos_2,Juegos_iniciados_2,Inning_pitched_2,Bateos_pitcher_2,Carreras_2,Carreras_ganadas_2,Walks_2,Strike-outs_2,Wins_2,Losses_2,Saves_2,WHIP_2,ERA_2,WAR_2,TVS_2,Dominio_2,Control_2,Comando_2
Gavin Floyd,2014,UFA,CHW,1,4000000,4000000,Atlanta Braves,5,47350000,ATL,79,162,23,18,3,0.4876543209876543,RP,9,9,54.3,55,23,16,13,45,2,2,0,1.25,2.65,0.86,0.0,31,235,6.4,4000000,4000000,4000000,0.09208103130755065,0.026601186822181298,3.4615384615384617,81,81,2948.49,3025,529,256,169,2025,4,4,0,1.5625,7.0225,0.7395999999999999,0.0,0.008478916326662122,0.0007076231403485919,11.98224852071006
Francisco Rodriguez,2014,UFA,BAL,1,3250000,3250000,Milwaukee Brewers,7,57600000,MIL,82,162,4,1,0,0.5061728395061729,RP,69,0,68.0,49,23,23,18,73,5,5,44,0.99,3.04,1.38,52.58,32,180,6.0,3250000,3250000,3250000,0.119281045751634,0.029411764705882353,4.055555555555555,4761,0,4624.0,2401,529,529,324,5329,25,25,1936,0.9801,9.2416,1.9043999999999996,2764.6564,0.014227967875603402,0.0008650519031141869,16.447530864197528
Ronald Belisario,2014,UFA,LAD,1,3000000,3000000,Chicago White Sox,10,12250000,CHW,73,162,9,6,3,0.4506172839506173,RP,62,0,66.3,78,46,41,18,47,4,8,8,1.45,5.56,-1.54,15.31,31,202,6.3,3000000,3000000,3000000,0.07876654935478465,0.0301659125188537,2.611111111111111,3844,0,4395.69,6084,2116,1681,324,2209,16,64,64,2.1025,30.913599999999995,2.3716,234.39610000000002,0.006204169297259726,0.0009099822780951343,6.817901234567901
Joba Chamberlain,2014,UFA,NYY,1,2500000,2500000,Detroit Tigers,5,33500000,DET,90,162,16,11,4,0.5555555555555556,RP,69,0,63.0,57,26,25,24,59,2,5,2,1.29,3.57,0.91,28.25,28,245,6.3,2500000,3000000,3000000,0.10405643738977072,0.042328042328042326,2.4583333333333335,4761,0,3969.0,3249,676,625,576,3481,4,25,4,1.6641000000000001,12.7449,0.8281000000000001,798.0625,0.010827742162251273,0.0017916631673245429,6.043402777777779
Matt Albers,2014,UFA,CLE,1,2450000,2450000,Houston Astros,8,43800000,HOU,70,162,9,1,0,0.4320987654320987,RP,8,0,10.0,10,1,1,3,8,0,0,0,1.3,0.9,0.52,0.0,31,225,6.1,2250000,2250000,2250000,0.08888888888888889,0.03333333333333333,2.6666666666666665,64,0,100.0,100,1,1,9,64,0,0,0,1.6900000000000002,0.81,0.27040000000000003,0.0,0.007901234567901235,0.0011111111111111111,7.111111111111111
LaTroy Hawkins,2014,UFA,NYM,1,2250000,2250000,Colorado Rockies,6,31250000,COL,66,161,3,1,0,0.4099378881987577,RP/CL,57,0,54.3,52,23,20,13,32,4,3,23,1.2,3.31,0.83,81.74,41,195,6.5,2250000,2250000,2250000,0.06547984448536935,0.026601186822181298,2.4615384615384617,3249,0,2948.49,2704,529,400,169,1024,16,9,529,1.44,10.956100000000001,0.6889,6681.427599999999,0.004287610033828155,0.0007076231403485919,6.059171597633137
Chris Capuano,2014,UFA,LAD,1,2250000,2250000,New York Yankees,9,311500000,NYY,84,162,50,40,27,0.5185185185185185,RP,40,12,97.3,101,51,47,34,84,3,4,0,1.39,4.35,-0.23,0.0,35,225,6.2,500000,500000,180327,0.0959232613908873,0.03882608199154962,2.4705882352941178,1600,144,9467.289999999999,10201,2601,2209,1156,7056,9,16,0,1.9320999999999997,18.922499999999996,0.0529,0.0,0.009201272075864492,0.0015074646428145336,6.103806228373703
Colby Lewis,2014,UFA,TEX,1,2000000,2000000,Texas Rangers,7,136050000,TEX,67,162,6,2,0,0.4135802469135802,SP,29,29,170.3,211,107,98,48,133,10,14,0,1.52,5.18,-0.41,16.13,34,238,6.4,2000000,2000000,2000000,0.08677497227115548,0.03131728322568017,2.7708333333333335,841,841,29002.090000000004,44521,11449,9604,2304,17689,100,196,0,2.3104,26.832399999999996,0.16809999999999997,260.1769,0.007529895812659802,0.0009807722286374685,7.677517361111112
J.P. Arencibia,2014,UFA,TOR,1,1800000,1800000,Texas Rangers,7,136050000,TEX,67,162,6,2,0,0.4135802469135802,1B,63,58,1.0,1,0,0,0,0,0,0,0,1.0,0.0,-1.22,0.0,28,203,6.0,1800000,1800000,1800000,0.0,0.0,,3969,3364,1.0,1,0,0,0,0,0,0,0,1.0,0.0,1.4884,0.0,0.0,0.0,
Jamey Wright,2014,UFA,TB,1,1800000,1800000,Los Angeles Dodgers,11,61150000,LAD,93,161,28,25,6,0.577639751552795,RP,61,1,70.3,72,35,34,27,54,5,4,1,1.41,4.35,-0.2,37.98,39,240,6.6,1800000,1800000,1800000,0.08534850640113799,0.042674253200568994,2.0,3721,1,4942.089999999999,5184,1225,1156,729,2916,25,16,1,1.9880999999999998,18.922499999999996,0.04000000000000001,1442.4803999999997,0.007284367544905092,0.001821091886226273,4.0
Felipe Paulino,2014,UFA,KC,1,1750000,1750000,Chicago White Sox,10,12250000,CHW,73,162,9,6,3,0.4506172839506173,SP,4,4,18.3,35,24,23,12,14,0,2,0,2.56,11.29,-0.93,0.0,30,260,6.2,1500000,1500000,1500000,0.08500303582270795,0.07285974499089252,1.1666666666666667,16,16,334.89000000000004,1225,576,529,144,196,0,4,0,6.5536,127.46409999999999,0.8649000000000001,0.0,0.00722551609907657,0.005308542440137888,1.3611111111111114
Lyle Overbay,2014,UFA,NYY,1,1500000,1500000,Milwaukee Brewers,7,57600000,MIL,82,162,4,1,0,0.5061728395061729,1B,121,64,0.3,0,0,0,0,0,0,0,0,0.0,0.0,-0.39,12.78,37,235,6.2,1500000,1500000,1500000,0.0,0.0,,14641,4096,0.09,0,0,0,0,0,0,0,0,0.0,0.0,0.1521,163.3284,0.0,0.0,
Daisuke Matsuzaka,2014,UFA,NYM,1,1500000,1500000,New York Mets,10,93775000,NYM,79,162,8,5,2,0.4876543209876543,SP,34,9,83.3,62,38,36,50,78,3,3,1,1.34,3.89,,7.54,33,200,6.0,1500000,1500000,1500000,0.10404161664665867,0.06669334400426838,1.56,1156,81,6938.889999999999,3844,1444,1296,2500,6084,9,9,1,1.7956000000000003,15.132100000000001,,56.8516,0.010824657994450284,0.004448002134471681,2.4336
Paul Maholm,2014,UFA,ATL,1,1500000,1500000,Los Angeles Dodgers,11,61150000,LAD,93,161,28,25,6,0.577639751552795,RP,30,8,70.7,82,44,38,28,34,1,5,0,1.56,4.84,,0.0,32,245,6.2,1500000,1500000,1500000,0.05343391482005343,0.044004400440044,1.2142857142857142,900,64,4998.490000000001,6724,1936,1444,784,1156,1,25,0,2.4336,23.4256,,0.0,0.0028551832529967254,0.0019363872580877447,1.4744897959183672
Kevin Gregg,2014,UFA,CHC,1,1286387,1286387,Miami Marlins,10,39486387,MIA,77,162,2,2,2,0.4753086419753086,RP,12,0,9.0,11,10,10,5,6,0,0,0,1.78,10.0,-0.61,0.0,36,245,6.6,1286387,1286387,1286387,0.07407407407407407,0.06172839506172839,1.2,144,0,81.0,121,100,100,25,36,0,0,0,3.1684,100.0,0.3721,0.0,0.0054869684499314125,0.0038103947568968143,1.44
Pat Neshek,2014,UFA,OAK,1,1000000,1000000,St. Louis Cardinals,5,59750000,STL,89,161,27,23,11,0.5527950310559007,RP,71,0,67.3,44,14,14,9,68,7,2,6,0.79,1.87,2.28,94.64,33,220,6.3,1000000,1000000,1000000,0.11226679874525344,0.01485884101040119,7.555555555555555,5041,0,4529.29,1936,196,196,81,4624,49,4,36,0.6241000000000001,3.4969000000000006,5.1983999999999995,8956.7296,0.012603834100507241,0.00022078515617238024,57.08641975308642
Scott Baker,2014,UFA,CHC,1,1000000,1000000,Texas Rangers,7,136050000,TEX,67,162,6,2,0,0.4135802469135802,SP,25,8,80.7,82,49,49,14,55,3,4,0,1.19,5.47,-0.15,6.04,32,215,6.4,1000000,1000000,1000000,0.07572628390472257,0.019275781357565743,3.9285714285714284,625,64,6512.490000000001,6724,2401,2401,196,3025,9,16,0,1.4161,29.920899999999996,0.0225,36.4816,0.005734470074018644,0.00037155574694467904,15.433673469387754
John Baker,2014,UFA,LAD,1,875000,875000,Chicago Cubs,13,9650000,CHC,73,162,16,17,2,0.4506172839506173,C,68,51,1.0,0,0,0,1,0,1,0,0,1.0,0.0,,0.0,33,213,6.1,875000,875000,875000,0.0,0.1111111111111111,0.0,4624,2601,1.0,0,0,0,1,0,1,0,0,1.0,0.0,,0.0,0.0,0.012345679012345678,0.0
Zach Duke,2014,UFA,CIN,1,850000,850000,Milwaukee Brewers,7,57600000,MIL,82,162,4,1,0,0.5061728395061729,RP,74,0,58.7,49,19,16,17,74,5,1,0,1.13,2.46,1.14,68.05,31,210,6.2,850000,850000,850000,0.14007192882831723,0.032178686352451254,4.352941176470588,5476,0,3445.6900000000005,2401,361,256,289,5476,25,1,0,1.2768999999999997,6.0516,1.2995999999999999,4630.8025,0.01962014524568517,0.0010354678553694326,18.948096885813147
Rich Hill,2014,UFA,CLE,1,840000,840000,New York Yankees,9,311500000,NYY,84,162,50,40,27,0.5185185185185185,SP,16,0,5.3,7,2,2,6,9,0,0,0,2.44,3.38,0.0,0.0,34,221,6.5,500000,500000,142076,0.18867924528301888,0.12578616352201258,1.5,256,0,28.09,49,4,4,36,81,0,0,0,5.9536,11.424399999999999,0.0,0.0,0.0355998576005696,0.01582215893358649,2.25
Daniel Hudson,2014,UFA,ARI,1,700000,700000,Arizona Diamondbacks,8,42450000,ARI,64,161,5,1,1,0.3975155279503105,RP,3,0,2.7,4,4,4,0,2,0,1,0,1.5,13.5,-0.27,0.0,27,215,6.3,700000,700000,700000,0.0823045267489712,0.0,inf,9,0,7.290000000000001,16,16,16,0,4,0,1,0,2.25,182.25,0.0729,0.0,0.006774035123372115,0.0,inf
Tony Sipp,2014,UFA,ARI,1,500000,500000,Houston Astros,8,43800000,HOU,70,162,9,1,0,0.4320987654320987,RP,56,0,50.7,28,19,19,17,63,4,3,4,0.89,3.38,0.81,50.0,30,190,6.0,500000,500000,407103,0.1380670611439842,0.037256191102344946,3.7058823529411766,3136,0,2570.4900000000002,784,361,361,289,3969,16,9,16,0.7921,11.424399999999999,0.6561000000000001,2500.0,0.019062513372936674,0.0013880237754544467,13.733564013840832
Dylan Axelrod,2014,UFA,CHW,1,500000,500000,Cincinnati Reds,6,15125000,CIN,76,162,15,10,5,0.4691358024691358,RP,5,4,18.3,14,6,6,4,20,2,1,0,0.98,2.95,,0.0,28,195,6.0,500000,500000,90163,0.1214329083181542,0.024286581663630843,5.0,25,16,334.89000000000004,196,36,36,16,400,4,1,0,0.9603999999999999,8.7025,,0.0,0.014745951222605245,0.0005898380489042099,25.0
Zach Putnam,2014,UFA,CHC,1,500000,500000,Chicago White Sox,10,12250000,CHW,73,162,9,6,3,0.4506172839506173,RP,49,0,54.7,39,14,12,20,46,5,3,6,1.08,1.98,1.82,91.48,26,220,0.0,500000,500000,363387,0.09343895998374975,0.040625634775543366,2.3,2401,0,2992.09,1521,196,144,400,2116,25,9,36,1.1664,3.9204,3.3124000000000002,8368.590400000001,0.008730839242844787,0.0016504422009158384,5.289999999999999
