Jugador,Anio,Status,Equipo_anterior,Anios_contrato,Valor_contrato,Valor_promedio_contrato,Posicion,Juegos,Juegos_iniciados,Inning_pitched,Bateos_pitcher,Carreras,Carreras_ganadas,Walks,Strike-outs,Wins,Losses,Saves,WHIP,ERA,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Dominio,Control,Comando,Juegos_2,Juegos_iniciados_2,Inning_pitched_2,Bateos_pitcher_2,Carreras_2,Carreras_ganadas_2,Walks_2,Strike-outs_2,Wins_2,Losses_2,Saves_2,WHIP_2,ERA_2,Control_2,Comando_2,Juegos_2_2
Casey Janssen,2015,UFA,TOR,1,5000000,5000000,RP,48,0,40.0,38,22,22,8,27,2,5,0,1.15,4.95,WSH,3500000,3500000,3500000,0.075,0.022222222222222223,3.375,2304,0,1600.0,1444,484,484,64,729,4,25,0,1.3224999999999998,24.5025,0.0004938271604938272,11.390625,5308416
David Ross,2015,UFA,BOS,2,5000000,2500000,C,72,46,2.0,0,0,0,0,0,0,0,0,0.0,0.0,CHC,2250000,2500000,2500000,0.0,0.0,,5184,2116,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,26873856
Aaron Harang,2015,UFA,ATL,1,5000000,5000000,SP,29,29,172.3,189,100,93,51,108,6,15,0,1.39,4.86,PHI,5000000,5000000,5000000,0.06964596633778293,0.03288837299284194,2.1176470588235294,841,841,29687.290000000005,35721,10000,8649,2601,11664,36,225,0,1.9320999999999997,23.619600000000002,0.0010816450781162951,4.484429065743945,707281
Jason Motte,2015,UFA,STL,1,4500000,4500000,RP,57,0,48.3,48,21,21,11,34,8,1,6,1.22,3.91,CHC,4500000,4500000,4500000,0.07821486082355648,0.025304807913503567,3.090909090909091,3249,0,2332.89,2304,441,441,121,1156,64,1,36,1.4884,15.288100000000002,0.0006403333035393127,9.553719008264462,10556001
Colby Lewis,2015,UFA,TEX,1,4000000,4000000,SP,33,33,204.7,211,114,106,42,142,17,9,0,1.24,4.66,TEX,4000000,4000000,4000000,0.07707756608587092,0.022797589969060415,3.380952380952381,1089,1089,41902.09,44521,12996,11236,1764,20164,289,81,0,1.5376,21.715600000000002,0.000519730108397404,11.430839002267573,1185921
Ryan Vogelsong,2015,UFA,SF,1,4000000,4000000,SP,33,22,135.0,140,76,70,58,108,9,11,0,1.47,4.67,SF,4000000,4000000,4000000,0.08888888888888889,0.047736625514403296,1.8620689655172413,1089,484,18225.0,19600,5776,4900,3364,11664,81,121,0,2.1609,21.808899999999998,0.0022787854155023796,3.4673008323424495,1185921
Jonny Gomes,2015,UFA,OAK,1,4000000,4000000,LF,95,55,1.0,3,2,2,0,1,0,0,0,3.0,18.0,KC,1000000,1000000,371585,0.1111111111111111,0.0,inf,9025,3025,1.0,9,4,4,0,1,0,0,0,9.0,324.0,0.0,inf,81450625
Matt Belisle,2015,UFA,COL,1,3500000,3500000,RP,34,0,33.7,34,10,10,15,25,1,1,0,1.46,2.67,STL,3500000,3500000,3500000,0.08242664029014177,0.04945598417408506,1.6666666666666667,1156,0,1135.6900000000003,1156,100,100,225,625,1,1,0,2.1315999999999997,7.1289,0.002445894370627352,2.777777777777778,1336336
Neal Cotts,2015,UFA,TEX,1,3000000,3000000,RP,68,0,63.3,58,26,24,22,58,1,0,0,1.26,3.41,MIN,721311,721311,721311,0.10180796910654732,0.038616815868000705,2.6363636363636362,4624,0,4006.8899999999994,3364,676,576,484,3364,1,0,0,1.5876000000000001,11.628100000000002,0.001491258467783071,6.950413223140496,21381376
John Axford,2015,UFA,PIT,1,2600000,2600000,RP,60,0,55.7,56,27,26,32,62,4,5,25,1.58,4.2,COL,2600000,2600000,2600000,0.1236784360662278,0.06383403151805306,1.9375,3600,0,3102.4900000000002,3136,729,676,1024,3844,16,25,625,2.4964000000000004,17.64,0.0040747835798477915,3.75390625,12960000
Chris Denorfia,2015,UFA,SEA,1,2600000,2600000,RF,103,45,0.3,0,0,0,0,0,0,0,0,0.0,0.0,CHC,2600000,2600000,2600000,0.0,0.0,,10609,2025,0.09,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,112550881
Brandon Morrow,2015,UFA,TOR,1,2500000,2500000,RP,5,5,33.0,29,10,10,7,23,2,0,0,1.09,2.73,SD,2500000,2500000,2500000,0.07744107744107744,0.02356902356902357,3.2857142857142856,25,25,1089.0,841,100,100,49,529,4,0,0,1.1881000000000002,7.4529,0.0005554988719971885,10.795918367346937,625
Burke Badenhop,2015,UFA,BOS,1,2500000,2500000,RP,68,0,66.3,71,30,29,20,36,2,4,0,1.37,3.94,CIN,1000000,1000000,1000000,0.0603318250377074,0.03351768057650411,1.8,4624,0,4395.69,5041,900,841,400,1296,4,16,0,1.8769000000000002,15.5236,0.001123434911228561,3.24,21381376
Tim Stauffer,2015,UFA,SD,1,2200000,2200000,RP,18,0,20.7,32,18,16,9,14,1,0,0,1.98,6.97,NYM,507500,507500,72103,0.07514761137949544,0.04830917874396136,1.5555555555555556,324,0,428.48999999999995,1024,324,256,81,196,1,0,0,3.9204,48.5809,0.002333776750916008,2.419753086419753,104976
Ichiro Suzuki,2015,UFA,NYY,1,2000000,2000000,RF,153,89,1.0,2,1,1,0,0,0,0,0,2.0,9.0,MIA,2000000,3200000,3200000,0.0,0.0,,23409,7921,1.0,4,1,1,0,0,0,0,0,4.0,81.0,0.0,,547981281
Carlos Villanueva,2015,UFA,CHC,1,2000000,2000000,RP,35,0,61.0,50,21,20,21,55,4,3,2,1.16,2.95,STL,2000000,2000000,2000000,0.10018214936247723,0.03825136612021858,2.619047619047619,1225,0,3721.0,2500,441,400,441,3025,16,9,4,1.3456,8.7025,0.0014631670100630058,6.859410430839002,1500625
Craig Breslow,2015,UFA,BOS,1,2000000,2000000,RP,45,2,65.0,69,33,30,23,46,0,4,1,1.41,4.15,BOS,2000000,2000000,2000000,0.07863247863247863,0.039316239316239315,2.0,2025,4,4225.0,4761,1089,900,529,2116,0,16,1,1.9880999999999998,17.222500000000004,0.001545766673971802,4.0,4100625
Franklin Morales,2015,UFA,COL,1,1850000,1850000,RP,67,0,62.3,58,23,21,14,41,4,2,0,1.15,3.03,KC,1850000,1850000,1850000,0.07312288211164616,0.024968789013732836,2.9285714285714284,4489,0,3881.2899999999995,3364,529,441,196,1681,16,4,0,1.3224999999999998,9.1809,0.0006234404248123056,8.576530612244897,20151121
Jim Johnson,2015,UFA,DET,1,1600000,1600000,RP,72,0,66.7,77,36,33,20,50,2,6,10,1.46,4.46,LAD,585792,585792,585792,0.08329168748958853,0.03331667499583541,2.5,5184,0,4448.89,5929,1296,1089,400,2500,4,36,100,2.1315999999999997,19.8916,0.0011100008327781245,6.25,26873856
Joe Beimel,2015,UFA,SEA,1,1500000,1500000,RP,53,0,47.3,49,25,21,16,22,2,1,1,1.37,3.99,SEA,600000,600000,501639,0.0516795865633075,0.03758515386422363,1.375,2809,0,2237.2899999999995,2401,625,441,256,484,4,1,1,1.8769000000000002,15.920100000000001,0.0014126437909973647,1.890625,7890481
Chad Billingsley,2015,UFA,LAD,1,1500000,1500000,SP,7,7,37.0,53,26,24,8,15,2,3,0,1.65,5.84,PHI,1500000,1500000,1500000,0.04504504504504504,0.024024024024024024,1.875,49,49,1369.0,2809,676,576,64,225,4,9,0,2.7224999999999997,34.105599999999995,0.0005771537303068835,3.515625,2401
Matt Albers,2015,UFA,HOU,1,1500000,1500000,RP,30,0,37.3,31,6,5,9,28,2,0,0,1.07,1.21,CHW,1500000,1500000,1500000,0.08340780458742926,0.02680965147453083,3.111111111111111,900,0,1391.2899999999997,961,36,25,81,784,4,0,0,1.1449,1.4641,0.0007187574121858131,9.679012345679013,810000
Alexi Ogando,2015,UFA,TEX,1,1500000,1500000,RP,64,0,65.3,59,29,29,28,53,3,1,0,1.33,4.0,BOS,1500000,1500000,1500000,0.0901820656797686,0.047643355453462655,1.8928571428571428,4096,0,4264.089999999999,3481,841,841,784,2809,9,1,0,1.7689000000000001,16.0,0.0022698893188649897,3.582908163265306,16777216
Tom Gorzelanny,2015,UFA,MIL,1,1000000,1000000,RP,48,0,39.3,46,29,27,23,36,2,3,0,1.75,6.18,DET,1000000,1000000,1000000,0.10178117048346057,0.06502685891998869,1.565217391304348,2304,0,1544.4899999999998,2116,841,729,529,1296,4,9,0,3.0625,38.1924,0.004228492381000113,2.449905482041588,5308416
Joba Chamberlain,2015,UFA,DET,1,1000000,1000000,RP,36,0,27.7,39,20,19,9,23,0,2,0,1.74,6.18,KC,507500,507500,72103,0.09225832330525471,0.036101083032490974,2.5555555555555554,1296,0,767.29,1521,400,361,81,529,0,4,0,3.0276,38.1924,0.0013032881961188077,6.530864197530863,1679616
Joe Thatcher,2015,UFA,LAA,1,1000000,1000000,RP,43,0,22.7,23,8,8,12,26,1,3,0,1.54,3.18,HOU,765027,765027,765027,0.12726382770435635,0.05873715124816447,2.1666666666666665,1849,0,515.29,529,64,64,144,676,1,9,0,2.3716,10.112400000000001,0.003450052936749749,4.694444444444444,3418801
Jeanmar Gomez,2015,UFA,PIT,1,800000,800000,RP,65,0,74.7,82,28,25,17,50,2,3,0,1.33,3.01,PHI,800000,800000,800000,0.07437156031533541,0.025286330507214037,2.9411764705882355,4225,0,5580.09,6724,784,625,289,2500,4,9,0,1.7689000000000001,9.060099999999998,0.0006393985105200633,8.65051903114187,17850625
Chris Young,2015,UFA,SEA,1,675000,675000,RP,33,18,121.7,91,44,42,42,80,11,6,0,1.09,3.11,NYY,2500000,2500000,2500000,0.07303934994978545,0.03834565872363736,1.9047619047619047,1089,324,14810.890000000001,8281,1936,1764,1764,6400,121,36,0,1.1881000000000002,9.672099999999999,0.0014703895429496662,3.6281179138321993,1185921
Chris Young,2015,UFA,SEA,1,675000,675000,RP,33,18,121.7,91,44,42,42,80,11,6,0,1.09,3.11,KC,675000,675000,675000,0.07303934994978545,0.03834565872363736,1.9047619047619047,1089,324,14810.890000000001,8281,1936,1764,1764,6400,121,36,0,1.1881000000000002,9.672099999999999,0.0014703895429496662,3.6281179138321993,1185921
Shane Robinson,2015,UFA,STL,1,550000,550000,CF,83,48,1.0,0,0,0,1,1,0,0,0,1.0,0.0,MIN,550000,550000,550000,0.1111111111111111,0.1111111111111111,1.0,6889,2304,1.0,0,0,0,1,1,0,0,0,1.0,0.0,0.012345679012345678,1.0,47458321
Ross Detwiler,2015,UFA,TEX,1,507500,507500,SP,41,7,58.3,82,51,47,36,41,1,5,0,2.02,7.25,ATL,507500,507500,221857,0.0781398894606442,0.0686106346483705,1.1388888888888888,1681,49,3398.89,6724,2601,2209,1296,1681,1,25,0,4.0804,52.5625,0.004707419186852179,1.2970679012345678,2825761
Rich Hill,2015,UFA,NYY,1,0,0,SP,4,4,29.0,14,5,5,5,36,2,1,0,0.65,1.55,BOS,507500,507500,72103,0.13793103448275862,0.019157088122605363,7.2,16,16,841.0,196,25,25,25,1296,4,1,0,0.42250000000000004,2.4025000000000003,0.00036699402533726743,51.84,256
Mat Latos,2015,UFA,LAD,0,0,0,SP,24,21,116.3,120,67,64,32,100,4,10,0,1.31,4.95,LAA,507500,507500,13866,0.09553835865099837,0.030572274768319477,3.125,576,441,13525.689999999999,14400,4489,4096,1024,10000,16,100,0,1.7161000000000002,24.5025,0.0009346639845096237,9.765625,331776
David Carpenter,2015,UFA,LAA,1,0,0,RP,30,0,24.7,25,12,11,9,15,0,1,0,1.38,4.01,WSH,792349,792349,792349,0.06747638326585695,0.04048582995951417,1.6666666666666667,900,0,610.0899999999999,625,144,121,81,225,0,1,0,1.9043999999999996,16.080099999999998,0.0016391024275106952,2.777777777777778,810000
David Carpenter,2015,UFA,LAA,1,0,0,RP,30,0,24.7,25,12,11,9,15,0,1,0,1.38,4.01,ATL,191352,191352,191352,0.06747638326585695,0.04048582995951417,1.6666666666666667,900,0,610.0899999999999,625,144,121,81,225,0,1,0,1.9043999999999996,16.080099999999998,0.0016391024275106952,2.777777777777778,810000
David Carpenter,2015,UFA,LAA,1,0,0,RP,4,0,3.7,6,3,3,0,5,0,0,0,1.64,7.36,WSH,792349,792349,792349,0.15015015015015012,0.0,inf,16,0,13.690000000000001,36,9,9,0,25,0,0,0,2.6895999999999995,54.1696,0.0,inf,256
David Carpenter,2015,UFA,LAA,1,0,0,RP,4,0,3.7,6,3,3,0,5,0,0,0,1.64,7.36,ATL,191352,191352,191352,0.15015015015015012,0.0,inf,16,0,13.690000000000001,36,9,9,0,25,0,0,0,2.6895999999999995,54.1696,0.0,inf,256
Josh Wilson,2015,UFA,TEX,1,0,0,2B,21,8,1.0,2,1,1,0,0,0,0,0,2.0,9.0,DET,507500,507500,166393,0.0,0.0,,441,64,1.0,4,1,1,0,0,0,0,0,4.0,81.0,0.0,,194481
Felix Doubront,2015,UFA,CHC,1,0,0,SP,16,12,75.3,87,50,46,26,56,3,3,1,1.5,5.5,OAK,507500,507500,180259,0.0826324332300428,0.038365058285377014,2.1538461538461537,256,144,5670.089999999999,7569,2500,2116,676,3136,9,9,1,2.25,30.25,0.0014718776972403756,4.6390532544378695,65536
Clint Robinson,2015,UFA,LAD,1,0,0,1B,126,77,1.0,1,0,0,0,1,0,0,0,1.0,0.0,WSH,525000,525000,525000,0.1111111111111111,0.0,inf,15876,5929,1.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,inf,252047376
Ross Ohlendorf,2015,UFA,WSH,1,0,0,RP,21,0,19.3,21,8,8,7,19,3,1,1,1.45,3.72,TEX,507500,507500,91516,0.10938399539435807,0.04029936672423719,2.7142857142857144,441,0,372.49,441,64,64,49,361,9,1,1,2.1025,13.838400000000002,0.0016240389583745555,7.367346938775511,194481
Trevor Cahill,2015,UFA,ATL,1,0,0,RP,26,3,43.3,44,27,26,16,36,1,3,0,1.38,5.4,CHC,507500,507500,91516,0.09237875288683603,0.041057223505260455,2.25,676,9,1874.8899999999996,1936,729,676,256,1296,1,9,0,1.9043999999999996,29.160000000000004,0.0016856956019609115,5.0625,456976
Chaz Roe,2015,UFA,PIT,1,0,0,RP,36,0,41.3,44,19,19,17,38,4,2,0,1.48,4.14,BAL,507500,507500,371612,0.10223298358891579,0.04573580844767285,2.235294117647059,1296,0,1705.6899999999998,1936,361,361,289,1444,16,4,0,2.1904,17.139599999999998,0.0020917641743622233,4.996539792387543,1679616
Scott Carroll,2015,UFA,CHW,1,0,0,RP,18,0,36.7,40,19,14,13,27,1,1,0,1.45,3.44,CHW,507500,507500,196898,0.08174386920980926,0.03935815924916742,2.076923076923077,324,0,1346.89,1600,361,196,169,729,1,1,0,2.1025,11.833599999999999,0.001549064699482823,4.313609467455622,104976
Clayton Richard,2015,UFA,ARI,1,0,0,SP,23,3,42.3,47,18,18,7,22,4,2,0,1.28,3.83,CHC,507500,507500,221857,0.05778828473863935,0.018387181507748884,3.142857142857143,529,9,1789.2899999999997,2209,324,324,49,484,16,4,0,1.6384,14.6689,0.00033808844379890253,9.877551020408163,279841
Ryan Mattheus,2015,UFA,WSH,1,0,0,RP,58,0,56.0,67,31,25,18,37,2,4,0,1.52,4.02,CIN,507500,507500,413210,0.07341269841269842,0.03571428571428571,2.0555555555555554,3364,0,3136.0,4489,961,625,324,1369,4,16,0,2.3104,16.160399999999996,0.0012755102040816326,4.225308641975308,11316496
Cory Gearrin,2015,UFA,ATL,1,0,0,RP,7,0,3.7,1,2,2,1,5,0,0,0,0.55,4.91,SF,507500,507500,72103,0.15015015015015012,0.030030030030030026,5.0,49,0,13.690000000000001,1,4,4,1,25,0,0,0,0.30250000000000005,24.1081,0.0009018027036045052,25.0,2401
Mark Lowe,2015,UFA,CLE,1,0,0,RP,57,0,55.0,46,15,12,12,61,1,3,1,1.05,1.96,TOR,507500,507500,180259,0.12323232323232323,0.024242424242424242,5.083333333333333,3249,0,3025.0,2116,225,144,144,3721,1,9,1,1.1025,3.8415999999999997,0.0005876951331496786,25.840277777777775,10556001
