Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_iniciados,Jugador,Losses,Losses_2,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_juegos,Posicion,Promedio_victorias,Saves,Saves_2,Strike_outs,Strike_outs_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
NYM,No,6.2,2019,0,1,1,12,144,0,2,6,8,64,8,64,3.0,9.0,0.29850746268656714,0.08910670527957228,0.8955223880597015,0.8019603475161506,10.8,116.64000000000001,24,23,New York Mets,New York,333552,6.7,44.89,7,161,0,Steve Nogosek,1,1,83552,5,205.0,9,0.043478260869565216,P,0.5279503105590062,0,0,6,36,83552,555000,0.001,555000,0.0,0.0,555000,79000000,555000,85,1.1762227602905562,1.3834999818255351,2.1,4.41,2,2,4,0,0,11.333224471498855,13.226723392728571,13.226723392728571
SEA,No,6.2,2019,0,1,0,2,4,0,1,3,2,4,2,4,0.5555555555555556,0.308641975308642,1.3432835820895521,1.8044107819113384,0.7462686567164178,0.5569169079973267,2.7,7.290000000000001,23,23,Seattle Mariners,Washington,2933800,6.7,44.89,4,162,4,Justin Dunn,0,0,555000,0,185.0,4,0.024691358024691357,P,0.419753086419753,0,0,5,25,59680,555000,0.0,555000,0.0,0.0,555000,4450000,555000,68,0.21,0.04409999999999999,1.65,2.7224999999999997,0,9,81,0,0,10.996752234877642,13.226723392728571,13.226723392728571
DET,No,6.1,2019,0,1,1,9,81,0,1,4,9,81,9,81,1.4,1.9599999999999997,0.7462686567164178,0.5569169079973267,1.044776119402985,1.0915571396747603,12.15,147.6225,24,23,Detroit Tigers,Michigan,375936,6.7,44.89,7,161,0,Bryan Garcia,0,0,86536,11,215.0,16,0.043478260869565216,P,0.2919254658385093,0,0,7,49,86536,555000,0.001,555000,0.0,0.0,0,15500000,0,47,1.1762227602905562,1.3834999818255351,2.1,4.41,4,5,25,0,0,11.368315791310126,13.226723392728571,13.226723392728571
TOR,No,6.4,2019,2025,1,1,15,225,0,1,5,10,100,8,64,1.0,1.0,0.8955223880597015,0.8019603475161506,0.8955223880597015,0.8019603475161506,10.8,116.64000000000001,25,24,Toronto Blue Jays,Toronto,1246110,6.7,44.89,2,161,2,Ryan Borucki,1,1,565200,2,215.0,7,0.012422360248447204,SP,0.4099378881987577,0,0,6,36,565200,565200,0.005,565200,0.0,0.0,565200,15500000,565200,66,1.1762227602905562,1.3834999818255351,3.15,9.9225,2,6,36,0,0,13.24493492979251,13.24493492979251,13.24493492979251
NYM,No,6.5,2019,2025,1,0,9,81,0,2,6,9,81,9,81,0.8333333333333334,0.6944444444444445,0.8955223880597015,0.8019603475161506,0.7462686567164178,0.5569169079973267,12.15,147.6225,25,25,New York Mets,New York,783028,6.7,44.89,2,161,0,Corey Oswalt,1,1,20888,5,250.0,9,0.012422360248447204,SP,0.5279503105590062,0,0,5,25,20888,555000,0.0,555000,0.0,0.0,555000,79000000,555000,85,1.1762227602905562,1.3834999818255351,2.25,5.0625,2,6,36,0,0,9.946930110378965,13.226723392728571,13.226723392728571
BOS,No,6.2,2019,0,1,0,11,121,0,1,1,6,36,6,36,1.25,1.5625,0.6349206349206349,0.4031242126480221,0.7936507936507937,0.6298815822625348,8.53,72.76089999999999,34,34,Boston Red Sox,Massachusetts,3441673,6.3,39.69,6,161,0,Steven Wright,1,1,0,14,215.0,24,0.037267080745341616,RP,0.515527950310559,0,0,5,25,717070,1375000,0.003,1375000,0.0,0.0,1375000,68000000,1375000,83,1.1762227602905562,1.3834999818255351,2.37,5.6169,9,4,16,0,0,13.482928743826118,14.133964289082808,14.133964289082808
MIA,No,6.4,2019,0,1,0,6,36,0,2,2,3,9,3,9,5.0,25.0,0.31746031746031744,0.10078105316200553,1.5873015873015874,2.519526329050139,4.26,18.147599999999997,30,30,Miami Marlins,Florida,720568,6.3,39.69,10,162,0,Brian Moran,0,0,80568,2,230.0,2,0.06172839506172839,RP,0.3518518518518518,0,0,10,100,80568,555000,0.001,555000,0.0,0.0,555000,4500000,555000,57,0.07,0.004900000000000001,1.26,1.5876000000000001,2,2,4,1,1,11.29685682732798,13.226723392728571,13.226723392728571
BAL,No,6.3,2019,0,1,0,3,9,0,1,1,1,1,1,1,2.75,7.5625,0.6349206349206349,0.4031242126480221,1.746031746031746,3.048626858150668,1.42,2.0164,24,24,Baltimore Orioles,Maryland,2084756,6.3,39.69,7,161,0,Hunter Harvey,0,0,131296,7,210.0,14,0.043478260869565216,RP,0.3354037267080745,0,0,11,121,131296,555000,0.002,555000,0.0,0.0,555000,800000,555000,54,0.31,0.0961,1.11,1.2321000000000002,3,4,16,1,1,11.785209595241913,13.226723392728571,13.226723392728571
CIN,No,6.3,2019,0,1,0,8,64,0,2,1,3,9,3,9,0.0,0.0,0.4761904761904762,0.2267573696145125,0.0,0.0,4.26,18.147599999999997,25,25,Cincinnati Reds,Ohio,401928,6.3,39.69,5,162,0,Jimmy Herget,0,0,125328,10,170.0,15,0.030864197530864196,RP,0.4629629629629629,0,0,0,0,125328,555000,0.001,555000,0.0,0.0,555000,2000000,555000,75,0.07,0.004900000000000001,1.74,3.0276,5,3,9,0,0,11.73868957960702,13.226723392728571,13.226723392728571
PIT,No,5.919150943396228,2019,0,1,1,10,100,0,2,2,5,25,5,25,0.5,0.25,0.7017543859649122,0.49245921822099104,0.3508771929824561,0.12311480455524776,7.94,63.043600000000005,23,22,Pittsburgh Pirates,Pennsylvania,56696,5.7,32.49,4,162,0,Luis Escobar,0,0,56696,9,205.0,17,0.024691358024691357,RP,0.4259259259259259,0,0,2,4,56696,555000,0.001,555000,0.0,0.0,555000,4800000,555000,69,1.1762227602905562,1.3834999818255351,2.47,6.100900000000001,5,4,16,0,0,10.945458940490091,13.226723392728571,13.226723392728571
ATL,No,6.4,2019,2020,4,3,3,9,0,1,6,1,1,1,1,6.0,36.0,0.18867924528301888,0.0355998576005696,1.1320754716981132,1.2815948736205054,1.69,2.8560999999999996,36,33,Atlanta Braves,Georgia,41493700,5.3,28.09,8,161,0,Darren O'Day,0,0,8000000,18,220.0,25,0.049689440993788817,RP,0.6024844720496895,0,0,6,36,9000000,9000000,0.063,9000000,0.0,0.0,7750000,52210000,31000000,97,0.19,0.0361,0.75,0.5625,3,1,1,0,0,16.012735135300492,16.012735135300492,16.012735135300492
PHI,No,6.3,2019,0,2,1,2,4,0,2,4,0,0,0,0,326.0,106276.0,0.0,0.0,0.9433962264150944,0.8899964400142399,0.0,0.0,32,31,Philadelphia Phillies,Pennsylvania,32836324,5.3,28.09,5,162,0,Tommy Hunter,0,0,9000000,7,250.0,14,0.030864197530864196,RP,0.5,0,0,5,25,9000000,9000000,0.056,9000000,0.0,0.0,9000000,403000000,18000000,81,0.24,0.0576,0.38,0.1444,2,0,0,0,0,16.012735135300492,16.012735135300492,16.012735135300492
BAL,No,6.1,2019,0,1,1,6,36,0,1,1,4,16,4,16,326.0,106276.0,0.0,0.0,0.18867924528301888,0.0355998576005696,6.75,45.5625,27,26,Baltimore Orioles,Maryland,733452,5.3,28.09,119,161,87,Steve Wilkerson,0,0,471472,7,195.0,14,0.7391304347826086,2B,0.3354037267080745,1,1,1,1,471472,555000,0.006,555000,12.06,145.4436,555000,800000,555000,54,1.1762227602905562,1.3834999818255351,1.13,1.2768999999999997,3,0,0,0,0,13.063614994350619,13.226723392728571,13.226723392728571
SF,No,6.2,2019,0,1,0,4,16,0,5,2,2,4,2,4,4.0,16.0,0.18867924528301888,0.0355998576005696,0.7547169811320755,0.5695977216091136,3.38,11.424399999999999,26,26,San Francisco Giants,California,56696,5.3,28.09,5,161,0,Enderson Franco,0,0,56696,23,170.0,26,0.031055900621118012,P,0.4782608695652174,0,0,4,16,56696,555000,0.0,555000,0.0,0.0,555000,8500000,555000,77,0.12,0.0144,0.94,0.8835999999999999,8,1,1,0,0,10.945458940490091,13.226723392728571,13.226723392728571
SEA,No,6.3,2019,0,1,1,2,4,0,1,3,0,0,0,0,2.5,6.25,0.37735849056603776,0.1423994304022784,0.9433962264150944,0.8899964400142399,0.0,0.0,26,25,Seattle Mariners,Washington,75680,5.3,28.09,6,162,0,Art Warren,0,0,59680,0,230.0,4,0.037037037037037035,RP,0.419753086419753,0,0,5,25,59680,555000,0.0,555000,0.0,0.0,555000,4450000,555000,68,0.26,0.06760000000000001,0.75,0.5625,0,2,4,1,1,10.996752234877642,13.226723392728571,13.226723392728571
LAA,No,6.0,2019,0,1,0,3,9,0,5,4,1,1,1,1,0.8333333333333334,0.6944444444444445,1.2,1.44,1.0,1.0,1.8,3.24,25,25,Los Angeles Angels,California,185008,5.0,25.0,35,161,21,Jared Walsh,0,0,185008,1,210.0,10,0.21739130434782608,RP,0.4472049689440994,0,0,5,25,185008,555000,0.001,555000,0.0,0.0,555000,31000000,555000,72,0.12,0.0144,1.8,3.24,1,6,36,0,0,12.128154346368744,13.226723392728571,13.226723392728571
KC,No,6.5,2019,0,1,0,7,49,0,2,5,7,49,7,49,1.1666666666666667,1.3611111111111114,1.276595744680851,1.6296966953372563,1.4893617021276595,2.218198279764599,13.5,182.25,29,29,Kansas City Royals,Missouri,3613426,4.7,22.090000000000003,6,162,0,Jesse Hahn,1,1,800000,4,205.0,9,0.037037037037037035,RP,0.3580246913580246,0,0,7,49,800000,800000,0.008,800000,0.0,0.0,800000,15700000,800000,58,1.1762227602905562,1.3834999818255351,2.79,7.7841000000000005,2,6,36,0,0,13.592367006650065,13.592367006650065,13.592367006650065
TEX,No,6.5,2019,2025,1,1,4,16,0,2,6,3,9,3,9,1.6,2.5600000000000005,1.0638297872340425,1.131733816206428,1.702127659574468,2.897238569488456,5.79,33.5241,24,23,Texas Rangers,Texas,788895,4.7,22.090000000000003,3,162,0,Yohander Mendez,0,0,492000,2,200.0,8,0.018518518518518517,RP,0.4814814814814814,0,0,8,64,492000,558000,0.003,558000,0.0,0.0,558000,47250000,558000,78,1.1762227602905562,1.3834999818255351,1.93,3.7249,0,5,25,1,1,13.106233995474446,13.232114241363448,13.232114241363448
PHI,No,6.2,2019,2024,1,1,2,4,0,2,4,2,4,2,4,3.5,12.25,0.425531914893617,0.1810774105930285,1.4893617021276595,2.218198279764599,3.86,14.8996,24,23,Philadelphia Phillies,Pennsylvania,1283960,4.7,22.090000000000003,3,162,0,Victor Arano,0,0,555000,7,228.0,14,0.018518518518518517,RP,0.5,0,0,7,49,510264,555000,0.003,555000,0.0,0.0,555000,403000000,555000,81,0.03,0.0009,0.86,0.7395999999999999,2,2,4,1,1,13.142683517826312,13.226723392728571,13.226723392728571
SEA,No,6.0,2019,2020,1,0,3,9,0,1,3,1,1,1,1,2.0,4.0,0.75,0.5625,1.5,2.25,2.25,5.0625,28,28,Seattle Mariners,Washington,12858369,4.0,16.0,4,162,0,Arodys Vizcaino,0,0,3432198,0,245.0,4,0.024691358024691357,RP,0.419753086419753,1,1,6,36,3432198,4800000,0.024,4800000,0.0,0.0,4800000,4450000,4800000,68,0.15,0.0225,1.5,2.25,0,3,9,1,1,15.048711430233546,15.38412647587812,15.38412647587812
TB,No,6.2,2019,0,1,0,3,9,0,2,2,2,4,1,1,2.3333333333333335,5.4444444444444455,0.75,0.5625,1.75,3.0625,2.25,5.0625,26,26,Tampa Bay Rays,Florida,2427217,4.0,16.0,3,161,0,Jose De Leon,0,0,351000,1,215.0,5,0.018633540372670808,RP,0.5962732919254659,0,0,7,49,351000,558000,0.006,558000,0.0,0.0,558000,33500000,558000,96,0.02,0.0004,1.5,2.25,0,3,9,1,1,12.768541502448002,13.232114241363448,13.232114241363448
TB,No,6.2,2019,2025,1,0,6,36,0,2,2,3,9,3,9,326.0,106276.0,0.0,0.0,0.5,0.25,6.75,45.5625,25,25,Tampa Bay Rays,Florida,720270,4.0,16.0,3,161,0,Anthony Banda,0,0,446106,1,230.0,5,0.018633540372670808,RP,0.5962732919254659,0,0,2,4,446106,556800,0.007,556800,0.0,0.0,556800,33500000,556800,96,1.1762227602905562,1.3834999818255351,1.5,2.25,0,0,0,0,0,13.008311870925032,13.229961388002346,13.229961388002346
NYY,No,6.6,2019,0,1,0,7,49,0,2,5,3,9,3,9,326.0,106276.0,0.0,0.0,1.25,1.5625,6.75,45.5625,26,26,New York Yankees,New York,2036577,4.0,16.0,2,162,1,Jordan Montgomery,0,0,596600,40,228.0,55,0.012345679012345678,SP,0.6358024691358025,0,0,5,25,596600,596600,0.003,596600,0.0,0.0,596600,124555000,596600,103,1.1762227602905562,1.3834999818255351,1.75,3.0625,27,0,0,0,0,13.299002151062785,13.299002151062785,13.299002151062785
NYY,No,6.2,2019,0,1,0,6,36,0,2,5,6,36,6,36,2.0,4.0,0.5405405405405405,0.29218407596785967,1.081081081081081,1.1687363038714387,14.73,216.9729,27,27,New York Yankees,New York,1867528,3.7,13.690000000000001,2,162,0,Jake Barrett,0,0,555000,40,240.0,55,0.012345679012345678,RP,0.6358024691358025,0,0,4,16,411792,555000,0.002,555000,0.0,0.0,555000,124555000,555000,103,1.1762227602905562,1.3834999818255351,2.18,4.752400000000001,27,2,4,0,0,12.928273646480855,13.226723392728571,13.226723392728571
CIN,No,6.2,2019,2025,1,0,5,25,0,2,1,3,9,3,9,2.0,4.0,0.5405405405405405,0.29218407596785967,1.081081081081081,1.1687363038714387,7.36,54.1696,25,25,Cincinnati Reds,Ohio,542948,3.7,13.690000000000001,3,162,0,Keury Mella,0,0,80568,10,200.0,15,0.018518518518518517,RP,0.4629629629629629,0,0,4,16,80568,555000,0.001,555000,0.0,0.0,555000,2000000,555000,75,1.1762227602905562,1.3834999818255351,1.91,3.6481,5,2,4,0,0,11.29685682732798,13.226723392728571,13.226723392728571
TB,No,6.3,2019,0,1,1,4,16,0,2,2,3,9,3,9,3.0,9.0,0.27027027027027023,0.07304601899196492,0.8108108108108107,0.6574141709276843,7.36,54.1696,28,27,Tampa Bay Rays,Florida,1126370,3.7,13.690000000000001,4,161,0,Hoby Milner,0,0,555000,1,175.0,5,0.024844720496894408,RP,0.5962732919254659,0,0,3,9,89520,555000,0.001,555000,0.0,0.0,555000,33500000,555000,96,1.1762227602905562,1.3834999818255351,1.36,1.8496000000000004,0,1,1,0,0,11.402217342985807,13.226723392728571,13.226723392728571
CHC,No,6.3,2019,0,1,0,4,16,0,2,5,0,0,0,0,2.5,6.25,0.6060606060606061,0.36730945821854916,1.5151515151515151,2.295684113865932,0.0,0.0,29,29,Chicago Cubs,Illinois,8568632,3.3,10.889999999999999,6,162,0,Danny Hultzen,0,0,68632,17,210.0,20,0.037037037037037035,RP,0.5185185185185185,0,0,5,25,68632,555000,0.0,555000,0.0,0.0,555000,49325000,555000,84,0.19,0.0361,1.8,3.24,3,2,4,0,0,11.136514177252801,13.226723392728571,13.226723392728571
MIL,No,6.1,2019,2020,1,1,2,4,0,1,5,1,1,1,1,0.5,0.25,0.6666666666666666,0.4444444444444444,0.3333333333333333,0.1111111111111111,3.0,9.0,28,27,Milwaukee Brewers,Wisconsin,7182710,3.0,9.0,91,161,49,Hernan Perez,0,0,2500000,1,215.0,6,0.5652173913043478,2B,0.5527950310559007,0,0,1,1,2500000,2500000,0.018,2500000,0.0,0.0,2500000,31900000,2500000,89,1.1762227602905562,1.3834999818255351,1.33,1.7689000000000001,0,2,4,0,0,14.73180128983843,14.73180128983843,14.73180128983843
SEA,No,6.1,2019,2024,1,1,1,1,0,1,3,2,4,2,4,2.0,4.0,0.3333333333333333,0.1111111111111111,0.6666666666666666,0.4444444444444444,6.0,36.0,28,27,Seattle Mariners,Washington,1698468,3.0,9.0,76,162,71,Tom Murphy,0,0,554445,0,218.0,4,0.4691358024691358,C,0.419753086419753,0,0,2,4,554445,557500,0.004,557500,0.0,0.0,557500,4450000,557500,68,2.63,6.916899999999999,0.67,0.4489000000000001,0,1,1,0,0,13.225722892394987,13.231217782316412,13.231217782316412
STL,No,6.4,2019,0,1,0,2,4,0,2,1,5,25,5,25,0.16666666666666666,0.027777777777777776,2.0,4.0,0.3333333333333333,0.1111111111111111,15.0,225.0,24,24,St. Louis Cardinals,Missouri,2213465,3.0,9.0,4,162,0,Alexander Reyes,1,1,30350,23,220.0,29,0.024691358024691357,RP,0.5617283950617284,0,0,1,1,30350,564600,0.0,564600,0.0,0.0,564600,25000000,564600,91,1.1762227602905562,1.3834999818255351,2.67,7.1289,11,6,36,0,0,10.320551796487644,13.243872794801526,13.243872794801526
KC,No,6.1,2019,0,4,4,8,64,0,2,5,5,25,5,25,0.0,0.0,0.8695652173913044,0.7561436672967865,0.0,0.0,19.29,372.10409999999996,35,31,Kansas City Royals,Missouri,119668000,2.3,5.289999999999999,150,162,147,Alex Gordon,0,0,20000000,4,225.0,9,0.9259259259259259,LF,0.3580246913580246,0,0,0,0,20000000,20000000,0.191,20000000,18.52,342.99039999999997,18000000,15700000,72000000,58,0.92,0.8464,4.29,18.4041,2,2,4,0,0,16.811242831518264,16.811242831518264,16.811242831518264
WSH,No,6.3,2019,0,1,1,5,25,0,1,7,4,16,4,16,0.25,0.0625,1.7391304347826089,3.024574669187146,0.4347826086956522,0.18903591682419663,15.43,238.0849,31,30,Washington Nationals,Washington DC,1498643,2.3,5.289999999999999,3,162,0,Aaron Barrett,0,0,77584,1,230.0,6,0.018518518518518517,RP,0.5740740740740741,0,0,1,1,77584,555000,0.001,555000,0.0,0.0,555000,184550000,555000,93,1.1762227602905562,1.3834999818255351,3.86,14.8996,1,4,16,0,0,11.259116499345133,13.226723392728571,13.226723392728571
SF,No,6.0,2019,2025,1,1,4,16,0,5,2,4,16,4,16,0.0,0.0,0.8695652173913044,0.7561436672967865,0.0,0.0,15.43,238.0849,25,24,San Francisco Giants,California,824404,2.3,5.289999999999999,2,161,0,Ricardo Pinto,0,0,555000,23,165.0,26,0.012422360248447204,RP,0.4782608695652174,0,0,0,0,555000,555000,0.003,555000,0.0,0.0,555000,8500000,555000,77,1.1762227602905562,1.3834999818255351,2.57,6.604899999999999,8,2,4,0,0,13.226723392728571,13.226723392728571,13.226723392728571
PIT,No,6.2,2019,2024,1,0,3,9,0,2,2,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,3.86,14.8996,26,26,Pittsburgh Pirates,Pennsylvania,1504349,2.3,5.289999999999999,95,162,58,Jose Osuna,0,0,502529,9,240.0,17,0.5864197530864198,1B,0.4259259259259259,0,0,0,0,502529,573500,0.007,573500,0.0,0.0,573500,4800000,573500,69,1.1762227602905562,1.3834999818255351,1.29,1.6641000000000001,5,0,0,0,0,13.127408628692912,13.259513215551562,13.259513215551562
TEX,No,6.0,2019,2021,2,1,3,9,0,2,6,2,4,2,4,326.0,106276.0,0.0,0.0,0.5,0.25,9.0,81.0,36,35,Texas Rangers,Texas,20108000,2.0,4.0,88,162,76,Jeff Mathis,0,0,3250000,2,205.0,8,0.5432098765432098,C,0.4814814814814814,0,0,1,1,3250000,3250000,0.022,3250000,0.0,0.0,3125000,47250000,6250000,78,1.1762227602905562,1.3834999818255351,1.5,2.25,0,0,0,0,0,14.994165554305921,14.994165554305921,14.994165554305921
ATL,No,6.1,2019,0,1,1,2,4,0,1,6,0,0,0,0,0.5,0.25,1.0,1.0,0.5,0.25,0.0,0.0,30,29,Atlanta Braves,Georgia,4029394,2.0,4.0,108,161,15,Charlie Culberson,0,0,1395000,18,200.0,25,0.6708074534161491,2B,0.6024844720496895,0,0,1,1,1395000,1395000,0.01,1395000,7.4,54.760000000000005,1395000,52210000,1395000,97,1.1762227602905562,1.3834999818255351,2.0,4.0,3,2,4,0,0,14.148404973237604,14.148404973237604,14.148404973237604
TOR,No,6.3,2019,0,1,1,1,1,0,1,5,0,0,0,0,326.0,106276.0,0.0,0.0,1.5,2.25,0.0,0.0,28,27,Toronto Blue Jays,Toronto,2404616,2.0,4.0,46,161,41,Luke Maile,0,0,579000,2,225.0,7,0.2857142857142857,C,0.4099378881987577,0,0,3,9,579000,579000,0.005,579000,0.0,0.0,579000,15500000,579000,66,1.1762227602905562,1.3834999818255351,0.5,0.25,2,0,0,0,0,13.269057756555132,13.269057756555132,13.269057756555132
CHC,No,6.1,2019,0,1,0,2,4,0,2,5,2,4,2,4,0.0,0.0,0.5,0.25,0.0,0.0,9.0,81.0,25,25,Chicago Cubs,Illinois,2021493,2.0,4.0,95,162,60,Victor Caratini,0,0,569500,17,215.0,20,0.5864197530864198,C,0.5185185185185185,0,0,0,0,569500,569500,0.003,569500,0.0,0.0,569500,49325000,569500,84,0.93,0.8649000000000001,1.5,2.25,3,1,1,0,0,13.252514061869373,13.252514061869373,13.252514061869373
NYY,No,6.0,2019,2025,1,0,6,36,0,2,5,5,25,5,25,326.0,106276.0,0.0,0.0,0.5,0.25,22.5,506.25,26,26,New York Yankees,New York,238720,2.0,4.0,50,162,36,Mike Ford,0,0,238720,40,225.0,55,0.30864197530864196,1B,0.6358024691358025,0,0,1,1,238720,555000,0.001,555000,0.0,0.0,555000,124555000,555000,103,0.98,0.9603999999999999,3.0,9.0,27,0,0,0,0,12.383046595997532,13.226723392728571,13.226723392728571
DET,No,5.919150943396228,2019,0,1,1,1,1,0,1,4,2,4,2,4,326.0,106276.0,0.0,0.0,0.5,0.25,9.0,81.0,27,26,Detroit Tigers,Michigan,1395810,2.0,4.0,118,161,97,Brandon Dixon,0,0,492360,11,215.0,16,0.7329192546583851,1B,0.2919254658385093,0,0,1,1,492360,555000,0.004,555000,25.97,674.4408999999999,555000,15500000,555000,47,1.1762227602905562,1.3834999818255351,0.5,0.25,4,0,0,0,0,13.106965435224232,13.226723392728571,13.226723392728571
SD,No,6.0,2019,2025,1,0,2,4,0,5,4,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,4.5,20.25,24,24,San Diego Padres,California,362592,2.0,4.0,69,162,45,Ty France,0,0,262592,2,205.0,5,0.42592592592592593,3B,0.4320987654320987,0,0,0,0,262592,555000,0.003,555000,0.0,0.0,555000,326000000,555000,70,1.1762227602905562,1.3834999818255351,1.0,1.0,0,0,0,0,0,12.478356775801858,13.226723392728571,13.226723392728571
NYY,No,6.3,2019,0,1,1,2,4,0,2,5,1,1,0,0,326.0,106276.0,0.0,0.0,0.5,0.25,0.0,0.0,24,23,New York Yankees,New York,132824,2.0,4.0,1,162,0,Michael King,0,0,32824,40,210.0,55,0.006172839506172839,P,0.6358024691358025,0,0,1,1,32824,555000,0.0,555000,0.0,0.0,555000,124555000,555000,103,0.03,0.0009,1.0,1.0,27,0,0,0,0,10.398915234122022,13.226723392728571,13.226723392728571
KC,No,6.1,2019,0,1,1,2,4,0,2,5,1,1,1,1,0.0,0.0,0.5882352941176471,0.34602076124567477,0.0,0.0,5.4,29.160000000000004,25,24,Kansas City Royals,Missouri,259608,1.7,2.8899999999999997,41,162,33,Humberto Arteaga,0,0,259608,4,160.0,9,0.25308641975308643,SS,0.3580246913580246,0,0,0,0,259608,555000,0.003,555000,0.0,0.0,555000,15700000,555000,58,1.1762227602905562,1.3834999818255351,1.8,3.24,2,1,1,0,0,12.466928079978235,13.226723392728571,13.226723392728571
MIN,No,6.3,2019,0,1,0,1,1,0,1,4,0,0,0,0,1.0,1.0,0.5882352941176471,0.34602076124567477,0.5882352941176471,0.34602076124567477,0.0,0.0,23,23,Minnesota Twins,Minnesota,555000,1.7,2.8899999999999997,2,162,0,Jorge Alcala,0,0,555000,6,205.0,16,0.012345679012345678,P,0.6234567901234568,0,0,1,1,47744,555000,0.0,555000,0.0,0.0,555000,46800000,555000,101,0.05,0.0025000000000000005,1.2,1.44,3,1,1,0,0,10.773608683563433,13.226723392728571,13.226723392728571
PHI,No,5.919150943396228,2019,2020,1,1,0,0,0,2,4,0,0,0,0,326.0,106276.0,0.0,0.0,0.7692307692307692,0.5917159763313609,0.0,0.0,34,33,Philadelphia Phillies,Pennsylvania,22831356,1.3,1.6900000000000002,76,162,24,Sean Rodriguez,0,0,474456,7,200.0,14,0.4691358024691358,2B,0.5,0,0,1,1,474456,555000,0.003,555000,0.0,0.0,555000,403000000,555000,81,0.57,0.32489999999999997,0.0,0.0,2,0,0,0,0,13.069924163543883,13.226723392728571,13.226723392728571
ARI,Si,6.3,2019,0,1,1,0,0,0,1,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,32,Arizona Diamondbacks,Arizona,3737695,1.3,1.6900000000000002,20,162,11,Caleb Joseph,0,0,473120,1,180.0,6,0.12345679012345678,C,0.5246913580246914,0,0,0,0,473120,1100000,0.004,1100000,0.0,0.0,1100000,11600000,1100000,85,1.1762227602905562,1.3834999818255351,0.0,0.0,1,0,0,0,0,13.067104335086304,13.9108207377686,13.9108207377686
CIN,No,6.0,2019,0,1,1,1,1,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,24,Cincinnati Reds,Ohio,4620455,1.3,1.6900000000000002,141,162,88,Jose Peraza,0,0,2775000,10,210.0,15,0.8703703703703703,SS,0.4629629629629629,0,0,0,0,2775000,2775000,0.022,2775000,5.66,32.0356,2775000,2000000,2775000,75,1.1762227602905562,1.3834999818255351,0.75,0.5625,5,0,0,0,0,14.836161305162673,14.836161305162673,14.836161305162673
CIN,No,6.0,2019,0,1,0,1,1,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,28,Cincinnati Reds,Ohio,902059,1.3,1.6900000000000002,98,162,35,Kyle Farmer,0,0,557500,10,205.0,15,0.6049382716049383,C,0.4629629629629629,0,0,0,0,557500,557500,0.004,557500,12.88,165.89440000000002,557500,2000000,557500,75,0.06,0.0036,0.75,0.5625,5,0,0,0,0,13.231217782316412,13.231217782316412,13.231217782316412
CHC,No,6.3,2019,2020,4,4,0,0,500000,2,5,0,0,0,0,0.5,0.25,2.0,4.0,1.0,1.0,0.0,0.0,38,34,Chicago Cubs,Illinois,78346122,1.0,1.0,48,162,38,Ben Zobrist,0,0,3086022,17,210.0,20,0.2962962962962963,2B,0.5185185185185185,0,0,1,1,3086022,12000000,0.014,12500000,0.0,0.0,14000000,49325000,56000000,84,1.1762227602905562,1.3834999818255351,2.0,4.0,3,2,4,0,0,14.942393440849372,16.300417207752275,16.34123920227253
