Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
SD,SD,No,6.2,6.2,2023,2023,2021,2,2,2,1,6241,729,79,27,0,0,4,2,5,5,961,256,900,225,30,15,31,16,40.76331360946746,25.0,6.384615384615385,5.0,0.021675309001409536,0.027777777777777776,0.14722536806342015,0.16666666666666666,0.8835574184065699,0.6944444444444445,0.9399773499433749,0.8333333333333334,9.3636,31.6969,3.06,5.63,35,35,37,San Diego Padres,San Diego Padres,California,19574963,15074963,7796.889999999999,576.0,88.3,24.0,4,0,67,24,162,61,Craig Stammen,9,4,3,2,4500000,1666481,2,2,228.0,228,6,6,0.41358024691358025,0.39344262295081966,RP,RP,0.4876543209876543,0.6229508196721312,1,0,1,0,6889,400,83,20,4500000,1666481,4000000,4000000,0.025,0.023,4500000,4185000,3918.76,566.9160999999999,62.6,23.81,4500000,4500000,25200000,43000000,9000000,9000000,79,38,2.25,0.38616860499155536,1.5,0.6214246575342464,1.0816000000000001,1.6641000000000001,1.04,1.29,0,0,169,16,13,4,36,16,6,4,15.319587954740548,15.201804919084164,15.319587954740548
HOU,HOU,No,6.1,6.1,2026,0,2021,1,1,1,1,4489,1296,67,36,0,0,5,3,2,2,1681,441,1600,441,40,21,41,21,6.016375934496262,9.0,2.452830188679245,3.0,0.27373658724829925,0.10988675559354112,0.5231984205330701,0.33149171270718236,1.646902215911804,0.98898080034187,1.2833168805528135,0.994475138121547,12.6025,12.1104,3.55,3.48,23,22,24,Houston Astros,Houston Astros,Texas,788993,208703,10261.689999999999,2948.49,101.3,54.3,9,10,36,12,162,60,Cristian Javier,1,4,1,2,580290,208703,4,3,213.0,213,15,14,0.2222222222222222,0.2,SP,SP,0.5864197530864198,0.4833333333333333,4,0,2,0,16900,2916,130,54,580290,208704,620400,563500,0.003,0.003,620400,563500,1998.9841000000001,1108.2241,44.71,33.29,620400,563500,76100000,15650000,620400,563500,95,29,1.8225000000000002,1.5876000000000001,1.35,1.26,1.3923999999999999,0.9801,1.18,0.99,1,1,2809,324,53,18,16,25,4,5,13.271283257564253,13.33811971028452,13.33811971028452
STL,STL,No,6.5,6.5,2025,2025,2021,1,1,0,0,49,576,7,24,0,0,2,2,2,2,4,169,4,144,2,12,2,13,36.0,4.271111111111112,6.0,2.066666666666667,0.013211784912141634,0.14792899408284024,0.1149425287356322,0.38461538461538464,0.47562425683709875,0.6318211702827087,0.6896551724137931,0.7948717948717948,4.3264000000000005,7.6729,2.08,2.77,26,25,26,St. Louis Cardinals,St. Louis Cardinals,Missouri,3563180,2967480,75.68999999999998,1521.0,8.7,39.0,1,8,2,8,161,58,Dakota Hudson,0,4,0,2,595700,215000,23,23,215.0,215,31,30,0.012422360248447204,0.13793103448275862,SP,SP,0.5527950310559007,0.5172413793103449,0,0,0,0,36,961,6,31,595700,215000,595700,580500,0.004,0.003,595700,580500,0.0,7365.072399999999,0.0,85.82,595700,580500,17000000,7000000,595700,580500,89,30,0.0625,0.34809999999999997,0.25,0.59,0.8464,1.0,0.92,1.0,11,11,1,225,1,15,1,9,1,3,13.297492463616779,13.297492463616779,13.297492463616779
CHW,CHW,No,6.2,6.2,2024,2024,2021,3,3,2,1,35721,2704,189,52,0,0,2,5,2,2,11025,225,9025,196,95,14,105,15,2.5926457914392413,6.103806228373703,1.6101694915254237,2.4705882352941178,0.13263984148757813,0.07212576337259072,0.36419753086419754,0.2685624012638231,0.3438881268099376,0.44024168369982714,0.5864197530864198,0.6635071090047394,27.878400000000003,3.9601,5.28,1.99,31,31,33,Chicago White Sox,Chicago White Sox,Illinois,77584347,59584347,26244.0,4006.8899999999994,162.0,63.3,30,11,32,11,162,60,Dallas Keuchel,81,4,9,2,18000000,6666667,6,6,205.0,205,11,10,0.19753086419753085,0.18333333333333332,SP,SP,0.5740740740740741,0.5833333333333334,0,0,0,0,9025,1764,95,42,18000000,6666667,18000000,18000000,0.128,0.124,18000000,18000000,27.9841,5807.964099999999,5.29,76.21,18500000,18500000,57000000,151500000,55500000,55500000,93,35,1.5011196963456546,4.2436,1.22520190023753,2.06,2.3409,1.1881000000000002,1.53,1.09,3,3,3481,289,59,17,81,36,9,6,16.70588231586044,16.70588231586044,16.70588231586044
TEX,CHW,No,6.4,6.4,0,0,2021,1,1,0,0,15876,625,126,25,0,0,4,5,2,2,3721,289,3481,225,59,15,61,17,7.02866414277988,7.248520710059172,2.6511627906976742,2.6923076923076925,0.13347009988241063,0.14619377162629757,0.3653355989804588,0.38235294117647056,0.9381165051767486,1.0596885813148786,0.9685641461342396,1.0294117647058822,20.3401,15.760900000000001,4.51,3.97,26,25,26,Texas Rangers,Chicago White Sox,Texas,2665950,2093450,13853.29,1156.0,117.7,34.0,25,7,27,7,162,60,Dane Dunning,100,0,10,0,572500,93450,2,6,225.0,225,8,10,0.16666666666666666,0.11666666666666667,SP,SP,0.3703703703703703,0.5833333333333334,0,0,0,0,12996,1225,114,35,572500,93450,572500,563500,0.006,0.002,572500,563500,1130.3043999999998,296.8729,33.62,17.23,572500,563500,5865500,151500000,572500,563500,60,35,0.43560000000000004,0.0144,0.66,0.12,2.0736,1.2544000000000002,1.44,1.12,0,3,1849,169,43,13,25,4,5,2,13.257768014410532,13.257768014410532,13.257768014410532
SD,WSH,No,6.3,6.3,2022,2022,2021,2,2,2,1,1600,225,40,15,0,0,4,10,5,1,484,225,361,196,19,14,22,15,21.97265625,6.479338842975206,4.6875,2.5454545454545454,0.095776481635982,0.2823869868608369,0.3094777562862669,0.5314009661835749,2.1044637078218704,1.8296809727181498,1.4506769825918762,1.3526570048309179,10.956100000000001,37.209999999999994,3.31,6.1,32,32,34,San Diego Padres,Washington Nationals,California,27035107,21035107,2672.8900000000003,428.48999999999995,51.7,20.7,0,0,54,21,162,62,Daniel Hudson,9,4,3,2,2096770,2000000,2,1,215.0,215,6,6,0.3333333333333333,0.3387096774193548,RP/CL,RP/CL,0.4876543209876543,0.4193548387096774,0,100,0,10,5625,784,75,28,2096770,2000000,6000000,5000000,0.012,0.027,6000000,5148148,904.2049000000001,4806.6489,30.07,69.33,5500000,5500000,25200000,316750000,11000000,11000000,79,26,0.9603999999999999,0.38616860499155536,0.98,0.6214246575342464,1.1664,1.5876000000000001,1.08,1.26,0,1,256,121,16,11,25,9,5,3,14.555908623372765,15.60727002719233,15.60727002719233
MIL,DET,No,6.2,6.2,2022,2022,2021,1,1,1,1,3025,625,55,25,0,0,4,5,1,1,1681,100,1521,100,39,10,41,10,3.7377777777777776,16.0,1.9333333333333333,4.0,0.27700831024930744,0.06386112160982158,0.5263157894736842,0.2527075812274368,1.0353955063096338,1.0217779457571452,1.0175438596491229,1.0108303249097472,37.9456,10.5625,6.16,3.25,27,26,28,Milwaukee Brewers,Detroit Tigers,Wisconsin,9547212,6072212,3249.0,767.29,57.0,27.7,0,1,56,14,162,57,Daniel Norris,9,1,3,1,1214395,1097222,1,11,185.0,185,8,16,0.345679012345679,0.24561403508771928,RP,RP,0.5864197530864198,0.4035087719298245,1,0,1,0,3364,784,58,28,1214395,1097222,3475000,2960000,0.012,0.025,3475000,2960000,10.1761,0.0,3.19,0.0,3475000,2960000,45400000,19350000,3475000,2960000,95,23,1.5011196963456546,0.36,1.22520190023753,0.6,2.2201,1.3456,1.49,1.16,0,4,900,49,30,7,4,9,2,3,14.009756568355474,15.06110503698103,15.06110503698103
LAD,KC,No,6.3,6.3,0,0,2021,5,5,4,3,2704,2809,52,53,0,0,7,3,5,2,361,1089,289,961,17,31,19,33,8.729338842975206,6.712809917355371,2.9545454545454546,2.590909090909091,0.13007256113947865,0.1526963204603605,0.36065573770491804,0.3907637655417407,1.1354474603601183,1.0250213743299816,1.0655737704918034,1.0124333925399644,6.300099999999999,24.5025,2.51,4.95,28,28,32,Los Angeles Dodgers,Kansas City Royals,California,64194929,48694929,3721.0,3169.6899999999996,61.0,56.3,12,11,13,12,162,59,Danny Duffy,9,16,3,4,500000,5648148,25,4,205.0,205,35,9,0.08024691358024691,0.2033898305084746,SP,SP,0.654320987654321,0.423728813559322,0,0,0,0,4225,3249,65,57,500000,5648148,15500000,15250000,0.002,0.162,15500000,15250000,0.0,1104.8976000000002,0.0,33.24,13000000,13000000,160320500,7550000,65000000,65000000,106,25,4.2848999999999995,0.07840000000000001,2.07,0.28,1.4641,1.7689000000000001,1.21,1.33,7,2,484,484,22,22,16,16,4,4,13.122363377404328,16.556350581889475,16.556350581889475
NYY,ATL,No,6.4,6.4,2023,2022,2021,2,1,0,0,81,64,9,8,0,0,4,7,2,1,16,9,16,4,4,2,4,3,7.5625,19.360000000000003,2.75,4.4,0.1397501965237139,0.09409462155143213,0.3738317757009346,0.3067484662576687,1.0568608612105863,1.8216718732357258,1.0280373831775702,1.3496932515337423,11.424399999999999,1.2100000000000002,3.38,1.1,38,37,38,New York Yankees,Atlanta Braves,New York,47277033,43827033,114.48999999999998,265.69,10.7,16.3,0,0,12,19,162,60,Darren O'Day,0,0,0,0,1750000,833333,40,18,220.0,220,57,26,0.07407407407407407,0.31666666666666665,RP,RP,0.5679012345679012,0.5833333333333334,0,0,0,0,121,484,11,22,1750000,833333,1750000,2250000,0.009,0.013,1750000,2250000,0.0,5163.8596,0.0,71.86,1575000,2750000,111300000,95750000,3150000,2750000,92,35,0.07840000000000001,0.48999999999999994,0.28,0.7,1.4884,0.6400000000000001,1.22,0.8,27,3,16,25,4,5,0,16,0,4,14.375126345899696,14.375126345899696,14.375126345899696
BOS,BOS,No,6.2,6.2,2026,2026,2021,1,1,0,0,841,25,29,5,0,0,6,8,1,1,289,4,225,4,15,2,17,2,3.0343392299687824,2.640625,1.7419354838709677,1.625,0.6006250000000001,0.9290172739149366,0.775,0.9638554216867469,1.8225000000000002,2.45318623893163,1.35,1.5662650602409638,11.424399999999999,4.6656,3.38,2.16,24,23,24,Boston Red Sox,Boston Red Sox,Massachusetts,1057415,478915,1600.0,68.89000000000001,40.0,8.3,0,0,48,7,162,60,Darwinzon Hernandez,4,0,2,0,578500,209630,14,14,255.0,255,25,24,0.2962962962962963,0.11666666666666667,RP,RP,0.5679012345679012,0.4,0,0,0,0,2916,169,54,13,578500,209630,578500,566000,0.003,0.003,578500,566000,0.0,0.0,0.0,0.0,578500,566000,31850000,19100000,578500,566000,92,24,0.8281000000000001,0.12249999999999998,0.91,0.35,2.25,2.4336,1.5,1.56,9,9,961,64,31,8,4,1,2,1,13.26819382561587,13.26819382561587,13.26819382561587
NYM,NYM,No,6.6,6.6,0,0,2021,1,1,0,0,4096,1296,64,36,0,0,9,5,2,2,1936,400,1681,361,41,19,44,20,5.661117717003568,2.777777777777778,2.3793103448275863,1.6666666666666667,0.1890359168241966,0.2331898837694173,0.43478260869565216,0.482897384305835,1.0701545778834718,0.6477496771372702,1.0344827586206895,0.8048289738430583,30.6916,11.833599999999999,5.54,3.44,25,24,25,New York Mets,New York Mets,New York,3773378,3187628,4448.89,2470.09,66.7,49.7,15,9,16,10,162,60,David Peterson,36,4,6,2,585750,193128,5,5,240.0,240,9,9,0.09876543209876543,0.16666666666666666,SP,SP,0.4753086419753086,0.4333333333333333,0,0,0,0,4761,1600,69,40,585750,193129,585750,563500,0.003,0.002,585750,563500,0.0,7551.610000000001,0.0,86.9,585750,563500,94150000,26300000,585750,563500,77,26,1.5011196963456546,2.5921000000000003,1.22520190023753,1.61,1.9320999999999997,1.4641,1.39,1.21,2,2,841,576,29,24,4,36,2,6,13.280648356370042,13.280648356370042,13.280648356370042
TOR,PHI,Si,6.2,6.2,2022,2022,2021,1,1,0,0,64,361,8,19,0,0,6,4,1,2,4,256,1,225,1,15,2,16,14.0625,38.440000000000005,3.75,6.2,0.15081534546140068,0.05834441877290019,0.3883495145631068,0.24154589371980678,2.1208407955509467,2.242759457630283,1.4563106796116503,1.497584541062802,0.7569,42.6409,0.87,6.53,34,33,34,Toronto Blue Jays,Philadelphia Phillies,Toronto,21058813,19308813,106.09000000000002,428.48999999999995,10.3,20.7,1,0,12,22,163,60,David Phelps,0,16,0,4,1750000,555480,2,7,198.0,198,8,14,0.0736196319018405,0.36666666666666664,RP,RP,0.5644171779141104,0.4666666666666667,0,0,0,0,225,961,15,31,1750000,555480,1750000,1250000,0.012,0.008,1750000,1612000,0.0,1790.1361000000002,0.0,42.31,1750000,1500000,186250000,134350000,1750000,1500000,92,28,0.18489999999999998,0.32489999999999997,0.43,0.57,1.3456,1.3456,1.16,1.16,2,2,16,25,4,5,0,4,0,2,14.375126345899696,14.375126345899696,14.375126345899696
NYM,NYM,No,6.8,6.8,2022,2022,2021,1,1,2,1,0,144,0,12,0,5300000,9,5,2,2,1,100,1,100,1,10,1,10,1.0,0.8402777777777777,1.0,0.9166666666666666,1.0,1.0519395134779752,1.0,1.0256410256410258,1.0,0.8839213967419097,1.0,0.9401709401709403,81.0,59.4441,9.0,7.71,31,31,33,New York Mets,New York Mets,New York,30797341,24797341,1.0,136.89,1.0,11.7,0,0,1,15,162,60,Dellin Betances,0,1,0,1,6000000,6411815,5,5,265.0,265,9,9,0.006172839506172839,0.25,RP,RP,0.4753086419753086,0.4333333333333333,0,0,0,0,1,121,1,11,6000000,6411815,6000000,2200000,0.03,0.078,6000000,7797000,0.0,0.0,0.0,0.0,10500000,10500000,94150000,26300000,10500000,10500000,77,26,1.5011196963456546,0.38616860499155536,1.22520190023753,0.6214246575342464,1.0,4.2436,1.0,2.06,2,2,1,144,1,12,0,0,0,0,15.60727002719233,15.60727002719233,15.60727002719233
DET,PIT,No,6.2,6.2,2022,2021,2021,1,1,0,0,3364,1764,58,42,0,0,5,3,1,2,841,1089,784,961,28,31,29,33,6.5024999999999995,9.0,2.55,3.0,0.16193741928431754,0.1358293741586125,0.40241448692152915,0.36855036855036855,1.0529980688962748,1.2224643674275122,1.0261569416498992,1.1056511056511056,25.704900000000002,47.0596,5.07,6.86,34,33,34,Detroit Tigers,Pittsburgh Pirates,Michigan,45991610,45066610,2470.09,1656.4900000000002,49.7,40.7,1,5,39,12,162,59,Derek Holland,4,9,2,3,925000,370370,11,9,213.0,213,16,17,0.24074074074074073,0.2033898305084746,RP,RP,0.4753086419753086,0.3220338983050847,0,0,0,0,2601,2025,51,45,925000,370370,925000,1000000,0.011,0.015,925000,1000000,0.0,0.0,0.0,0.0,925000,1000000,21500000,3900000,925000,1000000,77,19,0.0081,0.38616860499155536,0.09,0.6214246575342464,2.4649,1.9599999999999997,1.57,1.4,4,5,400,225,20,15,9,1,3,1,13.737549016494562,13.737549016494562,13.737549016494562
MIN,MIN,No,6.3,6.3,2026,0,2021,1,1,0,0,1,361,1,19,0,0,6,7,1,1,1,144,0,144,0,12,1,12,9.0,9.0,3.0,3.0,0.04526935264825713,0.09765625,0.2127659574468085,0.3125,0.40742417383431406,0.87890625,0.6382978723404255,0.9375,0.0,45.5625,0.0,6.75,25,24,25,Minnesota Twins,Minnesota Twins,Minnesota,1303095,821576,22.090000000000003,256.0,4.7,16.0,0,1,1,7,163,60,Devin Smeltzer,0,0,0,0,481519,151488,6,6,195.0,195,17,17,0.006134969325153374,0.11666666666666667,RP,RP,0.4478527607361963,0.6,0,0,0,0,9,225,3,15,481519,151488,570500,571000,0.004,0.003,570500,571000,0.0,0.0,0.0,0.0,570500,571000,41750000,134000000,570500,571000,73,36,0.0121,0.38616860499155536,0.11,0.6214246575342464,0.18489999999999998,2.25,0.43,1.5,3,3,1,25,1,5,0,4,0,2,13.08470096946256,13.254268448284268,13.254268448284268
MIL,MIL,No,6.3,6.3,0,0,2021,1,1,0,0,1296,64,36,8,0,0,4,9,1,1,289,16,225,1,15,1,17,4,9.654336734693878,34.67901234567902,3.107142857142857,5.888888888888889,0.2688614540466392,0.1111111111111111,0.5185185185185185,0.3333333333333333,2.595679012345679,3.853223593964335,1.6111111111111112,1.962962962962963,6.25,0.10890000000000001,2.5,0.33,26,25,26,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,2042421,1361321,2916.0,729.0,54.0,27.0,0,0,58,22,162,60,Devin Williams,4,1,2,1,681100,209741,1,1,165.0,165,8,7,0.35802469135802467,0.36666666666666664,RP/CL,RP/CL,0.5864197530864198,0.4833333333333333,9,0,3,0,7569,2809,87,53,681100,209741,681100,566300,0.007,0.005,681100,566300,6793.0564,9471.182399999998,82.42,97.32,681100,566300,45400000,49875000,681100,566300,95,29,2.6569,1.5625,1.63,1.25,1.3923999999999999,0.39690000000000003,1.18,0.63,0,0,784,81,28,9,64,16,8,4,13.43146441722941,13.43146441722941,13.43146441722941
BAL,BAL,No,6.2,6.2,2026,2026,2021,1,1,1,1,3721,81,61,9,0,0,3,2,1,1,1225,49,1089,36,33,6,35,7,4.538752362948961,7.839999999999999,2.130434782608696,2.8,0.11541927305494525,0.08964107712718278,0.3397341211225997,0.29940119760479045,0.523859498307984,0.7027860446771129,0.723781388478582,0.8383233532934132,19.2721,10.497600000000002,4.39,3.24,26,25,27,Baltimore Orioles,Baltimore Orioles,Maryland,5538759,4964259,4583.29,278.89,67.7,16.7,0,0,62,12,162,62,Dillon Tate,36,1,6,1,574500,209259,7,7,195.0,195,14,14,0.38271604938271603,0.1935483870967742,RP,RP,0.3209876543209876,0.4354838709677419,9,0,3,0,2401,196,49,14,574500,209259,574500,565000,0.014,0.009,574500,565000,1162.8100000000002,0.0,34.1,0.0,574500,565000,3300000,3800000,574500,565000,52,27,0.8464,0.2025,0.92,0.45,1.5376,0.7055999999999999,1.24,0.84,3,3,529,25,23,5,0,1,0,1,13.261255376270947,13.261255376270947,13.261255376270947
SD,SD,No,6.4,6.4,0,0,2021,1,1,0,0,2304,1521,48,39,0,0,4,2,5,5,576,324,529,256,23,16,24,18,6.712809917355371,21.622500000000002,2.590909090909091,4.65,0.21910366681756452,0.08401596303297627,0.46808510638297873,0.2898550724637681,1.4708012675418745,1.8166351606805293,1.2127659574468086,1.3478260869565217,19.360000000000003,4.368099999999999,4.4,2.09,28,27,28,San Diego Padres,San Diego Padres,California,6283871,2083871,2209.0,4761.0,47.0,69.0,9,12,22,12,162,61,Dinelson Lamet,16,1,4,1,4200000,481481,2,2,187.0,187,6,6,0.13580246913580246,0.19672131147540983,SP,SP,0.4876543209876543,0.6229508196721312,0,0,0,0,3249,8649,57,93,4200000,481481,4200000,1300000,0.023,0.007,4200000,1300000,173.97609999999997,8399.722500000002,13.19,91.65,4200000,1300000,25200000,43000000,4200000,1300000,79,38,0.04409999999999999,5.289999999999999,0.21,2.3,2.2201,0.7395999999999999,1.49,0.86,0,0,484,400,22,20,4,9,2,3,15.250595083253597,15.250595083253597,15.250595083253597
SD,SD,No,6.5,6.5,2024,2024,2021,4,4,1,0,361,81,19,9,2000000,2000000,4,2,5,5,36,9,25,9,5,3,6,3,9.0,8.41,3.0,2.9,0.15140274644582052,0.2859675712774172,0.38910505836575876,0.5347593582887701,1.362624718012385,2.4049872744430782,1.1673151750972763,1.5508021390374331,3.0625,2.1025,1.75,1.45,31,31,32,San Diego Padres,San Diego Padres,California,32152740,24152740,660.49,349.69,25.7,18.7,0,0,27,20,162,61,Drew Pomeranz,0,0,0,0,8000000,3481481,2,2,246.0,246,6,6,0.16666666666666666,0.32786885245901637,RP,RP,0.4876543209876543,0.6229508196721312,0,16,0,4,900,841,30,29,8000000,3481481,6000000,4000000,0.045,0.048,8000000,6000000,0.0,5902.8489,0.0,76.83,8500000,8500000,25200000,43000000,34000000,34000000,79,38,0.5625,0.9603999999999999,0.75,0.98,1.2768999999999997,1.0404,1.13,1.02,0,0,100,100,10,10,1,1,1,1,15.89495209964411,15.60727002719233,15.89495209964411
TB,MIL,No,6.1,6.1,2027,0,2021,1,1,0,0,3249,289,57,17,0,0,7,9,2,1,729,100,576,100,24,10,27,10,8.526399999999999,5.4444444444444455,2.92,2.3333333333333335,0.10820637119113576,0.34602076124567477,0.32894736842105265,0.5882352941176471,0.9226108033240997,1.8838908112264514,0.9605263157894737,1.3725490196078431,8.0656,34.456900000000005,2.84,5.87,25,24,25,Tampa Bay Rays,Milwaukee Brewers,Florida,1014583,278290,5776.0,234.09000000000003,76.0,15.3,10,0,35,12,162,60,Drew Rasmussen,1,0,1,0,317343,143290,2,1,211.0,211,7,7,0.21604938271604937,0.2,RP,RP,0.6172839506172839,0.4833333333333333,1,0,1,0,5329,441,73,21,317343,143290,573000,563500,0.005,0.004,573000,563500,0.0,0.0,0.0,0.0,573000,563500,18725000,49875000,573000,563500,100,29,1.5011196963456546,0.38616860499155536,1.22520190023753,0.6214246575342464,1.1664,2.8899999999999997,1.08,1.7,0,0,625,81,25,9,16,1,4,1,12.667738486826304,13.258640995696876,13.258640995696876
ATL,SF,Si,6.2,6.2,2022,2021,2021,1,1,1,1,17689,400,133,20,0,0,6,3,1,5,4761,121,3969,100,63,10,69,11,8.143367043426531,21.777777777777782,2.8536585365853657,4.666666666666667,0.10471634702536425,0.11710448322225273,0.3235990528808208,0.34220532319391633,0.8527436492743674,2.550275412395726,0.9234411996842936,1.5969581749049429,20.070400000000003,11.696399999999999,4.48,3.42,31,30,32,Atlanta Braves,San Francisco Giants,Georgia,38545155,27545155,16052.890000000001,691.69,126.7,26.3,23,5,32,7,161,60,Drew Smyly,16,1,4,1,11000000,1574481,18,23,188.0,188,27,26,0.19875776397515527,0.11666666666666667,SP,SP,0.546583850931677,0.4833333333333333,0,0,0,0,13689,1764,117,42,11000000,1574481,11000000,4000000,0.072,0.021,11000000,4093000,317.19609999999994,2386.3225,17.81,48.85,11000000,4000000,94240000,18250000,11000000,4000000,88,29,0.6084,0.2025,0.78,0.45,1.8769000000000002,1.2100000000000002,1.37,1.1,4,8,1681,81,41,9,121,0,11,0,16.213405830762646,16.213405830762646,16.213405830762646
PIT,CHC,No,6.2,6.2,2026,2026,2021,1,1,0,0,5929,625,77,25,0,0,2,4,2,2,1600,169,1225,169,35,13,40,13,5.795610425240055,20.25,2.4074074074074074,4.5,0.13792999059654248,0.08401596303297627,0.3713892709766162,0.2898550724637681,0.7993884914545843,1.7013232514177694,0.8940852819807428,1.3043478260869565,18.8356,32.0356,4.34,5.66,26,25,26,Pittsburgh Pirates,Chicago Cubs,Pennsylvania,922017,337517,5285.29,428.48999999999995,72.7,20.7,0,0,43,17,161,58,Duane Underwood,9,0,3,0,584500,209259,9,17,210.0,210,17,21,0.2670807453416149,0.29310344827586204,RP,RP,0.3726708074534161,0.5517241379310345,0,0,0,0,4225,729,65,27,584500,209259,584500,565000,0.011,0.002,584500,565000,0.0,0.0,0.0,0.0,584500,565000,1500000,2650000,584500,565000,60,32,0.04000000000000001,0.38616860499155536,0.2,0.6214246575342464,2.0448999999999997,2.25,1.43,1.5,5,3,729,36,27,6,4,1,2,1,13.27851205989426,13.27851205989426,13.27851205989426
LAD,LAD,No,6.6,6.6,2026,2026,2021,1,1,0,0,256,2025,16,45,0,0,7,4,5,5,64,324,49,256,7,16,8,18,34.02777777777777,7.5625,5.833333333333333,2.75,0.06805293005671077,0.08163265306122448,0.2608695652173913,0.2857142857142857,2.3156899810964084,0.6173469387755102,1.5217391304347827,0.7857142857142857,7.507600000000001,6.604899999999999,2.74,2.57,23,22,23,Los Angeles Dodgers,Los Angeles Dodgers,California,1978963,1388463,529.0,3136.0,23.0,56.0,5,10,5,12,162,59,Dustin May,1,1,1,1,590500,212407,25,25,180.0,180,35,34,0.030864197530864196,0.2033898305084746,SP,SP,0.654320987654321,0.711864406779661,0,0,0,0,1225,1936,35,44,590500,212407,590500,573500,0.002,0.002,590500,573500,0.0,8326.5625,0.0,91.25,590500,573500,160320500,15813500,590500,573500,106,42,0.2916,2.2201,0.54,1.49,0.9216,1.1881000000000002,0.96,1.09,7,7,36,256,6,16,1,9,1,3,13.288724914619554,13.288724914619554,13.288724914619554
LAA,LAA,No,6.1,6.1,2022,2022,2021,1,1,0,0,7921,2601,89,51,0,0,6,3,5,5,4096,729,3721,576,61,24,64,27,6.103806228373703,17.93771626297578,2.4705882352941178,4.235294117647059,0.14052165625923083,0.06695254709266092,0.37486218302094815,0.258751902587519,0.8577169606964816,1.2009757928316755,0.9261300992282249,1.095890410958904,36.7236,10.8241,6.06,3.29,28,27,28,Los Angeles Angels,Los Angeles Angels,California,24281852,15956852,8226.49,4316.490000000001,90.7,65.7,19,11,24,11,162,60,Dylan Bundy,81,9,9,3,8325000,1851852,1,1,200.0,200,10,10,0.14814814814814814,0.18333333333333332,SP,SP,0.4753086419753086,0.4333333333333333,0,0,0,0,7056,5184,84,72,8325000,1851852,8325000,5000000,0.046,0.028,8325000,5000000,21.159999999999997,7179.1729000000005,4.6,84.73,8325000,5000000,12625000,260850000,8325000,5000000,77,26,1.5011196963456546,2.8223999999999996,1.22520190023753,1.68,1.8496000000000004,1.0816000000000001,1.36,1.04,1,1,1156,289,34,17,4,36,2,6,15.934773593830782,15.934773593830782,15.934773593830782
