Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anios_de_contrato_t,Anios_de_contrato_t_1,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
PIT,BAL,6.0,6.0,2019,2020,0,2019,2018,1,1,4096,324,64,18,100,16,10,4,0,0,2,2,2,1,30,29,30,29,Pittsburgh Pirates,Baltimore Orioles,Pennsylvania,210298,84970,1,0,1,0,784,196,28,14,162,162,Corban Joseph,0.19448100000000001,0.292681,0.441,0.541,9,7,185,185,17,14,0.024336,0.049284,0.156,0.222,0.029928999999999997,0.007395999999999999,0.173,0.086,1B,1B,0.4259259259259259,0.2901234567901234,49,9,7,3,38792,84970,555000,545000,555000,545000,0.0,0.0,0.0,0.0,4800000,73000000,555000,545000,69,47,0.016900000000000002,0.004900000000000001,-0.13,-0.07,5,3,10.565969318785188,13.226723392728571,13.226723392728571
NYM,NYM,6.5,6.5,2019,2025,0,2019,2018,1,1,1,324,1,18,0,0,0,0,0,0,6,8,2,2,25,24,25,24,New York Mets,New York Mets,New York,783028,762140,0,0,0,0,4,289,2,17,161,162,Corey Oswalt,0.0,0.0,0.0,0.0,5,5,250,250,9,9,0.0,0.0,0.0,0.0,0.000144,0.011024999999999998,0.012,0.105,SP,SP,0.5279503105590062,0.4753086419753086,1,0,1,0,20888,287140,555000,545000,555000,545000,0.0,212.5764,0.0,14.58,79000000,89635000,555000,545000,85,77,0.1369,0.22089999999999999,-0.37,-0.47,2,2,9.946930110378965,13.226723392728571,13.226723392728571
LAD,LAD,6.4,6.4,2019,0,0,2019,2018,1,1,239121,10201,489,101,17689,729,133,27,0,0,3,2,5,5,24,23,25,24,Los Angeles Dodgers,Los Angeles Dodgers,California,8125969,4125969,361,4,19,2,18225,676,135,26,161,163,Corey Seager,0.6674889999999999,0.553536,0.817,0.744,25,25,215,215,33,32,0.07398400000000001,0.071289,0.272,0.267,0.693889,0.0256,0.833,0.16,SS,SS,0.6521739130434783,0.5644171779141104,7569,169,87,13,4000000,605000,4000000,605000,4000000,605000,5613.0064,0.0,74.92,0.0,85000000,4000000,4000000,605000,105,92,16.080099999999998,0.17639999999999997,4.01,0.42,6,6,15.201804919084164,15.201804919084164,15.201804919084164
MIL,SD,6.0,6.0,2019,0,2021,2019,2018,1,1,9025,88804,95,298,484,4900,22,70,0,0,5,3,1,5,27,26,28,27,Milwaukee Brewers,San Diego Padres,Wisconsin,5449426,5210702,4,49,2,7,1024,13456,32,116,161,162,Cory Spangenberg,0.403225,0.43692100000000006,0.635,0.661,1,2,195,195,6,5,0.053824000000000004,0.055224999999999996,0.232,0.235,0.039204,0.512656,0.198,0.716,2B,2B,0.5527950310559007,0.4074074074074074,100,625,10,25,238724,1700000,1200000,1700000,1200000,1700000,0.0,303.4564000000001,0.0,17.42,31900000,149500000,1200000,1700000,89,66,0.06760000000000001,0.5328999999999999,0.26,0.73,0,0,12.383063351889325,13.997832114758229,13.997832114758229
CIN,CIN,6.2,6.2,2019,0,2022,2019,2018,1,1,42849,19600,207,140,2704,1681,52,41,0,0,1,3,2,2,30,29,30,29,Cincinnati Reds,Cincinnati Reds,Ohio,2378888,1428888,64,16,8,4,7056,2704,84,52,162,162,Curt Casali,0.549081,0.6480250000000001,0.741,0.805,10,10,220,220,15,15,0.063001,0.085849,0.251,0.293,0.269361,0.10304100000000001,0.519,0.321,C,C,0.4629629629629629,0.4135802469135802,1024,256,32,16,950000,357460,950000,545000,950000,545000,0.0,0.0,0.0,0.0,2000000,10250000,950000,545000,75,67,1.3688999999999998,0.8464,1.17,0.92,5,5,13.764217263576723,13.764217263576723,13.764217263576723
MIA,MIL,6.1,6.1,2019,2020,2019,2019,2018,1,1,100489,117649,317,343,3364,6889,58,83,0,0,2,5,2,1,37,36,38,37,Miami Marlins,Milwaukee Brewers,Florida,107488342,105738342,144,169,12,13,19044,15129,138,123,162,163,Curtis Granderson,0.405769,0.6115240000000001,0.637,0.782,2,1,200,200,2,5,0.033489,0.058564,0.183,0.242,0.725904,0.570025,0.852,0.755,LF,RF,0.3518518518518518,0.588957055214724,1156,1444,34,38,1750000,833342,1750000,5000000,1750000,5000000,74.9956,1530.3743999999997,8.66,39.12,4500000,103750000,1750000,5000000,57,96,0.31360000000000005,0.36,-0.56,0.6,2,0,14.375126345899696,14.375126345899696,14.375126345899696
BAL,BAL,6.0,6.0,2019,2025,0,2019,2018,1,1,15876,1600,126,40,900,100,30,10,0,0,1,2,1,1,25,24,25,24,Baltimore Orioles,Baltimore Orioles,Maryland,2430452,2123100,16,9,4,3,1936,289,44,17,161,162,D.J. Stewart,0.4872039999999999,0.7921,0.698,0.89,7,7,230,230,14,14,0.05664399999999999,0.0625,0.238,0.25,0.07398400000000001,0.011024999999999998,0.272,0.105,RF,OF,0.3354037267080745,0.2901234567901234,225,100,15,10,307352,58600,555000,545000,555000,545000,0.0,0.0,0.0,0.0,800000,73000000,555000,545000,54,47,0.17639999999999997,0.2116,-0.42,0.46,3,3,12.635748949553287,13.226723392728571,13.226723392728571
STL,STL,6.5,6.5,2019,2025,0,2019,2018,1,1,2601,1,51,1,16,0,4,0,0,0,1,3,2,2,24,23,24,23,St. Louis Cardinals,St. Louis Cardinals,Missouri,2752480,2193380,0,0,0,0,1089,676,33,26,162,162,Dakota Hudson,0.030624999999999996,0.0,0.175,0.0,23,23,215,215,29,28,0.006084,0.0,0.078,0.0,0.04161599999999999,0.025921000000000003,0.204,0.161,SP,RP,0.5617283950617284,0.5432098765432098,4,0,2,0,559100,193380,559100,545000,559100,545000,5896.704100000001,0.0,76.79,0.0,25000000,28000000,559100,545000,91,88,4.9729,0.2304,2.23,0.48,11,11,13.234083627014737,13.234083627014737,13.234083627014737
SEA,SEA,6.0,6.0,2019,2025,0,2019,2018,1,1,213444,7569,462,87,9216,324,96,18,0,0,3,3,1,1,26,25,26,25,Seattle Mariners,Seattle Mariners,Washington,2556759,1998159,900,16,30,4,20736,1369,144,37,162,162,Dan Vogelbach,0.6084,0.47748099999999993,0.78,0.691,0,0,270,270,4,4,0.043264,0.042849,0.208,0.207,0.790321,0.051984,0.889,0.228,1B,1B,0.419753086419753,0.5493827160493827,5776,169,76,13,558600,228852,558600,545700,558600,545700,3667.5136,0.0,60.56,0.0,4450000,17750000,558600,545700,68,89,1.8496000000000004,0.028900000000000006,1.36,0.17,0,0,13.233188932493213,13.233188932493213,13.233188932493213
OAK,OAK,6.1,6.1,2019,2024,0,2019,2018,1,1,4,9,2,3,0,1,0,1,0,0,6,3,5,5,25,24,26,25,Oakland Athletics,Oakland Athletics,California,1578655,1330983,0,0,0,0,169,484,13,22,162,162,Daniel Mengden,0.0,0.44488900000000003,0.0,0.667,15,15,225,225,28,27,0.0,0.11088900000000002,0.0,0.333,0.0064,0.018496000000000002,0.08,0.136,RP,SP,0.5987654320987654,0.5987654320987654,0,1,0,1,247672,418048,555000,547500,555000,547500,0.0,3548.5849,0.0,59.57,37600000,18000000,555000,547500,97,97,0.0961,0.7055999999999999,0.31,0.84,9,9,12.41986056912025,13.226723392728571,13.226723392728571
DET,DET,6.2,6.2,2019,0,0,2019,2018,1,1,36,4,6,2,1,0,1,0,0,0,4,3,1,1,25,24,26,25,Detroit Tigers,Detroit Tigers,Michigan,4974990,3699990,0,0,0,0,1089,121,33,11,161,162,Daniel Norris,0.11088900000000002,0.0,0.333,0.0,11,11,185,185,16,16,0.027889000000000004,0.0,0.167,0.0,0.04202499999999999,0.0046240000000000005,0.205,0.068,SP,SP,0.2919254658385093,0.3950617283950617,0,0,0,0,1275000,561400,1275000,561400,1275000,561400,2509.0081000000005,0.0,50.09,0.0,15500000,11750000,1275000,561400,47,64,8.3521,0.0001,2.89,0.01,4,4,14.058456736574664,14.058456736574664,14.058456736574664
CHW,CHW,6.2,6.2,2019,2025,0,2019,2018,1,1,7056,173889,84,417,81,10000,9,100,0,0,3,2,2,2,27,26,27,26,Chicago White Sox,Chicago White Sox,Illinois,1192536,1018800,4,729,2,27,900,15376,30,124,161,162,Daniel Palka,0.138384,0.605284,0.372,0.778,6,6,230,230,9,9,0.011448999999999999,0.0576,0.107,0.24,0.034596,0.585225,0.186,0.765,LF,LF,0.4472049689440994,0.382716049382716,16,4489,4,67,173736,468800,567000,545000,567000,545000,0.0,2691.5344000000005,0.0,51.88,24500000,19750000,567000,545000,72,62,2.0736,0.3364,-1.44,0.58,3,3,12.065292184641088,13.248114582709889,13.248114582709889
STL,STL,6.3,6.3,2019,2025,0,2019,2018,1,1,81,81,9,9,0,1,0,1,0,0,1,3,2,2,26,25,27,26,St. Louis Cardinals,St. Louis Cardinals,Missouri,413498,183730,0,0,0,0,169,144,13,12,162,162,Daniel Poncedeleon,0.010000000000000002,0.197136,0.1,0.444,23,23,200,200,29,28,0.0,0.012321,0.0,0.111,0.0064,0.005475999999999999,0.08,0.074,RP,RP,0.5617283950617284,0.5432098765432098,0,1,0,1,229768,178730,555000,545000,555000,545000,0.0,0.0,0.0,0.0,25000000,28000000,555000,545000,91,88,0.42250000000000004,0.4489000000000001,0.65,0.67,11,11,12.344825383177335,13.226723392728571,13.226723392728571
KC,KC,6.3,6.3,2019,2022,2022,2017,2017,5,5,16,4,4,2,1,0,1,0,0,0,5,6,2,2,28,28,30,29,Kansas City Royals,Kansas City Royals,Missouri,43046781,27796781,0,0,0,0,529,784,23,28,162,162,Danny Duffy,0.25,0.0,0.5,0.0,4,4,205,205,9,9,0.0625,0.0,0.25,0.0,0.020163999999999998,0.029928999999999997,0.142,0.173,SP,SP,0.3580246913580246,0.4938271604938271,0,0,0,0,15250000,14000000,15250000,14000000,15250000,14000000,1488.4163999999998,338.19210000000004,38.58,18.39,15700000,16775000,65000000,65000000,58,80,3.0976,0.6241000000000001,1.76,0.79,2,2,16.540090061017693,16.540090061017693,16.540090061017693
TOR,TOR,6.2,6.2,2019,2025,0,2019,2018,1,1,120409,6561,347,81,5184,400,72,20,0,0,5,3,1,1,23,22,24,23,Toronto Blue Jays,Toronto Blue Jays,Toronto,805200,246500,169,9,13,3,11449,961,107,31,161,162,Danny Jansen,0.4096,0.6068410000000001,0.64,0.779,2,2,225,225,7,7,0.043264,0.061009,0.208,0.247,0.43692100000000006,0.036481,0.661,0.191,C,C,0.4099378881987577,0.4506172839506173,1849,64,43,8,558700,146500,558700,545000,558700,545000,463.97159999999997,0.0,21.54,0.0,15500000,17000000,558700,545000,66,73,1.0816000000000001,0.43560000000000004,1.04,0.66,2,2,13.23336793544724,13.23336793544724,13.23336793544724
ATL,ATL,6.1,6.1,2019,0,0,2019,2018,1,1,233289,228484,483,478,14641,12996,121,114,0,0,6,4,1,1,24,23,25,24,Atlanta Braves,Atlanta Braves,Georgia,8279050,7694050,289,196,17,14,16384,18496,128,136,161,162,Dansby Swanson,0.559504,0.48860099999999995,0.748,0.699,18,18,190,190,25,24,0.063001,0.057121,0.251,0.239,0.6241000000000001,0.7055999999999999,0.79,0.84,SS,SS,0.6024844720496895,0.5555555555555556,4225,3481,65,59,585000,565000,585000,565000,585000,565000,2810.0600999999997,2688.4225,53.01,51.85,52210000,2900000,585000,565000,97,90,0.8281000000000001,5.475599999999999,0.91,2.34,3,3,13.279367126213993,13.279367126213993,13.279367126213993
CHC,CHC,6.1,6.1,2019,2027,0,2020,2018,5,1,91809,33856,303,184,6084,1936,78,44,10000,0,5,7,2,2,26,24,26,25,Chicago Cubs,Chicago Cubs,Illinois,1004500,393000,121,36,11,6,16129,5476,127,74,162,163,David Bote,0.616225,0.5285289999999999,0.785,0.727,17,17,205,205,20,20,0.066049,0.057121,0.257,0.239,0.6146560000000001,0.20611600000000002,0.784,0.454,3B,2B,0.5185185185185185,0.5828220858895705,1681,1089,41,33,571500,293000,561500,545000,571500,545000,1865.3760999999997,0.0,43.19,0.0,49325000,215545000,15000000,545000,84,95,4.6656,3.3856,2.16,1.84,3,3,13.256019762217003,13.238367053160635,13.256019762217003
COL,COL,6.2,6.2,2019,2024,0,2019,2018,1,1,139876,62001,374,249,12769,4624,113,68,0,0,1,5,1,1,24,23,25,24,Colorado Rockies,Colorado Rockies,Colorado,4436793,3876793,225,256,15,16,10201,5929,101,77,161,163,David Dahl,0.769129,0.737881,0.877,0.859,1,1,200,200,5,5,0.091204,0.07452900000000001,0.302,0.273,0.389376,0.22278399999999998,0.624,0.472,LF,OF,0.4347826086956521,0.558282208588957,3721,2304,61,48,560000,452421,560000,550000,560000,550000,4942.089999999999,0.0,70.3,0.0,24000000,122500000,560000,550000,70,91,0.6723999999999999,0.5328999999999999,0.82,0.73,0,0,13.235692062711331,13.235692062711331,13.235692062711331
LAA,LAA,5.9,5.9,2019,2025,0,2019,2018,1,1,355216,80656,596,284,29929,6084,173,78,0,0,4,3,5,5,24,23,25,24,Los Angeles Angels,Los Angeles Angels,California,1293630,732130,36,1,6,1,23716,6400,154,80,161,162,David Fletcher,0.538756,0.45968400000000004,0.734,0.678,1,1,185,185,10,10,0.0841,0.07562500000000001,0.29,0.275,0.9044009999999999,0.244036,0.951,0.494,2B,SS,0.4472049689440994,0.4938271604938271,2401,625,49,25,561500,325230,561500,545000,561500,545000,3604.8016,0.0,60.04,0.0,31000000,42800000,561500,545000,72,80,14.0625,3.3489000000000004,3.75,1.83,1,1,13.238367053160635,13.238367053160635,13.238367053160635
LAD,LAD,6.2,6.2,2019,2020,2020,2019,2016,1,3,26244,78400,162,280,2601,6889,51,83,0,0,3,2,5,5,35,32,36,35,Los Angeles Dodgers,Los Angeles Dodgers,California,34855000,29855000,121,121,11,11,6400,12769,80,113,161,163,David Freese,1.004004,0.6889,1.002,0.83,25,25,213,213,33,32,0.09922500000000001,0.08761599999999999,0.315,0.296,0.244036,0.4802489999999999,0.494,0.693,1B,3B,0.6521739130434783,0.5644171779141104,841,2601,29,51,4500000,685470,4500000,4250000,4500000,4250000,0.0,2005.2484000000002,0.0,44.78,85000000,4000000,4500000,11000000,105,92,2.4336,2.0164,1.56,1.42,6,6,15.319587954740548,15.319587954740548,15.319587954740548
MIL,SEA,6.2,6.2,2019,2025,0,2019,2018,1,1,225,8649,15,93,1,400,1,20,0,0,5,3,1,1,29,28,30,29,Milwaukee Brewers,Seattle Mariners,Wisconsin,549869,459779,0,1,0,1,289,1296,17,36,161,162,David Freitas,0.10048900000000001,0.346921,0.317,0.589,1,0,250,250,6,4,0.004489000000000001,0.046224999999999995,0.067,0.215,0.011024999999999998,0.049284,0.105,0.222,C,C,0.5527950310559007,0.5493827160493827,1,25,1,5,87087,363320,558500,545000,558500,545000,0.0,0.0,0.0,0.0,31900000,17750000,558500,545000,89,89,0.0016,0.0361,-0.04,-0.19,0,0,11.374662897969804,13.233009897491392,13.233009897491392
BAL,BAL,6.1,6.1,2019,2025,0,2019,2018,1,1,9,4,3,2,0,0,0,0,0,0,1,2,1,1,25,24,25,24,Baltimore Orioles,Baltimore Orioles,Maryland,989440,622810,0,0,0,0,529,441,23,21,161,162,David Hess,0.0,0.11088900000000002,0.0,0.333,7,7,215,215,14,14,0.0,0.0,0.0,0.0,0.020163999999999998,0.016900000000000002,0.142,0.13,RP,RP,0.3354037267080745,0.2901234567901234,0,0,0,0,366630,342810,563500,545000,563500,545000,0.0,0.0,0.0,0.0,800000,73000000,563500,545000,54,47,1.1881000000000002,0.5476,-1.09,0.74,3,3,12.812108444100156,13.241922612461968,13.241922612461968
ARI,ARI,6.1,6.1,2019,0,2021,2019,2018,1,1,145924,313600,382,560,11025,26896,105,164,0,0,4,2,1,1,31,30,31,30,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,12448800,5448800,144,900,12,30,10000,21609,100,147,162,162,David Peralta,0.6464160000000001,0.753424,0.804,0.868,1,1,210,210,6,6,0.07562500000000001,0.085849,0.275,0.293,0.380689,0.8226490000000001,0.617,0.907,LF,RF,0.5246913580246914,0.5061728395061729,3249,7569,57,87,7000000,3300000,7000000,3300000,7000000,3300000,2531.0961,7656.25,50.31,87.5,11600000,15750000,7000000,3300000,85,82,3.4969000000000006,15.366399999999999,1.87,3.92,1,1,15.761420707019587,15.761420707019587,15.761420707019587
DET,DET,6.0,6.0,2019,0,0,2019,2018,1,1,73984,8836,272,94,4356,400,66,20,0,0,4,3,1,1,24,23,24,23,Detroit Tigers,Detroit Tigers,Michigan,1683100,1399620,36,1,6,1,5929,729,77,27,161,162,Dawel Lugo,0.413449,0.33177599999999996,0.643,0.576,11,11,220,220,16,16,0.059049,0.045369,0.243,0.213,0.228484,0.027889000000000004,0.478,0.167,SS,SS,0.2919254658385093,0.3950617283950617,676,64,26,8,283480,99620,555000,545000,555000,545000,0.0,0.0,0.0,0.0,15500000,11750000,555000,545000,47,64,0.3844,0.2304,-0.62,0.48,4,4,12.554896852924193,13.226723392728571,13.226723392728571
TEX,TEX,5.9,5.9,2019,2022,0,2019,2018,1,1,127449,111556,357,334,7921,5184,89,72,0,0,6,4,2,2,26,25,26,25,Texas Rangers,Texas Rangers,Texas,5469422,4069422,16,4,4,2,13924,11449,118,107,162,162,Delino DeShields,0.45158400000000004,0.34928099999999995,0.672,0.591,2,2,190,190,8,8,0.062001,0.046655999999999996,0.249,0.216,0.529984,0.43692100000000006,0.728,0.661,CF,CF,0.4814814814814814,0.4135802469135802,1024,484,32,22,1400000,549458,1400000,561500,1400000,561500,1172.3776,946.1776000000001,34.24,30.76,47250000,35000000,1400000,561500,78,67,1.6129,1.44,1.27,1.2,0,0,14.151982794585487,14.151982794585487,14.151982794585487
SF,SF,6.1,6.1,2019,2025,0,2019,2018,1,1,841,1024,29,32,25,9,5,3,0,0,2,2,5,5,26,25,27,26,San Francisco Giants,San Francisco Giants,California,891390,499180,0,0,0,0,841,441,29,21,161,162,Dereck Rodriguez,0.11902499999999998,0.047961,0.345,0.219,23,23,215,215,26,26,0.029583999999999996,0.008836,0.172,0.094,0.032041,0.016900000000000002,0.179,0.13,SP,SP,0.4782608695652174,0.4506172839506173,0,1,0,1,392210,369180,561250,545000,561250,545000,260.1769,6496.359999999999,16.13,80.6,8500000,11500000,561250,545000,77,73,1.8225000000000002,5.9536,-1.35,2.44,8,8,12.879552689614643,13.237921718038601,13.237921718038601
CIN,MIA,6.2,6.2,2019,0,2019,2019,2018,1,1,63001,249001,251,499,2209,17424,47,132,0,0,1,1,2,2,29,28,29,28,Cincinnati Reds,Miami Marlins,Ohio,8603617,6603617,361,256,19,16,12769,22201,113,149,162,161,Derek Dietrich,0.6241000000000001,0.564001,0.79,0.751,10,2,205,205,15,2,0.034969,0.07022500000000001,0.187,0.265,0.4872039999999999,0.8574760000000001,0.698,0.926,2B,LF,0.4629629629629629,0.391304347826087,1849,2025,43,45,2000000,2900000,2000000,2900000,2000000,2900000,1651.6096,1228.5024999999998,40.64,35.05,2000000,3250000,2000000,2900000,75,63,1.0404,0.0961,1.02,-0.31,5,2,14.508657738524219,14.508657738524219,14.508657738524219
STL,STL,6.5,6.5,2019,2022,2022,2017,2017,5,5,237169,83521,487,289,13456,2704,116,52,2000000,2000000,1,3,2,2,30,30,33,32,St. Louis Cardinals,St. Louis Cardinals,Missouri,82705000,66205000,361,64,19,8,22500,8100,150,90,162,162,Dexter Fowler,0.568516,0.33177599999999996,0.754,0.576,23,23,205,205,29,28,0.05664399999999999,0.0324,0.238,0.18,0.8574760000000001,0.3091360000000001,0.926,0.556,CF,CF,0.5617283950617284,0.5432098765432098,4489,961,67,31,16500000,16500000,14500000,14500000,16500000,16500000,620.0099999999999,0.0,24.9,0.0,25000000,28000000,82500000,82500000,91,88,2.0164,1.9043999999999996,1.42,-1.38,11,11,16.61887093887081,16.489659207390805,16.61887093887081
NYY,NYY,6.3,6.3,2019,2020,2020,2019,2018,1,1,104976,254016,324,504,5929,18225,77,135,0,0,5,2,2,2,28,27,29,28,New York Yankees,New York Yankees,New York,29856400,18106400,256,729,16,27,6724,17956,82,134,162,162,Didi Gregorius,0.515524,0.6872409999999999,0.718,0.829,40,40,205,205,55,54,0.05664399999999999,0.07182400000000001,0.238,0.268,0.256036,0.6839289999999999,0.506,0.827,SS,SS,0.6358024691358025,0.6172839506172839,3721,7396,61,86,11750000,8500000,11750000,8500000,11750000,8500000,0.0,6910.5969,0.0,83.13,124555000,14000000,11750000,8500000,103,100,0.4096,17.8084,0.64,4.22,27,27,16.279363798554442,16.279363798554442,16.279363798554442
TB,TB,6.3,6.3,2019,2025,0,2019,2018,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,24,23,25,24,Tampa Bay Rays,Tampa Bay Rays,Florida,907240,345740,0,0,0,0,4356,1849,66,43,161,162,Diego Castillo,0.0,0.0,0.0,0.0,1,1,250,250,5,4,0.0,0.0,0.0,0.0,0.165649,0.07022500000000001,0.407,0.265,RP/CL,RP/CL,0.5962732919254659,0.5555555555555556,0,0,0,0,561500,345740,561500,545000,561500,545000,3941.3284000000003,0.0,62.78,0.0,33500000,6500000,561500,545000,96,90,0.31360000000000005,1.44,0.56,1.2,0,0,13.238367053160635,13.238367053160635,13.238367053160635
NYY,NYY,6.2,6.2,2019,2024,0,2019,2018,1,1,64,1,8,1,0,0,0,0,0,0,5,2,2,2,26,25,26,25,New York Yankees,New York Yankees,New York,1067551,490051,0,0,0,0,729,441,27,21,162,162,Domingo German,0.0,0.25,0.0,0.5,40,40,181,181,55,54,0.0,0.0,0.0,0.0,0.027889000000000004,0.016900000000000002,0.167,0.13,SP,SP,0.6358024691358025,0.6172839506172839,0,0,0,0,577500,347746,577500,548225,577500,548225,5919.763599999999,282.9124,76.94,16.82,124555000,14000000,577500,548225,103,100,3.7249,0.0025000000000000005,1.93,-0.05,27,27,13.266463721378086,13.266463721378086,13.266463721378086
SEA,MIL,6.5,6.5,2019,2022,0,2019,2018,1,1,203401,44521,451,211,12996,3136,114,56,0,0,3,5,1,1,26,25,26,25,Seattle Mariners,Milwaukee Brewers,Washington,3886647,1936647,441,25,21,5,14884,7225,122,85,162,163,Domingo Santana,0.5929,0.5476,0.77,0.74,0,1,220,220,4,5,0.064009,0.07022500000000001,0.253,0.265,0.567009,0.272484,0.753,0.522,RF,RF,0.419753086419753,0.588957055214724,4761,400,69,20,1950000,356932,1950000,572400,1950000,572400,2494.0035999999996,0.0,49.94,0.0,4450000,103750000,1950000,572400,68,96,0.1936,1.0816000000000001,0.44,1.04,0,0,14.48333993053993,14.48333993053993,14.48333993053993
NYM,NYM,6.0,6.0,2019,2025,0,2019,2018,1,1,31329,20449,177,143,2500,1024,50,32,0,0,6,8,2,2,23,22,24,23,New York Mets,New York Mets,New York,3513006,2971746,121,25,11,5,8100,3136,90,56,161,162,Dominic Smith,0.776161,0.45562500000000006,0.881,0.675,5,5,239,239,9,9,0.08008899999999998,0.050176000000000005,0.283,0.224,0.3091360000000001,0.11971599999999999,0.556,0.346,1B,1B,0.5279503105590062,0.4753086419753086,625,121,25,11,541260,219750,559320,545000,559320,545000,0.0,0.0,0.0,0.0,79000000,89635000,559320,545000,85,77,0.4624000000000001,0.39690000000000003,0.68,-0.63,2,2,13.201655033878739,13.234477039154786,13.234477039154786
COL,COL,6.1,6.1,2019,2020,2019,2019,2017,1,2,1849,26569,43,163,49,961,7,31,0,0,1,5,1,1,35,33,35,34,Colorado Rockies,Colorado Rockies,Colorado,9655548,9521268,0,9,0,3,256,3844,16,62,161,163,Drew Butera,0.21344400000000002,0.31809599999999993,0.462,0.564,1,1,205,205,5,5,0.026569000000000002,0.0361,0.163,0.19,0.009801,0.1444,0.099,0.38,C,C,0.4347826086956521,0.558282208588957,9,441,3,21,134280,383346,555000,2300000,555000,2300000,0.0,0.0,0.0,0.0,24000000,122500000,555000,3800000,70,91,0.1444,0.43560000000000004,-0.38,-0.66,0,0,11.80768245109397,13.226723392728571,13.226723392728571
NYM,NYM,6.4,6.4,2019,2025,0,2019,2018,1,1,9,1,3,1,1,0,1,0,0,0,6,8,2,2,28,27,29,28,New York Mets,New York Mets,New York,663690,424970,0,0,0,0,324,25,18,5,161,162,Drew Gagnon,0.44488900000000003,0.0,0.667,0.0,5,5,195,195,9,9,0.11088900000000002,0.0,0.333,0.0,0.012321,0.0009609999999999999,0.111,0.031,RP,SP,0.5279503105590062,0.4753086419753086,0,1,0,1,238720,84970,555000,545000,555000,545000,0.0,0.0,0.0,0.0,79000000,89635000,555000,545000,85,77,1.1881000000000002,0.16000000000000003,-1.09,-0.4,2,2,12.383046595997532,13.226723392728571,13.226723392728571
BOS,BOS,5.9,5.9,2019,2022,2022,2014,2014,8,8,400,121,20,11,4,1,2,1,125000,125000,1,3,1,1,30,30,35,34,Boston Red Sox,Boston Red Sox,Massachusetts,103415984,90915984,0,0,0,0,36,16,6,4,161,162,Dustin Pedroia,0.059049,0.10368400000000001,0.243,0.322,14,14,175,175,24,24,0.010000000000000002,0.008281,0.1,0.091,0.0013689999999999998,0.0006250000000000001,0.037,0.025,2B,2B,0.515527950310559,0.6666666666666666,1,0,1,0,15125000,16125000,15000000,16000000,15125000,16125000,0.0,0.0,0.0,0.0,68000000,131000000,110000000,110000000,83,108,0.22089999999999999,0.0144,-0.47,-0.12,9,9,16.53185956188118,16.523560759066484,16.53185956188118
BAL,BAL,6.1,6.1,2019,0,0,2019,2018,1,1,4,25,2,5,0,1,0,1,0,0,1,2,1,1,26,25,26,25,Baltimore Orioles,Baltimore Orioles,Maryland,14105000,11305000,0,0,0,0,900,961,30,31,161,162,Dylan Bundy,0.0,0.16000000000000003,0.0,0.4,7,7,200,200,14,14,0.0,0.04000000000000001,0.0,0.2,0.034225,0.036481,0.185,0.191,SP,SP,0.3354037267080745,0.2901234567901234,0,0,0,0,2800000,1640000,2800000,1640000,2800000,1640000,2227.84,307.3009,47.2,17.53,800000,73000000,2800000,1640000,54,47,5.3824,0.0121,2.32,0.11,3,3,14.845129975145433,14.845129975145433,14.845129975145433
