Acronimo,Altura,Anio_de_agente_libre,Anio_inicio_de_contrato,Anio,Anios_de_contrato,At-bats,At-bats_2,Bateos,Bateos_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Status,Sueldo_ajustado,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
OAK,6.2,2014,2009,2013,5,335,112225,67,4489,200000,5,3,29,25,Oakland Athletics,NYM,California,27286000,12,144,106,162,11236,Chris Young,0.657,0.43164900000000006,15,200,25,0.2,0.04000000000000001,0.654,0.42771600000000004,RF,0.5925925925925926,40,1600,UFA,8700000,8500000,8700000,18.99,360.6200999999999,2000000,3000000,28000000,2000000,96,-0.29,0.0841,9,15.978833583624812,15.955576721460545,15.978833583624812
