Acronimo,Altura,Anio,Anios_contrato,Bateos_pitcher,Bateos_pitcher_2,Cantidad de equipos,Cantidad_agentes_libres,Carreras,Carreras_2,Carreras_ganadas,Carreras_ganadas_2,Comando,Comando_2,Control,Control_2,Dominio,Dominio_2,ERA,ERA_2,Edad,Equipo,Equipo_anterior,Estado,Inning_pitched,Inning_pitched_2,Juegos,Juegos totales,Juegos_2,Juegos_iniciados,Juegos_iniciados_2,Jugador,Losses,Losses_2,Pennants won,Peso,Playoffs,Posicion,Promedio_victorias,Saves,Saves_2,Status,Strike-outs,Strike-outs_2,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato,Valor_contrato_total,Valor_promedio_contrato,Victorias,WAR,WAR_2,WHIP,WHIP_2,WS ganadas,Walks,Walks_2,Wins,Wins_2
COL,6.5,2014,1,52,2704,1,6,23,529,20,400,2.4615384615384617,6.059171597633137,0.026601186822181298,0.0007076231403485919,0.06547984448536935,0.004287610033828155,3.31,10.956100000000001,41,Colorado Rockies,NYM,Colorado,54.3,2948.49,57,161,3249,0,0,LaTroy Hawkins,3,9,1,195,3,RP/CL,0.4099378881987577,23,529,UFA,32,1024,2250000,2250000,2250000,81.74,6681.427599999999,2250000,31250000,2250000,66,0.83,0.6889,1.2,1.44,0,13,169,4,16
MIL,6.2,2014,1,0,0,1,7,0,0,0,0,,,0.0,0.0,0.0,0.0,0.0,0.0,37,Milwaukee Brewers,NYY,Wisconsin,0.3,0.09,121,162,14641,64,4096,Lyle Overbay,0,0,1,235,4,1B,0.5061728395061729,0,0,UFA,0,0,1500000,1500000,1500000,12.78,163.3284,1500000,57600000,1500000,82,-0.39,0.1521,0.0,0.0,0,0,0,0,0
CIN,6.3,2014,2,39,1521,2,6,20,400,19,361,1.8888888888888888,3.567901234567901,0.05449591280653951,0.0029698045126179567,0.10293672419013018,0.010595969186994932,4.66,21.715600000000002,31,Cincinnati Reds,CIN,Ohio,36.7,1346.89,53,162,2809,0,0,Manny Parra,3,9,10,215,15,RP,0.4691358024691358,1,1,UFA,34,1156,2000000,2000000,2000000,2.73,7.4529,5500000,15125000,2750000,76,-0.51,0.2601,1.55,2.4025000000000003,5,18,324,0,0
TOR,6.2,2012,4,228,51984,1,2,83,6889,76,5776,2.5869565217391304,6.692344045368619,0.025302530253025302,0.0006402180372052607,0.06545654565456546,0.004284559369028213,3.39,11.4921,35,Toronto Blue Jays,CHW,Toronto,202.0,40804.0,32,162,1024,32,1024,Mark Buehrle,10,100,2,195,5,SP,0.5123456790123457,0,0,UFA,119,14161,19050000,18000000,19050000,60.47,3656.6209,58000000,8000000,14500000,83,3.48,12.1104,1.36,1.8496000000000004,2,46,2116,13,169
HOU,6.1,2014,1,10,100,2,8,1,1,1,1,2.6666666666666665,7.111111111111111,0.03333333333333333,0.0011111111111111111,0.08888888888888889,0.007901234567901235,0.9,0.81,31,Houston Astros,CLE,Texas,10.0,100.0,8,162,64,0,0,Matt Albers,0,0,1,225,9,RP,0.4320987654320987,0,0,UFA,8,64,2250000,2250000,2250000,0.0,0.0,2450000,43800000,2450000,70,0.52,0.27040000000000003,1.3,1.6900000000000002,0,3,9,0,0
MIL,6.4,2014,4,143,20449,1,7,77,5929,66,4356,2.52,6.3504000000000005,0.03402054841124039,0.0011573977142015509,0.08573178199632578,0.007349938444265529,3.64,13.249600000000001,30,Milwaukee Brewers,TEX,Wisconsin,163.3,26666.890000000003,27,162,729,27,729,Matt Garza,8,64,1,215,4,SP,0.5061728395061729,0,0,UFA,126,15876,12500000,12500000,12500000,35.38,1251.7444000000003,50000000,57600000,12500000,82,1.23,1.5129,1.18,1.3923999999999999,0,50,2500,8,64
WSH,6.6,2014,2,33,1089,1,8,9,81,7,49,3.5,12.25,0.024691358024691357,0.0006096631611034902,0.08641975308641975,0.007468373723517756,1.75,3.0625,37,Washington Nationals,BOS,Washington DC,36.0,1296.0,64,162,4096,0,0,Matt Thornton,3,9,1,235,3,RP,0.5925925925925926,0,0,UFA,28,784,3500000,3500000,1051912,50.63,2563.3969,7000000,14150000,3500000,96,0.42,0.17639999999999997,1.14,1.2995999999999999,0,8,64,1,1
PHI,6.5,2013,2,16,256,2,7,8,64,6,36,2.625,6.890625,0.04753416518122401,0.002259496859475889,0.12477718360071302,0.015569345547326046,2.89,8.3521,35,Philadelphia Phillies,TEX,Pennsylvania,18.7,349.69,22,162,484,0,0,Mike Adams,1,1,7,194,14,RP,0.4506172839506173,0,0,UFA,21,441,7000000,7000000,7000000,0.0,0.0,12000000,59875000,6000000,73,0.24,0.0576,1.29,1.6641000000000001,2,8,64,2,4
MIN,6.7,2014,2,29,841,1,7,23,529,21,441,0.5555555555555556,0.308641975308642,0.08438818565400845,0.007121365877975397,0.04688232536333802,0.0021979524314738874,7.99,63.84010000000001,30,Minnesota Twins,MIN,Minnesota,23.7,561.6899999999999,5,162,25,5,25,Mike Pelfrey,3,9,6,240,14,RP,0.4320987654320987,0,0,UFA,10,100,5500000,5500000,5500000,0.0,0.0,11000000,97290983,5500000,70,-0.68,0.4624000000000001,1.99,3.9601,3,18,324,0,0
COL,6.5,2014,1,56,3136,1,6,31,961,29,841,1.5,2.25,0.05925925925925926,0.0035116598079561047,0.08888888888888889,0.007901234567901235,5.8,33.64,32,Colorado Rockies,CIN,Colorado,45.0,2025.0,51,161,2601,0,0,Nick Massett,0,0,1,235,3,RP,0.4099378881987577,0,0,UFA,36,1296,1200000,1200000,1200000,8.83,77.9689,0,31250000,0,66,-0.64,0.4096,1.78,3.1684,0,24,576,2,4
ARI,6.3,2014,2,50,2500,1,8,25,625,19,361,3.1666666666666665,10.027777777777777,0.04542873367404883,0.002063769843227658,0.14385765663448796,0.020695025372366237,2.92,8.526399999999999,32,Arizona Diamondbacks,SEA,Arizona,58.7,3445.6900000000005,68,161,4624,0,0,Oliver Perez,4,16,1,225,5,RP,0.3975155279503105,0,0,UFA,76,5776,1750000,1750000,1750000,23.2,538.24,4250000,42450000,2125000,64,0.32,0.1024,1.26,1.5876000000000001,1,24,576,3,9
STL,6.3,2014,1,44,1936,2,5,14,196,14,196,7.555555555555555,57.08641975308642,0.01485884101040119,0.00022078515617238024,0.11226679874525344,0.012603834100507241,1.87,3.4969000000000006,33,St. Louis Cardinals,OAK,Missouri,67.3,4529.29,71,161,5041,0,0,Pat Neshek,2,4,23,220,27,RP,0.5527950310559007,6,36,UFA,68,4624,1000000,1000000,1000000,94.64,8956.7296,1000000,59750000,1000000,89,2.28,5.1983999999999995,0.79,0.6241000000000001,11,9,81,7,49
LAD,6.2,2014,1,82,6724,5,11,44,1936,38,1444,1.2142857142857142,1.4744897959183672,0.044004400440044,0.0019363872580877447,0.05343391482005343,0.0028551832529967254,4.84,23.4256,32,Los Angeles Dodgers,ATL,California,70.7,4998.490000000001,30,161,900,8,64,Paul Maholm,5,25,25,245,28,RP,0.577639751552795,0,0,UFA,34,1156,1500000,1500000,1500000,0.0,0.0,1500000,61150000,1500000,93,,,1.56,2.4336,6,28,784,1,1
MIN,6.5,2014,3,221,48841,1,7,88,7744,82,6724,11.625,135.140625,0.00847771949345626,7.187172780972827e-05,0.09855348911142903,0.009712790216036559,3.52,12.3904,28,Minnesota Twins,NYY,Minnesota,209.7,43974.09,32,162,1024,32,1024,Phil Hughes,10,100,6,240,14,RP,0.4320987654320987,0,0,UFA,186,34596,8500000,8000000,8500000,0.0,0.0,24000000,97290983,8000000,70,4.54,20.6116,1.13,1.2768999999999997,3,16,256,16,256
WSH,6.1,2013,2,51,2601,1,8,23,529,22,484,3.1052631578947367,9.642659279778393,0.034050179211469536,0.0011594147043331921,0.1057347670250896,0.011179840957849976,3.19,10.1761,34,Washington Nationals,NYY,Washington DC,62.0,3844.0,64,162,4096,0,0,Rafael Soriano,1,1,1,230,3,RP,0.5925925925925926,32,1024,UFA,59,3481,14000000,14000000,14000000,12.08,145.9264,28000000,14150000,14000000,96,0.77,0.5929,1.13,1.2768999999999997,0,19,361,4,16
STL,6.1,2013,3,27,729,2,5,18,324,18,324,2.4615384615384617,6.059171597633137,0.040123456790123455,0.001609891784788904,0.09876543209876543,0.009754610577655844,4.5,20.25,38,St. Louis Cardinals,LAD,Missouri,36.0,1296.0,61,161,3721,0,0,Randy Choate,2,4,23,205,27,RP,0.5527950310559007,0,0,UFA,32,1024,3000000,3000000,3000000,17.85,318.62250000000006,7500000,59750000,2500000,89,-0.14,0.019600000000000003,1.11,1.2321000000000002,11,13,169,2,4
NYY,6.5,2014,1,7,49,2,9,2,4,2,4,1.5,2.25,0.12578616352201258,0.01582215893358649,0.18867924528301888,0.0355998576005696,3.38,11.424399999999999,34,New York Yankees,CLE,New York,5.3,28.09,16,162,256,0,0,Rich Hill,0,0,40,221,50,SP,0.5185185185185185,0,0,UFA,9,81,500000,500000,142076,0.0,0.0,840000,311500000,840000,84,0.0,0.0,2.44,5.9536,27,6,36,0,0
MIN,6.2,2014,4,203,41209,1,7,96,9216,95,9025,3.026315789473684,9.158587257617727,0.026554856743535988,0.0007051604166697187,0.0803633822501747,0.0064582732066876935,5.38,28.944399999999998,31,Minnesota Twins,LAD,Minnesota,159.0,25281.0,27,162,729,27,729,Ricky Nolasco,12,144,6,215,14,SP,0.4320987654320987,0,0,UFA,115,13225,12000000,12000000,12000000,7.18,51.5524,49000000,97290983,12250000,70,0.24,0.0576,1.52,2.3104,3,38,1444,6,36
CHW,6.3,2014,1,78,6084,2,10,46,2116,41,1681,2.611111111111111,6.817901234567901,0.0301659125188537,0.0009099822780951343,0.07876654935478465,0.006204169297259726,5.56,30.913599999999995,31,Chicago White Sox,LAD,Illinois,66.3,4395.69,62,162,3844,0,0,Ronald Belisario,8,64,6,202,9,RP,0.4506172839506173,8,64,UFA,47,2209,3000000,3000000,3000000,15.31,234.39610000000002,3000000,12250000,3000000,73,-1.54,2.3716,1.45,2.1025,3,18,324,4,16
SF,6.4,2014,1,178,31684,5,7,86,7396,82,6724,2.603448275862069,6.77794292508918,0.03489141550863262,0.0012174108761960488,0.09083799554833664,0.008251541435239628,4.0,16.0,36,San Francisco Giants,SF,California,184.7,34114.09,32,161,1024,32,1024,Ryan Vogelsong,13,169,23,215,25,SP,0.5403726708074534,0,0,UFA,151,22801,5000000,5000000,5000000,37.82,1430.3524,5000000,25850000,5000000,87,0.96,0.9216,1.28,1.6384,8,58,3364,8,64
TEX,6.4,2014,1,82,6724,2,7,49,2401,49,2401,3.9285714285714284,15.433673469387754,0.019275781357565743,0.00037155574694467904,0.07572628390472257,0.005734470074018644,5.47,29.920899999999996,32,Texas Rangers,CHC,Texas,80.7,6512.490000000001,25,162,625,8,64,Scott Baker,4,16,2,215,6,SP,0.4135802469135802,0,0,UFA,55,3025,1000000,1000000,1000000,6.04,36.4816,1000000,136050000,1000000,67,-0.15,0.0225,1.19,1.4161,0,14,196,3,9
KC,0.0,2014,1,36,1296,2,4,24,576,21,441,1.25,1.5625,0.05847953216374269,0.0034198556820902153,0.07309941520467836,0.0053435245032659616,4.97,24.700899999999997,38,Kansas City Royals,ATL,Missouri,38.0,1444.0,55,162,3025,0,0,Scott Downs,4,16,3,0,8,RP,0.5493827160493827,1,1,UFA,25,625,500000,500000,500000,12.56,157.7536,4000000,66500000,4000000,89,-0.51,0.2601,1.47,2.1609,1,20,400,0,0
HOU,6.6,2014,3,185,34225,2,8,86,7396,75,5625,2.14,4.5796,0.03081284279287607,0.0009494312809784947,0.06593948357675479,0.0043480154943691144,3.74,13.987600000000002,31,Houston Astros,BAL,Texas,180.3,32508.090000000004,29,162,841,29,841,Scott Feldman,12,144,1,225,9,SP,0.4320987654320987,0,0,UFA,107,11449,12000000,12000000,12000000,39.15,1532.7224999999999,30000000,43800000,10000000,70,1.76,3.0976,1.3,1.6900000000000002,0,50,2500,8,64
OAK,6.0,2014,2,171,29241,5,5,81,6561,75,5625,3.28,10.758399999999998,0.02919367081216792,0.0008522704154892252,0.09575524026391079,0.00916906603799928,3.55,12.6025,30,Oakland Athletics,CLE,California,190.3,36214.090000000004,32,162,1024,32,1024,Scott Kazmir,9,81,15,185,26,SP,0.5432098765432098,0,0,UFA,164,26896,9050000,7000000,9050000,48.65,2366.8224999999998,22000000,32800000,11000000,88,1.94,3.7636,1.16,1.3456,9,50,2500,15,225
LAA,6.1,2013,2,1,1,5,8,1,1,1,1,,,0.0,0.0,0.0,0.0,13.5,182.25,31,Los Angeles Angels,WSH,California,0.7,0.48999999999999994,3,161,9,0,0,Sean Burnett,0,0,1,180,10,RP,0.6086956521739131,0,0,UFA,0,0,3875000,3750000,3875000,0.0,0.0,8000000,22100000,4000000,98,-0.07,0.004900000000000001,1.5,2.25,1,0,0,0,0
SF,6.1,2014,3,199,39601,5,7,86,7396,75,5625,3.5294117647058822,12.45674740484429,0.01995656512296766,0.0003982644915072492,0.07043493572812115,0.004961080171024557,3.57,12.7449,38,San Francisco Giants,ATL,California,189.3,35834.490000000005,31,161,961,31,961,Tim Hudson,13,169,23,174,25,SP,0.5403726708074534,0,0,UFA,120,14400,11025000,11000000,11025000,46.83,2193.0489,28000000,25850000,9333333,87,1.2,1.44,1.23,1.5129,8,34,1156,9,81
MIL,6.2,2013,2,22,484,1,7,3,9,2,4,2.875,8.265625,0.042328042328042326,0.0017916631673245429,0.12169312169312169,0.014809215867416924,0.86,0.7395999999999999,31,Milwaukee Brewers,WSH,Wisconsin,21.0,441.0,23,162,529,0,0,Tom Gorzelanny,0,0,1,210,4,RP,0.5061728395061729,0,0,UFA,23,529,2950000,2800000,2950000,0.0,0.0,5700000,57600000,2850000,82,0.63,0.39690000000000003,1.43,2.0448999999999997,0,8,64,0,0
HOU,6.0,2014,1,28,784,2,8,19,361,19,361,3.7058823529411766,13.733564013840832,0.037256191102344946,0.0013880237754544467,0.1380670611439842,0.019062513372936674,3.38,11.424399999999999,30,Houston Astros,ARI,Texas,50.7,2570.4900000000002,56,162,3136,0,0,Tony Sipp,3,9,1,190,9,RP,0.4320987654320987,4,16,UFA,63,3969,500000,500000,407103,50.0,2500.0,500000,43800000,500000,70,0.81,0.6561000000000001,0.89,0.7921,0,17,289,4,16
LAA,6.2,2014,1,27,729,5,8,13,169,13,169,3.0,9.0,0.026187803965581742,0.0006858010765397388,0.07856341189674523,0.00617220968885765,3.94,15.5236,29,Los Angeles Angels,HOU,California,29.7,882.0899999999999,11,161,121,3,9,Wade LeBlanc,1,1,1,195,10,RP,0.6086956521739131,0,0,UFA,21,441,500000,500000,92896,0.0,0.0,0,22100000,0,98,0.37,0.1369,1.15,1.3224999999999998,1,7,49,1,1
MIL,6.2,2014,1,49,2401,1,7,19,361,16,256,4.352941176470588,18.948096885813147,0.032178686352451254,0.0010354678553694326,0.14007192882831723,0.01962014524568517,2.46,6.0516,31,Milwaukee Brewers,CIN,Wisconsin,58.7,3445.6900000000005,74,162,5476,0,0,Zach Duke,1,1,1,210,4,RP,0.5061728395061729,0,0,UFA,74,5476,850000,850000,850000,68.05,4630.8025,850000,57600000,850000,82,1.14,1.2995999999999999,1.13,1.2768999999999997,0,17,289,5,25
CHW,0.0,2014,1,39,1521,2,10,14,196,12,144,2.3,5.289999999999999,0.040625634775543366,0.0016504422009158384,0.09343895998374975,0.008730839242844787,1.98,3.9204,26,Chicago White Sox,CHC,Illinois,54.7,2992.09,49,162,2401,0,0,Zach Putnam,3,9,6,220,9,RP,0.4506172839506173,6,36,UFA,46,2116,500000,500000,363387,91.48,8368.590400000001,500000,12250000,500000,73,1.82,3.3124000000000002,1.08,1.1664,3,20,400,5,25
LAD,6.2,2013,6,190,36100,5,11,69,4761,61,3721,4.813953488372093,23.17414818820984,0.023617290053276212,0.0005577763894605795,0.11369253583786455,0.012925992705244116,2.71,7.3441,30,Los Angeles Dodgers,LAA,California,202.3,40925.29000000001,32,161,1024,32,1024,Zack Greinke,8,64,25,200,28,SP,0.577639751552795,0,0,UFA,207,42849,26000000,24000000,26000000,59.02,3483.3604000000005,147000000,61150000,24500000,93,4.43,19.624899999999997,1.15,1.3224999999999998,6,43,1849,17,289
