Equipo,Cantidad_agentes_libres,Valor_contrato_total,Acronimo,Victorias,Juegos totales,Playoffs,Pennants won,WS ganadas,Promedio_victorias,Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,WAR,TVS,Edad,Peso,Altura,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2,WAR_2,TVS_2
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Ian Happ,CF,142,0.871,387,90,15,44,0.233,0.761,0.52,47.55,23,205,6.0,570000,570000,570000,20164,0.758641,149769,8100,225,1936,0.054289000000000004,0.579121,0.27040000000000003,2261.0024999999996
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,David Bote,2B,74,0.454,184,44,6,33,0.239,0.727,1.84,0.0,25,205,6.1,545000,545000,293000,5476,0.20611600000000002,33856,1936,36,1089,0.057121,0.5285289999999999,3.3856,0.0
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Victor Caratini,C,77,0.472,181,42,2,21,0.232,0.597,0.05,0.0,24,215,6.1,547500,547500,432768,5929,0.22278399999999998,32761,1764,4,441,0.053824000000000004,0.356409,0.0025000000000000005,0.0
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Bobby Wilson,C,47,0.29,135,24,2,16,0.178,0.523,0.11,0.0,35,230,6.0,545000,545000,93760,2209,0.0841,18225,576,4,256,0.031684,0.273529,0.0121,0.0
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Jon Lester,SP,34,0.209,59,7,1,9,0.119,0.288,3.39,43.53,34,240,6.4,22500000,27500000,27500000,1156,0.043681,3481,49,1,81,0.014160999999999998,0.08294399999999999,11.4921,1894.8609000000001
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Jose Quintana,SP,32,0.196,52,4,0,0,0.077,0.154,2.15,57.02,29,220,6.1,8850000,8850000,8850000,1024,0.038416000000000006,2704,16,0,0,0.005929,0.023716,4.6225,3251.2804000000006
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Kyle Hendricks,SP,33,0.203,60,4,0,1,0.067,0.18,3.45,84.31,28,190,6.3,4175000,4175000,4175000,1089,0.041209,3600,16,0,1,0.004489000000000001,0.0324,11.902500000000002,7108.176100000001
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Cole Hamels,SP,33,0.203,25,3,1,1,0.12,0.394,1.23,17.69,34,205,6.4,22500000,22500000,2096774,1089,0.041209,625,9,1,1,0.0144,0.155236,1.5129,312.93610000000007
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Mike Montgomery,SP,39,0.239,33,3,0,1,0.091,0.209,1.31,42.69,28,215,6.5,611250,611250,611250,1521,0.057121,1089,9,0,1,0.008281,0.043681,1.7161000000000002,1822.4361
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Mark Zagunis,OF,5,0.031,5,2,0,1,0.4,1.1,0.09,0.0,25,215,6.0,545000,545000,96690,25,0.0009609999999999999,25,4,0,1,0.16000000000000003,1.2100000000000002,0.0081,0.0
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Terrance Gore,LF,14,0.086,5,1,0,0,0.2,0.4,0.14,0.0,27,160,5.7,545000,545000,87900,196,0.007395999999999999,25,1,0,0,0.04000000000000001,0.16000000000000003,0.019600000000000003,0.0
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Alec Mills,RP,7,0.043,5,1,0,0,0.2,0.4,0.26,0.0,26,205,6.4,545000,545000,82040,49,0.0018489999999999997,25,1,0,0,0.04000000000000001,0.16000000000000003,0.06760000000000001,0.0
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Randy Rosario,RP,44,0.27,1,1,0,1,1.0,2.0,0.18,0.0,24,200,6.1,545000,545000,354530,1936,0.0729,1,1,0,1,1.0,4.0,0.0324,0.0
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Jorge De La Rosa,RP,61,0.374,1,0,0,0,0.0,0.5,-0.26,26.06,37,215,6.1,545000,545000,149430,3721,0.139876,1,0,0,0,0.0,0.25,0.06760000000000001,679.1235999999999
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Pedro Strop,RP,61,0.374,2,0,0,0,0.0,0.0,2.08,84.91,33,220,6.1,5850000,5850000,5850000,3721,0.139876,4,0,0,0,0.0,0.0,4.3264000000000005,7209.7081
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Justin Wilson,RP,71,0.436,1,0,0,0,0.0,0.0,0.74,27.12,30,205,6.2,4250000,4250000,4250000,5041,0.190096,1,0,0,0,0.0,0.0,0.5476,735.4944
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,Justin Hancock,RP,10,0.061,2,0,0,0,0.0,0.0,0.37,0.0,27,185,6.4,545000,545000,354530,100,0.003721,4,0,0,0,0.0,0.0,0.1369,0.0
Chicago Cubs,7,215545000,CHC,95,163,20,17,3,0.5828220858895705,James Norwood,RP,11,0.068,3,0,0,0,0.0,0.0,-0.09,0.0,24,215,6.2,545000,545000,131850,121,0.0046240000000000005,9,0,0,0,0.0,0.0,0.0081,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Asdrubal Cabrera,2B,148,0.914,546,143,23,75,0.262,0.774,1.74,37.65,32,235,6.0,8250000,8250000,2883075,21904,0.835396,298116,20449,529,5625,0.06864400000000001,0.599076,3.0276,1417.5224999999998
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Rhys Hoskins,LF,153,0.944,558,137,34,96,0.246,0.85,0.5,80.66,25,225,6.4,552500,552500,552500,23409,0.8911359999999999,311364,18769,1156,9216,0.060516,0.7224999999999999,0.25,6506.035599999999
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Wilson Ramos,C,111,0.685,382,117,15,70,0.306,0.845,1.9,57.65,30,245,6.1,10500000,10500000,3500024,12321,0.46922500000000006,145924,13689,225,4900,0.093636,0.7140249999999999,3.61,3323.5225
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Maikel Franco,3B,131,0.809,433,117,22,68,0.27,0.78,0.4,37.68,25,225,6.1,2950000,2950000,2950000,17161,0.6544810000000001,187489,13689,484,4624,0.0729,0.6084,0.16000000000000003,1419.7824
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Nick Williams,RF,140,0.864,407,104,17,50,0.256,0.749,-1.03,25.69,24,195,6.3,553000,553000,553000,19600,0.7464959999999999,165649,10816,289,2500,0.065536,0.561001,1.0609,659.9761000000001
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Justin Bour,1B,141,0.87,423,96,20,59,0.227,0.746,0.35,39.92,30,270,6.3,3400000,3400000,950560,19881,0.7569,178929,9216,400,3481,0.051529000000000005,0.556516,0.12249999999999998,1593.6064000000001
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Jorge Alfaro,C,108,0.667,344,90,10,37,0.262,0.731,1.6,38.06,25,230,6.3,547000,547000,547000,11664,0.44488900000000003,118336,8100,100,1369,0.06864400000000001,0.534361,2.5600000000000005,1448.5636000000002
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Aaron Altherr,RF,105,0.648,243,44,8,38,0.181,0.628,-0.99,13.43,27,215,6.5,561000,561000,440336,11025,0.419904,59049,1936,64,1444,0.032761,0.394384,0.9801,180.3649
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Andrew Knapp,C,84,0.519,187,37,4,15,0.198,0.61,-0.3,0.0,26,189,6.1,548000,548000,500820,7056,0.269361,34969,1369,16,225,0.039204,0.3721,0.09,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,J.P. Crawford,SS,49,0.303,117,25,3,12,0.214,0.712,0.21,0.0,23,180,6.2,545500,545500,483945,2401,0.091809,13689,625,9,144,0.045795999999999996,0.506944,0.04409999999999999,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Pedro Florimon,SS,50,0.309,71,16,2,5,0.225,0.699,-0.29,0.0,31,185,6.2,600000,600000,600000,2500,0.095481,5041,256,4,25,0.050625,0.48860099999999995,0.0841,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Vincent Velasquez,SP,32,0.198,40,9,0,1,0.225,0.475,1.89,51.01,26,205,6.3,559000,559000,559000,1024,0.039204,1600,81,0,1,0.050625,0.225625,3.5721,2602.0200999999997
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Dylan Cozens,OF,26,0.161,38,6,1,2,0.158,0.562,-0.18,0.0,24,245,6.6,545000,545000,228540,676,0.025921000000000003,1444,36,1,4,0.024964,0.31584400000000007,0.0324,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Zach Eflin,SP,25,0.154,44,4,1,1,0.091,0.25,2.24,66.18,24,215,6.6,545000,545000,421920,625,0.023716,1936,16,1,1,0.008281,0.0625,5.017600000000001,4379.792400000001
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Nick Pivetta,SP,34,0.21,40,4,0,1,0.1,0.268,2.31,55.69,25,214,6.5,551000,551000,551000,1156,0.04409999999999999,1600,16,0,1,0.010000000000000002,0.07182400000000001,5.3361,3101.3761
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Aaron Nola,SP,33,0.204,62,3,0,4,0.048,0.128,10.49,99.91,25,195,6.2,573000,573000,573000,1089,0.04161599999999999,3844,9,0,16,0.002304,0.016384,110.04010000000001,9982.0081
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Ranger Suarez,RP,4,0.025,6,1,0,0,0.167,0.667,-0.26,0.0,22,217,6.1,545000,545000,64460,16,0.0006250000000000001,36,1,0,0,0.027889000000000004,0.44488900000000003,0.06760000000000001,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Mitchell Walding,3B,13,0.08,17,1,1,2,0.059,0.393,-0.22,0.0,25,190,6.3,545000,545000,96690,169,0.0064,289,1,1,4,0.0034809999999999997,0.154449,0.0484,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Luis Avilan,RP,71,0.438,1,0,0,0,0.0,0.0,0.25,25.31,28,220,6.2,2450000,2450000,96774,5041,0.191844,1,0,0,0,0.0,0.0,0.0625,640.5961
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Hector Neris,RP,53,0.327,1,0,0,0,0.0,0.0,0.2,26.31,29,227,6.2,582500,582500,422820,2809,0.10692900000000001,1,0,0,0,0.0,0.0,0.04000000000000001,692.2161
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Jerad Eickhoff,SP,3,0.019,1,0,0,0,0.0,0.0,-0.02,0.0,27,245,6.4,568000,568000,568000,9,0.000361,1,0,0,0,0.0,0.0,0.0004,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Drew Anderson,SP,5,0.031,3,0,0,0,0.0,0.0,0.15,0.0,24,205,6.3,545000,545000,67390,25,0.0009609999999999999,9,0,0,0,0.0,0.0,0.0225,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Yacksel Rios,RP,36,0.222,1,0,0,0,0.0,0.0,-0.45,0.0,25,215,6.3,545000,545000,336950,1296,0.049284,1,0,0,0,0.0,0.0,0.2025,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Seranthony Dominguez,RP/CL,53,0.327,1,0,0,0,0.0,0.5,2.35,96.7,23,185,6.1,545000,545000,430710,2809,0.10692900000000001,1,0,0,0,0.0,0.25,5.522500000000001,9350.890000000001
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Enyel De Los Santos,SP,7,0.043,3,0,0,0,0.0,0.0,0.18,0.0,22,170,6.3,545000,545000,84970,49,0.0018489999999999997,9,0,0,0,0.0,0.0,0.0324,0.0
Philadelphia Phillies,4,169200000,PHI,80,162,14,7,2,0.4938271604938271,Austin Davis,RP,32,0.198,3,0,0,0,0.0,0.0,0.21,0.0,25,230,6.4,545000,545000,310580,1024,0.039204,9,0,0,0,0.0,0.0,0.04409999999999999,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Jose Pirela,2B,146,0.901,438,109,5,32,0.249,0.645,-0.06,14.69,28,220,6.0,556200,556200,556200,21316,0.811801,191844,11881,25,1024,0.062001,0.41602500000000003,0.0036,215.7961
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Hunter Renfroe,RF,117,0.722,403,100,26,68,0.248,0.805,2.43,72.27,26,230,6.1,553800,553800,553800,13689,0.521284,162409,10000,676,4624,0.061503999999999996,0.6480250000000001,5.9049000000000005,5222.952899999999
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Travis Jankowski,RF,118,0.728,347,90,4,17,0.259,0.678,1.13,37.48,27,190,6.2,555000,555000,462520,13924,0.529984,120409,8100,16,289,0.067081,0.45968400000000004,1.2768999999999997,1404.7503999999997
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Wil Myers,LF,84,0.519,312,80,11,39,0.256,0.776,2.38,0.0,27,207,6.3,2000000,4500000,4500000,7056,0.269361,97344,6400,121,1521,0.065536,0.602176,5.6644,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Franmil Reyes,RF,87,0.537,261,73,16,31,0.28,0.838,1.57,0.0,22,265,6.5,545000,545000,339880,7569,0.28836900000000004,68121,5329,256,961,0.07840000000000001,0.702244,2.4649,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Cory Spangenberg,2B,116,0.716,298,70,7,25,0.235,0.661,0.73,17.42,27,195,6.0,1700000,1700000,1700000,13456,0.512656,88804,4900,49,625,0.055224999999999996,0.43692100000000006,0.5328999999999999,303.4564000000001
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Austin Hedges,C,92,0.568,303,70,14,37,0.231,0.711,1.37,0.0,25,223,6.1,553100,553100,553100,8464,0.32262399999999997,91809,4900,196,1369,0.053361000000000006,0.505521,1.8769000000000002,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,A.J. Ellis,C,66,0.407,151,41,1,15,0.272,0.722,0.33,0.0,37,225,6.2,1250000,1250000,1250000,4356,0.165649,22801,1681,1,225,0.07398400000000001,0.521284,0.10890000000000001,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Franchy Cordero,OF,40,0.247,139,33,7,19,0.237,0.746,-0.09,0.0,23,175,6.3,546500,546500,546500,1600,0.061009,19321,1089,49,361,0.056169,0.556516,0.0081,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Francisco Mejia,C,21,0.13,56,10,3,8,0.179,0.633,0.01,0.0,22,188,5.8,545000,545000,79110,441,0.016900000000000002,3136,100,9,64,0.032041,0.400689,0.0001,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Luis Urias,2B,12,0.074,48,10,2,5,0.208,0.618,0.15,0.0,21,186,5.9,545000,545000,99620,144,0.005475999999999999,2304,100,4,25,0.043264,0.381924,0.0225,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Robbie Erlin,RP,40,0.247,23,5,0,0,0.217,0.467,-0.22,0.0,27,190,6.0,650000,650000,650000,1600,0.061009,529,25,0,0,0.047089,0.21808900000000003,0.0484,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Clayton Richard,SP,28,0.173,42,4,1,3,0.095,0.346,-1.22,26.79,34,240,6.5,3000000,3500000,3500000,784,0.029928999999999997,1764,16,1,9,0.009025,0.11971599999999999,1.4884,717.7040999999999
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Luis Perdomo,SP,12,0.074,8,2,0,1,0.25,0.472,-1.11,0.0,25,185,6.2,566800,566800,338217,144,0.005475999999999999,64,4,0,1,0.0625,0.22278399999999998,1.2321000000000002,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Bryan Mitchell,SP,16,0.099,18,2,0,0,0.111,0.222,-0.57,0.0,27,210,6.3,552800,552800,552800,256,0.009801,324,4,0,0,0.012321,0.049284,0.32489999999999997,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Eric Lauer,SP,23,0.142,30,2,0,1,0.067,0.194,-0.21,29.8,23,205,6.3,545000,545000,468800,529,0.020163999999999998,900,4,0,1,0.004489000000000001,0.037636,0.04409999999999999,888.0400000000001
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Joey Lucchesi,SP,26,0.161,34,2,0,1,0.059,0.213,0.54,46.48,25,204,6.5,545000,545000,512750,676,0.025921000000000003,1156,4,0,1,0.0034809999999999997,0.045369,0.2916,2160.3903999999998
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Javier Guerra,SS,13,0.08,16,2,0,1,0.125,0.388,0.02,0.0,22,185,6.0,545000,545000,70320,169,0.0064,256,4,0,1,0.015625,0.150544,0.0004,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Jacob Nix,SP,9,0.056,15,0,0,0,0.0,0.0,-1.09,0.0,22,220,6.4,545000,545000,152360,81,0.0031360000000000003,225,0,0,0,0.0,0.0,1.1881000000000002,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Matthew Strahm,RP,42,0.259,8,0,0,0,0.0,0.0,1.43,0.0,26,190,6.2,552700,552700,552700,1764,0.067081,64,0,0,0,0.0,0.0,2.0448999999999997,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Jose Castillo,RP,37,0.228,1,0,0,1,0.0,0.0,0.46,0.0,22,246,6.5,545000,545000,354530,1369,0.051984,1,0,0,1,0.0,0.0,0.2116,0.0
San Diego Padres,3,149500000,SD,66,162,5,2,0,0.4074074074074074,Brett Kennedy,SP,6,0.037,8,0,0,0,0.0,0.0,-0.59,0.0,23,200,6.0,545000,545000,161150,36,0.0013689999999999998,64,0,0,0,0.0,0.0,0.34809999999999997,0.0
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Mookie Betts,RF,137,0.846,520,180,32,80,0.346,1.078,10.68,100.0,25,180,5.9,10500000,10500000,10500000,18769,0.7157159999999999,270400,32400,1024,6400,0.11971599999999999,1.1620840000000001,114.0624,10000.0
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Andrew Benintendi,OF,148,0.914,579,168,16,87,0.29,0.83,4.84,93.74,23,180,5.9,620500,620500,620500,21904,0.835396,335241,28224,256,7569,0.0841,0.6889,23.4256,8787.1876
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Xander Bogaerts,SS,136,0.84,513,148,23,103,0.289,0.883,4.9,88.94,25,218,6.2,7050000,7050000,7050000,18496,0.7055999999999999,263169,21904,529,10609,0.08352099999999998,0.779689,24.010000000000005,7910.3236
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Ian Kinsler,2B,128,0.79,487,117,14,48,0.24,0.681,2.53,25.32,36,200,6.0,11000000,11000000,1833340,16384,0.6241000000000001,237169,13689,196,2304,0.0576,0.4637610000000001,6.400899999999999,641.1024
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Rafael Devers,3B,121,0.747,450,108,21,66,0.24,0.731,0.23,44.92,21,240,6.0,564500,564500,564500,14641,0.558009,202500,11664,441,4356,0.0576,0.534361,0.0529,2017.8064000000002
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Christian Vazquez,C,80,0.494,251,52,3,16,0.207,0.54,-0.79,0.0,27,205,5.9,1425000,1425000,1425000,6400,0.244036,63001,2704,9,256,0.042849,0.2916,0.6241000000000001,0.0
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Blake Swihart,LF,82,0.506,192,44,3,18,0.229,0.613,-0.34,0.0,26,200,6.1,563500,563500,563500,6724,0.256036,36864,1936,9,324,0.052441,0.37576899999999996,0.11560000000000002,0.0
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Tzu-Wei Lin,SS,37,0.228,65,16,1,6,0.246,0.744,-0.05,0.0,24,155,5.9,545000,545000,234400,1369,0.051984,4225,256,1,36,0.060516,0.553536,0.0025000000000000005,0.0
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Sam Travis,1B,19,0.117,36,8,1,7,0.222,0.652,-0.21,0.0,24,205,6.0,545000,545000,128920,361,0.013689000000000002,1296,64,1,49,0.049284,0.42510400000000004,0.04409999999999999,0.0
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Brandon Phillips,2B,9,0.056,23,3,1,2,0.13,0.52,-0.07,0.0,37,200,6.0,545000,545000,79110,81,0.0031360000000000003,529,9,1,4,0.016900000000000002,0.27040000000000003,0.004900000000000001,0.0
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Rick Porcello,SP,33,0.204,7,3,0,3,0.429,1.143,3.12,46.65,29,205,0.0,21000000,21125000,21125000,1089,0.04161599999999999,49,9,0,9,0.18404099999999998,1.306449,9.7344,2176.2225
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Dustin Pedroia,2B,4,0.025,11,1,0,0,0.091,0.322,-0.12,0.0,34,175,5.9,16000000,16125000,16125000,16,0.0006250000000000001,121,1,0,0,0.008281,0.10368400000000001,0.0144,0.0
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Nathan Eovaldi,SP,24,0.148,9,1,0,1,0.111,0.311,0.74,58.42,28,217,6.2,2000000,2000000,731204,576,0.021903999999999996,81,1,0,1,0.012321,0.096721,0.5476,3412.8964
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Brian Johnson,SP,38,0.235,4,1,0,0,0.25,0.5,1.49,26.42,27,235,0.0,548000,548000,548000,1444,0.055224999999999996,16,1,0,0,0.0625,0.25,2.2201,698.0164000000001
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Chris Sale,SP,27,0.167,2,0,0,0,0.0,0.0,6.88,98.31,29,183,6.6,12500000,12515000,12515000,729,0.027889000000000004,4,0,0,0,0.0,0.0,47.334399999999995,9664.8561
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Eduardo Rodriguez,SP,27,0.167,2,0,0,0,0.0,0.0,3.03,73.86,25,231,6.2,2375000,2375000,2375000,729,0.027889000000000004,4,0,0,0,0.0,0.0,9.1809,5455.2996
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Heath Hembree,RP,67,0.414,1,0,0,0,0.0,0.0,0.49,32.62,29,220,6.4,581500,581500,581500,4489,0.171396,1,0,0,0,0.0,0.0,0.24009999999999998,1064.0643999999998
Boston Red Sox,3,131000000,BOS,108,162,24,14,9,0.6666666666666666,Hector Velazquez,RP,48,0.296,1,0,0,0,0.0,0.0,1.65,0.0,29,180,6.0,547000,547000,547000,2304,0.08761599999999999,1,0,0,0,0.0,0.0,2.7224999999999997,0.0
Colorado Rockies,5,122500000,COL,91,163,5,1,0,0.558282208588957,Charlie Blackmon,CF,157,0.963,626,182,29,70,0.291,0.86,1.02,44.97,32,221,6.3,12000000,12333333,12333333,24649,0.9273689999999999,391876,33124,841,4900,0.08468099999999999,0.7395999999999999,1.0404,2022.3009
