Acronimo,Altura,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Victorias,WAR,WAR_2,WS ganadas
NYY,6.1,94,8836,23,529,2,5,24,New York Yankees,New York,2,4,43,162,1849,Tyler Wade,0.692,0.47886399999999996,40,188,55,0.245,0.060024999999999995,0.265,0.07022500000000001,2B,0.6358024691358025,11,121,572000,572000,261375,0.0,0.0,124555000,103,0.35,0.12249999999999998,27
NYY,6.6,59,3481,17,289,2,5,29,New York Yankees,New York,3,9,18,162,324,Giancarlo Stanton,0.894,0.7992360000000001,40,245,55,0.288,0.08294399999999999,0.111,0.012321,DH,0.6358024691358025,13,169,26000000,26000000,26000000,0.0,0.0,124555000,103,0.37,0.1369,27
NYY,6.1,56,3136,12,144,2,5,29,New York Yankees,New York,3,9,18,162,324,Kyle Higashioka,0.675,0.45562500000000006,40,202,55,0.214,0.045795999999999996,0.111,0.012321,C,0.6358024691358025,11,121,562900,562900,154326,0.0,0.0,124555000,103,0.04,0.0016,27
NYY,6.4,35,1225,6,36,2,5,26,New York Yankees,New York,1,1,10,162,100,Greg Bird,0.55,0.30250000000000005,40,220,55,0.171,0.029241000000000003,0.062,0.0038439999999999998,1B,0.6358024691358025,1,1,1200000,1200000,1200000,0.0,0.0,124555000,103,-0.27,0.0729,27
NYY,6.0,47,2209,6,36,2,5,24,New York Yankees,New York,0,0,12,162,144,Miguel Andujar,0.271,0.073441,40,211,55,0.128,0.016384,0.074,0.005475999999999999,3B,0.6358024691358025,1,1,617600,617600,617600,0.0,0.0,124555000,103,-1.17,1.3688999999999998,27
NYY,6.6,3,9,0,0,2,5,38,New York Yankees,New York,0,0,24,162,576,C.C. Sabathia,0.0,0.0,40,300,55,0.0,0.0,0.148,0.021903999999999996,SP,0.6358024691358025,0,0,8000000,8000000,8000000,14.98,224.40040000000002,124555000,103,0.37,0.1369,27
NYY,0.0,1,1,0,0,2,5,30,New York Yankees,New York,0,0,32,162,1024,Masahiro Tanaka,0.0,0.0,40,215,55,0.0,0.0,0.198,0.039204,SP,0.6358024691358025,0,0,22000000,22000000,22000000,27.51,756.8001,124555000,103,1.71,2.9240999999999997,27
NYY,6.4,5,25,0,0,2,5,30,New York Yankees,New York,0,0,29,162,841,James Paxton,0.0,0.0,40,235,55,0.0,0.0,0.179,0.032041,SP,0.6358024691358025,1,1,8575000,8575000,8575000,63.27,4003.0929000000006,124555000,103,2.24,5.017600000000001,27
NYY,6.4,1,1,0,0,2,5,31,New York Yankees,New York,0,0,14,162,196,Tyler Lyons,0.0,0.0,40,205,55,0.0,0.0,0.086,0.007395999999999999,RP,0.6358024691358025,0,0,555000,555000,86536,0.0,0.0,124555000,103,-0.4,0.16000000000000003,27
NYY,6.2,8,64,0,0,2,5,26,New York Yankees,New York,0,0,27,162,729,Domingo German,0.0,0.0,40,181,55,0.0,0.0,0.167,0.027889000000000004,SP,0.6358024691358025,0,0,577500,577500,577500,76.94,5919.763599999999,124555000,103,1.93,3.7249,27
NYY,6.0,1,1,0,0,2,5,27,New York Yankees,New York,0,0,43,162,1849,Luis Cessa,0.0,0.0,40,208,55,0.0,0.0,0.265,0.07022500000000001,RP,0.6358024691358025,0,0,578975,578975,578975,0.0,0.0,124555000,103,0.38,0.1444,27
NYY,6.3,1,1,0,0,2,5,28,New York Yankees,New York,0,0,54,162,2916,Chad Green,0.0,0.0,40,215,55,0.0,0.0,0.333,0.11088900000000002,RP,0.6358024691358025,0,0,598650,598650,540792,47.47,2253.4009,124555000,103,0.36,0.1296,27
LAD,6.4,558,311364,170,28900,5,3,23,Los Angeles Dodgers,California,47,2209,156,161,24336,Cody Bellinger,1.035,1.0712249999999999,25,203,33,0.305,0.093025,0.963,0.9273689999999999,RF,0.6521739130434783,115,13225,605000,605000,605000,99.96,9992.0016,85000000,105,8.63,74.47690000000001,6
LAD,6.4,489,239121,133,17689,5,3,25,Los Angeles Dodgers,California,19,361,135,161,18225,Corey Seager,0.817,0.6674889999999999,25,215,33,0.272,0.07398400000000001,0.833,0.693889,SS,0.6521739130434783,87,7569,4000000,4000000,4000000,74.92,5613.0064,85000000,105,4.01,16.080099999999998,6
LAD,6.0,487,237169,122,14884,5,3,28,Los Angeles Dodgers,California,35,1225,142,161,20164,Max Muncy,0.889,0.790321,25,215,33,0.251,0.063001,0.877,0.769129,1B,0.6521739130434783,98,9604,575000,575000,575000,96.74,9358.6276,85000000,105,5.72,32.718399999999995,6
LAD,6.1,450,202500,112,12544,5,3,27,Los Angeles Dodgers,California,36,1296,149,161,22201,Joc Pederson,0.876,0.767376,25,220,33,0.249,0.062001,0.92,0.8464,LF,0.6521739130434783,74,5476,5000000,5000000,5000000,73.8,5446.44,85000000,105,3.27,10.6929,6
LAD,6.0,343,117649,101,10201,5,3,23,Los Angeles Dodgers,California,12,144,108,161,11664,Alex Verdugo,0.817,0.6674889999999999,25,192,33,0.295,0.08702499999999999,0.667,0.44488900000000003,LF,0.6521739130434783,44,1936,560000,560000,560000,63.74,4062.7876,85000000,105,3.11,9.672099999999999,6
LAD,6.1,366,133956,96,9216,5,3,28,Los Angeles Dodgers,California,12,144,124,161,15376,Chris Taylor,0.794,0.6304360000000001,25,196,33,0.262,0.06864400000000001,0.765,0.585225,2B,0.6521739130434783,52,2704,3500000,3500000,3500000,51.23,2624.5128999999997,85000000,105,2.37,5.6169,6
LAD,6.0,249,62001,66,4356,5,3,26,Los Angeles Dodgers,California,9,81,99,161,9801,Matt Beaty,0.775,0.6006250000000001,25,215,33,0.265,0.07022500000000001,0.611,0.37332099999999996,3B,0.6521739130434783,46,2116,555000,555000,405824,32.43,1051.7049,85000000,105,0.3,0.09,6
LAD,6.2,162,26244,51,2601,5,3,36,Los Angeles Dodgers,California,11,121,80,161,6400,David Freese,1.002,1.004004,25,213,33,0.315,0.09922500000000001,0.494,0.244036,1B,0.6521739130434783,29,841,4500000,4500000,4500000,0.0,0.0,85000000,105,1.56,2.4336,6
LAD,6.0,77,5929,19,361,5,3,33,Los Angeles Dodgers,California,2,4,40,161,1600,Kris Negron,0.63,0.39690000000000003,25,195,33,0.247,0.061009,0.247,0.061009,2B,0.6521739130434783,8,64,555000,555000,187992,0.0,0.0,85000000,105,0.1,0.010000000000000002,6
LAD,6.2,75,5625,18,324,5,3,21,Los Angeles Dodgers,California,2,4,23,161,529,Gavin Lux,0.705,0.49702499999999994,25,190,33,0.24,0.0576,0.142,0.020163999999999998,SS,0.6521739130434783,9,81,555000,555000,83552,0.0,0.0,85000000,105,0.31,0.0961,6
LAD,6.3,47,2209,13,169,5,3,25,Los Angeles Dodgers,California,4,16,28,161,784,Edwin Rios,1.01,1.0201,25,220,33,0.277,0.07672900000000002,0.173,0.029928999999999997,1B,0.6521739130434783,8,64,555000,555000,128312,0.0,0.0,85000000,105,0.35,0.12249999999999998,6
LAD,6.1,48,2304,12,144,5,3,31,Los Angeles Dodgers,California,0,0,41,161,1681,Kenta Maeda,0.542,0.293764,25,184,33,0.25,0.0625,0.253,0.064009,RP,0.6521739130434783,6,36,8525000,3000000,8525000,0.0,0.0,85000000,105,1.33,1.7689000000000001,6
LAD,6.3,51,2601,8,64,5,3,32,Los Angeles Dodgers,California,1,1,30,161,900,Hyun-Jin Ryu,0.453,0.205209,25,255,33,0.157,0.024649,0.185,0.034225,SP,0.6521739130434783,3,9,17900000,17900000,17900000,93.5,8742.25,85000000,105,5.07,25.704900000000002,6
LAD,6.4,49,2401,5,25,5,3,31,Los Angeles Dodgers,California,0,0,29,161,841,Clayton Kershaw,0.242,0.058564,25,225,33,0.102,0.010403999999999998,0.179,0.032041,SP,0.6521739130434783,1,1,31000000,23333334,31000000,62.92,3958.9264000000003,85000000,105,3.54,12.531600000000001,6
LAD,6.2,59,3481,5,25,5,3,24,Los Angeles Dodgers,California,1,1,30,161,900,Walker Buehler,0.278,0.07728400000000002,25,185,33,0.085,0.007225000000000001,0.185,0.034225,SP,0.6521739130434783,2,4,570000,570000,570000,92.07,8476.8849,85000000,105,2.18,4.752400000000001,6
LAD,6.3,13,169,4,16,5,3,25,Los Angeles Dodgers,California,0,0,11,161,121,Anthony Gonsolin,0.615,0.378225,25,205,33,0.308,0.094864,0.068,0.0046240000000000005,P,0.6521739130434783,1,1,555000,555000,146216,0.0,0.0,85000000,105,0.77,0.5929,6
LAD,6.5,18,324,3,9,5,3,39,Los Angeles Dodgers,California,0,0,13,161,169,Rich Hill,0.433,0.187489,25,221,33,0.167,0.027889000000000004,0.08,0.0064,SP,0.6521739130434783,1,1,18666668,18000000,18666668,0.0,0.0,85000000,105,1.25,1.5625,6
LAD,6.3,20,400,3,9,5,3,29,Los Angeles Dodgers,California,0,0,32,161,1024,Ross Stripling,0.377,0.142129,25,220,33,0.15,0.0225,0.198,0.039204,SP,0.6521739130434783,1,1,595000,595000,595000,48.98,2399.0404,85000000,105,0.89,0.7921,6
LAD,6.0,12,144,3,9,5,3,22,Los Angeles Dodgers,California,0,0,37,161,1369,Julio Urias,0.558,0.3113640000000001,25,225,33,0.25,0.0625,0.228,0.051984,RP,0.6521739130434783,2,4,565000,565000,565000,0.0,0.0,85000000,105,1.32,1.7424000000000002,6
LAD,6.5,1,1,1,1,5,3,29,Los Angeles Dodgers,California,0,0,63,161,3969,Will Smith,2.0,4.0,25,255,33,1.0,1.0,0.389,0.151321,RP,0.6521739130434783,2,4,555000,555000,241704,95.46,9112.611599999998,85000000,105,2.06,4.2436,6
LAD,6.6,11,121,1,1,5,3,21,Los Angeles Dodgers,California,0,0,14,161,196,Dustin May,0.182,0.033124,25,180,33,0.091,0.008281,0.086,0.007395999999999999,RP,0.6521739130434783,0,0,555000,555000,176056,0.0,0.0,85000000,105,0.05,0.0025000000000000005,6
LAD,6.3,2,4,1,1,5,3,22,Los Angeles Dodgers,California,0,0,46,161,2116,Caleb Ferguson,1.5,2.25,25,226,33,0.5,0.25,0.284,0.08065599999999999,RP,0.6521739130434783,0,0,560000,560000,436595,0.0,0.0,85000000,105,-0.23,0.0529,6
LAD,6.5,1,1,0,0,5,3,31,Los Angeles Dodgers,California,0,0,62,161,3844,Kenley Jansen,0.0,0.0,25,265,33,0.0,0.0,0.383,0.146689,RP/CL,0.6521739130434783,0,0,19333334,18000000,19333334,26.3,691.69,85000000,105,0.17,0.028900000000000006,6
LAD,6.3,3,9,0,0,5,3,28,Los Angeles Dodgers,California,0,0,33,161,1089,Casey Sadler,0.0,0.0,25,205,33,0.0,0.0,0.204,0.04161599999999999,RP,0.6521739130434783,0,0,555000,555000,205896,0.0,0.0,85000000,105,0.46,0.2116,6
LAD,6.2,2,4,0,0,5,3,28,Los Angeles Dodgers,California,0,0,64,161,4096,Yimi Garcia,0.0,0.0,25,228,33,0.0,0.0,0.395,0.15602500000000002,RP,0.6521739130434783,0,0,710000,710000,710000,39.87,1589.6168999999998,85000000,105,0.3,0.09,6
LAD,6.2,2,4,0,0,5,3,28,Los Angeles Dodgers,California,0,0,50,161,2500,Dylan Floro,0.0,0.0,25,203,33,0.0,0.0,0.309,0.095481,RP,0.6521739130434783,0,0,565000,565000,510384,39.11,1529.5920999999998,85000000,105,-0.36,0.1296,6
NYM,6.2,616,379456,177,31329,2,6,23,New York Mets,New York,15,225,157,161,24649,Amed Rosario,0.755,0.570025,5,190,9,0.287,0.08236899999999998,0.969,0.9389609999999999,SS,0.5279503105590062,72,5184,575500,575500,575500,53.7,2883.6900000000005,79000000,85,1.77,3.1329000000000002,2
NYM,6.1,510,260100,162,26244,2,6,27,New York Mets,New York,23,529,133,161,17689,Jeff McNeil,0.916,0.839056,5,195,9,0.318,0.101124,0.821,0.6740409999999999,2B,0.5279503105590062,75,5625,567714,567714,567714,94.31,8894.376100000001,79000000,85,4.97,24.700899999999997,2
NYM,6.3,597,356409,155,24025,2,6,24,New York Mets,New York,53,2809,161,161,25921,Pete Alonso,0.941,0.8854809999999999,5,245,9,0.26,0.06760000000000001,0.994,0.988036,1B,0.5279503105590062,120,14400,555000,555000,555000,85.22,7262.4484,79000000,85,5.45,29.7025,2
NYM,6.1,549,301401,141,19881,2,6,26,New York Mets,New York,33,1089,151,161,22801,Michael Conforto,0.856,0.7327359999999999,5,215,9,0.257,0.066049,0.932,0.8686240000000001,RF,0.5279503105590062,92,8464,4025000,4025000,4025000,84.89,7206.3121,79000000,85,3.59,12.8881,2
NYM,6.3,410,168100,126,15876,2,6,26,New York Mets,New York,22,484,140,161,19600,J.D. Davis,0.895,0.801025,5,218,9,0.307,0.094249,0.864,0.7464959999999999,3B,0.5279503105590062,57,3249,561420,561420,561420,59.93,3591.6049,79000000,85,1.17,1.3688999999999998,2
NYM,6.3,447,199809,112,12544,2,6,33,New York Mets,New York,21,441,133,161,17689,Todd Frazier,0.772,0.5959840000000001,5,220,9,0.251,0.063001,0.821,0.6740409999999999,3B,0.5279503105590062,67,4489,9000000,9000000,9000000,39.06,1525.6836,79000000,85,2.13,4.536899999999999,2
NYM,6.0,390,152100,100,10000,2,6,36,New York Mets,New York,13,169,107,161,11449,Robinson Cano,0.736,0.541696,5,210,9,0.256,0.065536,0.661,0.43692100000000006,2B,0.5279503105590062,39,1521,24000000,24000000,19000000,4.87,23.716900000000003,79000000,85,0.58,0.3364,2
NYM,6.1,258,66564,55,3025,2,6,30,New York Mets,New York,5,25,133,161,17689,Juan Lagares,0.605,0.366025,5,215,9,0.213,0.045369,0.821,0.6740409999999999,CF,0.5279503105590062,27,729,9000000,9000000,9000000,3.33,11.0889,79000000,85,-0.66,0.43560000000000004,2
NYM,6.0,177,31329,50,2500,2,6,24,New York Mets,New York,11,121,90,161,8100,Dominic Smith,0.881,0.776161,5,239,9,0.283,0.08008899999999998,0.556,0.3091360000000001,1B,0.5279503105590062,25,625,559320,559320,541260,0.0,0.0,79000000,85,0.68,0.4624000000000001,2
NYM,6.3,199,39601,44,1936,2,6,26,New York Mets,New York,8,64,70,161,4900,Brandon Nimmo,0.783,0.613089,5,207,9,0.221,0.048841,0.432,0.18662399999999998,CF,0.5279503105590062,29,841,598285,598285,598285,0.0,0.0,79000000,85,0.92,0.8464,2
NYM,6.0,136,18496,26,676,2,6,25,New York Mets,New York,4,16,50,161,2500,Tomas Nido,0.547,0.29920900000000006,5,210,9,0.191,0.036481,0.309,0.095481,C,0.5279503105590062,14,196,556300,556300,496506,0.0,0.0,79000000,85,-0.69,0.4760999999999999,2
NYM,6.4,65,4225,13,169,2,6,31,New York Mets,New York,2,4,34,161,1156,Jacob deGrom,0.569,0.32376099999999997,5,180,9,0.2,0.04000000000000001,0.21,0.04409999999999999,SP,0.5279503105590062,6,36,9500000,7000000,9500000,93.13,8673.196899999999,79000000,85,7.3,53.29,2
NYM,6.2,57,3249,13,169,2,6,28,New York Mets,New York,1,1,36,161,1296,Steven Matz,0.509,0.259081,5,201,9,0.228,0.051984,0.222,0.049284,SP,0.5279503105590062,1,1,2625000,2625000,2625000,55.16,3042.6256,79000000,85,1.91,3.6481,2
NYM,6.4,57,3249,12,144,2,6,29,New York Mets,New York,1,1,31,161,961,Zack Wheeler,0.561,0.3147210000000001,5,195,9,0.211,0.044521,0.191,0.036481,SP,0.5279503105590062,6,36,5975000,5975000,5975000,87.1,7586.409999999999,79000000,85,3.45,11.902500000000002,2
NYM,6.6,65,4225,6,36,2,6,26,New York Mets,New York,2,4,32,161,1024,Noah Syndergaard,0.332,0.11022400000000002,5,240,9,0.092,0.008464,0.198,0.039204,SP,0.5279503105590062,2,4,6000000,6000000,6000000,73.58,5414.0163999999995,79000000,85,2.26,5.107599999999999,2
NYM,5.9,25,625,5,25,2,6,38,New York Mets,New York,1,1,30,161,900,Rajai Davis,0.631,0.398161,5,195,9,0.2,0.04000000000000001,0.185,0.034225,CF,0.5279503105590062,8,64,655000,555000,154968,0.0,0.0,79000000,85,-0.07,0.004900000000000001,2
NYM,5.7,23,529,1,1,2,6,28,New York Mets,New York,0,0,32,161,1024,Marcus Stroman,0.087,0.007568999999999999,5,180,9,0.044,0.0019359999999999998,0.198,0.039204,SP,0.5279503105590062,0,0,7400000,7400000,2546240,77.8,6052.839999999999,79000000,85,3.21,10.3041,2
NYM,6.4,1,1,1,1,2,6,29,New York Mets,New York,0,0,61,161,3721,Seth Lugo,2.0,4.0,5,225,9,1.0,1.0,0.377,0.142129,RP,0.5279503105590062,1,1,591875,591875,591875,96.5,9312.25,79000000,85,2.15,4.6225,2
NYM,6.3,2,4,1,1,2,6,24,New York Mets,New York,0,0,9,161,81,Chris Flexen,1.0,1.0,5,250,9,0.5,0.25,0.056,0.0031360000000000003,SP,0.5279503105590062,0,0,555000,555000,62664,0.0,0.0,79000000,85,-0.34,0.11560000000000002,2
NYM,6.5,6,36,1,1,2,6,25,New York Mets,New York,0,0,9,161,81,Walker Lockett,0.452,0.204304,5,225,9,0.167,0.027889000000000004,0.056,0.0031360000000000003,RP,0.5279503105590062,0,0,555000,555000,50728,0.0,0.0,79000000,85,-0.56,0.31360000000000005,2
NYM,6.4,3,9,1,1,2,6,29,New York Mets,New York,0,0,18,161,324,Drew Gagnon,0.667,0.44488900000000003,5,195,9,0.333,0.11088900000000002,0.111,0.012321,RP,0.5279503105590062,0,0,555000,555000,238720,0.0,0.0,79000000,85,-1.09,1.1881000000000002,2
NYM,6.3,1,1,0,0,2,6,29,New York Mets,New York,0,0,17,161,289,Paul Sewald,0.0,0.0,5,207,9,0.0,0.0,0.105,0.011024999999999998,RP/CL,0.5279503105590062,0,0,555000,555000,161136,0.0,0.0,79000000,85,0.11,0.0121,2
NYM,6.5,1,1,0,0,2,6,25,New York Mets,New York,0,0,2,161,4,Corey Oswalt,0.0,0.0,5,250,9,0.0,0.0,0.012,0.000144,SP,0.5279503105590062,1,1,555000,555000,20888,0.0,0.0,79000000,85,-0.37,0.1369,2
NYM,6.4,3,9,0,0,2,6,29,New York Mets,New York,0,0,9,161,81,Chris Mazza,0.0,0.0,5,190,9,0.0,0.0,0.056,0.0031360000000000003,RP,0.5279503105590062,0,0,555000,555000,149200,0.0,0.0,79000000,85,-0.01,0.0001,2
BOS,6.0,647,418609,201,40401,1,1,22,Boston Red Sox,Massachusetts,32,1024,156,161,24336,Rafael Devers,0.916,0.839056,14,240,24,0.311,0.096721,0.963,0.9273689999999999,3B,0.515527950310559,115,13225,614500,614500,614500,96.89,9387.6721,68000000,83,5.37,28.8369,9
BOS,6.2,614,376996,190,36100,1,1,26,Boston Red Sox,Massachusetts,33,1089,155,161,24025,Xander Bogaerts,0.939,0.8817209999999999,14,218,24,0.309,0.095481,0.957,0.9158489999999999,SS,0.515527950310559,117,13689,12000000,12000000,12000000,84.55,7148.702499999999,68000000,83,6.3,39.69,9
BOS,5.9,597,356409,176,30976,1,1,26,Boston Red Sox,Massachusetts,29,841,151,161,22801,Mookie Betts,0.915,0.8372250000000001,14,180,24,0.295,0.08702499999999999,0.932,0.8686240000000001,RF,0.515527950310559,80,6400,20100000,20000000,20100000,92.38,8534.0644,68000000,83,7.27,52.85289999999999,9
BOS,6.3,575,330625,175,30625,1,1,31,Boston Red Sox,Massachusetts,36,1296,148,161,21904,J.D. Martinez,0.939,0.8817209999999999,14,230,24,0.304,0.092416,0.914,0.835396,DH,0.515527950310559,105,11025,23750000,23750000,23750000,70.27,4937.872899999999,68000000,83,3.34,11.1556,9
BOS,5.9,541,292681,144,20736,1,1,24,Boston Red Sox,Massachusetts,13,169,138,161,19044,Andrew Benintendi,0.774,0.599076,14,180,24,0.266,0.07075600000000001,0.852,0.725904,LF,0.515527950310559,68,4624,717500,717500,717500,63.48,4029.7103999999995,68000000,83,1.78,3.1684,9
BOS,5.9,482,232324,133,17689,1,1,28,Boston Red Sox,Massachusetts,23,529,138,161,19044,Christian Vazquez,0.798,0.636804,14,205,24,0.276,0.07617600000000001,0.852,0.725904,C,0.515527950310559,72,5184,2850000,2850000,2850000,51.56,2658.4336000000003,68000000,83,2.24,5.017600000000001,9
BOS,6.3,298,88804,75,5625,1,1,33,Boston Red Sox,Massachusetts,19,361,91,161,8281,Mitch Moreland,0.835,0.697225,14,245,24,0.252,0.063504,0.562,0.31584400000000007,1B,0.515527950310559,58,3364,6500000,6500000,6500000,0.0,0.0,68000000,83,1.25,1.5625,9
BOS,6.0,148,21904,37,1369,1,1,26,Boston Red Sox,Massachusetts,2,4,63,161,3969,Marco Hernandez,0.617,0.380689,14,212,24,0.25,0.0625,0.389,0.151321,3B,0.515527950310559,11,121,564000,564000,486800,0.0,0.0,68000000,83,-0.18,0.0324,9
BOS,6.0,144,20736,31,961,1,1,25,Boston Red Sox,Massachusetts,6,36,59,161,3481,Sam Travis,0.656,0.43033600000000005,14,205,24,0.215,0.046224999999999995,0.364,0.132496,1B,0.515527950310559,16,256,558500,558500,360060,0.0,0.0,68000000,83,-0.83,0.6889,9
BOS,0.0,49,2401,7,49,1,1,31,Boston Red Sox,Massachusetts,0,0,21,161,441,Gorkys Hernandez,0.463,0.21436900000000003,14,196,24,0.143,0.020448999999999995,0.13,0.016900000000000002,LF,0.515527950310559,2,4,1000000,1000000,155914,0.0,0.0,68000000,83,-0.46,0.2116,9
BOS,6.3,24,576,3,9,1,1,31,Boston Red Sox,Massachusetts,1,1,25,161,625,Jhoulys Chacin,0.41,0.16809999999999997,14,215,24,0.125,0.015625,0.154,0.023716,SP,0.515527950310559,1,1,555000,555000,86536,10.85,117.7225,68000000,83,-0.67,0.4489000000000001,9
BOS,5.9,20,400,2,4,1,1,35,Boston Red Sox,Massachusetts,0,0,6,161,36,Dustin Pedroia,0.243,0.059049,14,175,24,0.1,0.010000000000000002,0.037,0.0013689999999999998,2B,0.515527950310559,1,1,15125000,15000000,15125000,0.0,0.0,68000000,83,-0.47,0.22089999999999999,9
BOS,5.9,15,225,2,4,1,1,29,Boston Red Sox,Massachusetts,0,0,7,161,49,Juan Centeno,0.411,0.168921,14,195,24,0.133,0.017689000000000003,0.043,0.0018489999999999997,C,0.515527950310559,2,4,555000,555000,88091,0.0,0.0,68000000,83,-0.08,0.0064,9
BOS,6.5,2,4,1,1,1,1,33,Boston Red Sox,Massachusetts,0,0,22,161,484,David Price,1.0,1.0,14,215,24,0.5,0.25,0.136,0.018496000000000002,SP,0.515527950310559,1,1,31000000,31000000,31000000,13.02,169.5204,68000000,83,1.83,3.3489000000000004,9
BOS,0.0,6,36,0,0,1,1,30,Boston Red Sox,Massachusetts,0,0,32,161,1024,Rick Porcello,0.0,0.0,14,205,24,0.0,0.0,0.198,0.039204,SP,0.515527950310559,0,0,21125000,21000000,21125000,15.13,228.91690000000003,68000000,83,1.22,1.4884,9
BOS,6.6,3,9,0,0,1,1,32,Boston Red Sox,Massachusetts,0,0,42,161,1764,Andrew Cashner,0.0,0.0,14,235,24,0.0,0.0,0.259,0.067081,RP,0.515527950310559,0,0,12500000,8000000,1577000,0.0,0.0,68000000,83,2.69,7.2360999999999995,9
BOS,6.2,7,49,0,0,1,1,26,Boston Red Sox,Massachusetts,0,0,34,161,1156,Eduardo Rodriguez,0.0,0.0,14,231,24,0.0,0.0,0.21,0.04409999999999999,SP,0.515527950310559,0,0,4325000,4300000,4325000,93.1,8667.609999999999,68000000,83,5.97,35.640899999999995,9
BOS,6.4,1,1,0,0,1,1,29,Boston Red Sox,Massachusetts,0,0,70,161,4900,Matt Barnes,0.0,0.0,14,208,24,0.0,0.0,0.432,0.18662399999999998,RP,0.515527950310559,0,0,1600000,1600000,1600000,57.69,3328.1360999999997,68000000,83,1.26,1.5876000000000001,9
BOS,0.0,1,1,0,0,1,1,28,Boston Red Sox,Massachusetts,0,0,22,161,484,Brian Johnson,0.0,0.0,14,235,24,0.0,0.0,0.136,0.018496000000000002,RP,0.515527950310559,0,0,575000,575000,575000,0.0,0.0,68000000,83,-0.14,0.019600000000000003,9
BOS,6.0,1,1,0,0,1,1,30,Boston Red Sox,Massachusetts,0,0,34,161,1156,Hector Velazquez,0.0,0.0,14,180,24,0.0,0.0,0.21,0.04409999999999999,RP,0.515527950310559,0,0,568500,568500,511379,0.0,0.0,68000000,83,-0.05,0.0025000000000000005,9
ATL,5.8,640,409600,189,35721,1,6,22,Atlanta Braves,Georgia,24,576,160,161,25600,Ozzie Albies,0.852,0.725904,18,165,25,0.295,0.08702499999999999,0.988,0.976144,2B,0.6024844720496895,86,7396,1000000,1000000,1000000,87.58,7670.256399999999,52210000,97,4.88,23.8144,3
ATL,6.5,597,356409,176,30976,1,6,29,Atlanta Braves,Georgia,38,1444,159,161,25281,Freddie Freeman,0.938,0.8798439999999998,18,220,25,0.295,0.08702499999999999,0.982,0.964324,1B,0.6024844720496895,121,14641,21409375,21000000,21409375,85.82,7365.072399999999,52210000,97,3.72,13.838400000000002,3
ATL,6.0,626,391876,175,30625,1,6,21,Atlanta Braves,Georgia,41,1681,156,161,24336,Ronald Acuna Jr.,0.883,0.779689,18,205,25,0.28,0.07840000000000001,0.963,0.9273689999999999,LF,0.6024844720496895,101,10201,1000000,1000000,1000000,94.18,8869.872400000002,52210000,97,5.09,25.908099999999997,3
ATL,6.1,483,233289,121,14641,1,6,25,Atlanta Braves,Georgia,17,289,128,161,16384,Dansby Swanson,0.748,0.559504,18,190,25,0.251,0.063001,0.79,0.6241000000000001,SS,0.6024844720496895,65,4225,585000,585000,585000,53.01,2810.0600999999997,52210000,97,0.91,0.8281000000000001,3
ATL,6.4,271,73441,62,3844,1,6,33,Atlanta Braves,Georgia,11,121,85,161,7225,Tyler Flowers,0.733,0.537289,18,260,25,0.229,0.052441,0.525,0.275625,C,0.6024844720496895,34,1156,4000000,4000000,4000000,0.0,0.0,52210000,97,-0.21,0.04409999999999999,3
ATL,6.3,274,75076,62,3844,1,6,22,Atlanta Braves,Georgia,18,324,80,161,6400,Austin Riley,0.75,0.5625,18,240,25,0.226,0.051076,0.494,0.244036,3B,0.6024844720496895,49,2401,555000,555000,411792,0.0,0.0,52210000,97,0.1,0.010000000000000002,3
ATL,6.2,200,40000,59,3481,1,6,34,Atlanta Braves,Georgia,7,49,129,161,16641,Matt Joyce,0.858,0.7361639999999999,18,194,25,0.295,0.08702499999999999,0.796,0.6336160000000001,LF,0.6024844720496895,23,529,1000000,1000000,1000000,33.12,1096.9343999999999,52210000,97,0.87,0.7569,3
ATL,6.0,232,53824,54,2916,1,6,25,Atlanta Braves,Georgia,7,49,98,161,9604,Johan Camargo,0.663,0.43956900000000004,18,195,25,0.233,0.054289000000000004,0.605,0.366025,3B,0.6024844720496895,32,1024,575000,575000,525470,8.79,77.26409999999998,52210000,97,-0.86,0.7395999999999999,3
ATL,6.1,135,18225,35,1225,1,6,30,Atlanta Braves,Georgia,5,25,108,161,11664,Charlie Culberson,0.731,0.534361,18,200,25,0.259,0.067081,0.667,0.44488900000000003,2B,0.6024844720496895,20,400,1395000,1395000,1395000,7.4,54.760000000000005,52210000,97,-0.12,0.0144,3
ATL,6.1,120,14400,32,1024,1,6,30,Atlanta Braves,Georgia,10,100,41,161,1681,Adam Duvall,0.882,0.7779240000000001,18,215,25,0.267,0.071289,0.253,0.064009,RF,0.6024844720496895,19,361,2875000,2875000,2875000,0.0,0.0,52210000,97,0.7,0.48999999999999994,3
