Equipo,Cantidad_agentes_libres,Valor_contrato_total,Acronimo,Victorias,Juegos totales,Playoffs,Pennants won,WS ganadas,Promedio_victorias,Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,WAR,TVS,Edad,Peso,Altura,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2,WAR_2,TVS_2
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Cory Gearrin,RP,68,0.42,2,0,0,0,0.0,0.0,2.34,81.43,31,205,6.1,1050000,1050000,1050000,4624,0.17639999999999997,4,0,0,0,0.0,0.0,5.475599999999999,6630.844900000001
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Steven Okert,RP,44,0.272,1,0,0,0,0.0,0.0,-0.3,0.0,25,210,6.3,536500,536500,275608,1936,0.07398400000000001,1,0,0,0,0.0,0.0,0.09,0.0
San Francisco Giants,3,65250000,SF,64,162,26,23,8,0.3950617283950617,Albert Suarez,RP,18,0.111,2,0,0,0,0.0,0.0,-0.02,0.0,27,235,6.2,535000,535000,210456,324,0.012321,4,0,0,0,0.0,0.0,0.0004,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Marcell Ozuna,CF,159,0.982,613,189,37,124,0.308,0.917,5.79,95.72,26,225,6.1,3500000,3500000,3500000,25281,0.964324,375769,35721,1369,15376,0.094864,0.8408890000000001,33.5241,9162.3184
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Christian Yelich,LF,156,0.963,602,170,18,81,0.282,0.807,3.94,78.69,25,195,6.3,3500000,3500000,3500000,24336,0.9273689999999999,362404,28900,324,6561,0.07952399999999998,0.6512490000000001,15.5236,6192.116099999999
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Giancarlo Stanton,RF,159,0.982,597,169,59,132,0.283,1.01,7.57,95.01,27,245,6.6,14500000,14500000,14500000,25281,0.964324,356409,28561,3481,17424,0.08008899999999998,1.0201,57.3049,9026.9001
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,J.T. Realmuto,C,141,0.87,532,148,17,65,0.278,0.783,3.64,72.43,26,210,6.1,562500,562500,562500,19881,0.7569,283024,21904,289,4225,0.07728400000000002,0.613089,13.249600000000001,5246.104900000001
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Justin Bour,1B,108,0.667,377,109,25,83,0.289,0.902,2.47,86.27,29,270,6.3,552500,552500,552500,11664,0.44488900000000003,142129,11881,625,6889,0.08352099999999998,0.813604,6.100900000000001,7442.5129
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Derek Dietrich,2B,135,0.833,406,101,13,53,0.249,0.758,1.2,41.16,27,205,6.2,1700000,1700000,1700000,18225,0.693889,164836,10201,169,2809,0.062001,0.574564,1.44,1694.1455999999998
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Miguel Rojas,SS,90,0.556,272,79,1,26,0.29,0.736,2.09,0.0,28,188,6.0,535000,535000,535000,8100,0.3091360000000001,73984,6241,1,676,0.0841,0.541696,4.368099999999999,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,J.T. Riddle,SS,70,0.432,228,56,3,31,0.246,0.624,0.7,0.0,25,180,6.1,535000,535000,461834,4900,0.18662399999999998,51984,3136,9,961,0.060516,0.389376,0.48999999999999994,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Ichiro Suzuki,RF,136,0.84,196,49,3,20,0.25,0.64,-0.29,3.38,43,175,6.0,2000000,2000000,2000000,18496,0.7055999999999999,38416,2401,9,400,0.0625,0.4096,0.0841,11.424399999999999
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Tyler Moore,1B,104,0.642,187,43,6,30,0.23,0.668,-0.42,7.55,30,220,6.2,1000000,1000000,1000000,10816,0.41216400000000003,34969,1849,36,900,0.0529,0.44622400000000007,0.17639999999999997,57.0025
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Martin Prado,3B,37,0.228,140,35,2,12,0.25,0.636,0.13,0.0,33,215,6.0,11500000,11500000,11500000,1369,0.051984,19600,1225,4,144,0.0625,0.404496,0.016900000000000002,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Tomas Telis,1B,48,0.296,104,25,0,9,0.24,0.625,-0.37,0.0,26,220,5.8,535000,535000,236763,2304,0.08761599999999999,10816,625,0,81,0.0576,0.390625,0.1369,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Brian Anderson,3B,25,0.154,84,22,0,8,0.262,0.706,-0.26,0.0,24,208,6.3,535000,535000,90613,625,0.023716,7056,484,0,64,0.06864400000000001,0.49843599999999993,0.06760000000000001,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Jose Urena,SP,36,0.222,48,5,0,2,0.104,0.229,2.01,67.66,25,208,6.2,535000,535000,535000,1296,0.049284,2304,25,0,4,0.010816,0.052441,4.040099999999999,4577.875599999999
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Vance Worley,RP,26,0.161,22,4,0,3,0.182,0.364,-1.29,0.0,29,250,6.2,535000,535000,394605,676,0.025921000000000003,484,16,0,9,0.033124,0.132496,1.6641000000000001,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Dan Straily,SP,33,0.204,55,4,0,1,0.073,0.18,1.33,55.76,28,220,6.2,552100,552100,552100,1089,0.04161599999999999,3025,16,0,1,0.0053289999999999995,0.0324,1.7689000000000001,3109.1776
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Adam Conley,SP,22,0.136,24,3,0,0,0.125,0.317,-1.32,16.1,27,200,6.3,537500,537500,328944,484,0.018496000000000002,576,9,0,0,0.015625,0.10048900000000001,1.7424000000000002,259.21000000000004
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Odrisamer Despaigne,SP,18,0.111,19,2,0,1,0.105,0.211,0.19,43.94,30,200,6.0,535000,535000,233840,324,0.012321,361,4,0,1,0.011024999999999998,0.044521,0.0361,1930.7235999999998
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Wei-Yin Chen,SP,9,0.056,8,1,0,0,0.125,0.25,0.44,0.0,31,200,0.0,9000000,15500000,15500000,81,0.0031360000000000003,64,1,0,0,0.015625,0.0625,0.1936,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Javy Guerra,RP,16,0.099,1,0,0,0,0.0,0.0,0.33,0.0,31,216,6.1,535000,535000,131535,256,0.009801,1,0,0,0,0.0,0.0,0.10890000000000001,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Justin Nicolino,RP,20,0.124,11,0,0,0,0.0,0.0,-0.52,0.0,25,195,6.3,535000,535000,289377,400,0.015375999999999999,121,0,0,0,0.0,0.0,0.27040000000000003,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Brian Ellington,RP,42,0.259,1,0,0,0,0.0,0.0,-1.18,0.0,26,219,6.3,535000,535000,298146,1764,0.067081,1,0,0,0,0.0,0.0,1.3923999999999999,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Kyle Barraclough,RP,66,0.407,1,0,0,0,0.0,0.0,0.87,65.87,27,229,6.3,536500,536500,536500,4356,0.165649,1,0,0,0,0.0,0.0,0.7569,4338.856900000001
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Nick Wittgren,RP,38,0.235,4,0,0,0,0.0,0.0,0.0,0.0,26,216,6.2,535000,535000,479372,1444,0.055224999999999996,16,0,0,0,0.0,0.0,0.0,0.0
Miami Marlins,6,57250000,MIA,77,162,2,2,2,0.4753086419753086,Chris O'Grady,SP,13,0.08,8,0,0,0,0.0,0.0,0.29,0.0,27,225,6.4,535000,535000,257224,169,0.0064,64,0,0,0,0.0,0.0,0.0841,0.0
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Jonathan Schoop,2B,160,0.988,622,182,32,105,0.293,0.841,5.15,86.08,25,225,6.1,3475000,3475000,3475000,25600,0.976144,386884,33124,1024,11025,0.085849,0.7072809999999999,26.522500000000004,7409.7663999999995
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Adam Jones,CF,147,0.907,597,170,26,73,0.285,0.787,2.55,36.05,31,215,6.2,16000000,16333333,16333333,21609,0.8226490000000001,356409,28900,676,5329,0.08122499999999999,0.6193690000000001,6.5024999999999995,1299.6024999999997
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Manny Machado,3B,156,0.963,630,163,33,95,0.259,0.782,3.42,56.48,24,218,6.3,11500000,11500000,11500000,24336,0.9273689999999999,396900,26569,1089,9025,0.067081,0.6115240000000001,11.696399999999999,3189.9903999999997
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Trey Mancini,LF,147,0.907,543,159,24,78,0.293,0.826,2.23,66.61,25,230,6.3,536000,536000,536000,21609,0.8226490000000001,294849,25281,576,6084,0.085849,0.6822759999999999,4.9729,4436.8921
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Tim Beckham,SS,137,0.846,533,147,22,62,0.276,0.778,2.06,59.12,27,205,6.1,885000,885000,304668,18769,0.7157159999999999,284089,21609,484,3844,0.07617600000000001,0.605284,4.2436,3495.1744
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Chris Davis,1B,128,0.79,456,98,26,61,0.215,0.732,-0.59,7.17,31,245,6.3,17000000,21065362,21065362,16384,0.6241000000000001,207936,9604,676,3721,0.046224999999999995,0.535824,0.34809999999999997,51.408899999999996
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Seth Smith,RF,111,0.685,330,84,13,32,0.255,0.768,0.3,25.04,34,210,6.3,7000000,7000000,7000000,12321,0.46922500000000006,108900,7056,169,1024,0.065025,0.589824,0.09,627.0015999999999
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Caleb Joseph,C,89,0.549,254,65,8,28,0.256,0.7,1.61,0.0,31,180,6.3,700000,700000,700000,7921,0.30140100000000003,64516,4225,64,784,0.065536,0.48999999999999994,2.5921000000000003,0.0
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Joey Rickard,LF,111,0.685,261,63,4,19,0.241,0.621,0.72,10.28,26,185,6.1,539000,539000,491815,12321,0.46922500000000006,68121,3969,16,361,0.058080999999999994,0.385641,0.5184,105.67839999999998
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,J.J. Hardy,SS,73,0.451,254,55,4,24,0.217,0.578,-0.49,0.0,34,200,6.1,14000000,14000000,14000000,5329,0.203401,64516,3025,16,576,0.047089,0.33408399999999994,0.24009999999999998,0.0
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Craig Gentry,LF,77,0.475,101,26,2,11,0.257,0.719,0.11,0.0,33,190,6.2,535000,535000,187072,5929,0.225625,10201,676,4,121,0.066049,0.516961,0.0121,0.0
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Austin Hays,RF,20,0.124,60,13,1,8,0.217,0.555,-0.46,0.0,21,205,6.1,535000,535000,78921,400,0.015375999999999999,3600,169,1,64,0.047089,0.30802500000000005,0.2116,0.0
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Ryan Flaherty,3B,23,0.142,38,8,0,4,0.211,0.539,-0.12,0.0,30,220,6.3,1800000,1800000,1800000,529,0.020163999999999998,1444,64,0,16,0.044521,0.29052100000000003,0.0144,0.0
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Anthony Santander,OF,13,0.08,30,8,0,2,0.267,0.625,-0.04,0.0,22,225,6.2,535000,535000,535000,169,0.0064,900,64,0,4,0.071289,0.390625,0.0016,0.0
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Chance Sisco,C,10,0.062,18,6,2,4,0.333,1.232,0.35,0.0,22,210,6.3,535000,535000,90613,100,0.0038439999999999998,324,36,4,16,0.11088900000000002,1.517824,0.12249999999999998,0.0
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Jeremy Hellickson,SP,30,0.185,33,3,0,2,0.091,0.348,-0.84,7.85,30,190,6.1,17200000,17200000,6109289,900,0.034225,1089,9,0,4,0.008281,0.12110399999999999,0.7055999999999999,61.622499999999995
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Ubaldo Jimenez,SP,31,0.191,5,1,0,0,0.2,0.4,-1.35,1.32,33,210,6.5,13500000,13500000,13500000,961,0.036481,25,1,0,0,0.04000000000000001,0.16000000000000003,1.8225000000000002,1.7424000000000002
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Wade Miley,SP,32,0.198,4,1,0,0,0.25,0.5,-0.17,11.74,30,220,6.2,8750000,8916668,8916668,1024,0.039204,16,1,0,0,0.0625,0.25,0.028900000000000006,137.82760000000002
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Kevin Gausman,SP,34,0.21,2,0,0,0,0.0,0.0,2.03,46.83,26,190,6.3,3450000,3550000,3550000,1156,0.04409999999999999,4,0,0,0,0.0,0.0,4.120899999999999,2193.0489
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Gabriel Ynoa,SP,9,0.056,1,0,0,0,0.0,0.0,0.47,0.0,24,205,6.2,535000,535000,201687,81,0.0031360000000000003,1,0,0,0,0.0,0.0,0.22089999999999999,0.0
Baltimore Orioles,5,55600000,BAL,75,162,14,7,3,0.4629629629629629,Jimmy Yacabonis,P,14,0.086,2,0,0,1,0.0,0.0,0.15,0.0,25,205,6.3,535000,535000,111074,196,0.007395999999999999,4,0,0,1,0.0,0.0,0.0225,0.0
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Eric Hosmer,1B,162,1.0,603,192,25,94,0.318,0.882,4.05,73.92,27,226,6.4,12250000,12250000,12250000,26244,1.0,363609,36864,625,8836,0.101124,0.7779240000000001,16.4025,5464.1664
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Melky Cabrera,LF,156,0.963,620,177,17,85,0.286,0.746,0.85,17.31,32,210,0.0,15000000,15000000,2622944,24336,0.9273689999999999,384400,31329,289,7225,0.08179599999999998,0.556516,0.7224999999999999,299.63609999999994
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Lorenzo Cain,CF,155,0.957,584,177,15,50,0.303,0.809,5.5,78.04,31,214,6.2,11000000,11000000,11000000,24025,0.9158489999999999,341056,31329,225,2500,0.091809,0.6544810000000001,30.25,6090.241600000001
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Whit Merrifield,2B,145,0.895,587,169,19,78,0.288,0.784,3.82,85.46,28,195,6.1,543750,543750,496157,21025,0.801025,344569,28561,361,6084,0.08294399999999999,0.6146560000000001,14.5924,7303.4115999999985
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Mike Moustakas,3B,148,0.914,555,151,38,85,0.272,0.835,1.8,55.36,28,225,6.0,8700000,8700000,8700000,21904,0.835396,308025,22801,1444,7225,0.07398400000000001,0.697225,3.24,3064.7296
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Alcides Escobar,SS,162,1.0,599,150,6,54,0.25,0.629,-0.66,10.85,30,185,6.1,6500000,6500000,6500000,26244,1.0,358801,22500,36,2916,0.0625,0.395641,0.43560000000000004,117.7225
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Salvador Perez,C,129,0.796,471,126,27,80,0.268,0.792,2.46,45.07,27,255,6.3,3000000,4200000,4200000,16641,0.6336160000000001,221841,15876,729,6400,0.07182400000000001,0.627264,6.0516,2031.3049
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Alex Gordon,LF,148,0.914,476,99,9,45,0.208,0.608,0.08,2.31,33,225,6.1,16000000,16000000,16000000,21904,0.835396,226576,9801,81,2025,0.043264,0.369664,0.0064,5.3361
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Jorge Bonifacio,RF,113,0.698,384,98,17,40,0.255,0.752,0.4,38.24,24,220,6.1,535000,535000,479372,12769,0.4872039999999999,147456,9604,289,1600,0.065025,0.565504,0.16000000000000003,1462.2976
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Cheslor Cuthbert,3B,58,0.358,143,33,2,18,0.231,0.596,-0.62,0.0,24,210,6.1,552250,552250,552250,3364,0.128164,20449,1089,4,324,0.053361000000000006,0.355216,0.3844,0.0
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Ramon Torres,SS,33,0.204,74,18,0,4,0.243,0.575,-0.11,0.0,24,190,0.0,535000,535000,257224,1089,0.04161599999999999,5476,324,0,16,0.059049,0.33062499999999995,0.0121,0.0
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Paulo Orlando,RF,39,0.241,86,17,2,6,0.198,0.527,-0.36,0.0,31,210,6.2,558250,558250,402732,1521,0.058080999999999994,7396,289,4,36,0.039204,0.277729,0.1296,0.0
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Jorge Soler,LF,35,0.216,97,14,2,6,0.144,0.503,-1.36,0.0,25,230,6.4,3000000,3666667,3666667,1225,0.046655999999999996,9409,196,4,36,0.020735999999999997,0.253009,1.8496000000000004,0.0
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Cameron Gallagher,C,13,0.08,24,6,1,5,0.25,0.75,0.07,0.0,24,230,6.3,535000,535000,137381,169,0.0064,576,36,1,25,0.0625,0.5625,0.004900000000000001,0.0
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Ian Kennedy,SP,30,0.185,3,1,0,0,0.333,0.833,0.49,10.93,32,205,6.0,13500000,13500000,13500000,900,0.034225,9,1,0,0,0.11088900000000002,0.693889,0.24009999999999998,119.4649
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Jason Vargas,SP,32,0.198,4,1,0,0,0.25,0.5,3.87,72.74,34,215,6.0,8000000,8000000,8000000,1024,0.039204,16,1,0,0,0.0625,0.25,14.9769,5291.107599999999
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Danny Duffy,SP,24,0.148,2,1,0,0,0.5,1.0,3.34,67.96,28,205,6.3,5000000,5000000,5000000,576,0.021903999999999996,4,1,0,0,0.25,1.0,11.1556,4618.561599999999
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Sam Gaviglio,SP,16,0.099,5,1,0,0,0.2,0.4,0.41,0.0,27,205,6.2,535000,535000,90613,256,0.009801,25,1,0,0,0.04000000000000001,0.16000000000000003,0.16809999999999997,0.0
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Scott Alexander,RP,58,0.358,3,0,0,0,0.0,0.0,2.22,91.92,27,195,6.2,535000,535000,505679,3364,0.128164,9,0,0,0,0.0,0.0,4.928400000000001,8449.2864
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Terrance Gore,LF,12,0.074,4,0,0,0,0.0,0.2,-0.28,0.0,26,160,5.7,536500,536500,126076,144,0.005475999999999999,16,0,0,0,0.0,0.04000000000000001,0.07840000000000001,0.0
Kansas City Royals,4,43800000,KC,80,162,9,4,2,0.4938271604938271,Jake Junis,SP,20,0.124,3,0,0,0,0.0,0.0,1.39,57.57,24,220,6.3,535000,535000,242609,400,0.015375999999999999,9,0,0,0,0.0,0.0,1.9320999999999997,3314.3049
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Josh Bell,1B,159,0.982,549,140,26,90,0.255,0.8,0.72,63.45,24,250,6.4,549000,549000,549000,25281,0.964324,301401,19600,676,8100,0.065025,0.6400000000000001,0.5184,4025.9025
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Josh Harrison,2B,128,0.79,486,132,16,47,0.272,0.771,3.29,58.87,29,185,5.8,7500000,7750000,7750000,16384,0.6241000000000001,236196,17424,256,2209,0.07398400000000001,0.594441,10.8241,3465.6768999999995
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Jordy Mercer,SS,145,0.895,502,128,14,58,0.255,0.733,1.23,30.16,30,210,6.3,4325000,4325000,4325000,21025,0.801025,252004,16384,196,3364,0.065025,0.537289,1.5129,909.6256
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,David Freese,3B,130,0.803,426,112,10,52,0.263,0.739,2.22,41.22,34,213,6.2,6250000,6250000,6250000,16900,0.6448090000000001,181476,12544,100,2704,0.06916900000000001,0.546121,4.928400000000001,1699.0883999999999
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Gregory Polanco,LF,108,0.667,379,95,11,35,0.251,0.695,0.05,15.96,25,235,6.5,1000000,1600000,1600000,11664,0.44488900000000003,143641,9025,121,1225,0.063001,0.4830249999999999,0.0025000000000000005,254.72160000000002
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Starling Marte,CF,77,0.475,309,85,7,31,0.275,0.712,1.37,0.0,28,195,6.1,2814207,3147540,3147540,5929,0.225625,95481,7225,49,961,0.07562500000000001,0.506944,1.8769000000000002,0.0
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Francisco Cervelli,C,81,0.5,265,66,5,31,0.249,0.712,0.74,0.0,31,210,0.0,9000000,9000000,9000000,6561,0.25,70225,4356,25,961,0.062001,0.506944,0.5476,0.0
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,John Jaso,RF,126,0.778,256,54,10,35,0.211,0.73,-0.41,13.64,33,202,6.2,4000000,4000000,4000000,15876,0.605284,65536,2916,100,1225,0.044521,0.5328999999999999,0.16809999999999997,186.04960000000003
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Jose Osuna,1B,105,0.648,215,50,7,30,0.233,0.697,-1.24,7.78,24,240,6.2,535000,535000,488141,11025,0.419904,46225,2500,49,900,0.054289000000000004,0.48580899999999994,1.5376,60.528400000000005
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Elias Diaz,C,64,0.395,188,42,1,19,0.223,0.582,-0.09,0.0,26,223,6.1,535000,535000,271839,4096,0.15602500000000002,35344,1764,1,361,0.049729,0.33872399999999997,0.0081,0.0
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Chris Stewart,C,51,0.315,131,24,0,4,0.183,0.463,-0.73,0.0,35,215,6.4,1400000,1400000,1400000,2601,0.09922500000000001,17161,576,0,16,0.033489,0.21436900000000003,0.5328999999999999,0.0
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Jordan Luplow,OF,27,0.167,78,16,3,11,0.205,0.66,-0.46,0.0,23,195,6.1,535000,535000,113997,729,0.027889000000000004,6084,256,9,121,0.04202499999999999,0.43560000000000004,0.2116,0.0
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Gerrit Cole,SP,34,0.21,55,9,1,3,0.164,0.415,2.81,74.46,26,220,6.4,3750000,3750000,3750000,1156,0.04409999999999999,3025,81,1,9,0.026896000000000003,0.172225,7.896100000000001,5544.291599999999
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Jameson Taillon,SP,25,0.154,38,6,0,0,0.158,0.316,1.38,56.49,25,230,6.5,555500,555500,555500,625,0.023716,1444,36,0,0,0.024964,0.099856,1.9043999999999996,3191.1201
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Tyler Glasnow,RP,18,0.111,17,5,0,3,0.294,0.749,-1.86,0.0,23,225,6.8,541000,541000,268996,324,0.012321,289,25,0,9,0.08643599999999999,0.561001,3.4596000000000005,0.0
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Jacob Stallings,C,5,0.031,14,5,0,3,0.357,0.938,0.24,0.0,27,225,6.5,535000,535000,113997,25,0.0009609999999999999,196,25,0,9,0.12744899999999998,0.8798439999999998,0.0576,0.0
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Chad Kuhl,SP,33,0.204,48,5,0,3,0.104,0.268,1.65,51.39,24,210,6.3,550000,550000,550000,1089,0.04161599999999999,2304,25,0,9,0.010816,0.07182400000000001,2.7224999999999997,2640.9321
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Steven Brault,RP,12,0.074,13,3,0,2,0.231,0.538,0.01,0.0,25,195,6.0,535000,535000,137381,144,0.005475999999999999,169,9,0,4,0.053361000000000006,0.28944400000000003,0.0001,0.0
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Trevor Williams,SP,31,0.191,41,2,0,0,0.049,0.142,1.97,65.46,25,230,6.3,544000,544000,544000,961,0.036481,1681,4,0,0,0.0024010000000000004,0.020163999999999998,3.8809,4285.011599999999
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Wade LeBlanc,RP,50,0.309,5,1,0,1,0.2,0.4,0.25,48.91,32,195,6.2,750000,750000,750000,2500,0.095481,25,1,0,1,0.04000000000000001,0.16000000000000003,0.0625,2392.1881
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,George Kontos,RP,65,0.401,2,0,0,0,0.0,0.0,0.56,36.03,32,225,6.3,1750000,1750000,554654,4225,0.16080100000000003,4,0,0,0,0.0,0.0,0.31360000000000005,1298.1609
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,A.J. Schugel,RP,32,0.198,1,0,0,0,0.0,0.5,0.94,0.0,28,195,6.0,535000,535000,265993,1024,0.039204,1,0,0,0,0.0,0.25,0.8835999999999999,0.0
Pittsburgh Pirates,2,37000000,PIT,75,162,17,9,5,0.4629629629629629,Johnny Barbato,RP,24,0.148,1,0,0,0,0.0,0.0,0.27,0.0,24,236,6.1,535000,535000,207533,576,0.021903999999999996,1,0,0,0,0.0,0.0,0.0729,0.0
Texas Rangers,4,36000000,TEX,78,162,8,2,0,0.4814814814814814,Elvis Andrus,SS,158,0.975,643,191,20,88,0.297,0.808,5.42,66.71,28,200,6.0,15000000,15250000,15250000,24964,0.9506249999999999,413449,36481,400,7744,0.088209,0.6528640000000001,29.3764,4450.224099999999
Texas Rangers,4,36000000,TEX,78,162,8,2,0,0.4814814814814814,Shin-Soo Choo,RF,149,0.92,544,143,22,78,0.263,0.783,0.78,29.52,34,210,0.0,20000000,20000000,20000000,22201,0.8464,295936,20449,484,6084,0.06916900000000001,0.613089,0.6084,871.4304
Texas Rangers,4,36000000,TEX,78,162,8,2,0,0.4814814814814814,Nomar Mazara,RF,148,0.914,554,140,20,101,0.253,0.745,0.07,43.8,22,215,6.4,546450,546450,546450,21904,0.835396,306916,19600,400,10201,0.064009,0.555025,0.004900000000000001,1918.4399999999998
