Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
TOR,MIA,6.1,6.1,2020,11,10,2,280900,37636,530,194,19881,2500,141,50,6,6,32,31,PHI,Toronto Blue Jays,Miami Marlins,169,49,13,7,25921,2704,161,52,163,60,Corey Dickerson,0.527076,0.508369,0.726,0.713,2,2,200,200,8,3,0.07075600000000001,0.066564,0.266,0.258,0.525625,0.7516889999999999,0.725,0.867,LF,LF,0.5644171779141104,0.5166666666666667,2116,289,46,17,UFA,9500000,8000000,2250000,2592593,9500000,8000000,1393.5288999999998,538.24,37.33,23.2,17500000,186250000,25350000,8750000,92,31,0.0144,0.0484,0.12,0.22,2,2,16.06680235657077,14.626440774180603,16.06680235657077
SF,CIN,6.2,6.2,2021,11,10,1,76176,5776,276,76,3481,289,59,17,8,4,31,31,CIN,San Francisco Giants,Cincinnati Reds,121,36,11,6,11664,961,108,31,163,59,Curt Casali,0.516961,0.749956,0.719,0.866,23,10,220,220,27,16,0.045795999999999996,0.050176000000000005,0.214,0.224,0.237169,0.267289,0.487,0.517,C,C,0.6625766871165644,0.5254237288135594,1156,64,34,8,UFA,1500000,1462500,2000000,541667,2000000,1462500,0.0,0.0,0.0,0.0,1500000,36200000,144825000,1500000,108,31,1.2768999999999997,0.2304,1.13,0.48,8,5,14.22097566607244,14.508657738524219,14.508657738524219
NYY,NYY,6.4,6.4,2021,11,10,6,627264,38025,792,195,53361,5041,231,71,4,2,32,31,NYY,New York Yankees,New York Yankees,400,100,20,10,40000,2500,200,50,162,60,D.J. LeMahieu,0.6146560000000001,1.0221209999999998,0.784,1.011,40,40,220,220,57,56,0.08526399999999999,0.132496,0.292,0.364,0.811801,0.693889,0.901,0.833,3B,2B,0.5679012345679012,0.55,7056,729,84,27,UFA,15000000,12000000,15000000,4444444,15000000,12000000,14484.1225,9605.9601,120.35,98.01,90000000,111300000,336500000,15000000,92,33,18.576099999999997,7.728399999999999,4.31,2.78,27,27,16.523560759066484,16.523560759066484,16.523560759066484
LAA,STL,6.5,6.5,2017,11,10,5,12100,8100,110,90,676,441,26,21,6,2,35,34,CHC,Los Angeles Angels,St. Louis Cardinals,16,16,4,4,1444,961,38,31,162,58,Dexter Fowler,0.45562500000000006,0.49843599999999993,0.675,0.706,1,23,205,205,10,30,0.055695999999999996,0.054289000000000004,0.236,0.233,0.029928999999999997,0.286225,0.173,0.535,RF,RF,0.4753086419753086,0.5172413793103449,256,225,16,15,UFA,14500000,14500000,1750000,7370370,16500000,16500000,0.0,0.0,0.0,0.0,82500000,12625000,7000000,16500000,77,30,0.019600000000000003,0.0016,-0.14,0.04,1,11,16.489659207390805,14.375126345899696,16.61887093887081
PHI,PHI,6.3,6.3,2021,11,10,2,339889,46225,583,215,19044,3721,138,61,6,4,31,30,PHI,Philadelphia Phillies,Philadelphia Phillies,529,100,23,10,26569,3600,163,60,162,60,Didi Gregorius,0.5012639999999999,0.6839289999999999,0.708,0.827,7,7,205,205,14,14,0.056169,0.08065599999999999,0.237,0.284,0.538756,1.0,0.734,1.0,SS,SS,0.5061728395061729,0.4666666666666667,8836,1600,94,40,UFA,12000000,14000000,12750000,5185185,12750000,14000000,3652.9936,3044.8324,60.44,55.18,28000000,158800000,134350000,14000000,82,28,0.016900000000000002,0.8281000000000001,0.13,0.91,2,2,16.300417207752275,16.36104182956871,16.36104182956871
SD,SD,6.4,6.4,2018,11,10,8,425104,20449,652,143,31684,1681,178,41,4,2,31,30,KC,San Diego Padres,San Diego Padres,441,81,21,9,36481,1600,191,40,162,61,Eric Hosmer,0.574564,0.724201,0.758,0.851,2,2,226,226,6,6,0.07452900000000001,0.08236899999999998,0.273,0.287,0.7395999999999999,0.44488900000000003,0.86,0.667,1B,1B,0.4876543209876543,0.6229508196721312,10201,1296,101,36,UFA,20000000,20000000,21000000,8407407,21000000,21000000,5117.971600000001,3604.8016,71.54,60.04,144000000,25200000,43000000,18000000,79,38,3.6864,0.8835999999999999,1.92,0.94,0,0,16.811242831518264,16.860032995687696,16.860032995687696
TOR,HOU,6.3,6.3,2021,11,10,6,238144,35721,488,189,16641,2500,129,50,6,3,31,30,HOU,Toronto Blue Jays,Houston Astros,1296,196,36,14,16641,2601,129,51,163,60,George Springer,0.817216,0.8082010000000001,0.904,0.899,2,3,221,221,8,14,0.06969600000000001,0.07022500000000001,0.264,0.265,0.33756099999999994,0.7224999999999999,0.581,0.85,CF,CF,0.5644171779141104,0.4833333333333333,6724,1024,82,32,UFA,22000000,21000000,23666666,7777778,23666666,21000000,5890.5625,5890.5625,76.75,76.75,150000000,186250000,15650000,25000000,92,29,19.0969,3.6864,4.37,1.92,2,1,16.90655301132259,16.979578118168465,16.979578118168465
BOS,BOS,6.3,6.3,2018,11,10,5,609961,44521,781,211,43264,2025,208,45,6,8,33,32,ARI,Boston Red Sox,Boston Red Sox,1225,49,35,7,40804,2916,202,54,162,60,J.D. Martinez,0.6658559999999999,0.4624000000000001,0.816,0.68,14,14,230,230,25,24,0.07075600000000001,0.045369,0.266,0.213,0.8281000000000001,0.81,0.91,0.9,DH,DH,0.5679012345679012,0.4,15876,729,126,27,UFA,19350000,23750000,19350000,8796296,19350000,23750000,3489.2649,27.144099999999998,59.07,5.21,110000000,31850000,19100000,22000000,92,24,4.3264000000000005,0.7744,2.08,-0.88,9,9,16.778202977440063,16.778202977440063,16.778202977440063
PHI,PHI,6.1,6.1,2021,11,10,5,421201,29929,649,173,29241,2116,171,46,6,4,30,29,PHI,Philadelphia Phillies,Philadelphia Phillies,784,121,28,11,32761,2209,181,47,162,60,J.T. Realmuto,0.635209,0.7055999999999999,0.797,0.84,7,7,210,210,14,14,0.06969600000000001,0.07075600000000001,0.264,0.266,0.664225,0.613089,0.815,0.783,C,C,0.5061728395061729,0.4666666666666667,11025,1024,105,32,UFA,20000000,10000000,10000000,3703704,20000000,10000000,13248.009999999998,6029.522500000001,115.1,77.65,115500000,158800000,134350000,23100000,82,28,20.884900000000002,1.3923999999999999,4.57,1.18,2,2,16.811242831518264,16.11809565095832,16.811242831518264
SD,NYM,6.4,6.4,2021,11,10,1,43681,1089,209,33,2401,121,49,11,4,5,29,29,NYM,San Diego Padres,New York Mets,49,4,7,2,13225,256,115,16,162,60,Jake Marisnick,0.49984899999999993,0.919681,0.707,0.959,2,5,220,220,6,9,0.054756000000000006,0.11088900000000002,0.234,0.333,0.268324,0.071289,0.518,0.267,CF,CF,0.4876543209876543,0.4333333333333333,841,25,29,5,UFA,1000000,3312500,349440,1226852,1000000,3312500,123.21,0.0,11.1,0.0,1500000,25200000,26300000,1500000,79,26,0.3364,0.0225,0.58,0.15,0,2,13.815510557964274,12.764087152098623,13.815510557964274
NYM,CHW,6.3,6.3,2021,11,10,4,222784,9409,472,97,13225,784,115,28,9,5,30,30,CHW,New York Mets,Chicago White Sox,289,49,17,7,23104,961,152,31,162,60,James McCann,0.48441599999999996,0.8028160000000001,0.696,0.896,5,6,220,220,9,10,0.059536,0.08352099999999998,0.244,0.289,0.46922500000000006,0.267289,0.685,0.517,C,C,0.4753086419753086,0.5833333333333334,3721,225,61,15,UFA,8000000,5400000,8150000,2000000,8150000,5400000,24.010000000000005,0.0,4.9,0.0,40600000,94150000,151500000,10150000,77,35,0.9801,1.44,0.99,1.2,2,3,15.89495209964411,15.913528485217045,15.913528485217045
TOR,CHW,5.9,5.9,2021,11,10,1,38416,3721,196,61,1521,121,39,11,6,5,36,35,CHW,Toronto Blue Jays,Chicago White Sox,0,0,0,0,17956,1024,134,32,163,60,Jarrod Dyson,0.256036,0.168921,0.506,0.411,2,6,165,165,8,10,0.039601000000000004,0.0324,0.199,0.18,0.364816,0.28408900000000004,0.604,0.533,CF,CF,0.5644171779141104,0.5833333333333334,225,25,15,5,UFA,1500000,2000000,298405,342736,1500000,2000000,14.2884,0.0,3.78,0.0,1500000,186250000,151500000,1500000,92,35,0.18489999999999998,0.3721,-0.43,-0.61,2,3,14.22097566607244,12.606206903203534,14.22097566607244
HOU,SD,6.3,6.3,2021,11,10,2,52441,6400,229,80,2500,225,50,15,5,2,34,33,SD,Houston Astros,San Diego Padres,100,4,10,2,8649,729,93,27,162,61,Jason Castro,0.568516,0.44622400000000007,0.754,0.668,4,2,215,215,15,6,0.047524,0.035344,0.218,0.188,0.175561,0.2025,0.419,0.45,C,C,0.5864197530864198,0.6229508196721312,900,81,30,9,UFA,2500000,6850000,3500000,1098114,3500000,6850000,0.0,0.0,0.0,0.0,7000000,76100000,43000000,3500000,95,38,1.0201,0.0004,1.01,-0.02,1,0,14.73180128983843,15.068273526459642,15.068273526459642
CHC,CHC,6.5,6.5,2016,11,10,8,220900,21609,470,147,11664,1521,108,39,10,4,31,30,STL,Chicago Cubs,Chicago Cubs,196,36,14,6,23716,2500,154,50,162,58,Jason Heyward,0.48860099999999995,0.719104,0.699,0.848,17,17,240,240,21,21,0.0529,0.07022500000000001,0.23,0.265,0.48163599999999995,0.693889,0.694,0.833,RF,RF,0.4382716049382716,0.5517241379310345,2704,484,52,22,UFA,21000000,21000000,23500000,7777778,23500000,23500000,2130.7455999999997,1986.4849,46.16,44.57,184000000,24500000,2650000,23000000,71,32,2.8560999999999996,1.7424000000000002,1.69,1.32,3,3,16.860032995687696,16.972510979114386,16.972510979114386
ATL,LAD,6.1,6.1,2021,11,10,1,302500,14641,550,121,15876,529,126,23,6,4,29,28,LAD,Atlanta Braves,Los Angeles Dodgers,625,49,25,7,32400,1849,180,43,161,59,Joc Pederson,0.527076,0.4637610000000001,0.726,0.681,18,25,220,220,27,34,0.052441,0.0361,0.229,0.19,0.664225,0.5140889999999999,0.815,0.717,LF,LF,0.546583850931677,0.711864406779661,5929,256,77,16,UFA,4500000,7750000,1935520,2870370,4500000,7750000,1447.8024999999998,312.5824,38.05,17.68,7000000,94240000,15813500,7000000,88,42,0.5328999999999999,0.18489999999999998,-0.73,-0.43,4,7,15.319587954740548,14.475886582193676,15.319587954740548
DET,DET,6.1,6.1,2021,11,10,1,616225,26244,785,162,47524,2025,218,45,5,5,29,28,DET,Detroit Tigers,Detroit Tigers,900,64,30,8,40000,1936,200,44,162,57,Jonathan Schoop,0.583696,0.6384010000000001,0.764,0.799,11,11,225,225,16,16,0.07728400000000002,0.07728400000000002,0.278,0.278,0.826281,0.5760810000000001,0.909,0.759,2B,2B,0.4753086419753086,0.4035087719298245,11449,529,107,23,UFA,4500000,6100000,4500000,2259259,4500000,6100000,11532.6121,3783.4800999999998,107.39,61.51,4500000,21500000,19350000,4500000,77,23,9.1809,0.9216,3.03,0.96,4,4,15.319587954740548,15.319587954740548,15.319587954740548
NYM,TOR,6.1,6.1,2021,11,10,1,408321,34225,639,185,24336,1849,156,43,9,3,29,29,TOR,New York Mets,Toronto Blue Jays,400,4,20,2,37636,2704,194,52,162,61,Jonathan Villar,0.48441599999999996,0.351649,0.696,0.593,5,2,215,215,9,8,0.059536,0.053824000000000004,0.244,0.232,0.763876,0.7516889999999999,0.874,0.867,CF,CF,0.4753086419753086,0.5245901639344263,3249,225,57,15,UFA,3550000,8200000,3550000,1269212,3550000,8200000,4147.360000000001,412.09000000000003,64.4,20.3,3550000,94150000,108000000,3550000,77,32,2.9583999999999997,0.0009,1.72,-0.03,2,2,15.082458161451598,15.082458161451598,15.082458161451598
MIN,MIN,6.1,6.1,2020,11,10,4,289444,6561,538,81,17161,324,131,18,6,7,35,34,ATL,Minnesota Twins,Minnesota Twins,1024,36,32,6,26569,784,163,28,163,60,Josh Donaldson,0.6872409999999999,0.7089639999999999,0.829,0.842,6,6,210,210,17,17,0.059536,0.049284,0.244,0.222,0.538756,0.21808900000000003,0.734,0.467,3B,3B,0.4478527607361963,0.6,6889,121,83,11,UFA,21000000,21000000,21000000,6666667,21000000,21000000,1915.8129000000004,0.0,43.77,0.0,92000000,41750000,134000000,23000000,73,36,13.9129,0.2916,3.73,0.54,3,3,16.860032995687696,16.860032995687696,16.860032995687696
SD,SD,6.0,6.0,2021,11,10,3,284089,32400,533,180,16900,2500,130,50,4,2,28,27,SD,San Diego Padres,San Diego Padres,121,49,11,7,37249,3136,193,56,162,61,Jurickson Profar,0.4760999999999999,0.594441,0.69,0.771,2,2,184,184,6,6,0.059536,0.07728400000000002,0.244,0.278,0.755161,0.8704890000000001,0.869,0.933,LF,2B,0.4876543209876543,0.6229508196721312,3364,625,58,25,UFA,3500000,5700000,4333333,2111111,4333333,5700000,5450.8688999999995,4018.2921,73.83,63.39,21000000,25200000,43000000,7000000,79,38,1.3688999999999998,1.2995999999999999,1.17,1.14,0,0,15.068273526459642,15.281847549834621,15.281847549834621
LAA,LAA,6.1,6.1,2016,11,10,6,216225,21609,465,147,9409,900,97,30,6,3,33,32,SD,Los Angeles Angels,Los Angeles Angels,676,81,26,9,17424,1764,132,42,162,60,Justin Upton,0.49984899999999993,0.505521,0.707,0.711,1,1,215,215,10,10,0.043681,0.04161599999999999,0.209,0.204,0.354025,0.48999999999999994,0.595,0.7,LF,LF,0.4753086419753086,0.4333333333333333,3969,484,63,22,UFA,23000000,21000000,23000000,7777778,23000000,21000000,63.3616,63.3616,7.96,7.96,132750000,12625000,260850000,22125000,77,26,1.7424000000000002,0.36,-1.32,-0.6,1,1,16.951004773893423,16.951004773893423,16.951004773893423
MIL,STL,5.7,5.7,2021,11,10,2,391876,32761,626,181,28561,2304,169,48,4,2,30,29,STL,Milwaukee Brewers,St. Louis Cardinals,225,1,15,1,28561,2809,169,53,162,58,Kolten Wong,0.565504,0.45562500000000006,0.752,0.675,1,23,185,185,8,30,0.0729,0.07022500000000001,0.27,0.265,0.589824,0.835396,0.768,0.914,2B,2B,0.5864197530864198,0.5172413793103449,4356,256,66,16,UFA,7000000,10250000,2000000,3796296,7500000,10250000,12564.1681,2188.3684000000003,112.09,46.78,18000000,45400000,7000000,9000000,95,30,18.8356,1.1449,4.34,1.07,0,11,15.761420707019587,14.508657738524219,15.830413578506539
BOS,CHC,6.0,6.0,2021,11,10,1,348100,36481,590,191,20164,1296,142,36,6,4,28,27,CHC,Boston Red Sox,Chicago Cubs,1849,121,43,11,29584,3481,172,59,162,58,Kyle Schwarber,0.729316,0.4914009999999999,0.854,0.701,14,17,229,229,25,21,0.058080999999999994,0.035721,0.241,0.189,0.6006250000000001,0.966289,0.775,0.983,LF,LF,0.5679012345679012,0.5517241379310345,9025,576,95,24,UFA,7000000,7010000,2459459,2596296,7000000,7010000,12989.160899999999,926.5936,113.97,30.44,10000000,31850000,2650000,10000000,92,32,2.7556,0.028900000000000006,1.66,-0.17,9,3,15.761420707019587,14.715451965023695,15.761420707019587
MIL,MIL,6.2,6.2,2018,11,10,5,75625,324,275,18,5184,36,72,6,4,9,35,34,KC,Milwaukee Brewers,Milwaukee Brewers,64,0,8,0,6889,25,83,5,162,60,Lorenzo Cain,0.541696,0.6674889999999999,0.736,0.817,1,1,214,214,8,7,0.06864400000000001,0.11088900000000002,0.262,0.333,0.139876,0.006889000000000001,0.374,0.083,CF,CF,0.5864197530864198,0.4833333333333333,1444,4,38,2,UFA,17000000,16000000,16000000,5555556,16000000,15000000,0.0,0.0,0.0,0.0,80000000,45400000,49875000,16000000,95,29,6.0516,0.0529,2.46,0.23,0,0,16.64872390202049,16.588099280204055,16.588099280204055
SD,SD,6.3,6.3,2019,11,10,10,620944,50176,788,224,50625,4624,225,68,4,2,28,27,LAD,San Diego Padres,San Diego Padres,1936,256,44,16,45369,3600,213,60,162,61,Manny Machado,0.755161,0.9025,0.869,0.95,2,2,218,218,6,6,0.08179599999999998,0.092416,0.286,0.304,0.9216,1.0,0.96,1.0,3B,3B,0.4876543209876543,0.6229508196721312,23409,2209,153,47,UFA,30000000,30000000,32000000,13111111,32000000,32000000,18964.044100000003,7108.176100000001,137.71,84.31,300000000,25200000,43000000,30000000,79,38,61.9369,7.952399999999999,7.87,2.82,0,0,17.216707939626428,17.281246460764002,17.281246460764002
ATL,ATL,6.1,6.1,2021,11,10,4,173056,51984,416,228,13689,5929,117,77,6,7,30,29,ATL,Atlanta Braves,Atlanta Braves,625,324,25,18,11664,3600,108,60,161,60,Marcell Ozuna,0.770884,1.1384889999999999,0.878,1.067,18,18,225,225,27,26,0.07896100000000002,0.11424400000000001,0.281,0.338,0.239121,1.0,0.489,1.0,LF,LF,0.546583850931677,0.5833333333333334,6724,3136,82,56,UFA,16000000,18000000,16000000,6666667,16000000,18000000,9496.5025,9496.5025,97.45,97.45,65000000,94240000,95750000,16250000,88,35,4.5796,5.3824,2.14,2.32,4,3,16.588099280204055,16.588099280204055,16.588099280204055
TOR,OAK,6.0,6.0,2021,11,10,1,744769,44521,863,211,48400,2209,220,47,6,2,30,29,OAK,Toronto Blue Jays,Oakland Athletics,2704,49,52,7,46225,2809,215,53,163,60,Marcus Semien,0.6806249999999999,0.4610410000000001,0.825,0.679,2,15,195,195,8,29,0.065025,0.049729,0.255,0.223,0.9389609999999999,0.779689,0.969,0.883,SS,SS,0.5644171779141104,0.6,15625,529,125,23,UFA,18000000,13000000,18000000,4814815,18000000,13000000,14994.0025,866.1249,122.45,29.43,18000000,186250000,7500000,18000000,92,36,54.908100000000005,0.07840000000000001,7.41,0.28,2,9,16.70588231586044,16.70588231586044,16.70588231586044
