Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicial,Anio_ref,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,At-bats_2_t,At-bats_t,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Aux_Anio,Bateos_2_t,Bateos_2_t_1,Bateos_promedio_2_t,Bateos_promedio_2_t_1,Bateos_promedio_t,Bateos_promedio_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad de equipos_t,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t,Dobles_2_t_1,Dobles_t,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home-runs_2_t,Home-runs_t,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos totales_t,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants won_t,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On-base-plus-slugging_2_t,Porcentaje_On-base-plus-slugging_t,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Porcentaje_on-base_2_t,Porcentaje_on-base_t,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs-batted-in_2_t,Runs-batted-in_t,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Status_agente_libre,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t,Triples_2_t_1,Triples_t,Triples_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS ganadas_t,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,id,Y_Sueldo_ajustado_norm_t,Y_Sueldo_regular_norm_t,Y_Sueldo_base_norm_t,Y_TVS_t,Y_ln_Sueldo_ajustado_t,Y_ln_Sueldo_regular_t,X_At_bats_2_t,X_At_bats_2_t_1,X_At_bats_t,X_At_bats_t_1,X_Bateos_2_t,X_Bateos_2_t_1,X_Bateos_promedio_2_t,X_Bateos_promedio_2_t_1,X_Bateos_promedio_t,X_Bateos_promedio_t_1,X_Bateos_t,X_Bateos_t_1,X_Dobles_2_t,X_Dobles_2_t_1,X_Dobles_t,X_Dobles_t_1,X_Home_runs_2_t,X_Home_runs_2_t_1,X_Home_runs_t,X_Home_runs_t_1,X_Juegos_iniciados_2_t,X_Juegos_iniciados_2_t_1,X_Juegos_iniciados_t,X_Juegos_iniciados_t_1,X_Porcentaje_On_base_plus_slugging_2_t,X_Porcentaje_On_base_plus_slugging_2_t_1,X_Porcentaje_On_base_plus_slugging_t,X_Porcentaje_On_base_plus_slugging_t_1,X_Porcentaje_on_base_2_t,X_Porcentaje_on_base_2_t_1,X_Porcentaje_on_base_t,X_Porcentaje_on_base_t_1,X_Porcentaje_slugging_2_t,X_Porcentaje_slugging_2_t_1,X_Porcentaje_slugging_t,X_Porcentaje_slugging_t_1,X_Runs_batted_in_2_t,X_Runs_batted_in_2_t_1,X_Runs_batted_in_t,X_Runs_batted_in_t_1,X_Triples_2_t,X_Triples_2_t_1,X_Triples_t,X_Triples_t_1,X_WAR_2_t,X_WAR_2_t_1,X_WAR_t,X_WAR_t_1
BOS,NYY,6.2,6.2,2018,2016.0,2013,2029,2016,2,1.0,0,0.0,0.0,0.0,1.0,101124.0,1.0,318.0,17,0,6400.0,0.0,0.063504,0.0,0.252,0,80.0,0,0.0,0.0,6,7.0,1.0,2.0,0,400.0,0,20.0,32,31.0,32,KC,Boston Red Sox,New York Yankees,Massachusetts,44609770,38109770.0,0.0,0.0,0.0,196.0,0.0,14.0,0.0,169,5929.0,13,77.0,34,140.0,161.0,161.0,Chris Young,6500000,2500000.0,0.0,13.0,40.0,200.0,200.0,22,51.0,0.0,0.0,0.0,0.597529,0.0,0.773,0.0064,0.225625,0.08,0.475,0.21,0.864,0.0,0.0,0.0,0.1024,0.0,0.32,0.0,0.205209,0.0,0.453,RF,RF,0.577639751552795,0.5403726708074534,0.0,0.0,0.0,1764.0,0.0,42.0,UFA,0.18795139700980557,0.07659715772476237,6500000,2500000.0,0.1902834008097166,0.07745063580928027,6500000,2500000.0,0.031,0.011,0.17591923045398639,0.07129998949046872,6500000,2500000.0,0.0,1557.0916,0.0,39.46,0,1.0,0,1.0,11500000,6500000,2500000.0,230000000,101500000.0,13000000,2500000.0,5750000,93,87.0,3.0175853971921485,0.9603999999999999,1.7371198568872985,0.98,0.0,8.0,27.0,15.687312734865866,15.687312734865866,15.687312734865866,70,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016806722689075631,-177.72231985940246,0.040996003084539386,-13.331253499180129,-0.0,-34.04255319148936,-0.0,-0.19243636363636366,0.0,-0.43867569300835857,0.0,-5.834599659915782,-0.0,-10.526315789473685,0.0,-3.244428422615251,-0.0,-4.558139534883721,-0.0,-2.134979984656465,-1.119205298013245,-39.526666666666664,-1.0579249964025073,-6.287023673143491,0.0,-0.5795625606207566,0.0,-0.7612900633928941,-0.0,-0.25472636815920396,0.0,-0.5047042383012095,-0.0,-0.3262464228934817,0.0,-0.5711798516172307,-0.0,-13.569230769230769,-0.0,-3.683643681089523,-0.0,-0.125,-0.0,-0.35355339059327373,-0.7167661275990852,-0.14312965722801788,-0.8466204152978388,-0.37832480387626966
BOS,NYY,6.2,6.2,2018,2016.0,2013,2030,2016,2,1.0,0,0.0,0.0,0.0,1.0,16.0,1.0,4.0,18,0,4.0,0.0,0.25,0.0,0.5,0,2.0,0,0.0,0.0,6,7.0,1.0,2.0,0,0.0,0,0.0,32,31.0,32,KC,Boston Red Sox,New York Yankees,Massachusetts,44609770,38109770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,324.0,13,18.0,34,33.0,161.0,161.0,Chris Young,6500000,2500000.0,0.0,13.0,40.0,200.0,200.0,22,51.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0064,0.012321,0.08,0.111,0.21,0.204,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.25,0.0,0.5,RF,RF,0.577639751552795,0.5403726708074534,0.0,0.0,0.0,9.0,0.0,3.0,UFA,0.18795139700980557,0.07659715772476237,6500000,2500000.0,0.1902834008097166,0.07745063580928027,6500000,2500000.0,0.031,0.011,0.17591923045398639,0.07129998949046872,6500000,2500000.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,11500000,6500000,2500000.0,230000000,101500000.0,13000000,2500000.0,5750000,93,87.0,3.0175853971921485,7.182400000000001,1.7371198568872985,2.68,0.0,8.0,27.0,15.687312734865866,15.687312734865866,15.687312734865866,70,-0.1964157127117811,-0.2151436624984295,-0.22480692682787565,0.0,-0.15169803917658653,-0.15169803917658653,-0.0016806722689075631,-0.028119507908611598,-0.040996003084539386,-0.1676887232601274,-0.0,-0.02127659574468085,0.0,-0.7575757575757576,0.0,-0.8703882797784892,-0.0,-0.14586499149789456,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.119205298013245,-2.16,-1.0579249964025073,-1.469693845669907,0.0,-0.9699321047526674,0.0,-0.9848513109869264,0.0,-0.6218905472636815,0.0,-0.7886003723456397,0.0,-0.397456279809221,0.0,-0.6304413373258617,-0.0,-0.06923076923076923,-0.0,-0.2631174057921088,-0.0,-0.0,-0.0,-0.0,-0.7167661275990852,-1.0704023845007453,0.8466204152978388,-1.0346025248861253
LAA,BOS,6.2,6.2,2019,2018.0,2013,2031,2018,1,2.0,0,1.0,0.0,0.0,12769.0,59049.0,113.0,243.0,19,361,3249.0,0.028224000000000003,0.055224999999999996,0.168,0.235,19,57.0,0,0.0,0.0,3,1.0,5.0,1.0,4,144.0,2,12.0,34,32.0,34,BOS,Los Angeles Angels,Boston Red Sox,California,53109770,51109770.0,0.0,0.0,36.0,49.0,6.0,7.0,0.0,1089,4225.0,33,65.0,59,90.0,162.0,162.0,Chris Young,2000000,6500000.0,0.0,1.0,13.0,200.0,200.0,10,23.0,0.0,0.0,0.378225,0.5026809999999999,0.615,0.709,0.04161599999999999,0.16080100000000003,0.204,0.401,0.364,0.556,0.0,0.0,0.063504,0.104329,0.252,0.323,0.131769,0.149769,0.363,0.387,RF,RF,0.4938271604938271,0.5740740740740741,0.0,0.0,169.0,625.0,13.0,25.0,UFA,0.05622490050160483,0.18252940535183265,2000000,6500000.0,0.04469331262085775,0.19566570045376594,2000000,6500000.0,0.012,0.031,0.04173179016754166,0.18149988929534402,2000000,6500000.0,0.0,0.0,0.0,0.0,1,4.0,1,2.0,2000000,2000000,6500000.0,42800000,5500000.0,2000000,13000000.0,2000000,80,93.0,2.770003521471547,3.009561375376984,1.6643327556325829,1.7348087431693973,0.0,1.0,8.0,14.508657738524219,14.508657738524219,14.508657738524219,70,-0.1964157127117811,-0.2151436624984295,-0.22480692682787565,0.0,-0.15169803917658653,-0.15169803917658653,-22.72064056939502,-102.515625,-4.766617308888455,-10.125,-2.25625,-22.5625,0.09567457627118646,-0.18408333333333332,0.3093130716138367,-0.4290493367123801,-1.50208188857998,-4.75,-0.12903225806451613,-4.5,-0.3592106040535498,-2.1213203435596424,-0.8372093023255814,-2.3333333333333335,-0.914991421995628,-1.5275252316519468,-7.458904109589041,-29.753521126760564,-2.7310994323878144,-5.454678828928479,0.4066935483870967,-0.6213609394313967,0.6377252922592115,0.7882645110820331,0.16580678851174935,-0.32501246105919,0.40719379724125143,0.5700986415167029,-0.22836915077989603,-0.3075338809034908,0.47787984973201786,0.5545573738608935,-1.330708661417323,-7.9113924050632916,-1.153563462240948,-2.81271975231506,-0.14285714285714285,-0.8,-0.3779644730092272,-0.8944271909999159,-0.5337193682989493,1.5318443061604137,-0.7305609956047128,1.2376769797327627
SD,COL,6.4,6.4,0,0.0,2016,2016,2016,1,1.0,0,0.0,0.0,0.0,1369.0,9.0,37.0,3.0,1,4,0.0,0.0029159999999999998,0.0,0.054,0.0,2,0.0,0,0.0,0.0,13,9.0,5.0,1.0,0,0.0,0,0.0,28,27.0,28,COL,San Diego Padres,Colorado Rockies,California,3462950,2955450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529,0.0,23,0.0,24,68.0,161.0,161.0,Christian Friedrich,507500,512500.0,0.0,2.0,1.0,215.0,215.0,5,3.0,0.0,0.0,0.032041,0.0,0.179,0.0,0.020163999999999998,0.0,0.142,0.0,0.148,0.42,0.0,0.0,0.015625,0.0,0.125,0.0,0.0029159999999999998,0.0,0.054,0.0,SP,SP,0.422360248447205,0.4161490683229814,0.0,0.0,4.0,0.0,2.0,0.0,UFA,0.01139083947581993,0.01556702809400341,396539,512500.0,0.0,0.010775477215496425,507500,512500.0,0.005,0.005,0.0,0.009919756038046911,507500,512500.0,1505.4399999999998,48.720400000000005,38.8,6.98,0,0.0,0,0.0,0,507500,512500.0,12120000,18950000.0,507500,512500.0,0,68,67.0,0.0961,3.082907973586767,0.31,1.755821167883212,0.0,0.0,0.0,12.890529675875685,13.137251989898079,13.137251989898079,71,0.0,0.0,0.0,0.0,0.0,0.0,-2.1661392405063293,-0.01468189233278956,-1.4717809757251006,-0.12116885875830291,-0.020833333333333332,-0.0,-0.008756756756756755,-0.0,-0.09357754408380654,-0.0,-0.14433756729740646,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.2857142857142856,-0.0,-1.8126539343499315,-0.0,-0.03341084462982273,-0.0,-0.18278633600415192,-0.0,-0.040584415584415584,-0.0,-0.20145574100634506,-0.0,-0.004811881188118812,-0.0,-0.06936772439772558,-0.0,-0.037383177570093455,-0.0,-0.1933472978091327,-0.0,-0.0,-0.0,-0.0,-0.0,-0.022142857142857145,-1.1677681718131692,-0.148804761828569,-1.0806332272390893
ARI,PHI,6.3,6.3,2019,2018.0,2018,2018,2018,1,4.0,0,5.0,0.0,0.0,961.0,4.0,31.0,2.0,1,4,0.0,0.0042250000000000005,0.0,0.065,0.0,2,0.0,0,0.0,0.0,2,3.0,1.0,2.0,1,0.0,1,0.0,33,27.0,33,PHI,Arizona Diamondbacks,Philadelphia Phillies,Arizona,60029511,58948866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289,4.0,17,2.0,17,2.0,162.0,162.0,Clay Buchholz,1080645,13500000.0,0.0,1.0,7.0,190.0,190.0,6,14.0,0.0,0.0,0.036481,0.0,0.191,0.0,0.011024999999999998,0.000144,0.105,0.012,0.105,0.012,0.0,0.0,0.008836,0.0,0.094,0.0,0.009409,0.0,0.097,0.0,SP,SP,0.5061728395061729,0.4074074074074074,0.0,0.0,1.0,0.0,1.0,0.0,UFA,0.030379578801278374,0.3793650806594636,1080645,13500000.0,0.02940840562279148,0.4081313644848466,1500000,13500000.0,0.008,0.13,0.027459710203703684,0.3785834579089185,1500000,13500000.0,8671.334400000002,0.0,93.12,0.0,0,0.0,0,0.0,1500000,1500000,7486250.0,15750000,11750000.0,1500000,29945000.0,1500000,82,66.0,7.7841000000000005,3.009561375376984,2.79,1.7348087431693973,0.0,1.0,2.0,13.893068643056406,14.22097566607244,14.22097566607244,72,0.0,0.0,0.0,0.0,0.0,0.0,-1.6568965517241379,-0.008247422680412371,-1.2872049377329695,-0.09081532183729997,-0.024539877300613498,-0.0,-0.0150355871886121,-0.0,-0.12261968515948855,-0.0,-0.15665208999759148,-0.0,-0.02857142857142857,-0.0,-0.1690308509457033,-0.0,-0.0,-0.0,-0.0,-0.0,-2.0069444444444446,-0.03361344537815126,-1.4166666666666667,-0.18333969940564226,-0.04317278106508876,-0.0,-0.2077806080102009,-0.0,-0.025390804597701152,-0.0,-0.15934492335089046,-0.0,-0.018969758064516132,-0.0,-0.13773074480491324,-0.0,-0.015873015873015872,-0.0,-0.1259881576697424,-0.0,-0.0,-0.0,-0.0,-0.0,-0.8765878378378378,1.0786958334684529,-0.9362626970235639,1.0386028275854313
SD,SD,6.5,6.5,2020,2017.0,2017,2017,2017,2,1.0,0,0.0,0.0,0.0,3249.0,289.0,57.0,17.0,1,49,1.0,0.015129,0.0034809999999999997,0.123,0.059,7,1.0,0,0.0,0.0,4,13.0,5.0,5.0,1,0.0,1,0.0,33,32.0,33,SD,San Diego Padres,San Diego Padres,California,14450418,11700418.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1024,81.0,32,9.0,32,37.0,162.0,161.0,Clayton Richard,2750000,158061.0,0.0,2.0,2.0,240.0,240.0,5,5.0,0.0,0.0,0.1296,0.028900000000000006,0.36,0.17,0.039204,0.0031360000000000003,0.198,0.056,0.198,0.228,0.0,0.0,0.027889000000000004,0.012321,0.167,0.111,0.037249000000000004,0.0034809999999999997,0.193,0.059,SP,SP,0.4382716049382716,0.422360248447205,0.0,0.0,16.0,1.0,4.0,1.0,UFA,0.07708172215131608,0.004492162046802226,2750000,158061.0,0.051492571289818344,0.0,1750000,507500.0,0.035,0.002,0.07591940610950053,0.0,2750000,507500.0,1624.8961000000002,201.0724,40.31,14.18,0,0.0,0,0.0,1750000,3000000,507500.0,8250000,12120000.0,6000000,507500.0,1750000,71,68.0,0.4096,3.0175853971921485,0.64,1.7371198568872985,0.0,0.0,0.0,14.827111469642754,14.375126345899696,14.827111469642754,73,0.0,0.0,0.0,0.0,0.0,0.0,-5.140822784810126,-0.47145187601957583,-2.2673382599008307,-0.6866235329637165,-0.2552083333333333,-0.0064516129032258064,-0.04543243243243243,-0.012658181818181817,-0.21314885041311488,-0.11250858553097988,-0.5051814855409226,-0.08032193289024989,-0.02857142857142857,-0.0,-0.1690308509457033,-0.0,-0.02702702702702703,-0.0,-0.1643989873053573,-0.0,-6.3602484472049685,-0.5225806451612903,-2.521953299965122,-0.722897396012249,-0.135140771637122,-0.032326621923937364,-0.36761497743851784,-0.17979605647493319,-0.07243896103896105,-0.036026315789473684,-0.269144869984477,-0.1898059951357535,-0.06146699669966998,-0.006317604355716877,-0.2479253853474266,-0.07948335898612285,-0.14953271028037382,-0.011764705882352941,-0.3866945956182654,-0.10846522890932808,-0.0,-0.0,-0.0,-0.0,-0.09437788018433181,-1.1430247716636925,-0.30720983087188436,-1.0691233659703134
SD,PIT,6.1,6.1,2017,2015.0,2015,2015,2015,1,1.0,1,1.0,0.0,0.0,42849.0,10404.0,207.0,102.0,1,2304,625.0,0.053824000000000004,0.060024999999999995,0.232,0.245,48,25.0,0,0.0,0.0,8,1.0,5.0,2.0,196,25.0,14,5.0,35,34.0,36,PIT,San Diego Padres,Pittsburgh Pirates,California,19127000,17827000.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,2601,676.0,51,26.0,98,48.0,161.0,162.0,Clint Barmes,1300000,2000000.0,0.0,2.0,9.0,190.0,190.0,5,16.0,0.0,0.0,0.400689,0.386884,0.633,0.622,0.09922500000000001,0.025921000000000003,0.315,0.161,0.605,0.296,0.0,0.0,0.07896100000000002,0.10758400000000001,0.281,0.328,0.12460899999999998,0.08643599999999999,0.353,0.294,SS,SS,0.4596273291925465,0.5432098765432098,0.0,0.0,256.0,49.0,16.0,7.0,UFA,0.03974877757034187,0.07682607264732587,1300000,2000000.0,0.03719393628095795,0.07630522088353414,1300000,2000000.0,0.012,0.026,0.034240225896553664,0.07642576772108058,1300000,2000000.0,104.24410000000002,0.0,10.21,0.0,1,0.0,1,0.0,1500000,1500000,2000000.0,80850000,5000000.0,1500000,2000000.0,1500000,74,88.0,0.0081,0.48999999999999994,0.09,0.7,0.0,0.0,5.0,14.077874822431765,14.077874822431765,14.077874822431765,74,0.0,0.0,0.0,0.0,0.0,0.0,-67.79905063291139,-16.97226753670473,-8.234017891218805,-4.119741197782298,-12.0,-4.032258064516129,0.16163363363363364,0.21827272727272723,0.40203685606376144,0.4671966687303402,-3.464101615137755,-2.008048322256247,-5.6,-0.8064516129032258,-2.3664319132398464,-0.8980265101338746,-0.24324324324324326,-0.0,-0.4931969619160719,-0.0,-16.15527950310559,-4.361290322580645,-4.019363071819414,-2.088370255146497,-0.41781960375391036,0.4327561521252796,0.6463896686627273,0.657842041925932,0.20509350649350652,0.31457309941520467,0.45287250578226373,0.560868165806551,-0.2056254125412541,-0.15687114337568053,-0.45345938356290977,0.3960696193545783,-2.392523364485981,-0.5764705882352941,-1.5467783824730617,-0.7592566023652966,-0.3333333333333333,-0.0,-0.5773502691896258,-0.0,-0.0018663594470046082,-0.18560606060606058,-0.04320138246635874,-0.43082021842766455
TEX,TEX,6.4,6.4,2016,2015.0,2015,2015,2015,1,1.0,0,0.0,0.0,0.0,4.0,25.0,2.0,5.0,1,0,4.0,0.0,0.16000000000000003,0.0,0.4,0,2.0,0,0.0,0.0,14,7.0,2.0,2.0,0,0.0,0,0.0,35,34.0,35,TEX,Texas Rangers,Texas Rangers,Texas,18279500,14279500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089,841.0,33,29.0,33,29.0,161.0,162.0,Colby Lewis,4000000,2000000.0,0.0,2.0,2.0,238.0,238.0,7,6.0,0.0,0.0,0.0,0.6400000000000001,0.0,0.8,0.04161599999999999,0.032041,0.204,0.179,0.204,0.179,0.0,0.0,0.0,0.16000000000000003,0.0,0.4,0.0,0.16000000000000003,0.0,0.4,SP,SP,0.5403726708074534,0.4135802469135802,0.0,0.0,0.0,1.0,0.0,1.0,UFA,0.122657632917788,0.07682607264732587,4000000,2000000.0,0.12777151021968314,0.07630522088353414,4000000,2000000.0,0.026,0.014,0.11762469398286253,0.07642576772108058,4000000,2000000.0,2472.0784,260.1769,49.72,16.13,0,0.0,0,0.0,4000000,4000000,2000000.0,13800000,136050000.0,4000000,2000000.0,4000000,87,67.0,1.0816000000000001,3.778791104643598,1.04,1.94391129032258,0.0,0.0,0.0,15.201804919084164,15.201804919084164,15.201804919084164,75,0.0,0.0,0.0,0.0,0.0,0.0,-0.006134969325153374,-0.0380517503805175,-0.07832604499879574,-0.19506857866021762,-0.0,-0.02247191011235955,0.0,-0.32000000000000006,0.0,-0.565685424949238,-0.0,-0.14990633779917228,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.763975155279503,-5.22360248447205,-2.600764340589032,-2.285520178093392,0.0,-0.6400000000000001,0.0,-0.8,0.0,-0.32000000000000006,0.0,-0.565685424949238,0.0,-0.29357798165137616,0.0,-0.5418283691828771,-0.0,-0.011627906976744186,-0.0,-0.10783277320343841,-0.0,-0.0,-0.0,-0.0,-0.14918620689655174,-0.4888474908982662,-0.38624630340826793,-0.6991762945768872
HOU,TOR,6.2,6.2,0,0.0,2015,2015,2015,1,1.0,0,0.0,0.0,0.0,186624.0,119716.0,432.0,346.0,1,10609,6084.0,0.05664399999999999,0.050625,0.238,0.225,103,78.0,0,0.0,0.0,7,2.0,2.0,1.0,529,441.0,23,21.0,28,27.0,28,TOR,Houston Astros,Toronto Blue Jays,Texas,24636000,16636000.0,0.0,0.0,625.0,324.0,25.0,18.0,0.0,13225,7744.0,115,88.0,137,104.0,161.0,162.0,Colby Rasmus,8000000,7000000.0,0.0,1.0,2.0,195.0,195.0,10,5.0,0.0,0.0,0.6225210000000001,0.540225,0.789,0.735,0.5041,0.294849,0.71,0.543,0.846,0.642,0.0,0.0,0.098596,0.08236899999999998,0.314,0.287,0.225625,0.20070400000000002,0.475,0.448,LF,LF,0.5341614906832298,0.5123456790123457,0.0,0.0,3721.0,1600.0,61.0,40.0,UFA,0.24548556676585637,0.26915397417913295,8000000,7000000.0,0.2619605086474242,0.27710843373493976,8000000,7000000.0,0.098,0.049,0.24115723929591268,0.2688370661125221,8000000,7000000.0,3486.9024999999997,1448.5636000000002,59.05,38.06,4,1.0,2,1.0,8000000,8000000,7000000.0,65600000,8000000.0,8000000,7000000.0,8000000,86,83.0,8.0656,1.2544000000000002,2.84,1.12,0.0,0.0,2.0,15.89495209964411,15.89495209964411,15.89495209964411,76,-0.2159657456221335,-0.11789175733353513,-0.12434517362531616,-7.684399781375251,-0.1345173295261013,-0.05938657138796799,-338.0869565217391,250.9769392033543,18.38714106438897,15.842251708748801,-65.08588957055214,-40.56,0.1888133333333333,0.16071428571428573,0.4345265622874318,0.4008918628686366,-8.067582634875961,6.368673331236264,-16.03030303030303,-12.970588235294118,4.003786086981051,3.601470287992685,-21.551724137931036,12.96,4.642383454426297,3.6,-94.46428571428571,64.0,9.719273929377941,8.0,0.7323776470588237,0.6378099173553718,0.8557906560945986,0.7986300253279812,0.27086813186813186,0.2269118457300275,0.5204499321434597,0.4763526484969171,0.43981481481481477,0.41467768595041327,0.6631853547951845,0.6439547235251972,-40.01075268817204,19.51219512195122,-6.325405337855594,4.417261042993862,-1.3333333333333333,-0.25,-1.1547005383792517,-0.5,-3.078473282442748,-0.2787555555555556,-1.754557859531212,0.5279730632859556
TB,HOU,6.2,6.2,2018,0.0,2015,2016,2017,1,1.0,0,0.0,0.0,0.0,14641.0,136161.0,121.0,369.0,2,1156,5776.0,0.07896100000000002,0.042435999999999995,0.281,0.206,34,76.0,0,0.0,0.0,5,3.0,2.0,2.0,49,100.0,7,10.0,30,29.0,30,HOU,Tampa Bay Rays,Houston Astros,Florida,43222918,40436000.0,0.0,0.0,81.0,225.0,9.0,15.0,0.0,841,9025.0,29,95.0,37,107.0,162.0,161.0,Colby Rasmus,2786918,15800000.0,0.0,1.0,1.0,195.0,195.0,4,10.0,0.0,0.0,0.8028160000000001,0.410881,0.896,0.641,0.032041,0.343396,0.179,0.586,0.228,0.661,0.0,0.0,0.101124,0.08179599999999998,0.318,0.286,0.33524099999999996,0.126025,0.579,0.355,LF,LF,0.4938271604938271,0.5217391304347826,0.0,0.0,529.0,2916.0,23.0,54.0,UFA,0.07811983350288852,0.4569812450036022,2786918,15800000.0,0.15013734387567723,0.4855918075732317,5000000,15800000.0,0.036,0.153,0.13926769602100664,0.44893530775429075,5000000,15800000.0,0.0,185.50439999999998,0.0,13.62,1,0.0,1,0.0,5000000,5000000,15800000.0,21700000,26000000.0,5000000,15800000.0,5000000,80,84.0,1.1449,6.708099999999999,1.07,2.59,0.0,0.0,0.0,14.840446883713335,15.424948470398375,15.424948470398375,76,-0.2159657456221335,-0.11789175733353513,-0.12434517362531616,-7.684399781375251,-0.1345173295261013,-0.05938657138796799,-25.11320754716981,-226.935,5.0113079677036225,-15.064361918116546,-7.048780487804878,-33.195402298850574,-0.2572019543973942,0.13689032258064515,-0.5071508201683147,0.3699869221751563,-2.654953952106303,-5.761545131199665,-1.4848484848484849,-3.0303030303030303,-1.2185435916898848,-1.7407765595569784,-3.6818181818181817,-7.03125,1.9188064472004938,-2.651650429449553,-5.569536423841059,-59.375,2.3599865304363625,-7.705517503711221,-0.8092903225806453,0.4461248642779587,-0.8996056483707987,0.6679257924934167,-0.25472040302267,0.2350459770114942,0.5046983287298166,0.48481540508887944,-0.5634302521008403,0.20796204620462047,-0.7506199118734064,0.4560285585406033,-6.6125,-33.906976744186046,2.571478174124758,-5.822969752985674,-0.25,-0.0,-0.5,-0.0,0.33574780058651027,-1.366211812627291,0.5794374863490541,-1.1688506374328975
