Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicial,Anio_ref,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,At-bats_2_t,At-bats_t,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Aux_Anio,Bateos_2_t,Bateos_2_t_1,Bateos_promedio_2_t,Bateos_promedio_2_t_1,Bateos_promedio_t,Bateos_promedio_t_1,Bateos_t,Bateos_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad de equipos_t,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Dobles_2_t,Dobles_2_t_1,Dobles_t,Dobles_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_anterior,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Home-runs_2_t,Home-runs_t,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos totales_t,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Pago_efectivo_t,Pago_efectivo_t_1,Pennants won_t,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_On-base-plus-slugging_2_t,Porcentaje_On-base-plus-slugging_t,Porcentaje_On_base_plus_slugging_2_t,Porcentaje_On_base_plus_slugging_2_t_1,Porcentaje_On_base_plus_slugging_t,Porcentaje_On_base_plus_slugging_t_1,Porcentaje_juegos_iniciados_2_t,Porcentaje_juegos_iniciados_2_t_1,Porcentaje_juegos_iniciados_t,Porcentaje_juegos_iniciados_t_1,Porcentaje_juegos_t,Porcentaje_juegos_t_1,Porcentaje_on-base_2_t,Porcentaje_on-base_t,Porcentaje_on_base_2_t,Porcentaje_on_base_2_t_1,Porcentaje_on_base_t,Porcentaje_on_base_t_1,Porcentaje_slugging_2_t,Porcentaje_slugging_2_t_1,Porcentaje_slugging_t,Porcentaje_slugging_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Runs-batted-in_2_t,Runs-batted-in_t,Runs_batted_in_2_t,Runs_batted_in_2_t_1,Runs_batted_in_t,Runs_batted_in_t_1,Status_agente_libre,Sueldo_ajustado_norm_t,Sueldo_ajustado_norm_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_norm_t,Sueldo_base_norm_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_norm_t,Sueldo_regular_norm_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Triples_2_t,Triples_2_t_1,Triples_t,Triples_t_1,Valor_contrato,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS ganadas_t,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t,id,Y_Sueldo_ajustado_norm_t,Y_Sueldo_regular_norm_t,Y_Sueldo_base_norm_t,Y_TVS_t,Y_ln_Sueldo_ajustado_t,Y_ln_Sueldo_regular_t,X_At_bats_2_t,X_At_bats_2_t_1,X_At_bats_t,X_At_bats_t_1,X_Bateos_2_t,X_Bateos_2_t_1,X_Bateos_promedio_2_t,X_Bateos_promedio_2_t_1,X_Bateos_promedio_t,X_Bateos_promedio_t_1,X_Bateos_t,X_Bateos_t_1,X_Dobles_2_t,X_Dobles_2_t_1,X_Dobles_t,X_Dobles_t_1,X_Home_runs_2_t,X_Home_runs_2_t_1,X_Home_runs_t,X_Home_runs_t_1,X_Juegos_iniciados_2_t,X_Juegos_iniciados_2_t_1,X_Juegos_iniciados_t,X_Juegos_iniciados_t_1,X_Porcentaje_On_base_plus_slugging_2_t,X_Porcentaje_On_base_plus_slugging_2_t_1,X_Porcentaje_On_base_plus_slugging_t,X_Porcentaje_On_base_plus_slugging_t_1,X_Porcentaje_on_base_2_t,X_Porcentaje_on_base_2_t_1,X_Porcentaje_on_base_t,X_Porcentaje_on_base_t_1,X_Porcentaje_slugging_2_t,X_Porcentaje_slugging_2_t_1,X_Porcentaje_slugging_t,X_Porcentaje_slugging_t_1,X_Runs_batted_in_2_t,X_Runs_batted_in_2_t_1,X_Runs_batted_in_t,X_Runs_batted_in_t_1,X_Triples_2_t,X_Triples_2_t_1,X_Triples_t,X_Triples_t_1,X_WAR_2_t,X_WAR_2_t_1,X_WAR_t,X_WAR_t_1
WSH,WSH,6.066813671444321,5.919150943396228,2022,2020.0,2016,2018,2020,1,2.0,0,1.0,0.0,0.0,8281.0,111556.0,91.0,334.0,3,625,13225.0,0.07562500000000001,0.11833599999999998,0.275,0.344,25,115.0,0,0.0,0.0,10,7.0,1.0,1.0,16,529.0,4,23.0,36,34.0,36,WSH,Washington Nationals,Washington Nationals,Washington DC,76051481,72320000.0,0.0,0.0,4.0,289.0,2.0,17.0,0.0,625,5041.0,25,71.0,25,122.0,62.0,162.0,Howie Kendrick,1481481,4000000.0,0.0,1.0,1.0,220.0,220.0,6,6.0,0.0,0.0,0.49702499999999994,0.933156,0.705,0.966,0.173889,0.191844,0.417,0.438,0.417,0.753,0.0,0.0,0.1024,0.15602500000000002,0.32,0.395,0.148225,0.3271839999999999,0.385,0.572,2B,LF,0.4193548387096774,0.5740740740740741,0.0,0.0,196.0,3844.0,14.0,62.0,UFA,0.0547606140486208,0.10636645279386955,1481481,4000000.0,0.11064938991937759,0.10001451589490493,4000000,4000000.0,0.02,0.023,0.11064938991937759,0.08883826726542714,4000000,4000000.0,0.0,6160.6801,0.0,78.49,0,1.0,0,1.0,6250000,6250000,3500000.0,316750000,184550000.0,6250000,7000000.0,6250000,26,93.0,0.7490014833990801,7.7841000000000005,0.8654487179487182,2.79,0.0,1.0,1.0,14.208552821073829,15.201804919084164,15.201804919084164,131,-0.056399078237796774,0.06754391571776702,0.05829877112835541,0.0,-0.09245733258817435,0.03706846747460979,-13.020440251572326,-210.08662900188324,3.608384715017556,-14.494365422531724,-3.633720930232558,-71.875,0.21984011627906982,0.3410259365994236,0.46887110838595064,0.5839742602199378,1.9062321291575584,-8.477912478906585,-0.42105263157894735,-11.25531914893617,0.6488856845230502,-3.354894804451575,-0.12121212121212122,-11.56,0.3481553119113957,-3.4,-3.930817610062893,-35.00694444444444,-1.9826289642953603,-5.916666666666667,0.5145186335403726,-0.933156,0.7172995424091477,0.966,0.25924050632911394,0.40006410256410263,0.5091566618724672,0.6325062075300942,0.2591346153846154,-0.4089799999999999,0.5090526646473972,-0.6395154415649398,-1.96,-36.96153846153846,1.4,-6.079600189283705,-0.0,-0.2,-0.0,-0.4472135954999579,-0.1302611275476661,-1.1264978292329957,-0.3609170646390471,-1.061366020387404
TEX,WSH,6.3,6.3,2017,2016.0,2016,2016,2016,1,2.0,0,1.0,0.0,0.0,390625.0,339889.0,625.0,583.0,1,31684,18496.0,0.08122499999999999,0.054289000000000004,0.285,0.233,178,136.0,0,0.0,0.0,10,8.0,2.0,1.0,841,729.0,29,27.0,30,28.0,30,WSH,Texas Rangers,Washington Nationals,Texas,31484000,23484000.0,0.0,0.0,484.0,361.0,22.0,19.0,0.0,24025,24025.0,155,155.0,156,156.0,161.0,161.0,Ian Desmond,8000000,11000000.0,0.0,2.0,1.0,220.0,220.0,8,3.0,0.0,0.0,0.6115240000000001,0.45427600000000007,0.782,0.674,0.9158489999999999,0.9158489999999999,0.957,0.957,0.963,0.963,0.0,0.0,0.11222500000000002,0.0841,0.335,0.29,0.198916,0.147456,0.446,0.384,LF,LF,0.5900621118012422,0.515527950310559,0.0,0.0,7396.0,3844.0,86.0,62.0,UFA,0.23134330797654695,0.3376065171519076,8000000,11000000.0,0.2379137889973803,0.36260225746823005,8000000,11000000.0,0.049,0.066,0.21995408163145483,0.33380664828070034,8000000,11000000.0,4740.322499999999,1322.7768999999998,68.85,36.37,9,4.0,3,2.0,8000000,8000000,8750000.0,20165000,216000000.0,8000000,17500000.0,8000000,95,83.0,4.8841,4.0,2.21,2.0,0.0,0.0,0.0,15.89495209964411,15.89495209964411,15.89495209964411,132,-0.006947349849305173,0.0040106342365214265,0.0033510448259133074,-8.297590011563598,0.0,0.0,599.1180981595093,517.3348554033486,24.476889062123668,22.744996271781375,183.14450867052022,103.91011235955057,-0.16244999999999998,-0.10857800000000001,-0.40305086527633205,0.32951176003293114,13.533089398600758,10.193630970343715,-21.564102564102566,22.78125,4.643716460347527,4.772970773009195,-10.755555555555556,-10.93939393939394,-3.2795663669996915,3.307475463158259,149.22360248447205,149.22360248447205,12.21571129670606,12.21571129670606,-0.6115240000000001,0.45427600000000007,0.782,0.674,-0.22445000000000004,-0.1682,0.47376154339498683,0.4101219330881975,0.36973234200743493,0.27056146788990826,0.6080561997113711,0.520155234415562,-72.50980392156863,44.69767441860465,8.5152688695994,6.685631938613182,-2.25,-0.8,-1.5,0.8944271909999159,-0.6736689655172414,-0.517464424320828,-0.8207733947425693,-0.7193500012656064
COL,TEX,6.3,6.3,2023,2017.0,2016,2017,2017,5,1.0,0,0.0,0.0,0.0,114921.0,390625.0,339.0,625.0,2,8649,31684.0,0.07507600000000002,0.08122499999999999,0.274,0.285,93,178.0,0,0.0,0.0,4,10.0,1.0,2.0,121,841.0,11,29.0,31,30.0,31,TEX,Colorado Rockies,Texas Rangers,Colorado,39484000,31484000.0,0.0,0.0,49.0,484.0,7.0,22.0,0.0,7744,24025.0,88,155.0,95,156.0,162.0,161.0,Ian Desmond,8000000,8000000.0,0.0,1.0,2.0,220.0,220.0,4,8.0,0.0,0.0,0.4914009999999999,0.6115240000000001,0.701,0.782,0.294849,0.9158489999999999,0.543,0.957,0.586,0.963,0.0,0.0,0.10627600000000001,0.11222500000000002,0.326,0.335,0.140625,0.198916,0.375,0.446,LF,LF,0.5370370370370371,0.5900621118012422,0.0,0.0,1600.0,7396.0,40.0,86.0,UFA,0.22470847863203927,0.23134330797654695,8000000,8000000.0,0.24119405703185468,0.2379137889973803,8000000,8000000.0,0.057,0.049,0.2237320825696814,0.21995408163145483,8000000,8000000.0,0.0,4740.322499999999,0.0,68.85,1,9.0,1,3.0,70000000,14000000,8000000.0,97250000,20165000.0,70000000,8000000.0,14000000,87,95.0,3.009561375376984,4.8841,1.7348087431693973,2.21,0.0,0.0,0.0,15.89495209964411,15.89495209964411,15.89495209964411,132,-0.006947349849305173,0.0040106342365214265,0.0033510448259133074,-8.297590011563598,0.0,0.0,183.8736,-778.1374501992032,13.56,27.895115167340737,48.58988764044944,-198.025,0.25109030100334456,0.25462382445141063,0.5010891148322267,0.5046026401550141,6.970644707661511,14.072135587749287,3.361111111111111,-24.02857142857143,1.8333333333333333,-4.901894677425396,1.96,-28.470588235294116,1.4,-5.335783750799325,49.961290322580645,-189.17322834645668,7.06833009434199,13.754025895949765,0.5680936416184971,0.7110744186046513,0.7537198694597994,0.8432522864508885,0.30021468926553674,0.2984707446808511,0.5479185060440438,0.5463247611822579,0.27519569471624267,0.4010403225806452,0.5245909784929995,0.6332774451854774,18.6046511627907,-90.1951219512195,4.313310928137536,-9.497111242436802,0.3333333333333333,-1.8,0.5773502691896258,-1.3416407864998738,1.3617924775461465,-1.419796511627907,1.1669586443169897,-1.1915521438979946
KC,SD,6.0,6.0,2021,0.0,2016,2016,2016,5,1.0,0,0.0,0.0,0.0,9.0,1764.0,3.0,42.0,1,0,16.0,0.0,0.009025,0.0,0.095,0,4.0,0,0.0,0.0,10,8.0,2.0,5.0,0,9.0,0,3.0,31,30.0,31,SD,Kansas City Royals,San Diego Padres,Missouri,32113700,24613700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089,900.0,33,30.0,33,30.0,161.0,161.0,Ian Kennedy,7500000,9850000.0,0.0,4.0,2.0,205.0,205.0,9,5.0,0.0,0.0,0.0,0.06864400000000001,0.0,0.262,0.04161599999999999,0.034225,0.204,0.185,0.204,0.185,0.0,0.0,0.0,0.009025,0.0,0.095,0.0,0.027889000000000004,0.0,0.167,SP,SP,0.5031055900621118,0.4596273291925465,0.0,0.0,0.0,0.0,0.0,0.0,UFA,0.21687933765429981,0.30229348617058793,7500000,9850000.0,0.22203699293482576,0.3240229204202545,7500000,9850000.0,0.053,0.091,0.20527579790563202,0.2982910415031984,7500000,9850000.0,2921.4024999999997,198.2464,54.05,14.08,0,0.0,0,0.0,70000000,14000000,9850000.0,186750000,80850000.0,70000000,9850000.0,14000000,81,74.0,18.3184,3.082907973586767,4.28,1.755821167883212,0.0,2.0,0.0,15.830413578506539,15.830413578506539,15.830413578506539,133,0.0,0.0,0.0,0.0,0.0,0.0,-0.015025041736227046,-3.1001757469244287,-0.12257667696681554,-1.760731594231338,-0.0,-0.09696969696969697,-0.0,-0.031120689655172416,-0.0,-0.17641057126819928,-0.0,-0.3113995776646092,-0.0,-0.21951219512195122,-0.0,-0.4685212856658182,-0.0,-0.0,-0.0,-0.0,-6.722222222222222,-6.0,-2.592724864350674,-2.4494897427831783,-0.0,-0.08104368358913815,-0.0,-0.28468172331419195,-0.0,-0.024930939226519337,-0.0,-0.15789534263720176,-0.0,-0.05750309278350516,-0.0,-0.23979802497832456,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.991755725190839,0.7203056013053193,2.6441928305611224,0.8487081956157365
SD,BOS,6.0,6.0,2022,2019.0,2019,2019,2019,2,5.0,1,6.0,0.0,0.0,66564.0,237169.0,258.0,487.0,1,3136,13689.0,0.047089,0.0576,0.217,0.24,56,117.0,0,0.0,0.0,4,3.0,5.0,1.0,144,676.0,12,26.0,36,30.0,37,BOS,San Diego Padres,Boston Red Sox,California,107247708,103497708.0,0.0,0.0,81.0,196.0,9.0,14.0,0.0,3969,15376.0,63,124.0,87,128.0,162.0,162.0,Ian Kinsler,3750000,1833340.0,0.0,2.0,14.0,200.0,200.0,5,24.0,0.0,0.0,0.417316,0.4637610000000001,0.646,0.681,0.151321,0.585225,0.389,0.765,0.537,0.79,0.0,0.0,0.07728400000000002,0.091204,0.278,0.302,0.135424,0.1444,0.368,0.38,2B,2B,0.4320987654320987,0.6666666666666666,0.0,0.0,484.0,2304.0,22.0,48.0,UFA,0.09969865277900836,0.0515396795428061,3750000,1833340.0,0.09275656844244448,0.31982163858605067,3750000,11000000.0,0.036,0.008,0.08239136833469948,0.2986292295166252,3750000,11000000.0,0.0,641.1024,0.0,25.32,0,0.0,0,0.0,8000000,4000000,15000000.0,326000000,131000000.0,8000000,75000000.0,4000000,70,108.0,3.2142294591705185,6.300099999999999,1.7928272251308877,2.51,0.0,0.0,9.0,15.137266397946593,15.137266397946593,15.137266397946593,134,0.0,0.0,0.0,0.0,0.0,0.0,105.32278481012658,-386.8988580750408,10.262688965866918,-19.66974473843117,-16.333333333333332,-88.31612903225806,0.1414084084084084,0.20945454545454542,0.3760430938182596,0.45766204283788425,4.041451884327381,-9.397666148159237,4.114285714285714,-21.806451612903224,2.02837021134844,-4.669737852696148,-2.189189189189189,-6.125,-1.4795908857482156,-2.4748737341529163,24.652173913043477,-99.2,4.965095559306334,-9.959919678390985,0.4351574556830032,0.5187483221476511,0.6596646539591182,0.72024184976135,0.20073766233766238,0.26667836257309935,0.44803756799811145,0.5164091038828609,-0.22347194719471947,-0.26206896551724135,0.4727281958956113,0.5119267188936727,-4.5233644859813085,-27.105882352941176,-2.1268202759004597,-5.206330987647748,-0.0,-0.0,-0.0,-0.0,-0.7406058661683222,-2.3864015151515146,0.8605846072108903,1.5447982117906256
NYY,NYY,6.0,6.0,2015,2013.0,2013,2013,2013,2,5.0,0,4.0,0.0,0.0,270400.0,395641.0,520.0,629.0,1,18496,31684.0,0.06864400000000001,0.08008899999999998,0.262,0.283,136,178.0,0,1000000.0,0.0,8,9.0,2.0,2.0,225,784.0,15,28.0,39,34.0,39,NYY,New York Yankees,New York Yankees,New York,154500000,148000000.0,0.0,0.0,49.0,81.0,7.0,9.0,0.0,16384,22801.0,128,151.0,150,162.0,162.0,162.0,Ichiro Suzuki,6500000,6781420.0,0.0,40.0,40.0,175.0,175.0,50,50.0,0.0,0.0,0.408321,0.48441599999999996,0.639,0.696,0.6241000000000001,0.8686240000000001,0.79,0.932,0.926,1.0,0.0,0.0,0.088209,0.094249,0.297,0.307,0.11696400000000001,0.1521,0.342,0.39,RF,RF,0.5246913580246914,0.5864197530864198,0.0,0.0,1225.0,3025.0,35.0,55.0,UFA,0.22378381585806217,0.21136185712286978,6500000,6781420.0,0.22382671480144406,0.547064950142042,6500000,17000000.0,0.027,0.03,0.21107994389901824,0.5612593098815779,6500000,18000000.0,305.20089999999993,17.64,17.47,4.2,9,36.0,3,6.0,13000000,6500000,18000000.0,64000000,9100000.0,13000000,90000000.0,6500000,85,95.0,4.5796,0.0576,2.14,0.24,0.0,27.0,27.0,15.687312734865866,15.687312734865866,15.687312734865866,135,-0.15986144367014904,-0.15460953085934387,-0.2267762405736611,-1.7220717633123712,-0.09049367902230365,-0.09049367902230365,429.8887122416534,657.2109634551495,20.733757793551398,25.636126139788544,103.91011235955057,-160.83248730964468,0.18858241758241762,-0.16017799999999996,0.4342607714063263,0.4002224381515858,10.193630970343715,12.681974897847917,7.03125,-23.757575757575758,2.651650429449553,-4.874174366759539,-2.0416666666666665,-2.53125,-1.4288690166235207,-1.590990257669732,108.50331125827815,154.0608108108108,10.41649227227084,12.412123541554475,-0.40387833827893177,-0.48441599999999996,0.6355142313740361,0.696,0.20561538461538462,-0.188498,0.453448326290201,0.43416356364854014,-0.1982440677966102,-0.2936293436293436,0.44524607555441764,0.5418757640173102,-14.583333333333334,-29.65686274509804,3.8188130791298667,-5.445811486371709,1.125,-7.2,1.0606601717798212,2.6832815729997477,-0.7950694444444445,-0.010267379679144385,-0.8916666666666667,-0.10132807942097977
MIA,NYY,6.0,6.0,2016,2015.0,2013,2014,2015,1,2.0,0,1.0,0.0,0.0,158404.0,128881.0,398.0,359.0,2,8281,10404.0,0.052441,0.08065599999999999,0.229,0.284,91,102.0,0,0.0,0.0,8,9.0,2.0,2.0,25,169.0,5,13.0,41,39.0,41,NYY,Miami Marlins,New York Yankees,Florida,164200000,161000000.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,7921,9025.0,89,95.0,153,143.0,161.0,162.0,Ichiro Suzuki,3200000,6500000.0,0.0,2.0,40.0,175.0,175.0,2,50.0,0.0,0.0,0.3147210000000001,0.44089600000000007,0.561,0.664,0.30140100000000003,0.343396,0.549,0.586,0.944,0.883,0.0,0.0,0.07952399999999998,0.104976,0.282,0.324,0.07784100000000002,0.11560000000000002,0.279,0.34,RF,RF,0.4409937888198758,0.5185185185185185,0.0,0.0,441.0,484.0,21.0,22.0,UFA,0.09809204614817434,0.24992118402595226,3200000,6500000.0,0.060677011005812624,0.25702811244979923,2000000,6500000.0,0.042,0.03,0.0929181849202525,0.24959593627337795,3200000,6500000.0,36.4816,138.0625,6.04,11.75,36,4.0,6,2.0,2000000,2000000,6500000.0,20250000,311500000.0,2000000,13000000.0,2000000,71,84.0,3.082907973586767,0.8649000000000001,1.755821167883212,0.93,0.0,2.0,27.0,14.978661367769956,14.508657738524219,14.978661367769956,135,-0.15986144367014904,-0.15460953085934387,-0.2267762405736611,-1.7220717633123712,-0.09049367902230365,-0.09049367902230365,-257.14935064935065,259.8407258064516,16.035876984105066,16.119575856903047,-46.78531073446328,85.27868852459017,0.1725032894736842,0.30551515151515146,0.4153351531879817,0.5527342503546812,6.839978854825743,9.23464609633689,-0.625,-5.121212121212121,-0.7905694150420948,-2.263009527424072,-0.034482758620689655,-0.06666666666666667,-0.18569533817705186,-0.2581988897471611,-49.81761006289308,-69.96124031007751,7.058159112891483,8.364283610093427,0.34737417218543054,-0.5456633663366337,0.5893845707052658,0.7386903047533748,0.1949117647058823,0.2957070422535211,0.44148812521503034,0.5437895201762546,-0.13777168141592924,-0.25518763796909494,0.3711760787226586,0.5051610020271704,-5.127906976744186,-9.132075471698114,-2.264488237272207,-3.0219324068711586,18.0,0.6666666666666666,4.242640687119285,0.8164965809277261,-1.0630717150299196,0.44492771059345787,-1.031053691632943,0.6670290178046663
PIT,PIT,6.5,6.5,2020,2017.0,2017,2017,2017,3,1.0,1,1.0,0.0,0.0,2601.0,676.0,51.0,26.0,1,1,9.0,0.0004,0.013225,0.02,0.115,1,3.0,666666,0.0,0.0,2,10.0,2.0,2.0,0,0.0,0,0.0,29,28.0,30,PIT,Pittsburgh Pirates,Pittsburgh Pirates,Pennsylvania,22390211,12640211.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,961,676.0,31,26.0,31,32.0,162.0,160.0,Ivan Nova,9750000,1411475.0,0.0,9.0,9.0,250.0,250.0,17,17.0,0.0,0.0,0.001521,0.053361000000000006,0.039,0.231,0.036481,0.025921000000000003,0.191,0.161,0.191,0.198,0.0,0.0,0.0004,0.013225,0.02,0.115,0.0004,0.013225,0.02,0.115,SP,SP,0.4629629629629629,0.4875,0.0,0.0,0.0,0.0,0.0,0.0,UFA,0.23642486913028635,0.04075084784178036,8416666,1411475.0,0.21084181931312887,0.11407477970945462,7000000,4100000.0,0.084,0.014,0.23546322859824478,0.10546346857003691,8416666,4100000.0,2830.2400000000002,1327.8736,53.2,36.44,0,0.0,0,0.0,26000000,8666667,4100000.0,37000000,25150000.0,26000000,4100000.0,8666667,75,78.0,3.9204,0.4096,1.98,0.64,0.0,5.0,5.0,15.945724345809609,15.761420707019587,15.945724345809609,136,0.0,0.0,0.0,0.0,0.0,0.0,-5.938356164383562,-1.2706766917293233,-2.436874261094233,-1.1272429603813559,-0.00819672131147541,-0.05806451612903226,-0.001393728222996516,-0.04544673539518901,-0.03733266964732788,-0.2131823993560186,-0.09053574604251853,-0.24096579867074966,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.688,-5.082706766917293,-2.7727242920997393,-2.2544859207627117,-0.001770663562281723,-0.061617782909930724,-0.04207925334748376,-0.24822929502766333,-0.0010526315789473684,-0.03281637717121588,-0.03244428422615251,-0.18115291102054054,-0.0007843137254901962,-0.025880626223091976,-0.028005601680560196,-0.16087456673785316,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.375578947368421,-0.10611398963730571,-1.1728507779630029,-0.3257514230779441
TOR,PIT,6.5,6.5,2019,2016.0,2016,2016,2016,3,1.0,0,1.0,0.0,0.0,49.0,529.0,7.0,23.0,1,4,4.0,0.08179599999999998,0.007568999999999999,0.286,0.087,2,2.0,0,0.0,0.0,13,4.0,1.0,2.0,0,0.0,0,0.0,33,31.0,33,PIT,Toronto Blue Jays,Pittsburgh Pirates,Toronto,30489000,20489000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024,961.0,32,31.0,32,32.0,161.0,161.0,J.A. Happ,10000000,2379781.0,0.0,2.0,9.0,205.0,205.0,7,17.0,0.0,0.0,0.32604099999999997,0.044944,0.571,0.212,0.039204,0.036481,0.198,0.191,0.198,0.198,0.0,0.0,0.08179599999999998,0.015625,0.286,0.125,0.08179599999999998,0.007568999999999999,0.286,0.087,SP,SP,0.546583850931677,0.6024844720496895,0.0,0.0,0.0,0.0,0.0,0.0,UFA,0.28919918926553545,0.07290559487994214,10000000,2379781.0,0.30142097324759864,0.07341761900878412,10000000,2379781.0,0.066,0.024,0.27866721653474613,0.06758724972422132,10000000,2379781.0,7449.4161,4107.5281,86.31,64.09,0,0.0,0,0.0,36000000,12000000,5400000.0,65800000,50000000.0,36000000,5400000.0,12000000,88,97.0,19.9809,6.300099999999999,4.47,2.51,0.0,2.0,5.0,16.11809565095832,16.11809565095832,16.11809565095832,137,0.1353486958496889,0.1233225580066939,0.14194330172686231,-4.477833774114828,0.0655499649597262,0.0655499649597262,-0.08781362007168458,-0.8113496932515337,-0.2963336296671112,-0.900749517486151,-0.025157232704402517,-0.023121387283236993,-0.2364046242774566,0.026465034965034964,-0.48621458665640277,0.16268077626147154,-0.15861031714362883,-0.1520571842539411,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-6.87248322147651,-5.968944099378882,-2.62154214566093,-2.443142259341212,-0.3598686534216335,-0.04955237045203969,-0.5998905345324541,0.22260361733817285,-0.20973333333333327,0.04438920454545455,-0.45796651988254916,0.21068745701976316,-0.15147407407407404,-0.013637837837837835,-0.38919670357554936,0.11678115360724022,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-4.145414937759336,-0.8689793103448274,-2.0360292084740177,0.9321905976488003
NYY,NYY,6.5,6.5,2021,2019.0,2016,2017,2019,2,3.0,0,2.0,0.0,0.0,9.0,36.0,3.0,6.0,2,0,4.0,0.0,0.11088900000000002,0.0,0.333,0,2.0,0,0.0,0.0,5,2.0,2.0,2.0,0,0.0,0,0.0,36,33.0,36,NYY,New York Yankees,New York Yankees,New York,73489000,56489000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841,961.0,29,31.0,32,31.0,162.0,162.0,J.A. Happ,17000000,4612872.0,0.0,40.0,40.0,205.0,205.0,55,54.0,0.0,0.0,0.0,0.580644,0.0,0.762,0.032041,0.036481,0.179,0.191,0.198,0.191,0.0,0.0,0.0,0.18404099999999998,0.0,0.429,0.0,0.11088900000000002,0.0,0.333,SP,SP,0.6358024691358025,0.6172839506172839,0.0,0.0,0.0,0.0,0.0,0.0,UFA,0.4530920535666516,0.12967913461331942,17000000,4612872.0,0.47742778342284803,0.3809612665783158,17000000,13000000.0,0.076,0.026,0.42407701166326534,0.3557175493719771,17000000,13000000.0,536.3856,3245.5809,23.16,56.97,0,0.0,0,0.0,34000000,17000000,12000000.0,124555000,14000000.0,34000000,36000000.0,17000000,103,100.0,1.8769000000000002,1.0609,1.37,1.03,0.0,27.0,27.0,16.64872390202049,16.64872390202049,16.64872390202049,137,0.1353486958496889,0.1233225580066939,0.14194330172686231,-4.477833774114828,0.0655499649597262,0.0655499649597262,-0.014308426073131956,-0.059800664451827246,-0.11961783342433499,-0.2445417437817667,-0.0,-0.02030456852791878,0.0,-0.22177800000000003,0.0,-0.47093311627024065,-0.0,-0.1424940999758193,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.569536423841059,-6.493243243243243,-2.3599865304363625,-2.5481843032330382,0.0,-0.580644,0.0,-0.762,0.0,-0.36808199999999996,0.0,-0.6066976182580577,-0.0,-0.2140714285714286,0.0,-0.4626785369686264,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3258506944444445,-0.18910873440285203,-0.5708333333333334,-0.4348663408483715
