Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At-bats,At-bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On-base-plus-slugging,Porcentaje_On-base-plus-slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on-base,Porcentaje_on-base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs-batted-in,Runs-batted-in_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
CIN,6.0,2020,2025,1,0,64,4096,17,289,0.266,0.07075600000000001,0,2,4,3,9,29,29,Cincinnati Reds,Ohio,1113540,0,0,32,59,19,361,Kyle Farmer,211481,10,205,16,0.641,0.410881,0.533,0.317,0.10048900000000001,0.329,0.108241,0.313,0.097969,C,0.5254237288135594,4,16,211481,571000,0.004,571000,0.0,0.0,0,0,571000,144825000,571000,31,0.43,0.18489999999999998,5,12.261890438917742,13.255144488638146,13.255144488638146
CHW,5.8,2020,2022,1,1,59,3481,16,256,0.271,0.073441,0,2,5,1,1,29,28,Chicago White Sox,Illinois,5490659,3,9,16,60,15,225,Leury Garcia,1203704,6,190,10,0.758,0.574564,0.267,0.25,0.0625,0.318,0.101124,0.441,0.19448100000000001,OF,0.5833333333333334,8,64,1203704,3250000,0.022,3250000,0.0,0.0,0,0,3500000,151500000,3500000,35,0.66,0.43560000000000004,3,14.000914027449452,14.994165554305921,14.994165554305921
PIT,6.2,2020,2024,1,0,78,6084,16,256,0.205,0.04202499999999999,0,2,3,3,9,27,27,Pittsburgh Pirates,Pennsylvania,1664040,4,16,26,59,22,484,Jose Osuna,159691,9,240,17,0.641,0.410881,0.433,0.367,0.134689,0.244,0.059536,0.397,0.15760900000000003,1B,0.3220338983050847,11,121,159691,589500,0.006,589500,0.0,0.0,0,0,589500,3900000,589500,19,0.01,0.0001,5,11.980995976948188,13.287029998959563,13.287029998959563
ATL,6.4,2020,2021,1,1,69,4761,15,225,0.217,0.047089,0,1,7,6,36,34,33,Atlanta Braves,Georgia,23213481,1,1,22,60,22,484,Tyler Flowers,1481481,18,260,26,0.673,0.4529290000000001,0.367,0.367,0.134689,0.325,0.10562500000000001,0.348,0.12110399999999999,C,0.5833333333333334,5,25,1481481,4000000,0.023,4000000,0.0,0.0,0,0,4000000,95750000,4000000,35,0.37,0.1369,3,14.208552821073829,15.201804919084164,15.201804919084164
WSH,6.0,2020,2025,1,1,41,1681,15,225,0.366,0.133956,0,1,10,7,49,26,25,Washington Nationals,Washington DC,1468443,2,4,15,62,12,144,Andrew Stevenson,71645,1,192,6,1.179,1.390041,0.25,0.2,0.04000000000000001,0.447,0.19980900000000001,0.732,0.535824,OF,0.4193548387096774,12,144,71645,563500,0.001,563500,0.0,0.0,1,1,563500,316750000,563500,26,0.85,0.7224999999999999,1,11.179478647150702,13.241922612461968,13.241922612461968
KC,6.3,2020,2025,1,0,53,2809,15,225,0.283,0.08008899999999998,0,2,3,5,25,27,27,Kansas City Royals,Missouri,1829446,1,1,25,59,19,361,Cameron Gallagher,215000,4,230,9,0.79,0.6241000000000001,0.417,0.317,0.10048900000000001,0.356,0.126736,0.434,0.188356,C,0.423728813559322,3,9,215000,580500,0.006,580500,0.0,0.0,0,0,580500,7550000,580500,25,0.54,0.2916,2,12.2783933071098,13.271645080120082,13.271645080120082
NYY,6.1,2020,2025,1,0,88,7744,15,225,0.171,0.029241000000000003,0,2,2,3,9,25,25,New York Yankees,New York,1322410,3,9,52,60,29,841,Tyler Wade,215852,40,188,56,0.595,0.354025,0.867,0.483,0.233289,0.289,0.08352099999999998,0.307,0.094249,2B,0.55,10,100,215852,582800,0.002,582800,24.1,580.8100000000001,0,0,582800,336500000,582800,33,0.7,0.48999999999999994,27,12.282348266634466,13.275599353303187,13.275599353303187
MIN,6.4,2020,0,1,1,55,3025,15,225,0.273,0.07452900000000001,0,1,7,0,0,23,22,Minnesota Twins,Minnesota,921485,3,9,26,60,19,361,Ryan Jeffers,121485,6,230,17,0.791,0.625681,0.433,0.317,0.10048900000000001,0.355,0.126025,0.436,0.190096,C,0.6,7,49,121485,563500,0.002,563500,0.0,0.0,0,0,563500,134000000,563500,36,0.39,0.1521,3,11.7075460773512,13.241922612461968,13.241922612461968
HOU,6.1,2020,2023,1,0,58,3364,14,196,0.241,0.058080999999999994,0,2,3,5,25,29,29,Houston Astros,Texas,12962963,3,9,17,60,16,256,Aledmys Diaz,962963,3,195,14,0.737,0.543169,0.283,0.267,0.071289,0.254,0.064516,0.483,0.233289,SS,0.4833333333333333,6,36,962963,2600000,0.012,2600000,0.0,0.0,0,0,2600000,15650000,2600000,29,0.1,0.010000000000000002,1,13.777770268442964,14.77102200299171,14.77102200299171
CIN,6.1,2020,2026,1,1,70,4900,13,169,0.186,0.034596,0,2,4,6,36,25,24,Cincinnati Reds,Ohio,6858711,2,4,24,59,20,400,Nick Senzel,211111,10,205,16,0.604,0.364816,0.4,0.333,0.11088900000000002,0.247,0.061009,0.357,0.12744899999999998,3B,0.5254237288135594,8,64,211111,570000,0.004,570000,0.0,0.0,0,0,570000,144825000,570000,31,0.8654487179487182,0.7490014833990801,5,12.260139340484521,13.253391639810733,13.253391639810733
HOU,6.0,2020,2026,1,0,87,7569,13,169,0.149,0.022201,0,2,3,2,4,23,23,Houston Astros,Texas,575873,3,9,33,60,19,361,Abraham Toro-Hernandez,212481,3,206,14,0.513,0.263169,0.55,0.317,0.10048900000000001,0.237,0.056169,0.276,0.07617600000000001,3B,0.4833333333333333,9,81,212481,573700,0.003,573700,0.0,0.0,0,0,573700,15650000,573700,29,0.8654487179487182,0.7490014833990801,1,12.266607851584432,13.259861890589962,13.259861890589962
OAK,6.2,2020,2023,1,1,56,3136,13,169,0.232,0.053824000000000004,0,5,2,3,9,28,27,Oakland Athletics,California,3239318,2,4,24,60,12,144,Chad Pinder,750000,15,210,29,0.688,0.47334399999999993,0.4,0.2,0.04000000000000001,0.295,0.08702499999999999,0.393,0.154449,LF,0.6,8,64,750000,2025000,0.02,2025000,0.0,0.0,0,0,2025000,7500000,2025000,36,0.07,0.004900000000000001,9,13.527828485512494,14.521080258522776,14.521080258522776
SF,5.8,2020,0,1,1,61,3721,13,169,0.213,0.045369,0,5,3,1,1,25,24,San Francisco Giants,California,193128,4,16,24,60,20,400,Chadwick Tromp,193128,23,221,26,0.645,0.41602500000000003,0.4,0.333,0.11088900000000002,0.219,0.047961,0.426,0.181476,C,0.4833333333333333,10,100,193129,563500,0.003,563500,0.0,0.0,0,0,563500,18250000,563500,29,0.8654487179487182,0.7490014833990801,8,12.171113638393766,13.241922612461968,13.241922612461968
TEX,6.2,2020,2021,1,0,61,3721,12,144,0.197,0.038809,0,2,4,1,1,30,30,Texas Rangers,Texas,8756187,5,25,25,59,18,324,Derek Dietrich,152570,2,205,8,0.806,0.6496360000000001,0.417,0.3,0.09,0.347,0.12040899999999999,0.459,0.210681,2B,0.3728813559322034,8,64,152570,575000,0.002,575000,0.0,0.0,0,0,575000,55750000,575000,22,0.18,0.0324,0,11.935378786107249,13.262125319779487,13.262125319779487
SD,6.0,2020,2022,1,0,60,3600,12,144,0.2,0.04000000000000001,0,5,2,3,9,30,30,San Diego Padres,California,3460528,0,0,35,61,15,225,Greg Garcia,555556,2,200,6,0.529,0.279841,0.583,0.25,0.0625,0.279,0.07784100000000002,0.25,0.0625,2B,0.6229508196721312,11,121,555556,1500000,0.008,1500000,0.0,0.0,0,0,1500000,43000000,1500000,38,0.8654487179487182,0.7490014833990801,0,13.227724693061836,14.22097566607244,14.22097566607244
MIN,6.1,2020,2024,1,1,72,5184,12,144,0.167,0.027889000000000004,0,1,7,1,1,29,28,Minnesota Twins,Minnesota,1523665,2,4,23,60,19,361,Mitch Garver,229630,6,220,17,0.511,0.261121,0.383,0.317,0.10048900000000001,0.247,0.061009,0.264,0.06969600000000001,C,0.6,5,25,229630,620000,0.004,620000,0.0,0.0,0,0,620000,134000000,620000,36,0.02,0.0004,3,12.344224596912916,13.337474757021274,13.337474757021274
NYY,6.1,2020,2025,1,1,48,2304,12,144,0.25,0.0625,0,2,2,1,1,30,29,New York Yankees,New York,1223179,4,16,16,60,13,169,Kyle Higashioka,214519,40,202,56,0.771,0.594441,0.267,0.217,0.047089,0.25,0.0625,0.521,0.27144100000000004,C,0.55,10,100,214519,579200,0.002,579200,0.0,0.0,0,0,579200,336500000,579200,33,0.36,0.1296,27,12.27615359151598,13.269403120053644,13.269403120053644
BOS,6.1,2020,2025,1,1,50,2500,12,144,0.24,0.0576,0,1,8,1,1,25,24,Boston Red Sox,Massachusetts,3329042,3,9,15,60,14,196,Christian Arroyo,146922,14,210,24,0.736,0.541696,0.25,0.233,0.054289000000000004,0.296,0.08761599999999999,0.44,0.1936,SS,0.4,8,64,146922,565500,0.002,565500,0.0,0.0,0,0,565500,19100000,565500,24,0.8654487179487182,0.7490014833990801,9,11.89765711269148,13.245465574538311,13.245465574538311
NYM,6.4,2020,2021,1,1,33,1089,11,121,0.333,0.11088900000000002,0,2,5,3,9,29,28,New York Mets,New York,9154806,2,4,16,60,8,64,Jake Marisnick,1226852,5,220,9,0.959,0.919681,0.267,0.133,0.017689000000000003,0.353,0.12460899999999998,0.606,0.367236,CF,0.4333333333333333,5,25,1226852,3312500,0.015,3312500,0.0,0.0,0,0,3312500,26300000,3312500,26,0.19,0.0361,2,14.019962097021041,15.013213749276614,15.013213749276614
LAD,6.2,2020,2026,1,0,63,3969,11,121,0.175,0.030624999999999996,0,5,4,2,4,22,22,Los Angeles Dodgers,California,2497551,3,9,19,59,16,256,Gavin Lux,96999,25,190,34,0.596,0.355216,0.317,0.267,0.071289,0.246,0.060516,0.349,0.12180099999999998,2B,0.711864406779661,8,64,96999,566000,0.001,566000,0.0,0.0,0,0,566000,15813500,566000,42,0.6,0.36,7,11.482455948154028,13.24634935718532,13.24634935718532
TEX,6.4,2020,0,1,1,31,961,11,121,0.355,0.126025,0,2,4,3,9,22,21,Texas Rangers,Texas,281070,3,9,10,59,9,81,Sam Huff,56070,2,230,8,1.136,1.2904959999999999,0.167,0.15,0.0225,0.394,0.155236,0.742,0.5505639999999999,C,0.3728813559322034,4,16,56070,563500,0.001,563500,0.0,0.0,0,0,563500,55750000,563500,22,0.54,0.2916,0,10.934356189117718,13.241922612461968,13.241922612461968
DET,6.2,2020,0,1,1,57,3249,11,121,0.193,0.037249000000000004,0,1,5,2,4,23,22,Detroit Tigers,Michigan,4059185,0,0,17,57,16,256,Daz Cameron,59185,11,195,16,0.483,0.233289,0.293,0.276,0.07617600000000001,0.22,0.0484,0.263,0.06916900000000001,OF,0.4035087719298245,3,9,59185,563500,0.001,563500,0.0,0.0,1,1,563500,19350000,563500,23,0.8654487179487182,0.7490014833990801,4,10.988423410387995,13.241922612461968,13.241922612461968
ARI,6.1,2020,2026,1,1,61,3721,11,121,0.18,0.0324,0,1,4,0,0,26,25,Arizona Diamondbacks,Arizona,262544,0,0,17,60,16,256,Josh Rojas,116328,1,185,6,0.437,0.190969,0.283,0.267,0.071289,0.257,0.066049,0.18,0.0324,2B,0.4166666666666667,2,4,116328,568800,0.002,568800,0.0,0.0,0,0,568800,24650000,568800,25,0.8654487179487182,0.7490014833990801,1,11.664169066193322,13.251284157471169,13.251284157471169
TEX,6.0,2020,2021,2,2,62,3844,10,100,0.161,0.025921000000000003,0,2,4,1,1,37,35,Texas Rangers,Texas,21219111,3,9,24,59,22,484,Jeff Mathis,1111111,2,205,8,0.575,0.33062499999999995,0.4,0.367,0.134689,0.221,0.048841,0.355,0.126025,C,0.3728813559322034,9,81,1111111,3000000,0.017,3000000,0.0,0.0,1,1,3125000,55750000,6250000,22,0.48,0.2304,0,13.920870973622096,14.914122846632385,14.914122846632385
KC,6.4,2020,2026,1,0,59,3481,10,100,0.17,0.028900000000000006,0,2,3,1,1,27,27,Kansas City Royals,Missouri,8057334,1,1,35,59,16,256,Bubba Starling,210463,4,215,9,0.456,0.207936,0.583,0.267,0.071289,0.219,0.047961,0.237,0.056169,CF,0.423728813559322,5,25,210463,568250,0.006,568250,0.0,0.0,0,0,568250,7550000,568250,25,0.8654487179487182,0.7490014833990801,2,12.257065144683374,13.250316741714789,13.250316741714789
CHC,6.0,2020,2025,1,0,51,2601,10,100,0.196,0.038416000000000006,0,2,4,1,1,28,28,Chicago Cubs,Illinois,758945,1,1,24,58,12,144,Ildemaro Vargas,66465,17,180,21,0.536,0.28729600000000005,0.4,0.2,0.04000000000000001,0.222,0.049284,0.314,0.098596,2B,0.5517241379310345,3,9,66465,572600,0.001,572600,0.0,0.0,1,1,572600,2650000,572600,32,0.8654487179487182,0.7490014833990801,3,11.104430772301699,13.257942671646152,13.257942671646152
PIT,6.1,2020,2021,1,0,67,4489,10,100,0.149,0.022201,0,2,3,2,4,28,28,Pittsburgh Pirates,Pennsylvania,1884855,1,1,23,59,19,361,J.T. Riddle,314815,9,180,17,0.398,0.15840400000000002,0.383,0.317,0.10048900000000001,0.174,0.030275999999999997,0.224,0.050176000000000005,SS,0.3220338983050847,1,1,314815,850000,0.012,850000,0.0,0.0,0,0,850000,3900000,850000,19,0.8654487179487182,0.7490014833990801,5,12.659740443691337,13.652991628466498,13.652991628466498
ARI,6.2,2020,0,1,1,37,1369,10,100,0.27,0.0729,0,1,4,0,0,24,23,Arizona Diamondbacks,Arizona,5072370,1,1,12,60,11,121,Pavin Smith,56070,1,210,6,0.746,0.556516,0.2,0.183,0.033489,0.341,0.11628100000000002,0.405,0.16402500000000003,1B,0.4166666666666667,4,16,56070,563500,0.001,563500,0.0,0.0,1,1,563500,24650000,563500,25,0.23,0.0529,1,10.934356189117718,13.241922612461968,13.241922612461968
MIA,6.2,2020,2025,1,0,44,1936,10,100,0.227,0.051529000000000005,0,2,6,3,9,28,28,Miami Marlins,Florida,1365198,1,1,15,60,13,169,Chad Wallach,208703,2,246,3,0.64,0.4096,0.25,0.217,0.047089,0.277,0.07672900000000002,0.364,0.132496,C,0.5166666666666667,6,36,208704,563500,0.006,563500,0.0,0.0,0,0,563500,25350000,563500,31,0.17,0.028900000000000006,2,12.248672259148991,13.241922612461968,13.241922612461968
BAL,6.0,2020,0,1,1,30,900,10,100,0.333,0.11088900000000002,0,1,2,2,4,26,25,Baltimore Orioles,Maryland,50864,1,1,15,62,7,49,Ramon Urias,50864,7,190,14,0.894,0.7992360000000001,0.132,0.061,0.003721,0.394,0.155236,0.5,0.25,2B,0.4354838709677419,3,9,50864,575000,0.002,575000,0.0,0.0,0,0,575000,3800000,575000,27,0.22,0.0484,3,10.836910683150585,13.262125319779487,13.262125319779487
LAA,6.2,2020,2026,1,1,48,2304,10,100,0.208,0.043264,0,5,3,1,1,30,29,Los Angeles Angels,California,450380,3,9,21,60,15,225,Anthony Bemboom,137060,1,200,10,0.744,0.553536,0.35,0.25,0.0625,0.328,0.10758400000000001,0.417,0.173889,C,0.4333333333333333,5,25,137060,563500,0.002,563500,0.0,0.0,0,0,563500,260850000,563500,26,0.41,0.16809999999999997,1,11.828174065139814,13.241922612461968,13.241922612461968
MIL,6.0,2020,2022,1,2,39,1521,9,81,0.231,0.053361000000000006,0,1,9,1,1,33,31,Milwaukee Brewers,Wisconsin,4082762,2,4,15,60,12,144,Manuel Pina,685185,1,222,7,0.744,0.553536,0.25,0.2,0.04000000000000001,0.333,0.11088900000000002,0.41,0.16809999999999997,C,0.4833333333333333,5,25,685185,1850000,0.017,1850000,0.0,0.0,0,0,1750000,49875000,1750000,29,0.62,0.3844,0,13.437444153773917,14.430696197054507,14.430696197054507
NYY,6.066556291390728,2020,2021,1,1,28,784,9,81,0.321,0.10304100000000001,0,2,2,2,4,40,39,New York Yankees,New York,4282265,0,0,18,60,9,81,Erik Kratz,281923,40,250,56,0.76,0.5776,0.3,0.15,0.0225,0.367,0.134689,0.393,0.154449,C,0.55,4,16,281924,1000000,0.003,1000000,0.0,0.0,0,0,1000000,336500000,1000000,33,0.37,0.1369,27,12.549392810051545,13.815510557964274,13.815510557964274
MIL,6.0,2020,2022,1,1,45,2025,9,81,0.2,0.04000000000000001,0,1,9,1,1,30,29,Milwaukee Brewers,Wisconsin,2848730,2,4,26,60,15,225,Jace Peterson,115255,1,215,7,0.749,0.561001,0.433,0.25,0.0625,0.393,0.154449,0.356,0.126736,3B,0.4833333333333333,5,25,115255,563500,0.003,563500,0.0,0.0,0,0,563500,49875000,563500,29,0.34,0.11560000000000002,0,11.654902343865778,13.241922612461968,13.241922612461968
TEX,6.2,2020,0,1,1,48,2304,9,81,0.188,0.035344,0,2,4,2,4,26,25,Texas Rangers,Texas,184105,0,0,19,59,15,225,Eli White,84105,2,175,8,0.46,0.2116,0.317,0.25,0.0625,0.231,0.053361000000000006,0.229,0.052441,SS,0.3728813559322034,3,9,84105,563500,0.001,563500,0.0,0.0,0,0,563500,55750000,563500,22,0.8654487179487182,0.7490014833990801,0,11.339821297225882,13.241922612461968,13.241922612461968
MIL,6.2,2020,2026,1,1,48,2304,9,81,0.188,0.035344,0,1,9,1,1,25,24,Milwaukee Brewers,Wisconsin,689959,4,16,20,60,16,256,Jacob Nottingham,115255,1,220,7,0.736,0.541696,0.333,0.267,0.071289,0.278,0.07728400000000002,0.458,0.209764,C,0.4833333333333333,13,169,115255,563500,0.003,563500,0.0,0.0,0,0,563500,49875000,563500,29,0.46,0.2116,0,11.654902343865778,13.241922612461968,13.241922612461968
MIL,6.0,2020,2026,1,1,38,1444,9,81,0.237,0.056169,0,1,9,4,16,26,25,Milwaukee Brewers,Wisconsin,899882,2,4,22,60,8,64,Tyrone Taylor,81250,1,194,7,0.793,0.6288490000000001,0.367,0.133,0.017689000000000003,0.293,0.085849,0.5,0.25,CF,0.4833333333333333,6,36,81250,565300,0.002,565300,0.0,0.0,0,0,565300,49875000,565300,29,0.17,0.028900000000000006,0,11.305286100191983,13.245111842663382,13.245111842663382
TOR,5.8,2020,0,1,0,24,576,9,81,0.375,0.140625,0,1,3,2,4,21,21,Toronto Blue Jays,Toronto,49840,1,1,9,61,7,49,Alejandro Kirk,49840,2,265,8,0.983,0.966289,0.15,0.117,0.013689000000000002,0.4,0.16000000000000003,0.583,0.33988899999999994,C,0.5245901639344263,3,9,49840,563500,0.001,563500,0.0,0.0,0,0,563500,108000000,563500,32,0.23,0.0529,2,10.816573153461334,13.241922612461968,13.241922612461968
MIA,6.3,2020,0,1,0,47,2209,8,64,0.17,0.028900000000000006,0,2,6,1,1,24,24,Miami Marlins,Florida,2473370,1,1,32,60,12,144,Monte Harrison,118370,2,225,3,0.491,0.241081,0.533,0.2,0.04000000000000001,0.235,0.055224999999999996,0.255,0.065025,CF,0.5166666666666667,3,9,118370,563500,0.003,563500,0.0,0.0,0,0,563500,25350000,563500,31,0.8654487179487182,0.7490014833990801,2,11.68157059094794,13.241922612461968,13.241922612461968
CIN,6.4,2020,2026,1,1,47,2209,8,64,0.17,0.028900000000000006,0,2,4,1,1,26,25,Cincinnati Reds,Ohio,442080,2,4,23,59,14,196,Aristides Aquino,124600,10,220,16,0.623,0.388129,0.383,0.233,0.054289000000000004,0.304,0.092416,0.319,0.101761,RF,0.5254237288135594,8,64,124600,563500,0.002,563500,0.0,0.0,0,0,563500,144825000,563500,31,0.8654487179487182,0.7490014833990801,5,11.73286388533549,13.241922612461968,13.241922612461968
KC,6.3,2020,2024,1,0,38,1444,8,64,0.211,0.044521,0,2,3,3,9,25,25,Kansas City Royals,Missouri,2028118,2,4,16,59,9,81,Franchy Cordero,211518,4,175,9,0.733,0.537289,0.267,0.15,0.0225,0.286,0.08179599999999998,0.447,0.19980900000000001,CF,0.423728813559322,7,49,211519,571100,0.006,571100,0.0,0.0,0,0,571100,7550000,571100,25,0.8654487179487182,0.7490014833990801,2,12.262070107948958,13.255319604652954,13.255319604652954
BOS,5.9,2020,2025,1,1,52,2704,8,64,0.154,0.023716,0,1,8,1,1,26,25,Boston Red Sox,Massachusetts,2954902,0,0,26,60,13,169,Tzu-Wei Lin,211111,14,155,24,0.355,0.126025,0.433,0.217,0.047089,0.182,0.033124,0.173,0.029928999999999997,SS,0.4,3,9,211111,570000,0.003,570000,0.0,0.0,0,0,570000,19100000,570000,24,0.8654487179487182,0.7490014833990801,9,12.260139340484521,13.253391639810733,13.253391639810733
OAK,6.4,2020,0,1,1,38,1444,8,64,0.211,0.044521,0,5,2,0,0,25,24,Oakland Athletics,California,498725,0,0,13,60,12,144,Jonah Heim,109025,15,220,29,0.479,0.22944099999999998,0.217,0.2,0.04000000000000001,0.268,0.07182400000000001,0.211,0.044521,C,0.6,5,25,109025,563500,0.003,563500,0.0,0.0,0,0,563500,7500000,563500,36,0.08,0.0064,9,11.599332492710968,13.241922612461968,13.241922612461968
NYM,6.0,2020,2025,1,1,24,576,7,49,0.292,0.08526399999999999,0,2,5,1,1,26,25,New York Mets,New York,1238355,2,4,7,60,7,49,Tomas Nido,213639,5,210,9,0.929,0.8630410000000001,0.117,0.117,0.013689000000000002,0.346,0.11971599999999999,0.583,0.33988899999999994,C,0.4333333333333333,6,36,213639,576826,0.003,576826,0.0,0.0,0,0,576826,26300000,576826,26,0.16,0.0256,2,12.272042953671361,13.26529594021991,13.26529594021991
TOR,6.3,2020,2025,1,0,31,961,7,49,0.226,0.051076,0,1,3,2,4,26,26,Toronto Blue Jays,Toronto,2435273,1,1,16,61,11,121,Derek Fisher,214667,2,215,8,0.811,0.6577210000000001,0.267,0.183,0.033489,0.359,0.128881,0.452,0.204304,RF,0.5245901639344263,7,49,214667,579600,0.004,579600,0.0,0.0,1,1,579600,108000000,579600,32,0.8654487179487182,0.7490014833990801,2,12.276843269212206,13.270093489428664,13.270093489428664
TOR,5.8,2020,2025,1,1,27,729,7,49,0.259,0.067081,0,1,3,2,4,28,27,Toronto Blue Jays,Toronto,389843,1,1,13,61,9,81,Jonathan Davis,66045,2,190,8,0.808,0.6528640000000001,0.217,0.15,0.0225,0.364,0.132496,0.444,0.197136,CF,0.5245901639344263,6,36,66045,569000,0.001,569000,0.0,0.0,0,0,569000,108000000,569000,32,0.36,0.1296,2,11.098091606857963,13.251635713108469,13.251635713108469
BAL,6.3,2020,2023,7,5,52,2704,6,36,0.115,0.013225,0,1,2,3,9,34,29,Baltimore Orioles,Maryland,101931522,0,0,16,62,13,169,Chris Davis,6296296,7,245,14,0.337,0.11356900000000002,0.267,0.217,0.047089,0.164,0.026896000000000003,0.173,0.029928999999999997,1B,0.4354838709677419,1,1,7801986,17000000,0.332,21065362,0.0,0.0,0,0,23000000,3800000,161000000,27,0.8654487179487182,0.7490014833990801,3,15.86988887463544,16.64872390202049,16.863140638151464
MIL,6.2,2020,2023,5,3,18,324,6,36,0.333,0.11088900000000002,0,1,9,1,1,34,31,Milwaukee Brewers,Wisconsin,54830580,0,0,5,60,5,25,Lorenzo Cain,5555555,1,214,7,0.817,0.6674889999999999,0.083,0.083,0.006889000000000001,0.429,0.18404099999999998,0.389,0.151321,CF,0.4833333333333333,2,4,5555556,16000000,0.134,15000000,0.0,0.0,0,0,16000000,49875000,80000000,29,0.23,0.0529,0,15.530309066056198,16.588099280204055,16.523560759066484
STL,6.1,2020,2026,1,1,35,1225,6,36,0.171,0.029241000000000003,0,2,2,1,1,28,27,St. Louis Cardinals,Missouri,492782,1,1,13,58,10,100,Rangel Ravelo,209630,23,235,30,0.53,0.28090000000000004,0.224,0.172,0.029583999999999996,0.244,0.059536,0.286,0.08179599999999998,1B,0.5172413793103449,6,36,209630,566000,0.003,566000,0.0,0.0,0,0,566000,7000000,566000,30,0.8654487179487182,0.7490014833990801,11,12.253099350957928,13.24634935718532,13.24634935718532
WSH,6.2,2020,2025,1,1,17,289,6,36,0.353,0.12460899999999998,0,1,10,1,1,26,25,Washington Nationals,Washington DC,281354,0,0,7,62,3,9,Jake Noll,43610,1,215,6,0.765,0.585225,0.117,0.05,0.0025000000000000005,0.353,0.12460899999999998,0.412,0.16974399999999998,2B,0.4193548387096774,0,0,43610,563500,0.001,563500,0.0,0.0,0,0,563500,316750000,563500,26,0.8654487179487182,0.7490014833990801,1,10.683041760836812,13.241922612461968,13.241922612461968
PIT,6.1,2020,2026,1,0,28,784,6,36,0.214,0.045795999999999996,0,2,3,0,0,25,25,Pittsburgh Pirates,Pennsylvania,1608311,2,4,18,59,10,100,Anthony Alford,84591,9,210,17,0.741,0.549081,0.3,0.167,0.027889000000000004,0.241,0.058080999999999994,0.5,0.25,OF,0.3220338983050847,7,49,84591,566800,0.003,566800,0.0,0.0,1,1,566800,3900000,566800,19,0.8654487179487182,0.7490014833990801,5,11.34558315695652,13.247761786798662,13.247761786798662
MIN,6.3,2020,0,1,0,19,361,6,36,0.316,0.099856,0,1,7,2,4,25,25,Minnesota Twins,Minnesota,2010060,1,1,7,60,7,49,Brent Rooker,74760,6,215,17,0.96,0.9216,0.117,0.117,0.013689000000000002,0.381,0.145161,0.579,0.33524099999999996,OF,0.6,5,25,74760,563500,0.001,563500,0.0,0.0,0,0,563500,134000000,563500,36,0.01,0.0001,3,11.2220382615695,13.241922612461968,13.241922612461968
SF,6.2,2020,2025,1,0,34,1156,6,36,0.177,0.031328999999999996,0,5,3,2,4,26,26,San Francisco Giants,California,1053226,0,0,21,60,10,100,Steven Duggar,87220,23,189,26,0.458,0.209764,0.35,0.167,0.027889000000000004,0.222,0.049284,0.235,0.055224999999999996,CF,0.4833333333333333,3,9,87220,563500,0.001,563500,0.0,0.0,0,0,563500,18250000,563500,29,0.8654487179487182,0.7490014833990801,8,11.376188941396757,13.241922612461968,13.241922612461968
ARI,6.0,2020,0,1,0,27,729,6,36,0.222,0.049284,0,1,4,0,0,26,26,Arizona Diamondbacks,Arizona,812130,2,4,9,60,8,64,Wyatt Mathisen,68530,1,217,6,0.808,0.6528640000000001,0.15,0.133,0.017689000000000003,0.364,0.132496,0.444,0.197136,3B,0.4166666666666667,5,25,68530,563500,0.001,563500,0.0,0.0,0,0,563500,24650000,563500,25,0.17,0.028900000000000006,1,11.135026884579869,13.241922612461968,13.241922612461968
NYM,6.066556291390728,2020,2021,4,3,31,961,5,25,0.161,0.025921000000000003,0,2,5,1,1,34,31,New York Mets,New York,130143503,2,4,8,60,8,64,Yoenis Cespedes,331675,5,220,9,0.622,0.386884,0.133,0.133,0.017689000000000003,0.235,0.055224999999999996,0.387,0.149769,CF,0.4333333333333333,4,16,331675,6000000,0.004,6000000,0.0,0.0,0,0,27500000,26300000,110000000,26,0.8654487179487182,0.7490014833990801,2,12.711910852785117,15.60727002719233,15.60727002719233
BAL,6.0,2020,2021,1,0,31,961,5,25,0.161,0.025921000000000003,0,1,2,1,1,32,32,Baltimore Orioles,Maryland,3696599,0,0,21,62,8,64,Bryan Holaday,184355,7,215,14,0.406,0.164836,0.35,0.133,0.017689000000000003,0.212,0.044944,0.194,0.037636,C,0.4354838709677419,4,16,184356,575000,0.008,575000,0.0,0.0,0,0,575000,3800000,575000,27,0.8654487179487182,0.7490014833990801,3,12.12462394991866,13.262125319779487,13.262125319779487
