Jugador,Y,X
Dioner Navarro,426.30699116876485,-0.5102568297730847
Don Kelly,172.28862257789103,0.7576767609436587
Doug Fister,-1581.0985015440913,0.64300361626761
Drew Pomeranz,1245.4992878845999,0.7181018099703265
Dustin McGowan,328.36386009548846,0.6869132393447492
Edinson Volquez,226.01539697160297,0.7641013883490977
Edinson Volquez,535.9881579080788,0.6998335013020043
Edwin Jackson,294.4814337568388,-0.5351261274732456
Edwin Jackson,-3131.7039842277645,-0.5102568297730847
Edwin Jackson,285.56813734807565,0.7777777777777778
Endy Chavez,-575.5639609802863,0.7457440977032666
Endy Chavez,1.542871544372474,-0.5880030607499447
Eric Chavez,410.5286696222738,0.7354404039744853
Eric Fryer,1.9839164624755767,-0.5159715328022141
Eric O'Flaherty,95.30843701872186,0.7012809351157462
Eric Young Jr.,-6.707958319433828,0.7435018702437142
Ervin Santana,-1069.9135171599892,-0.6282596204870265
Fernando Abad,1.9839164624755767,0.6825396825396826
Fernando Rodney,-689.1863584706807,0.7166528424781935
Fernando Rodney,-48.632655412130134,0.6869132393447492
Fernando Rodney,419.7902349756241,0.7576767609436587
Francisco Cervelli,680.0950067878509,0.7761987323164664
Francisco Liriano,-1575.0776372047817,0.7761987323164664
Francisco Rodriguez,403.46311306384223,0.6815940677933081
Francisco Rodriguez,71.67027220935711,-0.6575378065770738
Franklin Gutierrez,15.346302835407187,0.7166528424781935
Franklin Gutierrez,918.3049097425076,-0.6249879440216803
Freddy Galvis,-828.1755348111708,-0.5982984655147817
Garrett Richards,373.7404980441929,-0.5474647291778755
Gavin Floyd,-1077.1754910679556,-0.6282596204870265
Geovany Soto,-478.95794520957475,0.731269589289021
Geovany Soto,468.4153826528068,-0.6180581238982145
Gio Gonzalez,714.645699714933,0.7181018099703265
Gordon Beckham,-324.1903490804516,-0.6180581238982145
Greg Holland,-3024.270838713395,0.718749150033873
Greg Holland,1179.4447567206157,0.6507936507936508
Heath Bell,508.92863391300125,-0.5925552556935482
Hector Rondon,-459.24441285841203,0.7835779665318767
Hiroki Kuroda,741.6764136479374,0.7354404039744853
Hiroki Kuroda,102.35889556606708,-0.6580256246087499
Hisashi Iwakuma,1143.7900069654593,-0.5880030607499447
Howie Kendrick,-1561.2265682806296,-0.669910641989637
Howie Kendrick,247.62740376417855,0.6507936507936508
Ian Desmond,-31.44225482119282,0.7681550050616361
Ichiro Suzuki,-836.9546318018911,-0.6580256246087499
Ivan Nova,-1758.887419158999,0.5964490067914808
J.A. Happ,-1402.262734214924,0.7973722274670736
J.A. Happ,884.7372916430145,0.7191645308182011
J.P. Arencibia,-673.6426968497667,-0.5384072800259824
J.P. Howell,688.2965430987713,-0.6730916042023134
Jake Diekman,152.56361660037965,0.7730028489344021
Jake McGee,653.1625552751973,0.8437205738748231
Jake McGee,-1979.6582412120724,0.7471828481629895
James Loney,221.81944833275156,0.7149635231997314
James Loney,-990.1273583533708,-0.6049691350151573
James McCann,1241.2538083011955,-0.5855287489562031
Jamey Wright,-7.449632045241856,-0.62919432566738
Jamey Wright,412.1960088783775,0.7149635231997314
Jared Hughes,-904.8627567596236,-0.5344799625265383
Jared Hughes,736.1536863193471,0.689612821532053
Jarrod Dyson,-564.0903866624863,0.6680590795417206
Jarrod Dyson,-216.2126346036614,0.7637626158259734
Jarrod Saltalamacchia,-1863.6644486935988,0.6612573143246843
Jason Castro,-797.8900957714836,0.7892723355548015
Jason Castro,-387.3622175034993,0.6645087922452757
Jason Grilli,499.033723138853,0.7475494218453228
Jason Hammel,587.1456092837916,0.7012809351157462
Jason Hammel,-856.6926360500311,0.7468016390580665
Jason Motte,107.69469490515894,0.7468016390580665
Jason Vargas,-286.6490174155433,0.7189919092234188
Jed Lowrie,-22.776959671507484,0.6583132261787437
Jeff Baker,-73.46704320746699,0.731269589289021
Jeff Francoeur,-7.315687168397972,-0.6059516443447046
Jeff Mathis,185.59771549655693,0.6869132393447492
Jerry Blevins,89.89542075724376,0.7267939630472261
Jesse Chavez,-1418.9482910952895,-0.6329579698386723
Jesse Chavez,787.0619166167792,0.7299546951299288
Jhoulys Chacin,276.50230562786965,-0.5811615645428679
Jhoulys Chacin,-2067.1045589025134,0.7650776573310378
Jhoulys Chacin,1681.1841441879544,-0.5552856538804167
Jim Johnson,1044.8691466118453,-0.669910641989637
Jim Johnson,61.86887146540971,0.7332355751067665
Joakim Soria,-186.47035828353728,0.6584277920880522
Joakim Soria,-744.5975639255789,0.7730028489344021
Joakim Soria,1285.9734127104232,0.731269589289021
Joaquin Benoit,258.84245719988076,-0.6059516443447046
Joba Chamberlain,-1091.326685431073,0.7332355751067665
Joe Blanton,-22.23303159986108,-0.669910641989637
Joe Blanton,-624.602658256239,-0.6171340205927054
Joe Nathan,127.27345673573336,0.7473414483942741
Joe Nathan,-2452.633244524283,0.7332355751067665
Joe Smith,296.4059591118976,0.780189497605494
John Axford,529.8792853592306,-0.5569574694415405
Jon Jay,-914.8574488604131,0.7112670960473303
Jon Lester,-3360.5736094364784,0.7468016390580665
Jonathan Broxton,-99.42716767881666,0.7179581586177382
Jonathan Broxton,-15.705203328761854,0.7737993487324512
Jonathan Lucroy,-1880.839425849161,0.7730028489344021
Jonathan Schoop,-395.2915572137081,-0.5325605756038618
Jonathan Schoop,-292.24931629678304,0.7895928001973276
Jonny Gomes,1325.268344515856,0.7490955443281835
Jonny Gomes,-1342.3863721466644,0.7333348921295317
Jordan Lyles,1420.0916284282018,0.7181018099703265
Jordan Lyles,574.6238882965256,0.7650776573310378
Jose Bautista,-3694.1242303888107,-0.6172627103739834
Jose Iglesias,-858.787286702058,-0.5657101427946736
Jose Molina,84.76527771907922,0.7071067811865476
Jose Reyes,-2678.457739209836,-0.5925552556935482
Jose Reyes,711.7947902445823,0.7267939630472261
Jose Veras,-710.4372760675187,0.7576767609436587
Josh Donaldson,-248.34809620476517,0.7761987323164664
Juan Nicasio,1050.8390704383946,0.6280608041514294
Justin Morneau,-1277.8735767152273,-0.548644671390174
Justin Turner,-309.5970904897931,0.7608861612721803
Justin Turner,2668.897698964196,-0.6846339528025961
Justin Wilson,-605.4500154723144,0.7100860558507381
Kelly Johnson,164.90462429162926,0.7149635231997314
Kelly Johnson,766.7097804896125,0.7435018702437142
Kelly Johnson,-1025.945142722583,0.7698003589195009
Kendrys Morales,-827.0537524004203,0.7166528424781935
Kendrys Morales,445.85669145026077,0.7641013883490977
Koji Uehara,224.88672587355995,0.7333348921295317
Kurt Suzuki,-613.5344429829975,-0.5472425347902269
Kurt Suzuki,729.066491836584,-0.5725910465198216
Kurt Suzuki,-828.1755348111708,0.738095238095238
LaTroy Hawkins,-803.1307126509855,0.704165741445523
LaTroy Hawkins,526.2722048323155,-0.6143765627745602
Lance Lynn,-452.44737281071093,0.7741477936573529
Luke Gregerson,-307.72899827525043,0.6583132261787437
Lyle Overbay,104.4860843353656,-0.6580256246087499
Manny Parra,434.49274349555344,0.7179581586177382
Marcell Ozuna,-321.2477428899797,0.7515257485572661
Mark Ellis,733.654813988054,-0.62919432566738
Mark Lowe,1730.1619834131116,0.760026151887417
Mark Lowe,6.762601186721895,-0.6171340205927054
Mark Melancon,-1924.1067254581592,-0.4853408919066333
Mark Reynolds,758.0479938006597,-0.6580256246087499
Mark Reynolds,-0.8594583804506328,-0.6575378065770738
Marlon Byrd,2123.668008006783,0.7475494218453228
Martin Maldonado,286.4831086197919,0.8114093252900795
Martin Perez,516.8833995744603,0.7895928001973276
Marwin Gonzalez,-2807.2609823769735,0.7895928001973276
Mat Latos,-4.778684724246318,0.6766949724129284
Matt Adams,-293.94204938912594,-0.6871121829501663
Matt Albers,193.1033053579181,-0.6180581238982145
Matt Albers,139.43801056252642,0.6343228113692201
Matt Albers,-295.22871070630777,-0.5325287151187511
Matt Belisle,317.45478806065535,0.7506654835847382
Matt Belisle,-812.4270254165367,0.7905694150420948
Matt Joyce,1288.51947237059,0.6280608041514294
Matt Joyce,-1059.6027883029024,-0.5976826151554655
Melky Cabrera,804.7350286011651,-0.601018954837826
Michael Brantley,-98.10754619221962,0.8114093252900795
Michael Fiers,-641.6255143437847,0.7730028489344021
Michael Fiers,-22.148879366915935,0.7730028489344021
Michael Wacha,-188.73166019473638,-0.5828274960374882
Miguel Gonzalez,1506.5356639875035,0.6343228113692201
Mike Minor,-339.10770497999965,-0.5384072800259824
Mike Morse,-790.6704225010037,0.6638581648420119
Mike Moustakas,-148.32797021193664,0.7650776573310378
Mike Moustakas,811.023427262744,0.7181018099703265
Mike Napoli,390.78906419607574,0.7333348921295317
Mike Napoli,-1703.9780918380602,-0.5367709004247088
Mike Pelfrey,496.28495849584897,-0.5472425347902269
Mike Pelfrey,352.00864047200275,-0.5159715328022141
Mitch Moreland,181.99412131350027,0.7030942780210974
Mitch Moreland,-1029.941447437745,0.816496580927726
Mitch Moreland,-110.38762556821007,0.7892723355548015
Nate McLouth,867.0251707189962,0.6815940677933081
Neil Walker,-621.1600856405207,0.7741477936573529
Nelson Cruz,-228.55615522104108,0.7895928001973276
Nelson Cruz,-201.91231008142677,-0.6249879440216803
Nelson Cruz,1027.9821626760067,0.7698003589195009
Nick Hundley,-395.6693733461168,-0.5569574694415405
Nick Hundley,155.15913797312282,-0.4853408919066333
Nick Markakis,-1487.2790419314629,-0.5233840034595245
Oliver Perez,425.08890605048396,-0.5246505481509285
Omar Infante,802.2861362308136,0.7169414512155049
Pat Neshek,383.60107387955486,0.6583132261787437
Pat Neshek,1437.7585881210464,-0.699236550944064
Pedro Alvarez,-1104.8805091843526,0.7100332503077386
Peter Moylan,32.56235207837267,-0.6730916042023134
Rafael Furcal,-768.1867572414826,-0.6871121829501663
Rajai Davis,183.18187584616453,0.7332355751067665
Ramon Santiago,-452.2214157438309,0.7169414512155049
Raul Ibanez,649.124364272833,0.7354404039744853
Raul Ibanez,-1032.0138180963163,-0.5880030607499447
Reed Johnson,-0.6077288489641433,0.6612573143246843
Reed Johnson,-294.3689159271437,0.7634547286930955
Reed Johnson,199.226573905931,-0.4716010093357299
Rene Rivera,980.8915697849612,0.7267939630472261
Rich Hill,5.219729642349421,-0.6502841466721764
Rich Hill,-1023.4238677969443,0.7598853483087152
Rich Hill,1139.3672434999553,-0.669910641989637
Rich Hill,1840.9660632889504,-0.593354658189714
Rich Hill,-1129.6094326835278,0.7608861612721803
Robbie Grossman,900.9514539243,0.7730028489344021
Robinson Chirinos,-15.069148350351043,0.8114093252900795
Ronny Cedeno,-410.03989520885557,-0.6143765627745602
Ross Detwiler,-2.6431698643511936,-0.5233840034595245
Ross Ohlendorf,6.762601186721895,0.6825396825396826
Ross Ohlendorf,188.64349774270113,0.7034682677932879
Russell Martin,-124.66674043197509,0.7475494218453228
Ryan Ludwick,-175.18410162831947,0.7737993487324512
Ryan Tepera,358.75219878902703,0.6910061143008547
Ryan Vogelsong,-253.77509781281879,0.6638581648420119
Ryan Vogelsong,-230.35714318583928,-0.6409665039853908
Scott Baker,-1459.4879381082512,-0.5102568297730847
Scott Feldman,-1884.9770493662766,-0.5325287151187511
Scott Feldman,1064.2855185060803,0.6815940677933081
Scott Hairston,565.8913237036058,-0.6143765627745602
Scott Kazmir,563.1395656365244,0.7012809351157462
Sean Rodriguez,727.4538934351262,0.6280608041514294
Sergio Romo,-179.0237142296694,-0.6285393610547088
Sergio Romo,602.2732030462998,0.7895928001973276
Sergio Romo,-808.8114336003798,0.7598853483087152
Sergio Romo,-14.297040154203842,0.7071067811865476
Sergio Romo,-797.9959649929149,-0.6409665039853908
Shawn Kelley,-529.5402204100733,0.7506654835847382
Stephen Drew,-1626.3996772946812,-0.6502841466721764
Stephen Drew,606.7482026237622,0.7333348921295317
Stephen Drew,-550.5399294340696,-0.6776918635904803
Stephen Drew,126.66052937940435,0.7506654835847382
Steve Cishek,-1839.2170718761195,0.7299546951299288
Steve Cishek,468.28375988486414,0.7166528424781935
Steven Pearce,312.8077883856681,0.7100332503077386
Taijuan Walker,1602.6839207971354,0.6902264647495104
Todd Frazier,-1023.1935353088838,-0.6392837207248802
Tom Gorzelanny,-719.26686530201,-0.5933877766671153
Tommy Hunter,-2172.2984595056737,0.6941056083938045
Tony Barnette,-29.3784768902849,0.7681550050616361
Tony Sipp,1846.1857929312998,-0.5325287151187511
Tony Watson,-793.8453928895698,-0.5535919548310037
Torii Hunter,-271.3214974086791,0.7576767609436587
Travis d'Arnaud,2127.161003900629,0.758931998689661
Trevor Cahill,1816.576365276923,0.7730028489344021
Trevor Cahill,-799.5828357539478,0.7984359711335656
Trevor Cahill,-1857.6899834713147,-0.5732004472203629
Trevor Cahill,1428.7659606819593,0.7468016390580665
Trevor Cahill,-118.94099612313948,0.6462848622232977
Tyler Clippard,-927.4550906836607,-0.6543231786390844
Tyler Clippard,-367.3617095597624,0.7598853483087152
Wade Miley,204.3275378823514,0.8114093252900795
Welington Castillo,220.93834698788442,0.6014065304058601
Wil Nieves,170.10230450552763,0.6599120175960898
Wil Nieves,5.467284796616013,0.7698003589195009
Wil Nieves,-7.02358044871346,0.6599120175960898
Willie Bloomquist,292.760018019319,0.6599120175960898
Wilmer Flores,-221.3594986412927,0.6925002653786128
Wilson Ramos,763.1917272718156,-0.6285393610547088
Yasmani Grandal,253.18344784421788,0.7181018099703265
Yovani Gallardo,-1612.5831446129037,0.7100332503077386
Yusmeiro Petit,-202.27213829983316,0.7730028489344021
Yusmeiro Petit,262.93189521161,0.7506654835847382
Zach Duke,-275.658921203353,0.7777777777777778
Zach Duke,1281.8641766859232,-0.6575378065770738
Zach Duke,231.39975180034753,0.7179581586177382
Zack Greinke,1494.4948350370605,-0.6730916042023134
