Acronimo_t,Acronimo_t_1,Agente libre,Altura_t,Altura_t_1,Anio,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_inicio_de_contrato_t,Anio_inicio_de_contrato_t_1,Anios_de_contrato_t,Anios_de_contrato_t_1,Bateos_pitcher_2_t,Bateos_pitcher_2_t_1,Bateos_pitcher_t,Bateos_pitcher_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_2_t,Carreras_2_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Carreras_t,Carreras_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Edad_t_1,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_iniciados_2_t,Juegos_iniciados_2_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
LAD,COL,Si,6.4,6.4,2015,2016,2015,2015,2010,1,4,37636,1936,194,44,0,0,8,6,5,1,6724,324,5776,196,76,14,82,18,6.359168241965974,4.976331360946745,2.5217391304347827,2.230769230769231,0.0008035986362201978,0.001112822487232008,0.028347815369445983,0.03335899409802412,0.00511021892673865,0.005537773442379402,0.07148579527947248,0.07441621760328458,14.3641,8.468100000000002,3.79,2.91,26,21,27,26,Los Angeles Dodgers,Colorado Rockies,California,34250000,20350000,32508.090000000004,1874.8899999999996,180.3,43.3,961,64,961,64,31,8,31,8,161,161,Brett Anderson,81,9,9,3,25,1,230,230,29,3,SP,SP,0.5652173913043478,0.4099378881987577,0,0,0,0,13456,841,116,29,12400000,6000000,10000000,8000000,12400000,8000000,2352.25,0.0,48.5,0.0,61257500,31250000,10000000,12500000,91,66,2.5281000000000002,1.0201,1.59,1.01,1.7689000000000001,1.7424000000000002,1.33,1.32,6,0,2116,169,46,13,100,1,10,1,16.333207030575267,16.11809565095832,16.333207030575267
NYY,NYY,No,6.6,6.6,2015,2016,2016,2009,2009,7,7,35344,3364,188,58,1285714,1285714,7,9,2,2,8464,961,7744,729,88,27,92,31,7.507600000000001,23.04,2.74,4.8,0.0011027145572775942,0.0005834441877290019,0.03320714617785747,0.024154589371980676,0.008278739810217267,0.013442554085276203,0.09098758052732948,0.11594202898550725,22.372900000000005,27.878400000000003,4.73,5.28,28,28,34,33,New York Yankees,New York Yankees,New York,196285714,173285714,27989.290000000005,2116.0,167.3,46.0,841,64,841,64,29,8,29,8,161,162,C.C. Sabathia,100,16,10,4,40,40,300,300,51,50,SP,SP,0.5403726708074534,0.5185185185185185,0,0,0,0,18769,2304,137,48,24285714,24285714,23000000,23000000,24285714,24285714,33.5241,0.0,5.79,0.0,101500000,311500000,161000000,161000000,87,84,1.5376,0.3844,1.24,-0.62,2.0164,2.1904,1.42,1.48,27,27,2500,100,50,10,36,9,6,3,17.005398834194516,16.951004773893423,17.005398834194516
SD,KC,Si,6.3,6.3,2015,2019,2015,2015,2008,4,4,35721,50176,189,224,0,0,8,4,5,2,8649,9025,7744,6561,88,81,93,95,7.111111111111111,16.735537190082646,2.6666666666666665,4.090909090909091,0.001979216274337946,0.0004638404503852439,0.044488383588729606,0.021536955457660302,0.014074426839736504,0.007762619107686934,0.11863568956994562,0.0881057268722467,15.288100000000002,10.3041,3.91,3.21,33,26,33,32,San Diego Padres,Kansas City Royals,California,51094900,41094900,40925.29000000001,51529.0,202.3,227.0,1296,1156,1089,1156,33,34,36,34,161,162,James Shields,49,64,7,8,2,3,215,215,5,8,SP,SP,0.4596273291925465,0.5493827160493827,0,0,0,0,46656,32400,216,180,10000000,13500000,10000000,13500000,10000000,13500000,431.3929,6696.1489,20.77,81.83,80850000,66500000,75000000,11250000,74,89,4.7089,12.0409,2.17,3.47,1.7689000000000001,1.3923999999999999,1.33,1.18,0,1,6561,1936,81,44,169,196,13,14,16.11809565095832,16.11809565095832,16.11809565095832
STL,STL,No,6.6,6.6,2015,2016,2016,2010,2010,5,5,44944,42436,212,206,0,700000,3,5,2,2,5041,8836,4489,7056,67,84,71,94,10.90245639017444,12.175645088275239,3.30188679245283,3.4893617021276597,0.0007297157719400516,0.0006956332246268648,0.027013251783893986,0.026374859708193043,0.007955694380798888,0.00846978325466915,0.0891946992864424,0.0920314253647587,7.6729,14.5924,2.77,3.82,31,31,36,35,St. Louis Cardinals,St. Louis Cardinals,Missouri,121992500,121485000,47524.0,39204.0,218.0,198.0,1089,961,1089,961,33,31,33,31,160,161,John Lackey,100,100,10,10,23,23,235,235,28,27,SP,SP,0.625,0.5527950310559007,0,0,0,0,30625,26896,175,164,507500,5000000,507500,15250000,507500,16450000,6709.2481,192.09959999999998,81.91,13.86,7500000,59750000,82500000,82500000,100,89,31.922500000000003,0.1296,5.65,-0.36,1.4884,1.6384,1.22,1.28,11,11,2809,2209,53,47,169,196,13,14,13.137251989898079,13.137251989898079,13.137251989898079
CHC,OAK,Si,6.4,6.4,2015,2022,2015,2015,2009,6,5,33489,37636,183,194,5000000,0,13,5,2,5,6889,5776,5776,3600,76,60,83,76,19.397464916251693,21.006944444444443,4.404255319148936,4.583333333333333,0.0006489376546882,0.0005893012224938764,0.025474254742547425,0.024275527234107117,0.012587745389649019,0.012379418041972054,0.11219512195121951,0.11126283315632428,11.1556,6.0516,3.34,2.46,30,24,31,30,Chicago Cubs,Oakland Athletics,Illinois,74902403,44902403,42025.0,48268.09,205.0,219.7,1024,1024,1024,1024,32,32,32,32,161,162,Jon Lester,144,121,12,11,17,15,240,240,17,26,SP,SP,0.5962732919254659,0.5432098765432098,0,0,0,0,42849,48400,207,220,20000000,2512295,15000000,13000000,20000000,13050000,1488.4163999999998,7192.7361,38.58,84.81,190950000,32800000,155000000,30000000,96,88,7.507600000000001,8.0089,2.74,2.83,1.2544000000000002,1.2100000000000002,1.12,1.1,2,9,2209,2304,47,48,121,256,11,16,16.811242831518264,16.523560759066484,16.811242831518264
TEX,MIL,No,6.2,6.2,2015,2016,2016,2010,2010,5,5,37249,38025,193,195,0,250000,14,7,2,1,5776,7396,4900,5625,70,75,76,86,3.1663062283737022,7.310013717421125,1.7794117647058822,2.7037037037037037,0.001680668793068887,0.000973517879872761,0.04099596069210828,0.031201248049921994,0.00532151206732733,0.007116429056024615,0.07294869476095737,0.08435892991275207,11.696399999999999,12.320099999999998,3.42,3.51,23,23,29,28,Texas Rangers,Milwaukee Brewers,Texas,45423000,31423000,33966.490000000005,36979.29,184.3,192.3,1089,1089,1089,1024,33,32,33,33,161,162,Yovani Gallardo,121,121,11,11,2,1,205,205,7,4,RP,RP,0.5403726708074534,0.5061728395061729,0,0,0,0,14641,21316,121,146,14000000,11500000,14000000,11250000,14000000,11500000,4745.8321,1965.1489,68.89,44.33,13800000,57600000,30100000,30100000,87,82,15.4449,4.5796,3.93,2.14,2.0164,1.6641000000000001,1.42,1.29,0,0,4624,2916,68,54,169,64,13,8,16.454567887579532,16.454567887579532,16.454567887579532
