Equipo,Cantidad_agentes_libres,Valor_contrato_total,Acronimo,Victorias,Juegos totales,Playoffs,Pennants won,WS ganadas,Promedio_victorias,Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,WAR,TVS,Edad,Peso,Altura,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2,WAR_2,TVS_2,Agente libre
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Eduardo Rodriguez,SP,34,0.21,7,0,0,0,0.0,0.0,5.97,93.1,26,231,6.2,4300000,4325000,4325000,1156,0.04409999999999999,49,0,0,0,0.0,0.0,35.640899999999995,8667.609999999999,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Matt Barnes,RP,70,0.432,1,0,0,0,0.0,0.0,1.26,57.69,29,208,6.4,1600000,1600000,1600000,4900,0.18662399999999998,1,0,0,0,0.0,0.0,1.5876000000000001,3328.1360999999997,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Brian Johnson,RP,22,0.136,1,0,0,0,0.0,0.0,-0.14,0.0,28,235,0.0,575000,575000,575000,484,0.018496000000000002,1,0,0,0,0.0,0.0,0.019600000000000003,0.0,No
Boston Red Sox,1,68000000,BOS,83,161,24,14,9,0.515527950310559,Hector Velazquez,RP,34,0.21,1,0,0,0,0.0,0.0,-0.05,0.0,30,180,6.0,568500,568500,511379,1156,0.04409999999999999,1,0,0,0,0.0,0.0,0.0025000000000000005,0.0,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Ozzie Albies,2B,160,0.988,640,189,24,86,0.295,0.852,4.88,87.58,22,165,5.8,1000000,1000000,1000000,25600,0.976144,409600,35721,576,7396,0.08702499999999999,0.725904,23.8144,7670.256399999999,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Freddie Freeman,1B,159,0.982,597,176,38,121,0.295,0.938,3.72,85.82,29,220,6.5,21000000,21409375,21409375,25281,0.964324,356409,30976,1444,14641,0.08702499999999999,0.8798439999999998,13.838400000000002,7365.072399999999,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Ronald Acuna Jr.,LF,156,0.963,626,175,41,101,0.28,0.883,5.09,94.18,21,205,6.0,1000000,1000000,1000000,24336,0.9273689999999999,391876,30625,1681,10201,0.07840000000000001,0.779689,25.908099999999997,8869.872400000002,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Josh Donaldson,3B,157,0.969,549,142,37,94,0.259,0.9,5.42,77.88,33,210,6.1,23000000,23000000,23000000,24649,0.9389609999999999,301401,20164,1369,8836,0.067081,0.81,29.3764,6065.294399999999,Si
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Dansby Swanson,SS,128,0.79,483,121,17,65,0.251,0.748,0.91,53.01,25,190,6.1,585000,585000,585000,16384,0.6241000000000001,233289,14641,289,4225,0.063001,0.559504,0.8281000000000001,2810.0600999999997,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Nick Markakis,RF,116,0.716,414,118,9,62,0.285,0.776,0.77,39.67,35,210,0.0,4000000,4000000,4000000,13456,0.512656,171396,13924,81,3844,0.08122499999999999,0.602176,0.5929,1573.7089,Si
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Brian McCann,C,85,0.525,277,69,12,45,0.249,0.734,0.31,0.0,35,225,6.3,2000000,2000000,2000000,7225,0.275625,76729,4761,144,2025,0.062001,0.538756,0.0961,0.0,Si
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Billy Hamilton,CF,119,0.735,316,69,0,15,0.218,0.564,0.5,8.32,28,160,6.0,4250000,4450000,959658,14161,0.540225,99856,4761,0,225,0.047524,0.31809599999999993,0.25,69.22240000000001,Si
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Tyler Flowers,C,85,0.525,271,62,11,34,0.229,0.733,-0.21,0.0,33,260,6.4,4000000,4000000,4000000,7225,0.275625,73441,3844,121,1156,0.052441,0.537289,0.04409999999999999,0.0,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Austin Riley,3B,80,0.494,274,62,18,49,0.226,0.75,0.1,0.0,22,240,6.3,555000,555000,411792,6400,0.244036,75076,3844,324,2401,0.051076,0.5625,0.010000000000000002,0.0,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Matt Joyce,LF,129,0.796,200,59,7,23,0.295,0.858,0.87,33.12,34,194,6.2,1000000,1000000,1000000,16641,0.6336160000000001,40000,3481,49,529,0.08702499999999999,0.7361639999999999,0.7569,1096.9343999999999,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Johan Camargo,3B,98,0.605,232,54,7,32,0.233,0.663,-0.86,8.79,25,195,6.0,575000,575000,525470,9604,0.366025,53824,2916,49,1024,0.054289000000000004,0.43956900000000004,0.7395999999999999,77.26409999999998,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Adeiny Hechavarria,SS,84,0.519,203,49,9,33,0.241,0.742,-0.19,0.0,30,195,0.0,1000000,1000000,241935,7056,0.269361,41209,2401,81,1089,0.058080999999999994,0.5505639999999999,0.0361,0.0,Si
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Charlie Culberson,2B,108,0.667,135,35,5,20,0.259,0.731,-0.12,7.4,30,200,6.1,1395000,1395000,1395000,11664,0.44488900000000003,18225,1225,25,400,0.067081,0.534361,0.0144,54.760000000000005,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Adam Duvall,RF,41,0.253,120,32,10,19,0.267,0.882,0.7,0.0,30,215,6.1,2875000,2875000,2875000,1681,0.064009,14400,1024,100,361,0.071289,0.7779240000000001,0.48999999999999994,0.0,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Francisco Cervelli,C,48,0.296,141,30,3,12,0.213,0.649,-0.07,0.0,33,210,0.0,555000,555000,110408,2304,0.08761599999999999,19881,900,9,144,0.045369,0.42120100000000005,0.004900000000000001,0.0,Si
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Max Fried,SP,40,0.247,56,11,0,4,0.196,0.53,2.6,77.29,25,190,6.4,565000,565000,565000,1600,0.061009,3136,121,0,16,0.038416000000000006,0.28090000000000004,6.760000000000001,5973.744100000001,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Julio Teheran,SP,35,0.216,55,6,0,4,0.109,0.234,2.7,64.43,28,205,6.2,11000000,11166668,11166668,1225,0.046655999999999996,3025,36,0,16,0.011881,0.054756000000000006,7.290000000000001,4151.224900000001,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Dallas Keuchel,SP,19,0.117,38,5,0,2,0.132,0.312,2.05,40.73,31,205,6.2,21210000,21210000,13000000,361,0.013689000000000002,1444,25,0,4,0.017424000000000002,0.097344,4.2025,1658.9328999999998,Si
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Michael Soroka,SP,29,0.179,52,4,0,3,0.077,0.22,5.68,98.88,21,225,6.5,555000,555000,492360,841,0.032041,2704,16,0,9,0.005929,0.0484,32.2624,9777.2544,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Mike Foltynewicz,SP,21,0.13,35,2,0,1,0.057,0.114,0.92,47.98,27,200,6.4,5475000,5475000,5475000,441,0.016900000000000002,1225,4,0,1,0.003249,0.012996,0.8464,2302.0804,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Bryse Wilson,SP,6,0.037,9,2,0,0,0.222,0.444,-0.48,0.0,21,225,6.2,565000,565000,133672,36,0.0013689999999999998,81,4,0,0,0.049284,0.197136,0.2304,0.0,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Josh Tomlin,RP,51,0.315,6,0,0,0,0.0,0.0,1.06,65.94,34,190,6.1,1000000,1000000,1000000,2601,0.09922500000000001,36,0,0,0,0.0,0.0,1.1236000000000002,4348.0836,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Sean Newcomb,RP,55,0.34,8,0,0,0,0.0,0.0,1.24,73.41,26,255,6.5,575000,575000,513106,3025,0.11560000000000002,64,0,0,0,0.0,0.0,1.5376,5389.0280999999995,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Touki Toussaint,RP,24,0.148,9,0,0,0,0.0,0.0,-0.37,0.0,23,215,6.3,555000,555000,271544,576,0.021903999999999996,81,0,0,0,0.0,0.0,0.1369,0.0,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Jeremy Walker,P,6,0.037,1,0,0,0,0.0,0.0,0.21,0.0,24,205,6.5,555000,555000,113392,36,0.0013689999999999998,1,0,0,0,0.0,0.0,0.04409999999999999,0.0,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Kyle Wright,SP,7,0.043,6,0,0,0,0.0,0.0,-0.53,0.0,23,215,6.4,565000,565000,136710,49,0.0018489999999999997,36,0,0,0,0.0,0.0,0.28090000000000004,0.0,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Chad Sobotka,RP,32,0.198,2,0,0,0,0.0,0.0,-0.5,0.0,25,225,6.7,565000,565000,370636,1024,0.039204,4,0,0,0,0.0,0.0,0.25,0.0,No
Atlanta Braves,6,52210000,ATL,97,161,25,18,3,0.6024844720496895,Jacob Webb,RP,36,0.222,1,0,0,0,0.0,0.0,0.84,0.0,25,210,6.2,555000,555000,334208,1296,0.049284,1,0,0,0,0.0,0.0,0.7055999999999999,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Nick Castellanos,RF,155,0.957,615,178,27,73,0.289,0.863,1.04,52.98,27,203,6.4,9950000,9950000,2859700,24025,0.9158489999999999,378225,31684,729,5329,0.08352099999999998,0.744769,1.0816000000000001,2806.8803999999996,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Kris Bryant,3B,148,0.914,543,153,31,77,0.282,0.903,4.44,79.03,27,230,6.5,12900000,12900000,12900000,21904,0.835396,294849,23409,961,5929,0.07952399999999998,0.815409,19.713600000000003,6245.7409,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Anthony Rizzo,1B,146,0.901,512,150,27,94,0.293,0.924,3.91,91.27,29,240,6.3,11000000,11285714,11285714,21316,0.811801,262144,22500,729,8836,0.085849,0.8537760000000001,15.288100000000002,8330.212899999999,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Javier Baez,SS,141,0.87,531,149,29,85,0.281,0.847,6.58,82.94,26,190,6.0,5200000,5200000,5200000,19881,0.7569,281961,22201,841,7225,0.07896100000000002,0.717409,43.2964,6879.0436,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Kyle Schwarber,LF,155,0.957,529,132,38,92,0.25,0.871,2.26,75.43,26,229,6.0,3390000,3390000,3390000,24025,0.9158489999999999,279841,17424,1444,8464,0.0625,0.758641,5.107599999999999,5689.684900000001,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Jason Heyward,RF,148,0.914,513,129,21,62,0.252,0.772,1.97,19.57,29,240,6.5,20000000,22500000,22500000,21904,0.835396,263169,16641,441,3844,0.063504,0.5959840000000001,3.8809,382.98490000000004,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Willson Contreras,C,105,0.648,360,98,24,64,0.272,0.888,3.18,84.78,27,225,6.1,684000,684000,684000,11025,0.419904,129600,9604,576,4096,0.07398400000000001,0.788544,10.112400000000001,7187.6484,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Albert Almora,CF,130,0.803,339,80,12,32,0.236,0.651,-0.7,7.22,25,190,6.2,615500,615500,562530,16900,0.6448090000000001,114921,6400,144,1024,0.055695999999999996,0.42380100000000004,0.48999999999999994,52.1284,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,David Bote,3B,127,0.784,303,78,11,41,0.257,0.785,2.16,43.19,26,205,6.1,561500,571500,571500,16129,0.6146560000000001,91809,6084,121,1681,0.066049,0.616225,4.6656,1865.3760999999997,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Jonathan Lucroy,C,102,0.63,293,68,8,36,0.232,0.66,-0.64,11.99,33,200,6.0,555000,555000,158152,10404,0.39690000000000003,85849,4624,64,1296,0.053824000000000004,0.43560000000000004,0.4096,143.7601,Si
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Victor Caratini,C,95,0.586,244,65,11,34,0.266,0.794,0.93,0.0,25,215,6.1,569500,569500,569500,9025,0.343396,59536,4225,121,1156,0.07075600000000001,0.6304360000000001,0.8649000000000001,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Tony Kemp,LF,110,0.679,245,52,8,29,0.212,0.671,0.46,16.08,27,160,5.6,583600,583600,191418,12100,0.4610410000000001,60025,2704,64,841,0.044944,0.45024100000000006,0.2116,258.56639999999993,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Addison Russell,SS,82,0.506,215,51,9,23,0.237,0.699,0.12,0.0,25,200,6.0,3400000,3400000,3400000,6724,0.256036,46225,2601,81,529,0.056169,0.48860099999999995,0.0144,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Ben Zobrist,2B,48,0.296,150,39,1,17,0.26,0.671,-0.13,0.0,38,210,6.3,12000000,12500000,3086022,2304,0.08761599999999999,22500,1521,1,289,0.06760000000000001,0.45024100000000006,0.016900000000000002,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Ian Happ,CF,58,0.358,140,37,11,30,0.264,0.898,1.23,0.0,24,205,6.0,603500,603500,214170,3364,0.128164,19600,1369,121,900,0.06969600000000001,0.806404,1.5129,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Nico Hoerner,SS,20,0.124,78,22,3,17,0.282,0.741,-0.03,0.0,22,200,6.1,555000,555000,62664,400,0.015375999999999999,6084,484,9,289,0.07952399999999998,0.549081,0.0009,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Robel Garcia,2B,31,0.191,72,15,5,11,0.208,0.775,0.12,0.0,26,195,6.0,555000,555000,173072,961,0.036481,5184,225,25,121,0.043264,0.6006250000000001,0.0144,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Jon Lester,SP,32,0.198,48,9,1,6,0.188,0.556,1.26,19.26,35,240,6.4,22500000,27500000,27500000,1024,0.039204,2304,81,1,36,0.035344,0.3091360000000001,1.5876000000000001,370.9476000000001,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Kyle Hendricks,SP,31,0.191,54,8,0,5,0.148,0.36,3.78,77.82,29,190,6.3,7405000,7405000,7405000,961,0.036481,2916,64,0,25,0.021903999999999996,0.1296,14.2884,6055.952399999999,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Cole Hamels,SP,27,0.167,42,6,0,4,0.143,0.344,3.01,36.19,35,205,6.4,20000000,20000000,20000000,729,0.027889000000000004,1764,36,0,16,0.020448999999999995,0.11833599999999998,9.060099999999998,1309.7160999999999,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Yu Darvish,SP,31,0.191,56,5,0,3,0.089,0.208,3.31,46.25,32,220,6.5,20000000,20000000,20000000,961,0.036481,3136,25,0,9,0.007921,0.043264,10.956100000000001,2139.0625,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Jose Quintana,SP,32,0.198,54,5,0,3,0.093,0.204,1.15,53.4,30,220,6.1,10500000,10500000,10500000,1024,0.039204,2916,25,0,9,0.008649,0.04161599999999999,1.3224999999999998,2851.56,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Derek Holland,RP,53,0.327,14,1,0,0,0.071,0.205,-0.82,2.31,32,213,6.2,6500000,6500000,475000,2809,0.10692900000000001,196,1,0,0,0.0050409999999999995,0.04202499999999999,0.6723999999999999,5.3361,Si
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Alec Mills,RP,9,0.056,12,1,0,0,0.083,0.167,1.04,0.0,27,205,6.4,555000,555000,134280,81,0.0031360000000000003,144,1,0,0,0.006889000000000001,0.027889000000000004,1.0816000000000001,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Steve Cishek,RP,70,0.432,2,0,0,0,0.0,0.0,1.78,58.66,33,215,6.6,6500000,6500000,6500000,4900,0.18662399999999998,4,0,0,0,0.0,0.0,3.1684,3440.9955999999997,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Kyle Ryan,RP,73,0.451,2,0,0,0,0.0,0.333,1.07,60.56,27,215,6.5,555000,555000,528168,5329,0.203401,4,0,0,0,0.0,0.11088900000000002,1.1449,3667.5136,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Duane Underwood,RP,12,0.074,1,0,0,0,0.0,0.0,0.0,0.0,24,210,6.2,555000,555000,125328,144,0.005475999999999999,1,0,0,0,0.0,0.0,0.0,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,Brad Wieck,RP,44,0.272,2,0,0,0,0.0,0.0,-0.61,0.0,27,255,6.9,555000,555000,86536,1936,0.07398400000000001,4,0,0,0,0.0,0.0,0.3721,0.0,No
Chicago Cubs,5,49325000,CHC,84,162,20,17,3,0.5185185185185185,James Norwood,RP,9,0.056,1,0,0,0,0.0,0.0,0.1,0.0,25,215,6.2,555000,555000,77584,81,0.0031360000000000003,1,0,0,0,0.0,0.0,0.010000000000000002,0.0,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Elvis Andrus,SS,147,0.907,600,165,12,72,0.275,0.707,1.51,28.47,30,200,6.0,15000000,15250000,15250000,21609,0.8226490000000001,360000,27225,144,5184,0.07562500000000001,0.49984899999999993,2.2801,810.5409,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Shin-Soo Choo,DH,151,0.932,563,149,24,61,0.265,0.826,1.62,42.85,36,210,0.0,21000000,21000000,21000000,22801,0.8686240000000001,316969,22201,576,3721,0.07022500000000001,0.6822759999999999,2.6244000000000005,1836.1225000000002,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Nomar Mazara,RF,117,0.722,429,115,19,66,0.268,0.786,0.68,47.59,24,215,6.4,3300000,3300000,3300000,13689,0.521284,184041,13225,361,4356,0.07182400000000001,0.617796,0.4624000000000001,2264.8081,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Delino DeShields,CF,118,0.728,357,89,4,32,0.249,0.672,1.27,34.24,26,190,5.9,1400000,1400000,1400000,13924,0.529984,127449,7921,16,1024,0.062001,0.45158400000000004,1.6129,1172.3776,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Hunter Pence,RF,84,0.519,286,85,18,59,0.297,0.91,1.7,0.0,36,230,0.0,2000000,2000000,2000000,7056,0.269361,81796,7225,324,3481,0.088209,0.8281000000000001,2.8899999999999997,0.0,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Willie Calhoun,LF,84,0.519,309,83,21,48,0.269,0.848,0.6,0.0,24,187,5.8,555000,555000,384936,7056,0.269361,95481,6889,441,2304,0.07236100000000001,0.719104,0.36,0.0,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Logan Forsythe,2B,102,0.63,317,72,7,39,0.227,0.678,-0.37,19.74,32,205,6.1,2000000,2000000,2000000,10404,0.39690000000000003,100489,5184,49,1521,0.051529000000000005,0.45968400000000004,0.1369,389.66759999999994,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Joey Gallo,LF,71,0.438,241,61,22,49,0.253,0.986,2.97,0.0,25,250,6.5,605500,605500,605500,5041,0.191844,58081,3721,484,2401,0.064009,0.972196,8.820900000000002,0.0,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Ronald Guzman,1B,87,0.537,256,56,10,36,0.219,0.723,-0.14,0.0,24,225,6.5,569500,569500,447052,7569,0.28836900000000004,65536,3136,100,1296,0.047961,0.522729,0.019600000000000003,0.0,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Jeff Mathis,C,88,0.543,228,36,2,12,0.158,0.433,-1.55,0.0,36,205,6.0,3250000,3250000,3250000,7744,0.294849,51984,1296,4,144,0.024964,0.187489,2.4025000000000003,0.0,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Jesse Chavez,RP,48,0.296,2,1,0,0,0.5,1.0,0.71,0.0,35,175,6.2,4000000,4000000,4000000,2304,0.08761599999999999,4,1,0,0,0.25,1.0,0.5041,0.0,Si
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Mike Minor,SP,33,0.204,9,0,0,0,0.0,0.0,7.78,94.78,31,210,6.4,9500000,9833333,9833333,1089,0.04161599999999999,81,0,0,0,0.0,0.0,60.528400000000005,8983.2484,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Corey Kluber,SP,7,0.043,1,0,0,0,0.0,0.0,-0.36,0.0,33,215,6.4,17000000,17700000,17700000,49,0.0018489999999999997,1,0,0,0,0.0,0.0,0.1296,0.0,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Lance Lynn,SP,33,0.204,2,0,0,0,0.0,0.0,7.61,94.84,32,270,6.5,8000000,9333333,9333333,1089,0.04161599999999999,4,0,0,0,0.0,0.0,57.9121,8994.625600000001,Si
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Kolby Allard,SP,9,0.056,2,0,0,0,0.0,0.0,0.87,0.0,21,190,6.1,555000,555000,155168,81,0.0031360000000000003,4,0,0,0,0.0,0.0,0.7569,0.0,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Adrian Sampson,RP,35,0.216,2,0,0,0,0.0,0.0,1.2,0.0,27,210,6.3,555000,555000,543065,1225,0.046655999999999996,4,0,0,0,0.0,0.0,1.44,0.0,No
Texas Rangers,6,47250000,TEX,78,162,8,2,0,0.4814814814814814,Ariel Jurado,SP,32,0.198,1,0,0,0,0.0,0.0,-0.16,16.4,23,180,6.1,555000,555000,468488,1024,0.039204,1,0,0,0,0.0,0.0,0.0256,268.96,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Eddie Rosario,LF,137,0.846,562,155,32,109,0.276,0.8,1.64,61.07,27,180,6.1,4190000,4190000,4190000,18769,0.7157159999999999,315844,24025,1024,11881,0.07617600000000001,0.6400000000000001,2.6895999999999995,3729.5449,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Nelson Cruz,DH,120,0.741,454,141,41,108,0.311,1.031,4.42,94.89,38,230,6.2,14000000,14000000,14000000,14400,0.549081,206116,19881,1681,11664,0.096721,1.0629609999999998,19.5364,9004.1121,Si
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Max Kepler,CF,136,0.84,524,132,36,90,0.252,0.855,3.95,82.69,26,220,6.4,6000000,6000000,6000000,18496,0.7055999999999999,274576,17424,1296,8100,0.063504,0.7310249999999999,15.602500000000001,6837.6361,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,C.J. Cron,1B,125,0.772,458,116,25,78,0.253,0.78,1.4,44.75,29,235,6.4,4800000,4800000,4800000,15625,0.5959840000000001,209764,13456,625,6084,0.064009,0.6084,1.9599999999999997,2002.5625,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Marwin Gonzalez,3B,116,0.716,425,112,15,55,0.264,0.736,1.61,25.08,30,205,6.1,12000000,12000000,12000000,13456,0.512656,180625,12544,225,3025,0.06969600000000001,0.541696,2.5921000000000003,629.0063999999999,Si
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Jonathan Schoop,2B,122,0.753,433,111,23,59,0.256,0.777,1.63,37.44,27,225,6.1,7500000,7500000,7500000,14884,0.567009,187489,12321,529,3481,0.065536,0.6037290000000001,2.6569,1401.7535999999998,Si
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Miguel Sano,3B,105,0.648,380,94,34,79,0.247,0.923,3.08,91.61,26,272,6.4,2650000,2650000,2650000,11025,0.419904,144400,8836,1156,6241,0.061009,0.851929,9.4864,8392.3921,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Mitch Garver,C,93,0.574,311,85,31,67,0.273,0.995,3.97,0.0,28,220,6.1,575000,575000,575000,8649,0.32947599999999994,96721,7225,961,4489,0.07452900000000001,0.990025,15.760900000000001,0.0,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Byron Buxton,CF,88,0.543,271,71,10,46,0.262,0.827,2.97,0.0,25,190,6.2,1750000,1750000,1750000,7744,0.294849,73441,5041,100,2116,0.06864400000000001,0.6839289999999999,8.820900000000002,0.0,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Jason Castro,C,80,0.494,237,55,13,30,0.232,0.767,0.72,0.0,32,215,6.3,8000000,8000000,8000000,6400,0.244036,56169,3025,169,900,0.053824000000000004,0.5882890000000001,0.5184,0.0,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Ehire Adrianza,SS,84,0.519,202,55,5,22,0.272,0.765,0.87,0.0,29,195,6.1,1300000,1300000,1300000,7056,0.269361,40804,3025,25,484,0.07398400000000001,0.585225,0.7569,0.0,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Willians Astudillo,C,58,0.358,190,51,4,21,0.268,0.678,0.0,0.0,27,225,5.9,560000,560000,526925,3364,0.128164,36100,2601,16,441,0.07182400000000001,0.45968400000000004,0.0,0.0,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Jake Cave,RF,72,0.444,198,51,8,25,0.258,0.805,0.67,0.0,26,200,6.0,572500,572500,397062,5184,0.197136,39204,2601,64,625,0.066564,0.6480250000000001,0.4489000000000001,0.0,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,LaMonte Wade,CF,26,0.161,56,11,2,5,0.196,0.723,-0.05,0.0,25,205,6.1,555000,555000,262592,676,0.025921000000000003,3136,121,4,25,0.038416000000000006,0.522729,0.0025000000000000005,0.0,No
Minnesota Twins,4,46800000,MIN,101,162,16,6,3,0.6234567901234568,Ryan LaMarre,LF,14,0.086,23,5,2,3,0.217,0.786,0.0,0.0,30,215,6.1,555000,555000,65648,196,0.007395999999999999,529,25,4,9,0.047089,0.617796,0.0,0.0,No
