Jugador,Posicion,Juegos,Porcetnaje_juegos,At-bats,Bateos,Home-runs,RBI,Porcentaje_bateo,OPS,Equipo,Sueldo_base,Sueldo,Sueldo_regular,Juegos_2,Porcetnaje_juegos_2,At-bats_2,Bateos_2,Home-runs_2,RBI_2,Porcentaje_bateo_2,OPS_2
Dominic Smith,1B,56,0.346,143,32,5,11,0.224,0.675,NYM,545000,545000,219750,3136,0.11971599999999999,20449,1024,25,121,0.050176000000000005,0.45562500000000006
Drew Butera,C,62,0.38,163,31,3,21,0.19,0.564,COL,2300000,2300000,383346,3844,0.1444,26569,961,9,441,0.0361,0.31809599999999993
Bryan Holaday,C,61,0.379,151,31,1,16,0.205,0.519,MIA,1000000,1000000,1000000,3721,0.143641,22801,961,1,256,0.04202499999999999,0.269361
Tony Wolters,C,74,0.454,182,31,3,27,0.17,0.577,COL,550000,550000,550000,5476,0.20611600000000002,33124,961,9,729,0.028900000000000006,0.332929
Tyler Saladino,SS,58,0.356,126,31,5,16,0.246,0.696,MIL,565000,565000,407092,3364,0.126736,15876,961,25,256,0.060516,0.48441599999999996
Jose Miguel Fernandez,2B,36,0.222,116,31,2,11,0.267,0.697,LAA,545000,545000,169940,1296,0.049284,13456,961,4,121,0.071289,0.48580899999999994
Alex Blandino,SS,69,0.426,128,30,1,8,0.234,0.613,CIN,545000,545000,512750,4761,0.181476,16384,900,1,64,0.054756000000000006,0.37576899999999996
Brandon Lowe,2B,43,0.265,129,30,6,25,0.233,0.774,TB,545000,545000,169940,1849,0.07022500000000001,16641,900,36,625,0.054289000000000004,0.599076
Billy McKinney,OF,38,0.235,119,30,6,13,0.252,0.78,TOR,545000,545000,131850,1444,0.055224999999999996,14161,900,36,169,0.063504,0.6084
Jose Briceno,C,48,0.22,122,30,5,12,0.246,0.694,LAA,545000,545000,348670,2304,0.0484,14884,900,25,144,0.060516,0.48163599999999995
Kelby Tomlinson,2B,63,0.389,140,29,0,10,0.207,0.529,SF,560000,560000,331210,3969,0.151321,19600,841,0,100,0.042849,0.279841
Spencer Kieboom,C,52,0.321,125,29,2,13,0.232,0.642,WSH,545000,545000,418990,2704,0.10304100000000001,15625,841,4,169,0.053824000000000004,0.41216400000000003
Chance Sisco,C,64,0.395,160,29,2,16,0.181,0.557,BAL,546500,546500,364312,4096,0.15602500000000002,25600,841,4,256,0.032761,0.31024900000000005
Richard Urena,SS,40,0.247,99,29,1,6,0.293,0.703,TOR,545000,545000,181660,1600,0.061009,9801,841,1,36,0.085849,0.49420899999999995
Ronald Torreyes,2B,45,0.278,100,28,0,7,0.28,0.664,NYY,615500,615500,387153,2025,0.07728400000000002,10000,784,0,49,0.07840000000000001,0.44089600000000007
Magneuris Sierra,OF,54,0.335,147,28,0,7,0.191,0.433,MIA,545000,545000,201480,2916,0.11222500000000002,21609,784,0,49,0.036481,0.187489
Austin Wynns,C,42,0.259,110,28,4,11,0.255,0.669,BAL,545000,545000,304720,1764,0.067081,12100,784,16,121,0.065025,0.44756100000000004
Francisco Pena,C,58,0.358,133,27,2,8,0.203,0.51,STL,650000,650000,650000,3364,0.128164,17689,729,4,64,0.041209,0.2601
Ryan Rua,RF,62,0.383,139,27,6,12,0.194,0.58,TEX,870000,870000,870000,3844,0.146689,19321,729,36,144,0.037636,0.3364
Corey Seager,SS,26,0.16,101,27,2,13,0.267,0.744,LAD,605000,605000,605000,676,0.0256,10201,729,4,169,0.071289,0.553536
Carlos Tocci,LF,66,0.407,120,27,0,5,0.225,0.555,TEX,545000,545000,545000,4356,0.165649,14400,729,0,25,0.050625,0.30802500000000005
Andrew Romine,SS,75,0.463,119,25,0,2,0.21,0.504,SEA,1050000,1050000,1050000,5625,0.21436900000000003,14161,625,0,4,0.04409999999999999,0.254016
Brett Phillips,RF,51,0.315,134,25,2,11,0.187,0.558,KC,545000,545000,190450,2601,0.09922500000000001,17956,625,4,121,0.034969,0.3113640000000001
J.P. Crawford,SS,49,0.303,117,25,3,12,0.214,0.712,PHI,545500,545500,483945,2401,0.091809,13689,625,9,144,0.045795999999999996,0.506944
Austin Dean,LF,35,0.217,113,25,4,14,0.221,0.642,MIA,545000,545000,137710,1225,0.047089,12769,625,16,196,0.048841,0.41216400000000003
Bobby Wilson,C,47,0.29,135,24,2,16,0.178,0.523,CHC,545000,545000,93760,2209,0.0841,18225,576,4,256,0.031684,0.273529
Yadiel Rivera,2B,111,0.689,139,24,1,9,0.173,0.485,MIA,545000,545000,545000,12321,0.47472099999999995,19321,576,1,81,0.029928999999999997,0.235225
Taylor Ward,C,40,0.247,135,24,6,15,0.178,0.578,LAA,545000,545000,143570,1600,0.061009,18225,576,36,225,0.031684,0.33408399999999994
Jose Osuna,1B,51,0.317,106,24,3,11,0.226,0.648,PIT,545000,545000,216820,2601,0.10048900000000001,11236,576,9,121,0.051076,0.419904
Jose Rondon,SS,42,0.259,100,23,6,14,0.23,0.75,CHW,545000,545000,237330,1764,0.067081,10000,529,36,196,0.0529,0.5625
Eric Young Jr.,CF,41,0.253,109,22,1,8,0.202,0.551,LAA,545000,545000,193380,1681,0.064009,11881,484,1,64,0.04080400000000001,0.30360100000000007
Willie Calhoun,LF,35,0.216,99,22,2,11,0.222,0.602,TEX,545000,545000,158220,1225,0.046655999999999996,9801,484,4,121,0.049284,0.36240399999999995
Rowdy Tellez,1B,23,0.142,70,22,4,14,0.314,0.943,TOR,545000,545000,79110,529,0.020163999999999998,4900,484,16,196,0.098596,0.889249
Tom Murphy,C,38,0.233,93,21,2,11,0.226,0.637,COL,545000,545000,251980,1444,0.054289000000000004,8649,441,4,121,0.051076,0.405769
Francisco Arcia,C,41,0.253,103,21,6,23,0.204,0.654,LAA,545000,545000,196310,1681,0.064009,10609,441,36,529,0.04161599999999999,0.42771600000000004
Grayson Greiner,C,30,0.185,96,21,0,12,0.219,0.609,DET,545000,545000,295930,900,0.034225,9216,441,0,144,0.047961,0.37088099999999996
Brandon Dixon,2B,74,0.457,118,21,5,10,0.178,0.574,CIN,545000,545000,336950,5476,0.208849,13924,441,25,100,0.031684,0.32947599999999994
Michael Perez,C,24,0.148,74,21,1,11,0.284,0.696,TB,545000,545000,196310,576,0.021903999999999996,5476,441,1,121,0.08065599999999999,0.48441599999999996
Chase d'Arnaud,3B,42,0.259,93,20,3,9,0.215,0.618,SF,545000,545000,251980,1764,0.067081,8649,400,9,81,0.046224999999999995,0.381924
Juan Lagares,CF,30,0.185,59,20,0,6,0.339,0.765,NYM,6500000,6500000,6500000,900,0.034225,3481,400,0,36,0.11492100000000001,0.585225
Cheslor Cuthbert,3B,30,0.185,103,20,3,7,0.194,0.583,KC,573500,573500,573500,900,0.034225,10609,400,9,49,0.037636,0.33988899999999994
Aramis Garcia,C,20,0.067,67,20,4,11,0.299,0.811,SF,545000,545000,105480,400,0.004489000000000001,4489,400,16,121,0.089401,0.6577210000000001
Alex Verdugo,OF,37,0.227,77,20,1,4,0.26,0.706,LAD,545000,545000,137710,1369,0.051529000000000005,5929,400,1,16,0.06760000000000001,0.49843599999999993
Drew Robinson,LF,48,0.296,109,20,3,9,0.184,0.582,TEX,547990,547990,315222,2304,0.08761599999999999,11881,400,9,81,0.033856,0.33872399999999997
David Freitas,C,36,0.222,93,20,1,5,0.215,0.589,SEA,545000,545000,363320,1296,0.049284,8649,400,1,25,0.046224999999999995,0.346921
Dawel Lugo,SS,27,0.167,94,20,1,8,0.213,0.576,DET,545000,545000,99620,729,0.027889000000000004,8836,400,1,64,0.045369,0.33177599999999996
Danny Jansen,C,31,0.191,81,20,3,8,0.247,0.779,TOR,545000,545000,146500,961,0.036481,6561,400,9,64,0.061009,0.6068410000000001
Josh Phegley,C,40,0.247,93,19,2,15,0.204,0.599,OAK,905000,905000,905000,1600,0.061009,8649,361,4,225,0.04161599999999999,0.358801
Kevin Newman,SS,31,0.193,91,19,0,6,0.209,0.478,PIT,545000,545000,134780,961,0.037249000000000004,8281,361,0,36,0.043681,0.228484
Andrew Stevenson,OF,57,0.352,75,19,1,13,0.253,0.626,WSH,545000,545000,251980,3249,0.12390399999999999,5625,361,1,169,0.064009,0.391876
Pat Valaika,SS,69,0.423,122,19,2,5,0.156,0.46,COL,550000,550000,408066,4761,0.17892899999999998,14884,361,4,25,0.024336,0.2116
Chris Herrmann,C,36,0.222,76,18,2,7,0.237,0.743,SEA,537992,537992,372110,1296,0.049284,5776,324,4,49,0.056169,0.552049
Peter O'Brien,LF,22,0.137,66,18,4,10,0.273,0.868,MIA,545000,545000,79110,484,0.018769000000000004,4356,324,16,100,0.07452900000000001,0.753424
German Marquez,SP,33,0.203,60,18,1,5,0.3,0.65,COL,550000,550000,550000,1089,0.041209,3600,324,1,25,0.09,0.42250000000000004
Dan Vogelbach,1B,37,0.228,87,18,4,13,0.207,0.691,SEA,545700,545700,228852,1369,0.051984,7569,324,16,169,0.042849,0.47748099999999993
J.D. Davis,3B,42,0.259,103,18,1,5,0.175,0.471,HOU,550100,550100,233682,1764,0.067081,10609,324,1,25,0.030624999999999996,0.22184099999999998
Max Scherzer,SP,35,0.216,70,17,0,6,0.243,0.545,WSH,15000000,22242857,22242857,1225,0.046655999999999996,4900,289,0,36,0.059049,0.29702500000000004
Franklin Barreto,SS,32,0.198,73,17,5,16,0.233,0.746,OAK,545000,545000,263700,1024,0.039204,5329,289,25,256,0.054289000000000004,0.556516
Victor Robles,OF,21,0.13,59,17,3,10,0.288,0.874,WSH,545000,545000,79110,441,0.016900000000000002,3481,289,9,100,0.08294399999999999,0.763876
Jordan Luplow,RF,37,0.23,92,17,3,7,0.185,0.631,PIT,545000,545000,117200,1369,0.0529,8464,289,9,49,0.034225,0.398161
Pablo Reyes,LF,18,0.112,58,17,3,7,0.293,0.832,PIT,545000,545000,87900,324,0.012544000000000001,3364,289,9,49,0.085849,0.692224
Pedro Florimon,SS,50,0.309,71,16,2,5,0.225,0.699,PHI,600000,600000,600000,2500,0.095481,5041,256,4,25,0.050625,0.48860099999999995
Dilson Herrera,2B,53,0.327,87,16,5,11,0.184,0.682,CIN,545000,545000,254910,2809,0.10692900000000001,7569,256,25,121,0.033856,0.4651240000000001
Christin Stewart,OF,17,0.105,60,16,2,10,0.267,0.792,DET,545000,545000,64460,289,0.011024999999999998,3600,256,4,100,0.071289,0.627264
Kyle Farmer,C,39,0.239,68,16,0,9,0.235,0.635,LAD,547500,547500,237330,1521,0.057121,4624,256,0,81,0.055224999999999996,0.403225
Tzu-Wei Lin,SS,37,0.228,65,16,1,6,0.246,0.744,BOS,545000,545000,234400,1369,0.051984,4225,256,1,36,0.060516,0.553536
Adrian Sanchez,2B,28,0.173,58,16,0,3,0.276,0.633,WSH,545000,545000,184590,784,0.029928999999999997,3364,256,0,9,0.07617600000000001,0.400689
Matt Holliday,OF,25,0.153,53,15,2,3,0.283,0.849,COL,545000,545000,114270,625,0.023409,2809,225,4,9,0.08008899999999998,0.7208009999999999
Zack Greinke,SP,34,0.21,64,15,0,5,0.234,0.566,ARI,31000000,34000000,34000000,1156,0.04409999999999999,4096,225,0,25,0.054756000000000006,0.3203559999999999
Pete Kozma,SS,27,0.167,69,15,1,8,0.217,0.584,DET,545000,545000,120130,729,0.027889000000000004,4761,225,1,64,0.047089,0.34105599999999997
Kaleb Cowart,3B,47,0.29,112,15,1,10,0.134,0.451,LAA,545000,545000,243190,2209,0.0841,12544,225,1,100,0.017956000000000003,0.203401
Breyvic Valera,2B,33,0.204,64,15,0,8,0.234,0.567,BAL,545000,545000,96690,1089,0.04161599999999999,4096,225,0,64,0.054756000000000006,0.32148899999999997
Keon Broxton,RF,51,0.313,78,14,4,11,0.18,0.691,MIL,545000,545000,205100,2601,0.097969,6084,196,16,121,0.0324,0.47748099999999993
Tomas Nido,C,34,0.21,84,14,1,9,0.167,0.438,NYM,545000,545000,219750,1156,0.04409999999999999,7056,196,1,81,0.027889000000000004,0.191844
John Andreoli,OF,26,0.161,61,14,0,4,0.23,0.546,BAL,545000,545000,123060,676,0.025921000000000003,3721,196,0,16,0.0529,0.29811600000000005
Brandon Drury,2B,26,0.161,77,13,1,10,0.169,0.516,TOR,621900,621900,220704,676,0.025921000000000003,5929,169,1,100,0.028561000000000003,0.266256
Cameron Gallagher,C,22,0.136,63,13,1,7,0.206,0.552,KC,545000,545000,169940,484,0.018496000000000002,3969,169,1,49,0.042435999999999995,0.30470400000000003
Isaac Galloway,RF,43,0.267,64,13,3,7,0.203,0.692,MIA,545000,545000,181660,1849,0.071289,4096,169,9,49,0.041209,0.47886399999999996
Patrick Wisdom,3B,32,0.198,50,13,4,10,0.26,0.882,STL,545000,545000,131850,1024,0.039204,2500,169,16,100,0.06760000000000001,0.7779240000000001
Chris Gimenez,C,25,0.154,57,12,2,7,0.211,0.621,MIN,545000,545000,87900,625,0.023716,3249,144,4,49,0.044521,0.385641
Patrick Corbin,SP,33,0.204,61,12,0,5,0.197,0.435,ARI,7500000,7500000,7500000,1089,0.04161599999999999,3721,144,0,25,0.038809,0.189225
Kyle Higashioka,C,29,0.179,72,12,3,6,0.167,0.56,NYY,545000,545000,272490,841,0.032041,5184,144,9,36,0.027889000000000004,0.31360000000000005
Michael Hermosillo,OF,31,0.191,57,12,1,1,0.211,0.608,LAA,545000,545000,164080,961,0.036481,3249,144,1,1,0.044521,0.369664
Clayton Kershaw,SP,27,0.166,46,11,0,7,0.239,0.622,LAD,33000000,35571428,35571428,729,0.027556000000000004,2116,121,0,49,0.057121,0.386884
Zack Wheeler,SP,29,0.179,56,11,0,4,0.196,0.425,NYM,1900000,1900000,1900000,841,0.032041,3136,121,0,16,0.038416000000000006,0.18062499999999998
Tanner Roark,SP,31,0.191,58,11,0,8,0.19,0.475,WSH,6475000,6475000,6475000,961,0.036481,3364,121,0,64,0.0361,0.225625
Jacob deGrom,SP,34,0.21,67,11,0,5,0.164,0.39,NYM,7400000,7400000,7400000,1156,0.04409999999999999,4489,121,0,25,0.026896000000000003,0.1521
Garrett Hampson,SS,24,0.147,40,11,0,4,0.275,0.796,COL,545000,545000,140640,576,0.021608999999999996,1600,121,0,16,0.07562500000000001,0.6336160000000001
Tyler Wade,1B,36,0.222,66,11,1,5,0.167,0.487,NYY,551300,551300,237120,1296,0.049284,4356,121,1,25,0.027889000000000004,0.237169
Carlos Perez,C,28,0.173,70,10,1,3,0.143,0.392,TEX,545000,545000,328160,784,0.029928999999999997,4900,100,1,9,0.020448999999999995,0.15366400000000002
D.J. Stewart,OF,17,0.105,40,10,3,10,0.25,0.89,BAL,545000,545000,58600,289,0.011024999999999998,1600,100,9,100,0.0625,0.7921
Chris Shaw,1B,22,0.136,54,10,1,7,0.185,0.552,SF,545000,545000,90830,484,0.018496000000000002,2916,100,1,49,0.034225,0.30470400000000003
Francisco Mejia,C,21,0.13,56,10,3,8,0.179,0.633,SD,545000,545000,79110,441,0.016900000000000002,3136,100,9,64,0.032041,0.400689
Luis Urias,2B,12,0.074,48,10,2,5,0.208,0.618,SD,545000,545000,99620,144,0.005475999999999999,2304,100,4,25,0.043264,0.381924
Jason Castro,C,19,0.117,63,9,1,3,0.143,0.495,MIN,8000000,8000000,8000000,361,0.013689000000000002,3969,81,1,9,0.020448999999999995,0.245025
Miles Mikolas,SP,34,0.21,63,9,2,6,0.143,0.421,STL,7750000,7750000,7750000,1156,0.04409999999999999,3969,81,4,36,0.020448999999999995,0.17724099999999998
Michael Lorenzen,RP,55,0.34,31,9,4,10,0.29,1.043,CIN,1312500,1312500,1312500,3025,0.11560000000000002,961,81,16,100,0.0841,1.0878489999999998
Vincent Velasquez,SP,32,0.198,40,9,0,1,0.225,0.475,PHI,559000,559000,559000,1024,0.039204,1600,81,0,1,0.050625,0.225625
Kyle Tucker,RF,28,0.173,64,9,0,4,0.141,0.439,HOU,545000,545000,146500,784,0.029928999999999997,4096,81,0,16,0.019880999999999996,0.192721
Reese McGuire,C,14,0.086,31,9,2,4,0.29,0.914,TOR,545000,545000,73250,196,0.007395999999999999,961,81,4,16,0.0841,0.835396
Clint Frazier,OF,15,0.093,34,9,0,1,0.265,0.743,NYY,559200,559200,297594,225,0.008649,1156,81,0,1,0.07022500000000001,0.552049
Carlos Martinez,SP,34,0.21,33,8,1,4,0.242,0.629,STL,11500000,11700000,11700000,1156,0.04409999999999999,1089,64,1,16,0.058564,0.395641
Gordon Beckham,2B,22,0.136,44,8,0,1,0.182,0.455,SEA,545000,545000,143570,484,0.018496000000000002,1936,64,0,1,0.033124,0.20702500000000001
Tyson Ross,SP,34,0.21,41,8,1,4,0.195,0.478,STL,1750000,2700000,536313,1156,0.04409999999999999,1681,64,1,16,0.038025,0.228484
Christian Walker,1B,37,0.228,49,8,3,6,0.163,0.614,ARI,545000,545000,193380,1369,0.051984,2401,64,9,36,0.026569000000000002,0.376996
Sam Travis,1B,19,0.117,36,8,1,7,0.222,0.652,BOS,545000,545000,128920,361,0.013689000000000002,1296,64,1,49,0.049284,0.42510400000000004
Jacob Stallings,C,14,0.087,37,8,0,5,0.216,0.485,PIT,545000,545000,208030,196,0.007568999999999999,1369,64,0,25,0.046655999999999996,0.235225
Chad Wallach,C,15,0.093,45,8,1,5,0.178,0.541,MIA,545000,545000,155290,225,0.008649,2025,64,1,25,0.031684,0.292681
Steve Wilkerson,3B,16,0.099,46,8,0,3,0.174,0.464,BAL,545000,545000,251980,256,0.009801,2116,64,0,9,0.030275999999999997,0.21529600000000002
Jon Lester,SP,34,0.209,59,7,1,9,0.119,0.288,CHC,22500000,27500000,27500000,1156,0.043681,3481,49,1,81,0.014160999999999998,0.08294399999999999
Madison Bumgarner,SP,22,0.136,44,7,0,4,0.159,0.378,SF,12000000,12000000,12000000,484,0.018496000000000002,1936,49,0,16,0.025281,0.142884
Jose Lobaton,C,22,0.136,49,7,0,4,0.143,0.47,NYM,1250000,1250000,463680,484,0.018496000000000002,2401,49,0,16,0.020448999999999995,0.22089999999999999
Julio Teheran,SP,31,0.191,40,7,1,4,0.175,0.44,ATL,8000000,8166666,8166666,961,0.036481,1600,49,1,16,0.030624999999999996,0.1936
Kris Negron,RF,20,0.124,32,7,1,4,0.219,0.555,SEA,545000,545000,87900,400,0.015375999999999999,1024,49,1,16,0.047961,0.30802500000000005
Hyun-Jin Ryu,SP,16,0.098,26,7,0,2,0.269,0.629,LAD,7000000,7833333,7833333,256,0.009604000000000001,676,49,0,4,0.07236100000000001,0.395641
Socrates Brito,LF,24,0.148,40,7,1,3,0.175,0.477,ARI,545000,545000,125990,576,0.021903999999999996,1600,49,1,9,0.030624999999999996,0.22752899999999998
Walker Buehler,RP,24,0.147,43,7,0,1,0.163,0.363,LAD,545000,545000,512750,576,0.021608999999999996,1849,49,0,1,0.026569000000000002,0.131769
Jack Flaherty,SP,31,0.191,46,7,0,0,0.152,0.34,STL,545000,545000,433640,961,0.036481,2116,49,0,0,0.023104,0.11560000000000002
Nick Ciuffo,C,16,0.099,37,7,1,5,0.189,0.559,TB,545000,545000,82040,256,0.009801,1369,49,1,25,0.035721,0.31248100000000006
Andrew Toles,CF,17,0.104,30,7,0,4,0.233,0.581,LAD,555000,555000,122344,289,0.010816,900,49,0,16,0.054289000000000004,0.33756099999999994
Garrett Cooper,1B,14,0.087,33,7,0,2,0.212,0.558,MIA,545000,545000,545000,196,0.007568999999999999,1089,49,0,4,0.044944,0.3113640000000001
Meibrys Viloria,C,10,0.062,27,7,0,4,0.259,0.619,KC,545000,545000,87900,100,0.0038439999999999998,729,49,0,16,0.067081,0.383161
Colby Rasmus,LF,18,0.111,45,6,1,1,0.133,0.426,BAL,3000000,3000000,3000000,324,0.012321,2025,36,1,1,0.017689000000000003,0.181476
Wei-Yin Chen,SP,27,0.168,40,6,0,2,0.15,0.325,MIA,10000000,10000000,10000000,729,0.028224000000000003,1600,36,0,4,0.0225,0.10562500000000001
Lane Adams,RF,26,0.161,25,6,2,6,0.24,0.865,ATL,545000,545000,87900,676,0.025921000000000003,625,36,4,36,0.0576,0.748225
Anthony DeSclafani,SP,21,0.13,42,6,1,4,0.143,0.357,CIN,860000,860000,860000,441,0.016900000000000002,1764,36,1,16,0.020448999999999995,0.12744899999999998
Noah Syndergaard,SP,25,0.154,47,6,0,3,0.128,0.313,NYM,2975000,2975000,2975000,625,0.023716,2209,36,0,9,0.016384,0.097969
Kyle Freeland,SP,33,0.203,65,6,0,2,0.092,0.242,COL,550000,550000,550000,1089,0.041209,4225,36,0,4,0.008464,0.058564
Luke Weaver,SP,35,0.216,38,6,0,2,0.158,0.337,STL,550800,550800,512253,1225,0.046655999999999996,1444,36,0,4,0.024964,0.11356900000000002
Chris Stratton,SP,28,0.173,43,6,0,5,0.14,0.299,SF,552500,552500,445500,784,0.029928999999999997,1849,36,0,25,0.019600000000000003,0.089401
Brent Suter,SP,21,0.129,26,6,1,3,0.231,0.778,MIL,556500,556500,556500,441,0.016641,676,36,1,9,0.053361000000000006,0.605284
Dylan Cozens,OF,26,0.161,38,6,1,2,0.158,0.562,PHI,545000,545000,228540,676,0.025921000000000003,1444,36,1,4,0.024964,0.31584400000000007
Luis Castillo,SP,31,0.191,59,6,0,2,0.102,0.25,CIN,555000,555000,555000,961,0.036481,3481,36,0,4,0.010403999999999998,0.0625
Stephen Strasburg,SP,22,0.136,41,5,0,1,0.122,0.285,WSH,15000000,18333333,18333333,484,0.018496000000000002,1681,25,0,1,0.014884,0.08122499999999999
Wade Miley,SP,16,0.098,27,5,0,0,0.185,0.399,MIL,2500000,2500000,2500000,256,0.009604000000000001,729,25,0,0,0.034225,0.159201
Dan Straily,SP,26,0.162,31,5,0,1,0.161,0.544,MIA,3375000,3375000,3375000,676,0.026244,961,25,0,1,0.025921000000000003,0.29593600000000003
Robbie Erlin,RP,40,0.247,23,5,0,0,0.217,0.467,SD,650000,650000,650000,1600,0.061009,529,25,0,0,0.047089,0.21808900000000003
Steven Matz,SP,30,0.185,46,5,2,4,0.109,0.424,NYM,577000,577000,577000,900,0.034225,2116,25,4,16,0.011881,0.179776
Tyler Anderson,SP,33,0.203,50,5,0,1,0.1,0.267,COL,555000,555000,555000,1089,0.041209,2500,25,0,1,0.010000000000000002,0.071289
Hanser Alberto,SS,13,0.08,27,5,0,0,0.185,0.501,TEX,545000,545000,175800,169,0.0064,729,25,0,0,0.034225,0.251001
Kevin Kramer,SS,21,0.13,37,5,0,4,0.135,0.31,PIT,545000,545000,79110,441,0.016900000000000002,1369,25,0,16,0.018225,0.0961
Raimel Tapia,LF,25,0.153,25,5,1,6,0.2,0.739,COL,545000,545000,158220,625,0.023409,625,25,1,36,0.04000000000000001,0.546121
Joe Musgrove,SP,20,0.124,31,5,0,0,0.161,0.355,PIT,571000,571000,571000,400,0.015375999999999999,961,25,0,0,0.025921000000000003,0.126025
Trevor Williams,SP,31,0.193,43,5,0,0,0.116,0.272,PIT,569500,569500,569500,961,0.037249000000000004,1849,25,0,0,0.013456000000000001,0.07398400000000001
Jack Reinheimer,SS,21,0.13,30,5,0,0,0.167,0.452,NYM,545000,545000,114270,441,0.016900000000000002,900,25,0,0,0.027889000000000004,0.204304
Jonathan Davis,CF,20,0.124,25,5,0,0,0.2,0.499,TOR,545000,545000,79110,400,0.015375999999999999,625,25,0,0,0.04000000000000001,0.249001
Rich Hill,SP,25,0.153,43,4,0,2,0.093,0.186,LAD,16000000,16666666,16666666,625,0.023409,1849,16,0,4,0.008649,0.034596
Clayton Richard,SP,28,0.173,42,4,1,3,0.095,0.346,SD,3000000,3500000,3500000,784,0.029928999999999997,1764,16,1,9,0.009025,0.11971599999999999
Gio Gonzalez,SP,32,0.196,51,4,0,1,0.078,0.194,WSH,12000000,12000000,1999996,1024,0.038416000000000006,2601,16,0,1,0.006084,0.037636
Adam Moore,C,8,0.049,18,4,1,2,0.222,0.708,TB,545000,545000,108410,64,0.0024010000000000004,324,16,1,4,0.049284,0.5012639999999999
Ryan Lavarnway,C,6,0.037,6,4,0,1,0.667,1.5,PIT,545000,545000,79110,36,0.0013689999999999998,36,16,0,1,0.44488900000000003,2.25
Jose Quintana,SP,32,0.196,52,4,0,0,0.077,0.154,CHC,8850000,8850000,8850000,1024,0.038416000000000006,2704,16,0,0,0.005929,0.023716
Matt Harvey,SP,32,0.198,53,4,0,1,0.076,0.185,CIN,5625000,5625000,0,1024,0.039204,2809,16,0,1,0.005776,0.034225
Chase Anderson,SP,31,0.19,45,4,0,2,0.089,0.178,MIL,4250000,4750000,4750000,961,0.0361,2025,16,0,4,0.007921,0.031684
Kyle Hendricks,SP,33,0.203,60,4,0,1,0.067,0.18,CHC,4175000,4175000,4175000,1089,0.041209,3600,16,0,1,0.004489000000000001,0.0324
Jon Gray,SP,31,0.19,52,4,0,2,0.077,0.243,COL,555000,555000,513248,961,0.0361,2704,16,0,4,0.005929,0.059049
Jameson Taillon,SP,32,0.199,57,4,0,3,0.07,0.174,PIT,571000,571000,571000,1024,0.039601000000000004,3249,16,0,9,0.004900000000000001,0.030275999999999997
Jabari Blash,LF,24,0.148,39,4,0,1,0.103,0.328,LAA,545000,545000,167010,576,0.021903999999999996,1521,16,0,1,0.010608999999999999,0.10758400000000001
Junior Guerra,SP,31,0.19,35,4,0,0,0.114,0.314,MIL,545000,545000,509820,961,0.0361,1225,16,0,0,0.012996,0.098596
Zach Eflin,SP,25,0.154,44,4,1,1,0.091,0.25,PHI,545000,545000,421920,625,0.023716,1936,16,1,1,0.008281,0.0625
Carson Kelly,C,19,0.117,35,4,0,3,0.114,0.319,STL,545000,545000,175800,361,0.013689000000000002,1225,16,0,9,0.012996,0.101761
Ildemaro Vargas,SS,14,0.086,19,4,1,4,0.211,0.618,ARI,545000,545000,82040,196,0.007395999999999999,361,16,1,16,0.044521,0.381924
Nick Pivetta,SP,34,0.21,40,4,0,1,0.1,0.268,PHI,551000,551000,551000,1156,0.04409999999999999,1600,16,0,1,0.010000000000000002,0.07182400000000001
Ryan Cordell,OF,19,0.117,37,4,1,4,0.108,0.341,CHW,545000,545000,82040,361,0.013689000000000002,1369,16,1,16,0.011663999999999999,0.11628100000000002
Corban Joseph,1B,14,0.086,18,4,0,3,0.222,0.541,BAL,545000,545000,84970,196,0.007395999999999999,324,16,0,9,0.049284,0.292681
Austin Gomber,SP,29,0.179,19,4,0,4,0.211,0.474,STL,545000,545000,322300,841,0.032041,361,16,0,16,0.044521,0.224676
Jacob Nottingham,C,9,0.055,20,4,0,0,0.2,0.583,MIL,545000,545000,152360,81,0.003025,400,16,0,0,0.04000000000000001,0.33988899999999994
Homer Bailey,SP,20,0.124,26,3,0,0,0.115,0.264,CIN,21000000,21000000,21000000,400,0.015375999999999999,676,9,0,0,0.013225,0.06969600000000001
Brandon Phillips,2B,9,0.056,23,3,1,2,0.13,0.52,BOS,545000,545000,79110,81,0.0031360000000000003,529,9,1,4,0.016900000000000002,0.27040000000000003
Cole Hamels,SP,33,0.203,25,3,1,1,0.12,0.394,CHC,22500000,22500000,2096774,1089,0.041209,625,9,1,1,0.0144,0.155236
Brandon McCarthy,SP,15,0.093,29,3,0,2,0.103,0.276,ATL,10000000,11500000,7000000,225,0.008649,841,9,0,4,0.010608999999999999,0.07617600000000001
Rick Porcello,SP,33,0.204,7,3,0,3,0.429,1.143,BOS,21000000,21125000,21125000,1089,0.04161599999999999,49,9,0,9,0.18404099999999998,1.306449
Derek Holland,RP,37,0.228,53,3,0,0,0.057,0.15,SF,1750000,1750000,1750000,1369,0.051984,2809,9,0,0,0.003249,0.0225
Travis d'Arnaud,C,4,0.025,15,3,1,3,0.2,0.65,NYM,3475000,3475000,3475000,16,0.0006250000000000001,225,9,1,9,0.04000000000000001,0.42250000000000004
Mike Montgomery,SP,39,0.239,33,3,0,1,0.091,0.209,CHC,611250,611250,611250,1521,0.057121,1089,9,0,1,0.008281,0.043681
