Jugador,Anio_t,Anios_contrato_t,Valor_contrato_t,Valor_promedio_contrato_t,Juegos_t,Porcetnaje_juegos_t,At_bats_t,Bateos_t,Home_runs_t,RBI_t,Porcentaje_bateo_t,OPS_t,ln_Sueldo_base_t,ln_Sueldo_t,ln_Sueldo_regular_t,Juegos_2_t,Porcetnaje_juegos_2_t,At_bats_2_t,Bateos_2_t,Home_runs_2_t,RBI_2_t,Porcentaje_bateo_2_t,OPS_2_t,Anio_t_1,Anios_contrato_t_1,Valor_contrato_t_1,Valor_promedio_contrato_t_1,Juegos_t_1,Porcetnaje_juegos_t_1,At_bats_t_1,Bateos_t_1,Home_runs_t_1,RBI_t_1,Porcentaje_bateo_t_1,OPS_t_1,Juegos_2_t_1,Porcetnaje_juegos_2_t_1,At_bats_2_t_1,Bateos_2_t_1,Home_runs_2_t_1,RBI_2_t_1,Porcentaje_bateo_2_t_1,OPS_2_t_1
Yasmani Grandal,10,4,73000000,18250000,46,0.767,161,37,8,27,0.23,0.773,16.719675637992776,16.719675637992776,15.726423826626327,2116,0.5882890000000001,25921,1369,64,729,0.0529,0.597529,9,1,18250000,18250000,153,0.944,513,126,28,77,0.246,0.848,23409,0.8911359999999999,263169,15876,784,5929,0.060516,0.719104
Travis d'Arnaud,10,2,16000000,8000000,44,0.733,165,53,9,34,0.321,0.919,15.89495209964411,15.89495209964411,14.901700339133827,1936,0.537289,27225,2809,81,1156,0.103041,0.8445610000000001,9,0,0,0,103,0.636,351,88,16,69,0.251,0.745,10609,0.404496,123201,7744,256,4761,0.063001,0.555025
Martin Maldonado,10,2,7000000,3500000,47,0.783,135,29,6,24,0.215,0.727,15.068273526459642,15.068273526459642,14.075021524877904,2209,0.613089,18225,841,36,576,0.0462249999999999,0.5285289999999999,9,1,2500000,2500000,106,0.654,333,71,12,27,0.213,0.671,11236,0.427716,110889,5041,144,729,0.045369,0.450241
Robinson Chirinos,10,1,6750000,6750000,26,0.433,74,12,1,7,0.162,0.475,15.564710412773533,15.564710412773533,13.698970000112565,676,0.187489,5476,144,1,49,0.026244,0.225625,9,1,5750000,5750000,114,0.704,366,87,17,58,0.238,0.79,12996,0.4956159999999999,133956,7569,289,3364,0.0566439999999999,0.6241000000000001
Francisco Cervelli,10,1,2000000,2000000,16,0.267,53,13,3,7,0.245,0.808,14.508657738524219,14.508657738524219,13.515406315513875,256,0.071289,2809,169,9,49,0.0600249999999999,0.6528640000000001,9,0,0,0,48,0.296,141,30,3,12,0.213,0.649,2304,0.0876159999999999,19881,900,9,144,0.045369,0.421201
