Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
CHC,CHC,6.5,6.5,2016,8,7,8,193600,186624,440,432,14161,12544,119,112,7,3,28,27,STL,Chicago Cubs,Chicago Cubs,64,121,8,11,16384,15876,128,126,163,162,Jason Heyward,0.534361,0.5112249999999999,0.731,0.715,17,17,240,240,20,19,0.073441,0.067081,0.271,0.259,0.616225,0.605284,0.785,0.778,RF,RF,0.5828220858895705,0.5679012345679012,3249,3481,57,59,UFA,21500000,21500000,28166667,28166666,28166667,28166666,78.85440000000001,84.0889,8.88,9.17,184000000,215545000,16000000,23000000,95,92,2.5921000000000003,5.2441,1.61,2.29,3,3,16.883563493097892,17.153649815493612,17.153649815493612
NYM,KC,6.0,6.0,2018,8,7,2,729,16,27,4,16,1,4,1,8,4,35,34,KC,New York Mets,Kansas City Royals,0,0,0,0,441,1024,21,32,162,162,Jason Vargas,0.10692900000000001,0.25,0.327,0.5,5,4,215,215,9,9,0.021903999999999996,0.0625,0.148,0.25,0.016900000000000002,0.039204,0.13,0.198,SP,SP,0.4753086419753086,0.4938271604938271,0,0,0,0,UFA,6000000,8000000,6000000,8000000,6000000,8000000,154.75359999999998,5291.107599999999,12.44,72.74,16000000,89635000,43800000,8000000,77,80,0.0961,14.9769,-0.31,3.87,2,2,15.60727002719233,15.60727002719233,15.60727002719233
ARI,ARI,6.0,6.0,2017,8,7,2,38025,34596,195,186,1521,1600,39,40,2,5,35,34,MIA,Arizona Diamondbacks,Arizona Diamondbacks,1,4,1,2,4761,3600,69,60,162,162,Jeff Mathis,0.29593600000000003,0.36,0.544,0.6,1,1,205,205,6,6,0.04000000000000001,0.046224999999999995,0.2,0.215,0.181476,0.1369,0.426,0.37,C,C,0.5061728395061729,0.5740740740740741,400,121,20,11,UFA,2000000,2000000,2000000,2000000,2000000,2000000,0.0,0.0,0.0,0.0,4000000,15750000,9750000,2000000,82,93,0.028900000000000006,0.31360000000000005,0.17,-0.56,1,1,14.508657738524219,14.508657738524219,14.508657738524219
SF,SF,0.0,0.0,2016,8,7,5,100,4096,10,64,1,36,1,6,2,3,33,32,CHW,San Francisco Giants,San Francisco Giants,0,1,0,1,100,1225,10,35,162,162,Jeff Samardzija,0.04000000000000001,0.07075600000000001,0.2,0.266,23,23,240,240,26,26,0.010000000000000002,0.008836,0.1,0.094,0.0038439999999999998,0.046655999999999996,0.062,0.216,SP,SP,0.4506172839506173,0.3950617283950617,0,4,0,2,UFA,18000000,18000000,19800000,19800000,19800000,19800000,0.0,1824.1441,0.0,42.71,90000000,11500000,65250000,18000000,73,64,0.43560000000000004,6.4516,-0.66,2.54,8,8,16.70588231586044,16.801192495664765,16.801192495664765
CHC,LAA,6.2,6.2,2018,8,7,1,1,25,1,5,0,0,0,0,7,4,34,33,LAA,Chicago Cubs,Los Angeles Angels,0,0,0,0,3969,1444,63,38,163,162,Jesse Chavez,0.0,0.0,0.0,0.0,17,1,175,175,20,10,0.0,0.0,0.0,0.0,0.149769,0.055224999999999996,0.387,0.235,RP,RP,0.5828220858895705,0.4938271604938271,0,0,0,0,UFA,1000000,5750000,397824,6550000,1500000,6550000,7039.210000000001,0.0,83.9,0.0,1500000,215545000,24750000,1500000,95,80,1.3688999999999998,0.028900000000000006,1.17,-0.17,3,1,13.815510557964274,12.893764975407155,14.22097566607244
MIL,SD,6.3,6.3,2018,8,7,2,3136,2916,56,54,81,144,9,12,5,4,30,29,SD,Milwaukee Brewers,San Diego Padres,0,0,0,0,1296,1156,36,34,163,162,Jhoulys Chacin,0.145924,0.23136099999999998,0.382,0.481,1,2,215,215,5,5,0.025921000000000003,0.049284,0.161,0.222,0.048841,0.04409999999999999,0.221,0.21,SP,SP,0.588957055214724,0.4382716049382716,1,16,1,4,UFA,8000000,1750000,8750000,1750000,8750000,1750000,4904.2009,6353.684099999999,70.03,79.71,15500000,103750000,8250000,7750000,96,71,3.9204,6.4516,1.98,2.54,0,0,15.89495209964411,15.984564258333798,15.984564258333798
CHC,CHC,6.4,6.4,2015,8,7,6,3481,2916,59,54,49,64,7,8,7,3,34,33,OAK,Chicago Cubs,Chicago Cubs,1,1,1,1,1156,1024,34,32,163,162,Jon Lester,0.08294399999999999,0.21436900000000003,0.288,0.463,17,17,240,240,20,19,0.014160999999999998,0.021903999999999996,0.119,0.148,0.043681,0.039204,0.209,0.198,SP,SP,0.5828220858895705,0.5679012345679012,81,36,9,6,UFA,22500000,20000000,27500000,25000000,27500000,25000000,1894.8609000000001,472.6275999999999,43.53,21.74,155000000,215545000,16000000,25833333,95,92,11.4921,0.5041,3.39,0.71,3,3,16.929025867174648,17.1296965626368,17.1296965626368
OAK,COL,6.0,6.0,2018,8,7,1,172225,178929,415,423,10000,12544,100,112,3,4,32,31,COL,Oakland Athletics,Colorado Rockies,16,36,4,6,15876,15129,126,123,162,162,Jonathan Lucroy,0.380689,0.512656,0.617,0.716,15,1,200,200,27,4,0.058080999999999994,0.07022500000000001,0.241,0.265,0.605284,0.5760810000000001,0.778,0.759,C,C,0.5987654320987654,0.5370370370370371,2601,1600,51,40,UFA,6500000,5250000,6500000,1836096,6500000,5250000,35.28360000000001,880.3089000000001,5.94,29.67,6500000,18000000,97250000,6500000,97,87,0.4760999999999999,0.7569,-0.69,0.87,9,0,15.687312734865866,15.687312734865866,15.687312734865866
MIL,SD,6.5,6.5,2018,8,7,1,225,169,15,13,0,9,0,3,5,4,27,26,SD,Milwaukee Brewers,San Diego Padres,0,0,0,0,1369,1444,37,38,163,162,Jordan Lyles,0.027889000000000004,0.266256,0.167,0.516,1,2,230,230,5,5,0.0,0.053361000000000006,0.0,0.231,0.051529000000000005,0.055224999999999996,0.227,0.235,SP,SP,0.588957055214724,0.4382716049382716,1,9,1,3,UFA,750000,535000,229824,90613,750000,535000,812.25,6.5536,28.5,2.56,1000000,103750000,8250000,1000000,96,71,0.04000000000000001,0.22089999999999999,0.2,-0.47,0,0,13.527828485512494,12.345069077585755,13.527828485512494
DET,DET,6.2,6.2,2016,8,7,5,4,36,2,6,0,1,0,1,3,1,32,31,WSH,Detroit Tigers,Detroit Tigers,0,0,0,0,625,841,25,29,162,162,Jordan Zimmermann,0.0,0.11088900000000002,0.0,0.333,11,11,225,225,16,16,0.0,0.027889000000000004,0.0,0.167,0.023716,0.032041,0.154,0.179,SP,SP,0.3950617283950617,0.3950617283950617,0,0,0,0,UFA,24000000,18000000,24000000,18000000,24000000,18000000,69.5556,9.1204,8.34,3.02,110000000,11750000,2000000,22000000,64,64,0.3844,0.11560000000000002,0.62,0.34,4,4,16.99356438831222,16.99356438831222,16.99356438831222
PHI,TOR,6.0,6.0,2018,8,7,1,105625,344569,325,587,4356,14400,66,120,4,6,37,36,ATL,Philadelphia Phillies,Toronto Blue Jays,169,529,13,23,14884,24649,122,157,162,162,Jose Bautista,0.5285289999999999,0.45832900000000004,0.727,0.677,7,2,205,205,14,7,0.041209,0.04161599999999999,0.203,0.204,0.567009,0.9389609999999999,0.753,0.969,RF,RF,0.4938271604938271,0.4691358024691358,2304,4225,48,65,UFA,545000,18000000,99620,18000000,545000,18000000,1507.7688999999998,24.900100000000002,38.83,4.99,545000,169200000,70000000,545000,80,76,0.12249999999999998,1.0,-0.35,-1.0,2,2,13.208541073645382,11.509118226627274,13.208541073645382
NYM,NYM,0.0,0.0,2018,8,7,1,51984,251001,228,501,1849,15129,43,123,8,2,35,34,NYM,New York Mets,New York Mets,16,225,4,15,12100,21025,110,145,162,162,Jose Reyes,0.3364,0.529984,0.58,0.728,5,5,195,195,9,9,0.035721,0.060516,0.189,0.246,0.4610410000000001,0.801025,0.679,0.895,3B,3B,0.4753086419753086,0.4320987654320987,256,3364,16,58,UFA,2000000,535000,2000000,535000,2000000,535000,20.5209,1635.3935999999999,4.53,40.44,2000000,89635000,116500000,2000000,77,70,0.6400000000000001,0.39690000000000003,-0.8,-0.63,2,2,14.508657738524219,14.508657738524219,14.508657738524219
HOU,HOU,6.2,6.2,2017,8,7,4,187489,227529,433,477,11025,22500,105,150,2,3,31,30,LAD,Houston Astros,Houston Astros,289,169,17,13,18225,17956,135,134,162,162,Josh Reddick,0.515524,0.717409,0.718,0.847,2,2,197,197,12,11,0.059049,0.09922500000000001,0.243,0.315,0.693889,0.6839289999999999,0.833,0.827,RF,RF,0.6358024691358025,0.6234567901234568,2209,6724,47,82,UFA,13000000,13000000,13000000,13000000,13000000,13000000,487.5263999999999,4416.931599999999,22.08,66.46,52000000,23500000,82000000,13000000,103,101,3.0976,18.49,1.76,4.3,1,1,16.38045991542581,16.38045991542581,16.38045991542581
LAA,LAA,6.1,6.1,2016,8,7,6,284089,310249,533,557,18769,23104,137,152,3,4,30,29,SD,Los Angeles Angels,Los Angeles Angels,900,1225,30,35,21316,23104,146,152,162,162,Justin Upton,0.6528640000000001,0.811801,0.808,0.901,1,1,215,215,10,10,0.066049,0.07452900000000001,0.257,0.273,0.811801,0.8798439999999998,0.901,0.938,LF,LF,0.4938271604938271,0.4938271604938271,7225,11881,85,109,UFA,16000000,22125000,16000000,3000000,16000000,22125000,2331.9240999999997,5852.25,48.29,76.5,132750000,42800000,24750000,22125000,80,80,14.44,26.832399999999996,3.8,5.18,1,1,16.588099280204055,16.588099280204055,16.588099280204055
TOR,TOR,6.1,6.1,2017,8,7,3,170569,310249,413,557,10609,19321,103,139,3,6,35,34,KC,Toronto Blue Jays,Toronto Blue Jays,441,784,21,28,16900,22500,130,150,162,162,Kendrys Morales,0.591361,0.567009,0.769,0.753,2,2,225,225,7,7,0.062001,0.0625,0.249,0.25,0.6448090000000001,0.8574760000000001,0.803,0.926,DH,DH,0.4506172839506173,0.4691358024691358,3249,7225,57,85,UFA,11000000,10000000,11000000,10000000,11000000,10000000,705.9649000000001,388.87839999999994,26.57,19.72,33000000,17000000,70000000,11000000,73,76,0.6400000000000001,0.0256,0.8,-0.16,2,2,16.213405830762646,16.213405830762646,16.213405830762646
NYY,STL,6.5,6.5,2018,8,7,1,16,2916,4,54,0,16,0,4,2,2,31,30,STL,New York Yankees,St. Louis Cardinals,0,0,0,0,961,1089,31,33,162,162,Lance Lynn,0.0,0.047524,0.0,0.218,40,23,270,270,54,28,0.0,0.005475999999999999,0.0,0.074,0.036481,0.04161599999999999,0.191,0.204,SP,SP,0.6172839506172839,0.5123456790123457,0,0,0,0,UFA,12000000,7500000,1999996,8500000,12000000,8500000,412.49609999999996,5256.25,20.31,72.5,12000000,14000000,113000000,12000000,100,83,0.10890000000000001,10.0489,0.33,3.17,27,11,16.300417207752275,14.508655738522219,16.300417207752275
MIN,TB,6.3,6.3,2018,8,7,1,101124,262144,318,512,3481,15876,59,126,6,5,30,29,TB,Minnesota Twins,Tampa Bay Rays,225,1444,15,38,9025,22201,95,149,162,162,Logan Morrison,0.41473600000000005,0.753424,0.644,0.868,6,1,245,245,15,4,0.034596,0.060516,0.186,0.246,0.343396,0.8464,0.586,0.92,DH,DH,0.4814814814814814,0.4938271604938271,1521,7225,39,85,UFA,5500000,2500000,5500000,2750000,5500000,2750000,0.0,7458.0496,0.0,86.36,6500000,52250000,21700000,6500000,78,80,0.0961,13.395600000000002,-0.31,3.66,3,0,15.520258650202699,15.520258650202699,15.520258650202699
MIL,KC,6.2,6.2,2018,8,7,5,290521,341056,539,584,27556,31329,166,177,5,4,32,31,KC,Milwaukee Brewers,Kansas City Royals,100,225,10,15,20164,24025,142,155,163,162,Lorenzo Cain,0.6609689999999999,0.6544810000000001,0.813,0.809,1,4,214,214,5,9,0.094864,0.091809,0.308,0.303,0.758641,0.9158489999999999,0.871,0.957,CF,CF,0.588957055214724,0.4938271604938271,1444,2500,38,50,UFA,14000000,11000000,14300000,11000000,14300000,11000000,7071.128100000001,6090.241600000001,84.09,78.04,80000000,103750000,43800000,16000000,96,80,47.0596,30.25,6.86,5.5,0,2,16.454567887579532,16.475770095230136,16.475770095230136
ATL,TB,6.4,6.4,2018,8,7,1,107584,178929,328,423,6241,8464,79,92,4,5,32,31,TB,Atlanta Braves,Tampa Bay Rays,196,900,14,30,11664,16129,108,127,162,162,Lucas Duda,0.534361,0.6691239999999999,0.731,0.818,18,1,255,255,24,4,0.058080999999999994,0.047524,0.241,0.218,0.44488900000000003,0.6146560000000001,0.667,0.784,1B,1B,0.5555555555555556,0.4938271604938271,2500,4096,50,64,UFA,3500000,7250000,301075,2654339,3800000,7250000,825.4129,2360.0164,28.73,48.58,3500000,2900000,21700000,3500000,90,80,0.24009999999999998,1.9599999999999997,0.49,1.4,3,0,15.068273526459642,12.61511468212868,15.150511624696614
BAL,BAL,6.4,6.4,2017,8,7,3,108900,312481,330,559,7396,17424,86,132,2,5,32,31,BAL,Baltimore Orioles,Baltimore Orioles,289,529,17,23,8100,21316,90,146,162,162,Mark Trumbo,0.583696,0.47472099999999995,0.764,0.689,7,7,225,225,14,14,0.068121,0.055695999999999996,0.261,0.236,0.3091360000000001,0.811801,0.556,0.901,DH,DH,0.2901234567901234,0.4629629629629629,1936,4225,44,65,UFA,12500000,11500000,11000000,10000000,12500000,11500000,0.0,90.6304,0.0,9.52,37500000,73000000,55600000,12500000,47,75,0.1024,0.2916,0.32,-0.54,3,3,16.34123920227253,16.213405830762646,16.34123920227253
STL,ATL,6.3,6.3,2018,8,7,1,93636,114921,306,339,5329,8649,73,93,3,5,29,28,ATL,St. Louis Cardinals,Atlanta Braves,441,400,21,20,14641,17161,121,131,162,162,Matt Adams,0.617796,0.7072809999999999,0.786,0.841,23,18,245,245,28,23,0.057121,0.07507600000000002,0.239,0.274,0.558009,0.6544810000000001,0.747,0.809,1B,1B,0.5432098765432098,0.4444444444444444,3249,4225,57,65,UFA,4000000,2800000,881705,2065573,4000000,2800000,1246.7961000000003,1596.0025000000003,35.31,39.95,4000000,28000000,34525000,4000000,88,72,1.8769000000000002,0.17639999999999997,1.37,0.42,11,3,15.201804919084164,13.689612811922144,15.201804919084164
OAK,OAK,6.2,6.2,2017,8,7,2,42849,219961,207,469,1849,12996,43,114,3,5,33,32,PIT,Oakland Athletics,Oakland Athletics,49,625,7,25,7056,19881,84,141,162,162,Matt Joyce,0.45562500000000006,0.6528640000000001,0.675,0.808,15,15,194,194,27,26,0.043264,0.059049,0.208,0.243,0.269361,0.7569,0.519,0.87,RF,RF,0.5987654320987654,0.4629629629629629,225,4624,15,68,UFA,6000000,5000000,6000000,5000000,6000000,5000000,0.0,3352.41,0.0,57.9,11000000,18000000,34500000,5500000,97,75,0.0025000000000000005,3.0276,0.05,1.74,9,9,15.60727002719233,15.60727002719233,15.60727002719233
WSH,WSH,6.3,6.3,2015,8,7,7,4900,3844,70,62,289,100,17,10,5,4,33,32,DET,Washington Nationals,Washington Nationals,0,1,0,1,1225,961,35,31,162,163,Max Scherzer,0.29702500000000004,0.178084,0.545,0.422,1,1,208,208,5,5,0.059049,0.025921000000000003,0.243,0.161,0.046655999999999996,0.036481,0.216,0.191,SP,SP,0.5061728395061729,0.5950920245398773,36,25,6,5,UFA,15000000,15000000,22242857,22242857,22242857,22242857,8639.702500000001,8497.1524,92.95,92.18,210000000,23300000,10400000,30000000,82,97,76.5625,50.41,8.75,7.1,0,0,16.523560759066484,16.917531481326307,16.917531481326307
SEA,SEA,0.0,0.0,2016,8,7,5,16,2209,4,47,0,64,0,8,3,2,30,29,SF,Seattle Mariners,Seattle Mariners,0,0,0,0,1024,1024,32,32,162,162,Mike Leake,0.0,0.168921,0.0,0.411,0,0,170,170,4,4,0.0,0.028900000000000006,0.0,0.17,0.039204,0.039204,0.198,0.198,SP,SP,0.5493827160493827,0.4814814814814814,0,16,0,4,UFA,17000000,15000000,11000000,2704911,17000000,15000000,842.7409,1754.7721000000001,29.03,41.89,80000000,17750000,11535000,16000000,89,78,2.7224999999999997,1.0609,1.65,1.03,0,0,16.64872390202049,16.213405830762646,16.64872390202049
MIL,KC,6.0,6.0,2018,8,7,1,328329,308025,573,555,20736,22801,144,151,5,4,29,28,KC,Milwaukee Brewers,Kansas City Royals,784,1444,28,38,23409,21904,153,148,163,162,Mike Moustakas,0.599076,0.697225,0.774,0.835,1,4,225,225,5,9,0.063001,0.07398400000000001,0.251,0.272,0.8817209999999999,0.835396,0.939,0.914,3B,3B,0.588957055214724,0.4938271604938271,9025,7225,95,85,UFA,5500000,8700000,1922050,8700000,7700000,8700000,3173.0688999999998,3064.7296,56.33,55.36,6500000,103750000,43800000,6500000,96,80,4.494400000000001,3.24,2.12,1.8,0,2,15.520258650202699,14.46890288274216,15.856730886823913
BOS,BOS,6.3,6.3,2018,8,7,2,163216,258064,404,508,9801,15625,99,125,3,1,32,31,BOS,Boston Red Sox,Boston Red Sox,225,484,15,22,15625,22201,125,149,162,162,Mitch Moreland,0.574564,0.591361,0.758,0.769,14,13,245,245,24,23,0.060024999999999995,0.060516,0.245,0.246,0.5959840000000001,0.8464,0.772,0.92,1B,1B,0.6666666666666666,0.5740740740740741,4624,6241,68,79,UFA,6500000,5500000,6500000,5500000,6500000,5500000,1550.7844000000002,2259.1009,39.38,47.53,13000000,131000000,5500000,6500000,108,93,0.8835999999999999,3.8024999999999998,0.94,1.95,9,8,15.687312734865866,15.687312734865866,15.687312734865866
NYY,MIL,0.0,0.0,2018,8,7,1,120409,148225,347,385,5776,10404,76,102,2,3,32,31,MIL,New York Yankees,Milwaukee Brewers,121,196,11,14,12769,12321,113,111,162,162,Neil Walker,0.44089600000000007,0.6448090000000001,0.664,0.803,40,1,210,210,54,4,0.047961,0.07022500000000001,0.219,0.265,0.4872039999999999,0.46922500000000006,0.698,0.685,2B,2B,0.6172839506172839,0.5308641975308642,2116,2401,46,49,UFA,4000000,17200000,4000000,3000000,4000000,17200000,335.98889999999994,465.6963999999999,18.33,21.58,4000000,14000000,7550000,4000000,100,86,0.019600000000000003,0.1936,-0.14,0.44,27,0,15.201804919084164,15.201804919084164,15.201804919084164
SEA,SEA,6.2,6.2,2015,8,7,4,269361,309136,519,556,17689,25600,133,160,3,2,37,36,BAL,Seattle Mariners,Seattle Mariners,1369,1521,37,39,21316,24025,146,155,162,162,Nelson Cruz,0.7224999999999999,0.8537760000000001,0.85,0.924,0,0,230,230,4,4,0.065536,0.08294399999999999,0.256,0.288,0.811801,0.9158489999999999,0.901,0.957,DH,DH,0.5493827160493827,0.4814814814814814,9409,14161,97,119,UFA,14000000,14000000,14275000,14250000,14275000,14250000,3783.4800999999998,6743.6944,61.51,82.12,57000000,17750000,11535000,14250000,89,78,8.6436,18.4041,2.94,4.29,0,0,16.454567887579532,16.474020313506347,16.474020313506347
SF,SF,6.0,6.0,2018,8,7,1,79524,82369,282,287,4624,4900,68,70,2,3,34,33,SF,San Francisco Giants,San Francisco Giants,100,81,10,9,9216,10201,96,101,162,162,Nick Hundley,0.49843599999999993,0.47748099999999993,0.706,0.691,23,23,203,203,26,26,0.058080999999999994,0.059536,0.241,0.244,0.351649,0.389376,0.593,0.624,C,C,0.4506172839506173,0.3950617283950617,961,1225,31,35,UFA,2500000,2000000,2500000,2000000,2500000,2000000,0.0,222.01000000000002,0.0,14.9,2500000,11500000,65250000,2500000,73,64,0.0001,0.2601,-0.01,0.51,8,8,14.73180128983843,14.73180128983843,14.73180128983843
ATL,ATL,0.0,0.0,2015,8,7,4,388129,351649,623,593,34225,26569,185,163,4,5,34,33,BAL,Atlanta Braves,Atlanta Braves,196,64,14,8,26244,25600,162,160,162,162,Nick Markakis,0.6496360000000001,0.544644,0.806,0.738,18,18,210,210,24,23,0.088209,0.07562500000000001,0.297,0.275,1.0,0.976144,1.0,0.988,RF,RF,0.5555555555555556,0.4444444444444444,8649,5776,93,76,UFA,10500000,10500000,11050000,11000000,11050000,11000000,2941.9776,464.83359999999993,54.24,21.56,44000000,2900000,34525000,11000000,90,72,6.6564000000000005,0.5328999999999999,2.58,0.73,3,3,16.166885815127753,16.217940985928035,16.217940985928035
LAD,LAD,6.5,6.5,2017,8,7,3,1849,2025,43,45,16,25,4,5,2,6,38,37,LAD,Los Angeles Dodgers,Los Angeles Dodgers,0,0,0,0,625,625,25,25,163,162,Rich Hill,0.034596,0.07784100000000002,0.186,0.279,25,25,221,221,32,31,0.008649,0.012321,0.093,0.111,0.023409,0.023716,0.153,0.154,SP,SP,0.5644171779141104,0.6419753086419753,4,16,2,4,UFA,16000000,12000000,16666666,12666666,16666666,12666666,1889.6408999999999,4595.484100000001,43.47,67.79,48000000,4000000,199600000,16000000,92,104,2.1609,4.9729,1.47,2.23,6,6,16.588099280204055,16.62892123472431,16.62892123472431
SEA,SEA,6.0,6.0,2014,8,7,10,96100,350464,310,592,8836,27556,94,166,3,2,35,34,NYY,Seattle Mariners,Seattle Mariners,100,529,10,23,6400,22500,80,150,162,162,Robinson Cano,0.7140249999999999,0.625681,0.845,0.791,0,0,210,210,4,4,0.091809,0.07840000000000001,0.303,0.28,0.244036,0.8574760000000001,0.494,0.926,2B,2B,0.5493827160493827,0.4814814814814814,2500,9409,50,97,UFA,24000000,24000000,13677440,24000000,24000000,24000000,0.0,699.6025,0.0,26.45,240000000,17750000,11535000,24000000,89,78,11.289599999999998,8.6436,3.36,2.94,0,0,16.99356438831222,16.431258318143907,16.99356438831222
ATL,BAL,6.3,6.3,2018,8,7,1,25921,1444,161,38,1225,64,35,8,4,5,31,30,PHI,Atlanta Braves,Baltimore Orioles,4,0,2,0,6561,529,81,23,162,162,Ryan Flaherty,0.34809999999999997,0.29052100000000003,0.59,0.539,18,7,220,220,24,14,0.047089,0.044521,0.217,0.211,0.25,0.020163999999999998,0.5,0.142,3B,3B,0.5555555555555556,0.4629629629629629,169,16,13,4,UFA,750000,1800000,750000,1800000,750000,1800000,0.0,0.0,0.0,0.0,750000,2900000,55600000,750000,90,75,0.9409,0.0144,-0.97,-0.12,3,3,13.527828485512494,13.527828485512494,13.527828485512494
TEX,TEX,0.0,0.0,2014,8,7,7,313600,295936,560,544,21904,20449,148,143,4,4,35,34,CIN,Texas Rangers,Texas Rangers,441,484,21,22,21316,22201,146,149,162,162,Shin-Soo Choo,0.659344,0.613089,0.812,0.783,2,2,210,210,8,8,0.06969600000000001,0.06916900000000001,0.264,0.263,0.811801,0.8464,0.901,0.92,DH,RF,0.4135802469135802,0.4814814814814814,3844,6084,62,78,UFA,20000000,20000000,20100000,20000000,20100000,20000000,2443.3249,871.4304,49.43,29.52,130000000,35000000,36000000,18571429,67,78,7.398400000000001,0.6084,2.72,0.78,0,0,16.811242831518264,16.816230373029303,16.816230373029303
NYM,NYY,6.3,6.3,2018,8,7,2,166464,224676,408,474,7569,10201,87,101,8,3,32,31,NYY,New York Mets,New York Yankees,324,729,18,27,13225,21609,115,147,162,162,Todd Frazier,0.4830249999999999,0.5959840000000001,0.695,0.772,5,40,220,220,9,53,0.045369,0.045369,0.213,0.213,0.5041,0.8226490000000001,0.71,0.907,3B,3B,0.4753086419753086,0.5617283950617284,3481,5776,59,76,UFA,8000000,12000000,8000000,4983624,8000000,12000000,1620.0625,1723.0801,40.25,41.51,17000000,89635000,102500000,8500000,77,91,6.100900000000001,3.3124000000000002,2.47,1.82,2,27,15.89495209964411,15.89495209964411,15.89495209964411
MIA,MIA,0.0,0.0,2016,8,7,5,1600,64,40,8,36,1,6,1,1,6,32,31,BAL,Miami Marlins,Miami Marlins,0,0,0,0,729,81,27,9,161,162,Wei-Yin Chen,0.10562500000000001,0.0625,0.325,0.25,2,2,200,200,2,2,0.0225,0.015625,0.15,0.125,0.028224000000000003,0.0031360000000000003,0.168,0.056,SP,SP,0.391304347826087,0.4753086419753086,4,0,2,0,UFA,10000000,9000000,10000000,15500000,10000000,15500000,184.6881,0.0,13.59,0.0,80000000,3250000,57250000,16000000,63,77,0.2304,0.1936,-0.48,0.44,2,2,16.11809565095832,16.11809565095832,16.11809565095832
PHI,TB,6.1,6.1,2017,8,7,2,145924,43264,382,208,13689,2916,117,54,4,5,30,29,WSH,Philadelphia Phillies,Tampa Bay Rays,225,121,15,11,12321,4096,111,64,162,162,Wilson Ramos,0.7140249999999999,0.543169,0.845,0.737,7,1,245,245,14,4,0.093636,0.06760000000000001,0.306,0.26,0.46922500000000006,0.15602500000000002,0.685,0.395,C,C,0.4938271604938271,0.4938271604938271,4900,1225,70,35,UFA,10500000,4000000,3500024,4000000,10500000,4000000,3323.5225,0.0,57.65,0.0,12500000,169200000,21700000,6250000,80,80,3.61,0.0081,1.9,0.09,2,0,16.166885815127753,15.068280383578989,16.166885815127753
NYM,NYM,0.0,0.0,2017,8,7,4,19881,84681,141,291,1369,7225,37,85,8,2,32,31,NYM,New York Mets,New York Mets,81,289,9,17,1444,6561,38,81,162,162,Yoenis Cespedes,0.6740409999999999,0.795664,0.821,0.892,5,5,220,220,9,9,0.06864400000000001,0.08526399999999999,0.262,0.292,0.055224999999999996,0.25,0.235,0.5,CF,CF,0.4753086419753086,0.4320987654320987,841,1764,29,42,UFA,29000000,22500000,29000000,22500000,29000000,22500000,0.0,0.0,0.0,0.0,110000000,89635000,116500000,27500000,77,70,0.5776,3.8415999999999997,0.76,1.96,2,2,17.182806387950748,17.182806387950748,17.182806387950748
TEX,SEA,6.2,6.2,2018,8,7,1,1,4,1,2,0,1,0,1,4,2,32,31,MIL,Texas Rangers,Seattle Mariners,0,0,0,0,441,784,21,28,162,162,Yovani Gallardo,0.0,1.0,0.0,1.0,2,0,205,205,8,4,0.0,0.25,0.0,0.5,0.016900000000000002,0.029928999999999997,0.13,0.173,SP,RP,0.4135802469135802,0.4814814814814814,0,0,0,0,UFA,2000000,11000000,1139785,9000000,2300000,11000000,142.80249999999998,0.0,11.95,0.0,750000,35000000,11535000,750000,67,78,0.1521,0.0576,-0.39,-0.24,0,0,14.508657738524219,13.946350206092896,14.648419680899378
