Acronimo_t,Acronimo_t_1,Altura_t,Altura_t_1,Anio,Anio_t,Anio_t_1,Anios_contrato,At_bats_2_t,At_bats_2_t_1,At_bats_t,At_bats_t_1,Bateos_2_t,Bateos_2_t_1,Bateos_t,Bateos_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Edad_t,Edad_t_1,Equipo_anterior,Equipo_t,Equipo_t_1,Home_runs_2_t,Home_runs_2_t_1,Home_runs_t,Home_runs_t_1,Juegos_2_t,Juegos_2_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,OPS_2_t,OPS_2_t_1,OPS_t,OPS_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Porcentaje_bateo_2_t,Porcentaje_bateo_2_t_1,Porcentaje_bateo_t,Porcentaje_bateo_t_1,Porcetnaje_juegos_2_t,Porcetnaje_juegos_2_t_1,Porcetnaje_juegos_t,Porcetnaje_juegos_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,RBI_2_t,RBI_2_t_1,RBI_t,RBI_t_1,Status,Sueldo_base_t,Sueldo_base_t_1,Sueldo_regular_t,Sueldo_regular_t_1,Sueldo_t,Sueldo_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_promedio_contrato,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WS_ganadas_t,WS_ganadas_t_1,ln_Sueldo_base_t,ln_Sueldo_regular_t,ln_Sueldo_t
ATL,HOU,6.3,6.3,2019,9,8,1,76729,35721,277,189,4761,1600,69,40,6,2,35,34,HOU,Atlanta Braves,Houston Astros,144,49,12,7,7225,4096,85,64,161,162,Brian McCann,0.538756,0.4096,0.734,0.64,18,2,225,225,25,12,0.062001,0.044944,0.249,0.212,0.275625,0.15602500000000002,0.525,0.395,C,C,0.6024844720496895,0.6358024691358025,2025,529,45,23,UFA,2000000,17000000,2000000,11500000,2000000,17000000,0.0,0.0,0.0,0.0,2000000,52210000,23500000,2000000,97,103,0.0961,0.9025,0.31,0.95,3,1,14.508657738524219,14.508657738524219,14.508657738524219
PHI,WSH,6.3,6.3,2019,9,8,13,328329,302500,573,550,22201,18769,149,137,4,5,26,25,WSH,Philadelphia Phillies,Washington Nationals,1225,1156,35,34,24649,25600,157,160,162,162,Bryce Harper,0.7779240000000001,0.790321,0.882,0.889,7,1,220,220,14,5,0.06760000000000001,0.062001,0.26,0.249,0.9389609999999999,0.976144,0.969,0.988,RF,CF,0.5,0.5061728395061729,12996,10000,114,100,UFA,10000000,21625000,11538462,21725000,11538462,21725000,4371.8544,4805.262399999999,66.12,69.32,330000000,403000000,23300000,25384615,81,82,17.305600000000002,1.6900000000000002,4.16,1.3,2,0,16.11809565095832,16.26119653459899,16.26119653459899
ARI,BAL,6.3,6.3,2019,9,8,1,1444,70225,38,265,64,3364,8,58,4,2,33,32,BAL,Arizona Diamondbacks,Baltimore Orioles,0,9,0,3,400,7056,20,84,162,162,Caleb Joseph,0.263169,0.33062499999999995,0.513,0.575,1,7,180,180,6,14,0.044521,0.047961,0.211,0.219,0.015375999999999999,0.269361,0.124,0.519,C,C,0.5246913580246914,0.2901234567901234,9,289,3,17,UFA,1100000,1250000,473120,1250000,1100000,1250000,0.0,0.0,0.0,0.0,1100000,11600000,73000000,1100000,85,47,0.0001,0.1024,-0.01,0.32,1,3,13.9108207377686,13.067104335086304,13.9108207377686
TB,HOU,6.5,6.5,2019,9,8,2,4,36,2,6,0,1,0,1,2,2,35,34,HOU,Tampa Bay Rays,Houston Astros,0,0,0,0,1089,900,33,30,161,162,Charlie Morton,0.0,0.11088900000000002,0.0,0.333,1,2,215,215,5,12,0.0,0.027889000000000004,0.0,0.167,0.04161599999999999,0.034225,0.204,0.185,SP,SP,0.5962732919254659,0.6358024691358025,0,0,0,0,UFA,15000000,7000000,15000000,8875000,15000000,8875000,7825.171599999999,6234.681599999999,88.46,78.96,30000000,33500000,23500000,15000000,96,103,25.603599999999997,12.0409,5.06,3.47,0,1,16.523560759066484,16.523560759066484,16.523560759066484
BAL,BAL,6.3,6.3,2016,9,8,7,94249,220900,307,470,3025,6241,55,79,1,2,33,32,BAL,Baltimore Orioles,Baltimore Orioles,144,256,12,16,11236,16641,106,129,161,162,Chris Davis,0.361201,0.29052100000000003,0.601,0.539,7,7,245,245,14,14,0.032041,0.028224000000000003,0.179,0.168,0.42771600000000004,0.6336160000000001,0.654,0.796,1B,1B,0.3354037267080745,0.2901234567901234,1296,2401,36,49,UFA,17000000,17000000,21065362,21065362,21065362,21065362,0.3844,0.0225,0.62,0.15,161000000,800000,73000000,23000000,54,47,0.9603999999999999,10.5625,-0.98,-3.25,3,3,16.64872390202049,16.863140638151464,16.863140638151464
NYY,COL,6.4,6.4,2019,9,8,2,362404,284089,602,533,38809,21609,197,147,5,5,30,29,COL,New York Yankees,Colorado Rockies,676,225,26,15,21025,16641,145,129,162,163,D.J. LeMahieu,0.7974490000000001,0.561001,0.893,0.749,40,1,220,220,55,5,0.10692900000000001,0.07617600000000001,0.327,0.276,0.801025,0.625681,0.895,0.791,2B,2B,0.6358024691358025,0.558282208588957,10404,3844,102,62,UFA,12000000,8500000,12000000,8500000,12000000,8500000,7883.664100000001,3146.0881000000004,88.79,56.09,24000000,124555000,122500000,12000000,103,91,36.3609,9.1809,6.03,3.03,27,0,16.300417207752275,16.300417207752275,16.300417207752275
ATL,HOU,6.2,6.2,2019,9,8,1,1444,4,38,2,25,0,5,0,6,2,31,30,HOU,Atlanta Braves,Houston Astros,0,0,0,0,361,1156,19,34,161,162,Dallas Keuchel,0.097344,0.0,0.312,0.0,18,2,205,205,25,12,0.017424000000000002,0.0,0.132,0.0,0.013689000000000002,0.04409999999999999,0.117,0.21,SP,SP,0.6024844720496895,0.6358024691358025,4,0,2,0,UFA,21210000,13200000,13000000,13200000,21210000,13200000,1658.9328999999998,2995.3729,40.73,54.73,21210000,52210000,23500000,21210000,97,103,4.2025,6.864400000000001,2.05,2.62,3,1,16.869983326540865,16.38045991542581,16.869983326540865
COL,CHC,0.0,0.0,2019,9,8,2,191844,107584,438,328,14884,9604,122,98,1,7,34,33,CHC,Colorado Rockies,Chicago Cubs,169,144,13,12,17424,8464,132,92,161,163,Daniel Murphy,0.6084,0.6241000000000001,0.78,0.79,1,17,221,221,5,20,0.07784100000000002,0.089401,0.279,0.299,0.664225,0.31809599999999993,0.815,0.564,1B,2B,0.4347826086956521,0.5828220858895705,6084,1764,78,42,UFA,10000000,17500000,10000000,3857526,10000000,17500000,390.45760000000007,0.0,19.76,0.0,24000000,24000000,215545000,12000000,70,95,0.028900000000000006,0.5929,0.17,-0.77,0,3,16.11809565095832,16.11809565095832,16.11809565095832
CHC,SF,6.2,6.2,2019,9,8,1,196,2809,14,53,1,9,1,3,5,2,32,31,SF,Chicago Cubs,San Francisco Giants,0,0,0,0,2809,1369,53,37,162,162,Derek Holland,0.04202499999999999,0.0225,0.205,0.15,17,23,213,213,20,26,0.0050409999999999995,0.003249,0.071,0.057,0.10692900000000001,0.051984,0.327,0.228,RP,RP,0.5185185185185185,0.4506172839506173,0,0,0,0,UFA,6500000,1750000,475000,1750000,6500000,1750000,5.3361,0.0,2.31,0.0,7000000,49325000,11500000,7000000,84,73,0.6723999999999999,4.494400000000001,-0.82,2.12,3,8,15.687312734865866,13.071070083016778,15.687312734865866
STL,STL,6.5,6.5,2017,9,8,5,237169,83521,487,289,13456,2704,116,52,1,3,33,32,CHC,St. Louis Cardinals,St. Louis Cardinals,361,64,19,8,22500,8100,150,90,162,162,Dexter Fowler,0.568516,0.33177599999999996,0.754,0.576,23,23,205,205,29,28,0.05664399999999999,0.0324,0.238,0.18,0.8574760000000001,0.3091360000000001,0.926,0.556,CF,CF,0.5617283950617284,0.5432098765432098,4489,961,67,31,UFA,14500000,14500000,16500000,16500000,16500000,16500000,620.0099999999999,0.0,24.9,0.0,82500000,25000000,28000000,16500000,91,88,2.0164,1.9043999999999996,1.42,-1.38,11,11,16.489659207390805,16.61887093887081,16.61887093887081
SD,SD,6.4,6.4,2018,9,8,8,383161,375769,619,613,26896,24025,164,155,4,3,29,28,KC,San Diego Padres,San Diego Padres,484,324,22,18,25600,24649,160,157,162,162,Eric Hosmer,0.540225,0.5184,0.735,0.72,2,2,226,226,5,5,0.07022500000000001,0.064009,0.265,0.253,0.976144,0.9389609999999999,0.988,0.969,1B,1B,0.4320987654320987,0.4074074074074074,9801,4761,99,69,UFA,20000000,20000000,21000000,21000000,21000000,21000000,81.3604,289.34010000000006,9.02,17.01,144000000,326000000,149500000,18000000,70,66,0.10890000000000001,2.0736,-0.33,1.44,0,0,16.811242831518264,16.860032995687696,16.860032995687696
MIL,WSH,6.0,6.0,2019,9,8,1,625,2601,25,51,1,16,1,4,5,5,33,32,NYY,Milwaukee Brewers,Washington Nationals,0,0,0,0,361,1024,19,32,161,162,Gio Gonzalez,0.013689000000000002,0.037636,0.117,0.194,1,1,205,205,6,5,0.0016,0.006084,0.04,0.078,0.013689000000000002,0.038416000000000006,0.117,0.196,SP,SP,0.5527950310559007,0.5061728395061729,0,1,0,1,UFA,2000000,12000000,1709677,1999996,2000000,12000000,3717.3408999999997,1816.4643999999998,60.97,42.62,2000000,31900000,23300000,2000000,89,82,3.5343999999999998,2.25,1.88,1.5,0,0,14.508657738524219,14.3518150217482,14.508657738524219
WSH,WSH,0.0,0.0,2018,9,8,2,111556,23104,334,152,13225,2116,115,46,7,5,35,34,WSH,Washington Nationals,Washington Nationals,289,16,17,4,14884,1600,122,40,162,162,Howie Kendrick,0.933156,0.6480250000000001,0.966,0.805,1,1,220,220,6,5,0.11833599999999998,0.091809,0.344,0.303,0.567009,0.061009,0.753,0.247,LF,LF,0.5740740740740741,0.5061728395061729,3844,144,62,12,UFA,4000000,3000000,4000000,3000000,4000000,3000000,6160.6801,0.0,78.49,0.0,7000000,184550000,23300000,3500000,93,82,6.969600000000001,0.0484,2.64,-0.22,1,0,15.201804919084164,15.201804919084164,15.201804919084164
COL,COL,6.3,6.3,2017,9,8,5,196249,308025,443,555,12769,17161,113,131,1,5,33,32,TEX,Colorado Rockies,Colorado Rockies,400,484,20,22,19600,25600,140,160,161,163,Ian Desmond,0.620944,0.5314409999999999,0.788,0.729,1,1,220,220,5,5,0.065025,0.055695999999999996,0.255,0.236,0.7464959999999999,0.964324,0.864,0.982,CF,1B,0.4347826086956521,0.558282208588957,4225,7744,65,88,UFA,15000000,22000000,15000000,22000000,15000000,22000000,108.3681,377.5249,10.41,19.43,70000000,24000000,122500000,14000000,70,91,2.1315999999999997,0.010000000000000002,-1.46,-0.1,0,0,16.523560759066484,16.523560759066484,16.523560759066484
SD,BOS,6.0,6.0,2019,9,8,2,66564,237169,258,487,3136,13689,56,117,4,3,37,36,BOS,San Diego Padres,Boston Red Sox,81,196,9,14,7569,16384,87,128,162,162,Ian Kinsler,0.417316,0.4637610000000001,0.646,0.681,2,14,200,200,5,24,0.047089,0.0576,0.217,0.24,0.28836900000000004,0.6241000000000001,0.537,0.79,2B,2B,0.4320987654320987,0.6666666666666666,484,2304,22,48,UFA,3750000,11000000,3750000,1833340,3750000,11000000,0.0,641.1024,0.0,25.32,8000000,326000000,131000000,4000000,70,108,0.0841,6.400899999999999,-0.29,2.53,0,9,15.137266397946593,15.137266397946593,15.137266397946593
NYY,NYY,6.5,6.5,2019,9,8,2,9,36,3,6,0,4,0,2,5,2,36,35,NYY,New York Yankees,New York Yankees,0,0,0,0,1024,961,32,31,162,162,J.A. Happ,0.0,0.580644,0.0,0.762,40,40,205,205,55,54,0.0,0.11088900000000002,0.0,0.333,0.039204,0.036481,0.198,0.191,SP,SP,0.6358024691358025,0.6172839506172839,0,0,0,0,UFA,17000000,13000000,17000000,4612872,17000000,13000000,536.3856,3245.5809,23.16,56.97,34000000,124555000,14000000,17000000,103,100,1.4641,1.3923999999999999,1.21,1.18,27,27,16.64872390202049,16.64872390202049,16.64872390202049
BOS,BOS,6.3,6.3,2018,9,8,5,330625,323761,575,569,30625,35344,175,188,1,3,31,30,ARI,Boston Red Sox,Boston Red Sox,1296,1849,36,43,21904,22500,148,150,161,162,J.D. Martinez,0.8817209999999999,1.0629609999999998,0.939,1.031,14,14,230,230,24,24,0.092416,0.10890000000000001,0.304,0.33,0.835396,0.8574760000000001,0.914,0.926,DH,DH,0.515527950310559,0.6666666666666666,11025,16900,105,130,UFA,23750000,23750000,23750000,23750000,23750000,23750000,4937.872899999999,9348.9561,70.27,96.69,110000000,68000000,131000000,22000000,83,108,11.1556,40.5769,3.34,6.37,9,9,16.983093088444924,16.983093088444924,16.983093088444924
PHI,PHI,6.4,6.4,2018,9,8,3,2025,2025,45,45,49,36,7,6,4,4,33,32,CHC,Philadelphia Phillies,Philadelphia Phillies,0,1,0,1,576,961,24,31,162,162,Jake Arrieta,0.12390399999999999,0.150544,0.352,0.388,7,7,230,230,14,14,0.024336,0.017689000000000003,0.156,0.133,0.021903999999999996,0.036481,0.148,0.191,SP,SP,0.5,0.4938271604938271,16,9,4,3,UFA,25000000,30000000,25000000,30000000,25000000,30000000,279.2241,1051.7049,16.71,32.43,75000000,403000000,169200000,25000000,81,80,0.81,8.7616,0.9,2.96,2,2,17.034386382832476,17.034386382832476,17.034386382832476
CHW,DET,6.3,6.3,2019,9,8,1,192721,182329,439,427,14400,8836,120,94,3,3,29,28,DET,Chicago White Sox,Detroit Tigers,324,64,18,8,14161,13924,119,118,161,162,James McCann,0.6225210000000001,0.33756099999999994,0.789,0.581,6,11,220,220,9,16,0.07452900000000001,0.0484,0.273,0.22,0.546121,0.529984,0.739,0.728,C,C,0.4472049689440994,0.3950617283950617,3600,1521,60,39,UFA,2500000,2375000,2500000,2375000,2500000,2375000,4604.9796,50.126400000000004,67.86,7.08,2500000,24500000,11750000,2500000,72,64,14.0625,0.28090000000000004,3.75,-0.53,3,4,14.73180128983843,14.73180128983843,14.73180128983843
ARI,ARI,5.9,5.9,2018,9,8,2,160000,42436,400,206,8464,1521,92,39,4,2,34,33,SEA,Arizona Diamondbacks,Arizona Diamondbacks,49,4,7,2,16900,4489,130,67,162,162,Jarrod Dyson,0.400689,0.29052100000000003,0.633,0.539,1,1,165,165,6,6,0.0529,0.035721,0.23,0.189,0.6448090000000001,0.171396,0.803,0.414,CF,RF,0.5246913580246914,0.5061728395061729,729,144,27,12,UFA,3500000,3500000,4000000,3750000,4000000,3750000,836.3664000000001,0.0,28.92,0.0,7500000,11600000,15750000,3750000,85,82,2.1025,0.0144,1.45,0.12,1,1,15.068273526459642,15.201804919084164,15.201804919084164
MIN,MIN,6.3,6.3,2017,9,8,3,56169,3969,237,63,3025,81,55,9,4,6,32,31,HOU,Minnesota Twins,Minnesota Twins,169,1,13,1,6400,361,80,19,162,162,Jason Castro,0.5882890000000001,0.245025,0.767,0.495,6,6,215,215,16,15,0.053824000000000004,0.020448999999999995,0.232,0.143,0.244036,0.013689000000000002,0.494,0.117,C,C,0.6234567901234568,0.4814814814814814,900,9,30,3,UFA,8000000,8000000,8000000,8000000,8000000,8000000,0.0,0.0,0.0,0.0,24500000,46800000,52250000,8166667,101,78,0.5184,0.016900000000000002,0.72,-0.13,3,3,15.89495209964411,15.89495209964411,15.89495209964411
CHC,CHC,6.5,6.5,2016,9,8,8,263169,193600,513,440,16641,14161,129,119,5,7,29,28,STL,Chicago Cubs,Chicago Cubs,441,64,21,8,21904,16384,148,128,162,163,Jason Heyward,0.5959840000000001,0.534361,0.772,0.731,17,17,240,240,20,20,0.063504,0.073441,0.252,0.271,0.835396,0.616225,0.914,0.785,RF,RF,0.5185185185185185,0.5828220858895705,3844,3249,62,57,UFA,20000000,21500000,22500000,28166667,22500000,28166667,382.98490000000004,78.85440000000001,19.57,8.88,184000000,49325000,215545000,23000000,84,95,3.8809,2.5921000000000003,1.97,1.61,3,3,16.811242831518264,16.929025867174648,16.929025867174648
PHI,NYM,6.0,6.0,2018,9,8,2,1600,729,40,27,9,16,3,4,4,8,36,35,KC,Philadelphia Phillies,New York Mets,0,0,0,0,900,441,30,21,162,162,Jason Vargas,0.0225,0.10692900000000001,0.15,0.327,7,5,215,215,14,9,0.005625,0.021903999999999996,0.075,0.148,0.034225,0.016900000000000002,0.185,0.13,SP,SP,0.5,0.4753086419753086,0,0,0,0,UFA,8000000,6000000,8000000,6000000,8000000,6000000,1628.9296,154.75359999999998,40.36,12.44,16000000,403000000,89635000,8000000,81,77,2.6244000000000005,0.0961,1.62,-0.31,2,2,15.89495209964411,15.89495209964411,15.89495209964411
PHI,NYM,6.3,6.3,2018,9,8,3,96100,101761,310,319,4489,5041,67,71,4,8,32,31,CLE,Philadelphia Phillies,New York Mets,676,81,26,9,10000,9025,100,95,162,162,Jay Bruce,0.6146560000000001,0.4624000000000001,0.784,0.68,7,5,230,230,14,9,0.046655999999999996,0.049729,0.216,0.223,0.380689,0.343396,0.617,0.586,RF,RF,0.5,0.4753086419753086,3481,1369,59,37,UFA,13000000,10000000,1000000,11000000,14000000,11000000,438.9025,0.0,20.95,0.0,39000000,403000000,89635000,13000000,81,77,0.10890000000000001,0.7224999999999999,0.33,-0.85,2,2,16.38045991542581,13.815510557964274,16.454567887579532
