Acronimo,Altura,At-bats,At-bats_2,Bateos,Bateos_2,Cantidad de equipos,Cantidad_agentes_libres,Edad,Equipo,Estado,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_2,Jugador,OPS,OPS_2,Pennants won,Peso,Playoffs,Porcentaje_bateo,Porcentaje_bateo_2,Porcetnaje_juegos,Porcetnaje_juegos_2,Posicion,Promedio_victorias,RBI,RBI_2,Sueldo,Sueldo_base,Sueldo_regular,TVS,TVS_2,Valor_contrato_total,Victorias,WAR,WAR_2,WS ganadas
ATL,6.0,160,25600,40,1600,1,7,22,Atlanta Braves,Georgia,14,196,46,60,2116,Ronald Acuna Jr.,0.987,0.974169,18,205,26,0.25,0.0625,0.767,0.5882890000000001,RF,0.5833333333333334,29,841,1000000,1000000,370370,98.62,9725.904400000001,95750000,35,2.29,5.2441,3
ATL,0.0,130,16900,33,1089,1,7,36,Atlanta Braves,Georgia,1,1,37,60,1369,Nick Markakis,0.704,0.49561599999999995,18,210,26,0.254,0.064516,0.617,0.380689,RF,0.5833333333333334,15,225,4000000,4000000,1481481,23.72,562.6383999999999,95750000,35,-0.32,0.1024,3
ATL,5.8,118,13924,32,1024,1,7,23,Atlanta Braves,Georgia,6,36,29,60,841,Ozzie Albies,0.773,0.597529,18,165,26,0.271,0.073441,0.483,0.233289,2B,0.5833333333333334,19,361,1000000,1000000,370370,0.0,0.0,95750000,35,0.71,0.5041,3
ATL,6.4,69,4761,15,225,1,7,34,Atlanta Braves,Georgia,1,1,22,60,484,Tyler Flowers,0.673,0.4529290000000001,18,260,26,0.217,0.047089,0.367,0.134689,C,0.5833333333333334,5,25,4000000,4000000,1481481,0.0,0.0,95750000,35,0.37,0.1369,3
TEX,6.5,193,37249,35,1225,2,4,26,Texas Rangers,Texas,10,100,57,59,3249,Joey Gallo,0.679,0.4610410000000001,2,250,8,0.181,0.032761,0.95,0.9025,RF,0.3728813559322034,26,676,4400000,4400000,1629630,56.55,3197.9024999999997,55750000,22,1.15,1.3224999999999998,0
TEX,6.1,119,14161,27,729,2,4,21,Texas Rangers,Texas,4,16,33,59,1089,Leodys Taveras,0.703,0.49420899999999995,2,171,8,0.227,0.051529000000000005,0.55,0.30250000000000005,OF,0.3728813559322034,6,36,563500,563500,127715,0.0,0.0,55750000,22,1.12,1.2544000000000002,0
TEX,6.0,103,10609,20,400,2,4,31,Texas Rangers,Texas,3,9,29,59,841,Elvis Andrus,0.582,0.33872399999999997,2,200,8,0.194,0.037636,0.483,0.233289,SS,0.3728813559322034,7,49,15250000,15000000,5805556,0.0,0.0,55750000,22,-0.43,0.18489999999999998,0
TEX,5.8,100,10000,19,361,2,4,25,Texas Rangers,Texas,1,1,29,59,841,Willie Calhoun,0.491,0.241081,2,187,8,0.19,0.0361,0.483,0.233289,LF,0.3728813559322034,13,169,577000,577000,213704,0.0,0.0,55750000,22,-0.99,0.9801,0
TEX,6.5,78,6084,19,361,2,4,25,Texas Rangers,Texas,4,16,26,59,676,Ronald Guzman,0.75,0.5625,2,225,8,0.244,0.059536,0.433,0.187489,1B,0.3728813559322034,9,81,588000,588000,126750,0.0,0.0,55750000,22,0.24,0.0576,0
TEX,6.0,75,5625,19,361,2,4,22,Texas Rangers,Texas,3,9,23,59,529,Anderson Tejeda,0.726,0.527076,2,200,8,0.253,0.064009,0.383,0.146689,SS,0.3728813559322034,8,64,563500,563500,109025,0.0,0.0,55750000,22,0.25,0.0625,0
TEX,6.2,61,3721,12,144,2,4,30,Texas Rangers,Texas,5,25,25,59,625,Derek Dietrich,0.806,0.6496360000000001,2,205,8,0.197,0.038809,0.417,0.173889,2B,0.3728813559322034,8,64,575000,575000,152570,0.0,0.0,55750000,22,0.18,0.0324,0
TEX,6.4,31,961,11,121,2,4,22,Texas Rangers,Texas,3,9,10,59,100,Sam Huff,1.136,1.2904959999999999,2,230,8,0.355,0.126025,0.167,0.027889000000000004,C,0.3728813559322034,4,16,563500,563500,56070,0.0,0.0,55750000,22,0.49,0.24009999999999998,0
TEX,6.0,62,3844,10,100,2,4,37,Texas Rangers,Texas,3,9,24,59,576,Jeff Mathis,0.575,0.33062499999999995,2,205,8,0.161,0.025921000000000003,0.4,0.16000000000000003,C,0.3728813559322034,9,81,3000000,3000000,1111111,0.0,0.0,55750000,22,0.39,0.1521,0
TEX,6.2,48,2304,9,81,2,4,26,Texas Rangers,Texas,0,0,19,59,361,Eli White,0.46,0.2116,2,175,8,0.188,0.035344,0.317,0.10048900000000001,SS,0.3728813559322034,3,9,563500,563500,84105,0.0,0.0,55750000,22,-0.26,0.06760000000000001,0
TEX,6.4,20,400,2,4,2,4,21,Texas Rangers,Texas,0,0,7,59,49,Sherten Apostel,0.293,0.085849,2,200,8,0.1,0.010000000000000002,0.117,0.013689000000000002,3B,0.3728813559322034,0,0,563500,563500,49840,0.0,0.0,55750000,22,-0.48,0.2304,0
TEX,6.1,4,16,1,1,2,4,34,Texas Rangers,Texas,0,0,2,59,4,Andrew Romine,0.75,0.5625,2,190,8,0.25,0.0625,0.033,0.0010890000000000001,SS,0.3728813559322034,0,0,575000,575000,12714,0.0,0.0,55750000,22,0.01,0.0001,0
MIL,6.0,217,47089,46,2116,1,9,23,Milwaukee Brewers,Wisconsin,13,169,59,60,3481,Keston Hiura,0.707,0.49984899999999993,1,202,7,0.212,0.044944,0.983,0.966289,2B,0.4833333333333333,32,1024,582100,582100,215593,39.96,1596.8016,49875000,29,-0.64,0.4096,0
MIL,6.0,173,29929,45,2025,1,9,25,Milwaukee Brewers,Wisconsin,5,25,59,60,3481,Orlando Arcia,0.734,0.538756,1,187,7,0.26,0.06760000000000001,0.983,0.966289,SS,0.4833333333333333,20,400,2200000,2200000,814815,32.78,1074.5284000000001,49875000,29,0.29,0.0841,0
MIL,6.3,200,40000,41,1681,1,9,28,Milwaukee Brewers,Wisconsin,12,144,58,60,3364,Christian Yelich,0.786,0.617796,1,195,7,0.205,0.04202499999999999,0.967,0.935089,LF,0.4833333333333333,22,484,12500000,12500000,4629630,23.46,550.3716000000001,49875000,29,0.22,0.0484,0
MIL,0.0,129,16641,30,900,1,9,36,Milwaukee Brewers,Wisconsin,8,64,39,60,1521,Ryan Braun,0.769,0.591361,1,205,7,0.233,0.054289000000000004,0.65,0.42250000000000004,1B,0.4833333333333333,26,676,17000000,16000000,6555556,14.27,203.63289999999998,49875000,29,0.09,0.0081,0
MIL,5.9,109,11881,26,676,1,9,23,Milwaukee Brewers,Wisconsin,0,0,41,60,1681,Luis Urias,0.602,0.36240399999999995,1,186,7,0.239,0.057121,0.683,0.4664890000000001,2B,0.4833333333333333,11,121,568800,568800,210667,15.54,241.49159999999998,49875000,29,0.01,0.0001,0
MIL,6.0,115,13225,24,576,1,9,27,Milwaukee Brewers,Wisconsin,6,36,39,60,1521,Dan Vogelbach,0.722,0.521284,1,270,7,0.209,0.043681,0.65,0.42250000000000004,DH,0.4833333333333333,16,256,580900,580900,80275,32.64,1065.3696,49875000,29,-0.59,0.34809999999999997,0
MIL,6.0,39,1521,9,81,1,9,33,Milwaukee Brewers,Wisconsin,2,4,15,60,225,Manuel Pina,0.744,0.553536,1,222,7,0.231,0.053361000000000006,0.25,0.0625,C,0.4833333333333333,5,25,1850000,1850000,685185,0.0,0.0,49875000,29,0.47,0.22089999999999999,0
MIL,6.0,45,2025,9,81,1,9,30,Milwaukee Brewers,Wisconsin,2,4,26,60,676,Jace Peterson,0.749,0.561001,1,215,7,0.2,0.04000000000000001,0.433,0.187489,3B,0.4833333333333333,5,25,563500,563500,115255,0.0,0.0,49875000,29,0.09,0.0081,0
MIL,6.2,48,2304,9,81,1,9,25,Milwaukee Brewers,Wisconsin,4,16,20,60,400,Jacob Nottingham,0.736,0.541696,1,220,7,0.188,0.035344,0.333,0.11088900000000002,C,0.4833333333333333,13,169,563500,563500,115255,0.0,0.0,49875000,29,0.42,0.17639999999999997,0
MIL,6.0,38,1444,9,81,1,9,26,Milwaukee Brewers,Wisconsin,2,4,22,60,484,Tyrone Taylor,0.793,0.6288490000000001,1,194,7,0.237,0.056169,0.367,0.134689,CF,0.4833333333333333,6,36,565300,565300,81250,0.0,0.0,49875000,29,0.23,0.0529,0
SD,6.3,224,50176,62,3844,5,2,21,San Diego Padres,California,17,289,59,61,3481,Fernando Tatis Jr.,0.937,0.8779690000000001,2,217,6,0.277,0.07672900000000002,0.983,0.966289,SS,0.6229508196721312,45,2025,591800,591800,219185,99.52,9904.230399999999,43000000,38,2.54,6.4516,0
SD,6.3,198,39204,57,3249,5,2,29,San Diego Padres,California,15,225,55,61,3025,Wil Myers,0.959,0.919681,2,207,6,0.288,0.08294399999999999,0.917,0.8408890000000001,LF,0.6229508196721312,40,1600,22500000,20000000,9907407,86.69,7515.156099999999,43000000,38,1.54,2.3716,0
SD,6.0,180,32400,50,2500,5,2,27,San Diego Padres,California,7,49,56,61,3136,Jurickson Profar,0.771,0.594441,2,184,6,0.278,0.07728400000000002,0.933,0.8704890000000001,2B,0.6229508196721312,25,625,5700000,5700000,2111111,63.39,4018.2921,43000000,38,1.14,1.2995999999999999,0
SD,6.0,172,29584,49,2401,5,2,26,San Diego Padres,California,4,16,54,61,2916,Jake Cronenworth,0.831,0.690561,2,187,6,0.285,0.08122499999999999,0.9,0.81,SS,0.6229508196721312,20,400,563500,563500,208704,79.4,6304.360000000001,43000000,38,1.63,2.6569,0
SD,6.0,161,25921,44,1936,5,2,30,San Diego Padres,California,7,49,48,61,2304,Austin Nola,0.825,0.6806249999999999,2,197,6,0.273,0.07452900000000001,0.8,0.6400000000000001,C,0.6229508196721312,28,784,570800,570800,91495,75.03,5629.5009,43000000,38,0.89,0.7921,0
SD,6.1,109,11881,23,529,5,2,32,San Diego Padres,California,3,9,31,61,961,Tommy Pham,0.624,0.389376,2,223,6,0.211,0.044521,0.517,0.267289,LF,0.6229508196721312,12,144,7900000,7900000,2925926,0.0,0.0,43000000,38,-0.24,0.0576,0
SD,6.0,60,3600,12,144,5,2,30,San Diego Padres,California,0,0,35,61,1225,Greg Garcia,0.529,0.279841,2,200,6,0.2,0.04000000000000001,0.583,0.33988899999999994,2B,0.6229508196721312,11,121,1500000,1500000,555556,0.0,0.0,43000000,38,-0.27,0.0729,0
SD,6.0,26,676,4,16,5,2,25,San Diego Padres,California,0,0,22,61,484,Jorge Mateo,0.454,0.20611600000000002,2,182,6,0.154,0.023716,0.367,0.134689,SS,0.6229508196721312,2,4,563500,563500,208704,0.0,0.0,43000000,38,-0.4,0.16000000000000003,0
SD,6.3,1,1,0,0,5,2,29,San Diego Padres,California,0,0,3,61,9,Austin Adams,0.0,0.0,2,220,6,0.0,0.0,0.05,0.0025000000000000005,RP,0.6229508196721312,0,0,570900,570900,91524,0.0,0.0,43000000,38,0.03,0.0009,0
SD,6.4,1,1,0,0,5,2,30,San Diego Padres,California,0,0,23,61,529,Tim Hill,0.0,0.0,2,200,6,0.0,0.0,0.383,0.146689,RP,0.6229508196721312,0,0,585750,585750,216944,40.18,1614.4324,43000000,38,0.03,0.0009,0
NYM,6.1,202,40804,65,4225,2,5,27,New York Mets,New York,9,81,54,60,2916,Michael Conforto,0.927,0.8593290000000001,5,215,9,0.322,0.10368400000000001,0.9,0.81,RF,0.4333333333333333,31,961,8000000,8000000,2962963,93.59,8759.0881,26300000,26,2.14,4.5796,2
NYM,6.1,183,33489,57,3249,2,5,28,New York Mets,New York,4,16,52,60,2704,Jeff McNeil,0.836,0.698896,5,195,9,0.312,0.097344,0.867,0.7516889999999999,3B,0.4333333333333333,23,529,617676,617676,228769,76.75,5890.5625,26300000,26,1.31,1.7161000000000002,2
NYM,6.0,177,31329,56,3136,2,5,25,New York Mets,New York,10,100,50,60,2500,Dominic Smith,0.993,0.986049,5,239,9,0.316,0.099856,0.833,0.693889,1B,0.4333333333333333,42,1764,578826,578826,214380,97.15,9438.122500000001,26300000,26,1.68,2.8223999999999996,2
NYM,6.3,186,34596,52,2704,2,5,27,New York Mets,New York,8,64,55,60,3025,Brandon Nimmo,0.888,0.788544,5,207,9,0.28,0.07840000000000001,0.917,0.8408890000000001,CF,0.4333333333333333,18,324,2175000,2175000,805556,89.5,8010.25,26300000,26,1.55,2.4025000000000003,2
NYM,6.3,208,43264,48,2304,2,5,25,New York Mets,New York,16,256,57,60,3249,Pete Alonso,0.817,0.6674889999999999,5,245,9,0.231,0.053361000000000006,0.95,0.9025,1B,0.4333333333333333,35,1225,652521,652521,241674,69.52,4833.0304,26300000,26,0.16,0.0256,2
NYM,6.3,190,36100,47,2209,2,5,27,New York Mets,New York,6,36,56,60,3136,J.D. Davis,0.761,0.579121,5,218,9,0.247,0.061009,0.933,0.8704890000000001,LF,0.4333333333333333,19,361,592463,592463,219431,50.01,2501.0000999999997,26300000,26,0.06,0.0036,2
NYM,6.2,143,20449,36,1296,2,5,24,New York Mets,New York,4,16,46,60,2116,Amed Rosario,0.643,0.413449,5,190,9,0.252,0.063504,0.767,0.5882890000000001,SS,0.4333333333333333,15,225,608780,608780,225474,17.89,320.0521,26300000,26,-0.2,0.04000000000000001,2
NYM,6.4,33,1089,11,121,2,5,29,New York Mets,New York,2,4,16,60,256,Jake Marisnick,0.959,0.919681,5,220,9,0.333,0.11088900000000002,0.267,0.071289,CF,0.4333333333333333,5,25,3312500,3312500,1226852,0.0,0.0,26300000,26,0.15,0.0225,2
NYM,6.0,24,576,7,49,2,5,26,New York Mets,New York,2,4,7,60,49,Tomas Nido,0.929,0.8630410000000001,5,210,9,0.292,0.08526399999999999,0.117,0.013689000000000002,C,0.4333333333333333,6,36,576826,576826,213639,0.0,0.0,26300000,26,0.13,0.016900000000000002,2
NYM,0.0,2,4,1,1,2,5,33,New York Mets,New York,0,0,2,60,4,Eduardo Nunez,1.0,1.0,5,195,9,0.5,0.25,0.033,0.0010890000000000001,3B,0.4333333333333333,0,0,1250000,1250000,462963,0.0,0.0,26300000,26,0.03,0.0009,2
NYM,6.4,8,64,1,1,2,5,28,New York Mets,New York,0,0,5,60,25,Ryan Cordell,0.25,0.0625,5,195,9,0.125,0.015625,0.083,0.006889000000000001,LF,0.4333333333333333,0,0,575000,575000,31790,0.0,0.0,26300000,26,-0.1,0.010000000000000002,2
MIA,6.3,188,35344,52,2704,2,6,30,Miami Marlins,Florida,8,64,51,60,2601,Jesus Aguilar,0.809,0.6544810000000001,2,277,3,0.277,0.07672900000000002,0.85,0.7224999999999999,1B,0.5166666666666667,34,1156,2575000,2575000,953704,68.63,4710.076899999999,25350000,31,0.58,0.3364,2
MIA,6.3,200,40000,51,2601,2,6,27,Miami Marlins,Florida,11,121,59,60,3481,Brian Anderson,0.81,0.6561000000000001,2,208,3,0.255,0.065025,0.983,0.966289,RF,0.5166666666666667,38,1444,615000,615000,227778,83.83,7027.4689,25350000,31,1.77,3.1329000000000002,2
MIA,6.0,125,15625,38,1444,2,6,31,Miami Marlins,Florida,4,16,40,60,1600,Miguel Rojas,0.888,0.788544,2,188,3,0.304,0.092416,0.667,0.44488900000000003,SS,0.5166666666666667,20,400,4750000,4750000,1759259,85.93,7383.964900000001,25350000,31,1.5,2.25,2
MIA,6.5,120,14400,34,1156,2,6,29,Miami Marlins,Florida,6,36,34,60,1156,Garrett Cooper,0.853,0.727609,2,235,3,0.283,0.08008899999999998,0.567,0.32148899999999997,1B,0.5166666666666667,20,400,580000,580000,214815,0.0,0.0,25350000,31,0.45,0.2025,2
MIA,6.5,106,11236,24,576,2,6,26,Miami Marlins,Florida,3,9,47,60,2209,Lewis Brinson,0.636,0.404496,2,212,3,0.226,0.051076,0.783,0.613089,RF,0.5166666666666667,12,144,580000,580000,214815,18.81,353.81609999999995,25350000,31,0.06,0.0036,2
MIA,6.3,93,8649,21,441,2,6,27,Miami Marlins,Florida,3,9,31,60,961,Jorge Alfaro,0.624,0.389376,2,230,3,0.226,0.051076,0.517,0.267289,C,0.5166666666666667,16,256,595000,595000,220370,0.0,0.0,25350000,31,-0.37,0.1369,2
MIA,6.2,44,1936,10,100,2,6,28,Miami Marlins,Florida,1,1,15,60,225,Chad Wallach,0.64,0.4096,2,246,3,0.227,0.051529000000000005,0.25,0.0625,C,0.5166666666666667,6,36,563500,563500,208704,0.0,0.0,25350000,31,0.03,0.0009,2
MIA,6.3,47,2209,8,64,2,6,24,Miami Marlins,Florida,1,1,32,60,1024,Monte Harrison,0.491,0.241081,2,225,3,0.17,0.028900000000000006,0.533,0.28408900000000004,CF,0.5166666666666667,3,9,563500,563500,118370,0.0,0.0,25350000,31,-0.23,0.0529,2
ARI,6.1,203,41209,61,3721,1,4,32,Arizona Diamondbacks,Arizona,5,25,54,60,2916,David Peralta,0.773,0.597529,1,210,6,0.301,0.09060099999999999,0.9,0.81,RF,0.4166666666666667,34,1156,7000000,7000000,2592593,41.32,1707.3424,24650000,25,0.37,0.1369,1
ARI,6.0,218,47524,59,3481,1,4,29,Arizona Diamondbacks,Arizona,7,49,57,60,3249,Christian Walker,0.792,0.627264,1,220,6,0.271,0.073441,0.95,0.9025,1B,0.4166666666666667,34,1156,589500,589500,218333,68.57,4701.844899999999,24650000,25,0.41,0.16809999999999997,1
ARI,6.2,199,39601,53,2809,1,4,30,Arizona Diamondbacks,Arizona,5,25,57,60,3249,Nick Ahmed,0.729,0.5314409999999999,1,201,6,0.266,0.07075600000000001,0.95,0.9025,SS,0.4166666666666667,29,841,6375000,6000000,2597222,51.81,2684.2761,24650000,25,1.63,2.6569,1
ARI,6.1,181,32761,52,2704,1,4,26,Arizona Diamondbacks,Arizona,2,4,45,60,2025,Ketel Marte,0.732,0.535824,1,165,6,0.287,0.08236899999999998,0.75,0.5625,2B,0.4166666666666667,17,289,4000000,4000000,1481481,54.08,2924.6463999999996,24650000,25,1.29,1.6641000000000001,1
ARI,6.2,122,14884,27,729,1,4,25,Arizona Diamondbacks,Arizona,5,25,39,60,1521,Carson Kelly,0.649,0.42120100000000005,1,220,6,0.221,0.048841,0.65,0.42250000000000004,C,0.4166666666666667,19,361,581700,581700,215444,18.13,328.69689999999997,24650000,25,-0.51,0.2601,1
ARI,6.1,69,4761,20,400,1,4,27,Arizona Diamondbacks,Arizona,2,4,33,60,1089,Tim Locastro,0.859,0.737881,1,190,6,0.29,0.0841,0.55,0.30250000000000005,CF,0.4166666666666667,7,49,574400,574400,212741,0.0,0.0,24650000,25,0.56,0.31360000000000005,1
ARI,6.1,61,3721,11,121,1,4,26,Arizona Diamondbacks,Arizona,0,0,17,60,289,Josh Rojas,0.437,0.190969,1,185,6,0.18,0.0324,0.283,0.08008899999999998,2B,0.4166666666666667,2,4,568800,568800,116328,0.0,0.0,24650000,25,-0.43,0.18489999999999998,1
ARI,6.2,37,1369,10,100,1,4,24,Arizona Diamondbacks,Arizona,1,1,12,60,144,Pavin Smith,0.746,0.556516,1,210,6,0.27,0.0729,0.2,0.04000000000000001,1B,0.4166666666666667,4,16,563500,563500,56070,0.0,0.0,24650000,25,0.17,0.028900000000000006,1
ARI,6.0,27,729,6,36,1,4,26,Arizona Diamondbacks,Arizona,2,4,9,60,81,Wyatt Mathisen,0.808,0.6528640000000001,1,217,6,0.222,0.049284,0.15,0.0225,3B,0.4166666666666667,5,25,563500,563500,68530,0.0,0.0,24650000,25,0.11,0.0121,1
DET,6.5,202,40804,56,3136,1,5,25,Detroit Tigers,Michigan,4,16,57,57,3249,Victor Reyes,0.706,0.49843599999999993,11,194,16,0.277,0.07672900000000002,0.983,0.966289,RF,0.4035087719298245,14,196,573900,573900,212556,43.12,1859.3343999999997,19350000,23,0.26,0.06760000000000001,4
DET,6.1,185,34225,55,3025,1,5,26,Detroit Tigers,Michigan,7,49,52,57,2704,Jeimer Candelario,0.872,0.760384,11,221,16,0.297,0.088209,0.897,0.804609,3B,0.4035087719298245,29,841,583300,583300,216037,88.75,7876.5625,19350000,23,2.01,4.040099999999999,4
DET,6.4,204,41616,51,2601,1,5,37,Detroit Tigers,Michigan,10,100,57,57,3249,Miguel Cabrera,0.746,0.556516,11,249,16,0.25,0.0625,0.983,0.966289,DH,0.4035087719298245,35,1225,30000000,30000000,11111111,6.08,36.9664,19350000,23,0.1,0.010000000000000002,4
DET,6.1,129,16641,45,2025,1,5,23,Detroit Tigers,Michigan,6,36,36,57,1296,Willi Castro,0.932,0.8686240000000001,11,170,16,0.349,0.12180099999999998,0.621,0.385641,SS,0.4035087719298245,24,576,563500,563500,149520,80.13,6420.816899999999,19350000,23,0.36,0.1296,4
DET,6.3,158,24964,29,841,1,5,28,Detroit Tigers,Michigan,5,25,43,57,1849,Niko Goodrum,0.598,0.357604,11,198,16,0.184,0.033856,0.741,0.549081,SS,0.4035087719298245,20,400,698200,698200,258593,33.93,1151.2449,19350000,23,-0.16,0.0256,4
DET,6.2,97,9409,26,676,1,5,28,Detroit Tigers,Michigan,5,25,30,57,900,Jacoby Jones,0.849,0.7208009999999999,11,201,16,0.268,0.07182400000000001,0.517,0.267289,CF,0.4035087719298245,14,196,1575000,1575000,583333,0.0,0.0,19350000,23,0.48,0.2304,4
DET,6.1,86,7396,19,361,1,5,27,Detroit Tigers,Michigan,2,4,30,57,900,Jorge Bonifacio,0.602,0.36240399999999995,11,220,16,0.221,0.048841,0.517,0.267289,RF,0.4035087719298245,17,289,563500,563500,124600,0.0,0.0,19350000,23,-0.35,0.12249999999999998,4
DET,6.2,57,3249,11,121,1,5,23,Detroit Tigers,Michigan,0,0,17,57,289,Daz Cameron,0.483,0.233289,11,195,16,0.193,0.037249000000000004,0.293,0.085849,OF,0.4035087719298245,3,9,563500,563500,59185,0.0,0.0,19350000,23,-0.57,0.32489999999999997,4
DET,5.9,21,441,3,9,1,5,23,Detroit Tigers,Michigan,1,1,10,57,100,Sergio Alcantara,0.598,0.357604,11,151,16,0.143,0.020448999999999995,0.172,0.029583999999999996,2B,0.4035087719298245,1,1,563500,563500,56070,0.0,0.0,19350000,23,-0.29,0.0841,4
DET,6.2,11,121,1,1,1,5,24,Detroit Tigers,Michigan,0,0,15,57,225,Derek Hill,0.258,0.066564,11,190,16,0.091,0.008281,0.259,0.067081,OF,0.4035087719298245,0,0,563500,563500,80990,0.0,0.0,19350000,23,-0.21,0.04409999999999999,4
DET,0.0,13,169,1,1,1,5,28,Detroit Tigers,Michigan,0,0,5,57,25,Brandon Dixon,0.297,0.088209,11,215,16,0.077,0.005929,0.086,0.007395999999999999,1B,0.4035087719298245,2,4,575000,575000,19071,0.0,0.0,19350000,23,-0.13,0.016900000000000002,4
BOS,6.0,201,40401,62,3844,1,8,24,Boston Red Sox,Massachusetts,6,36,53,60,2809,Alex Verdugo,0.844,0.712336,14,192,24,0.309,0.095481,0.883,0.779689,RF,0.4,15,225,601500,601500,222778,89.42,7995.9364000000005,19100000,24,1.94,3.7636,9
BOS,6.2,203,41209,61,3721,1,8,27,Boston Red Sox,Massachusetts,11,121,56,60,3136,Xander Bogaerts,0.867,0.7516889999999999,14,218,24,0.301,0.09060099999999999,0.933,0.8704890000000001,SS,0.4,28,784,20000000,20000000,7407407,63.74,4062.7876,19100000,24,1.55,2.4025000000000003,9
BOS,6.0,232,53824,61,3721,1,8,23,Boston Red Sox,Massachusetts,11,121,57,60,3249,Rafael Devers,0.793,0.6288490000000001,14,240,24,0.263,0.06916900000000001,0.95,0.9025,3B,0.4,43,1849,692500,692500,256481,69.48,4827.4704,19100000,24,0.69,0.4760999999999999,9
BOS,5.9,173,29929,49,2401,1,8,29,Boston Red Sox,Massachusetts,7,49,47,60,2209,Christian Vazquez,0.801,0.6416010000000001,14,205,24,0.283,0.08008899999999998,0.783,0.613089,C,0.4,23,529,4200000,4200000,1555556,62.7,3931.2900000000004,19100000,24,0.7,0.48999999999999994,9
BOS,6.4,80,6400,21,441,1,8,25,Boston Red Sox,Massachusetts,8,64,23,60,529,Bobby Dalbec,0.959,0.919681,14,227,24,0.263,0.06916900000000001,0.383,0.146689,3B,0.4,16,256,563500,563500,90335,0.0,0.0,19100000,24,0.59,0.34809999999999997,9
BOS,6.0,72,5184,18,324,1,8,21,Boston Red Sox,Massachusetts,1,1,25,60,625,Jonathan Arauz,0.644,0.41473600000000005,14,195,24,0.25,0.0625,0.417,0.173889,SS,0.4,9,81,563500,563500,208704,0.0,0.0,19100000,24,-0.23,0.0529,9
BOS,6.1,50,2500,12,144,1,8,25,Boston Red Sox,Massachusetts,3,9,15,60,225,Christian Arroyo,0.736,0.541696,14,210,24,0.24,0.0576,0.25,0.0625,SS,0.4,8,64,565500,565500,146922,0.0,0.0,19100000,24,0.0,0.0,9
BOS,5.9,52,2704,8,64,1,8,26,Boston Red Sox,Massachusetts,0,0,26,60,676,Tzu-Wei Lin,0.355,0.126025,14,155,24,0.154,0.023716,0.433,0.187489,SS,0.4,3,9,570000,570000,211111,0.0,0.0,19100000,24,-0.54,0.2916,9
BOS,5.9,39,1521,4,16,1,8,25,Boston Red Sox,Massachusetts,0,0,14,60,196,Andrew Benintendi,0.442,0.195364,14,180,24,0.103,0.010608999999999999,0.233,0.054289000000000004,LF,0.4,1,1,3400000,3400000,1259259,0.0,0.0,19100000,24,-0.08,0.0064,9
BOS,6.2,8,64,3,9,1,8,29,Boston Red Sox,Massachusetts,0,0,5,60,25,Cesar Puello,0.875,0.765625,14,220,24,0.375,0.140625,0.083,0.006889000000000001,RF,0.4,0,0,563500,563500,28035,0.0,0.0,19100000,24,0.09,0.0081,9
SF,6.1,193,37249,49,2401,5,3,34,San Francisco Giants,California,7,49,53,60,2809,Evan Longoria,0.722,0.521284,23,215,26,0.254,0.064516,0.883,0.779689,3B,0.4833333333333333,28,784,15000000,15000000,5552890,20.48,419.4304,18250000,29,0.45,0.2025,8
SF,6.4,149,22201,46,2116,5,3,32,San Francisco Giants,California,9,81,51,60,2601,Brandon Belt,1.015,1.0302249999999997,23,235,26,0.309,0.095481,0.85,0.7224999999999999,1B,0.4833333333333333,30,900,17200000,16000000,7125926,89.17,7951.2889000000005,18250000,29,2.02,4.0804,8
SF,6.3,151,22801,45,2025,5,3,30,San Francisco Giants,California,10,100,52,60,2704,Alex Dickerson,0.947,0.8968089999999999,23,235,26,0.298,0.088804,0.867,0.7516889999999999,LF,0.4833333333333333,27,729,925000,925000,342593,82.05,6732.202499999999,18250000,29,0.77,0.5929,8
SF,6.2,172,29584,44,1936,5,3,33,San Francisco Giants,California,8,64,54,60,2916,Brandon Crawford,0.792,0.627264,23,227,26,0.256,0.065536,0.9,0.81,SS,0.4833333333333333,28,784,15200000,15000000,5755556,49.67,2467.1089,18250000,29,1.33,1.7689000000000001,8
SF,6.0,157,24649,43,1849,5,3,25,San Francisco Giants,California,4,16,54,60,2916,Mauricio Dubon,0.726,0.527076,23,160,26,0.274,0.07507600000000002,0.9,0.81,2B,0.4833333333333333,19,361,566625,566625,209861,45.5,2070.25,18250000,29,1.03,1.0609,8
SF,6.3,87,7569,24,576,5,3,33,San Francisco Giants,California,5,25,40,60,1600,Darin Ruf,0.887,0.786769,23,250,26,0.276,0.07617600000000001,0.667,0.44488900000000003,1B,0.4833333333333333,18,324,563500,563500,296296,62.31,3882.5361000000003,18250000,29,0.48,0.2304,8
SF,6.2,85,7225,24,576,5,3,27,San Francisco Giants,California,5,25,31,60,961,Austin Slater,0.914,0.835396,23,197,26,0.282,0.07952399999999998,0.517,0.267289,LF,0.4833333333333333,7,49,576000,576000,213333,0.0,0.0,18250000,29,0.85,0.7224999999999999,8
SF,6.2,103,10609,24,576,5,3,23,San Francisco Giants,California,0,0,33,60,1089,Joey Bart,0.609,0.37088099999999996,23,238,26,0.233,0.054289000000000004,0.55,0.30250000000000005,C,0.4833333333333333,7,49,563500,563500,121485,0.0,0.0,18250000,29,0.33,0.10890000000000001,8
