Acronimo,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At-bats,At-bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Equipo_anterior,Estado,Ganancias,Home-runs,Home-runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On-base-plus-slugging,Porcentaje_On-base-plus-slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on-base,Porcentaje_on-base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs-batted-in,Runs-batted-in_2,Status_agente_libre,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Valor_promedio_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
TEX,6.2,2013,2014,1,1,154,23716,43,1849,0.279,0.07784100000000002,0,2,12,8,64,32,31,Texas Rangers,ATL,Texas,8809000,11,121,74,162,44,1936,Jeff Baker,1750000,2,205,6,0.905,0.819025,0.454,0.27,0.0729,0.36,0.1296,0.545,0.29702500000000004,1B,0.5617283950617284,21,441,UFA,1750000,1750000,0.013,1750000,0.0,0.0,0,0,1750000,1750000,33750000,1750000,1750000,91,,,0,14.375126345899696,14.375126345899696,14.375126345899696
PIT,6.0,2013,2014,1,1,76,5776,14,196,0.184,0.033856,0,2,8,4,16,29,28,Pittsburgh Pirates,SEA,Pennsylvania,2657923,0,0,28,162,22,484,Robert Andino,1600000,9,195,15,0.49,0.24009999999999998,0.173,0.136,0.018496000000000002,0.253,0.064009,0.237,0.056169,CF,0.5802469135802469,4,16,UFA,542076,1600000,0.008,1600000,0.0,0.0,0,0,1600000,1600000,28875000,1600000,1600000,94,-0.4,0.16000000000000003,5,13.203161491993896,14.28551418721001,14.28551418721001
COL,6.5,2013,2014,1,1,14,196,1,1,0.071,0.0050409999999999995,0,1,7,1,1,32,31,Colorado Rockies,COL,Colorado,19559885,0,0,23,162,12,144,Jeff Francis,1500000,1,200,3,0.365,0.13322499999999998,0.142,0.074,0.005475999999999999,0.222,0.049284,0.143,0.020448999999999995,SP,0.4567901234567901,1,1,UFA,1500000,1500000,0.019,1500000,4.78,22.8484,0,0,1500000,1500000,5800000,1500000,1500000,74,-0.65,0.42250000000000004,0,14.22097566607244,14.22097566607244,14.22097566607244
NYY,6.2,2013,2014,1,1,445,198025,107,11449,0.24,0.0576,0,2,8,24,576,36,35,New York Yankees,ATL,New York,34847000,14,196,142,162,119,14161,Lyle Overbay,1250000,40,235,50,0.688,0.47334399999999993,0.877,0.735,0.540225,0.295,0.08702499999999999,0.393,0.154449,1B,0.5246913580246914,59,3481,UFA,1250000,1250000,0.005,1250000,24.58,604.1764,1,1,1250000,1250000,64000000,1250000,1250000,85,-0.03,0.0009,27,14.038654109278484,14.038654109278484,14.038654109278484
HOU,4.667260138476748,2013,2014,1,1,3,9,0,0,0.0,0.0,0,2,5,0,0,34,33,Houston Astros,PIT,Texas,28410000,0,0,32,162,26,676,Erik Bedard,1150000,1,0,9,0.0,0.0,0.198,0.161,0.025921000000000003,0.0,0.0,0.0,0.0,SP,0.3148148148148148,0,0,UFA,1150000,1150000,0.032,1150000,16.69,278.5561,0,0,1150000,1150000,5900000,1150000,1150000,51,1.0,1.0,0,13.955272500339433,13.955272500339433,13.955272500339433
SD,6.0,2013,2014,1,1,264,69696,64,4096,0.242,0.058564,0,5,3,8,64,30,29,San Diego Padres,NYM,California,7438554,3,9,89,162,77,5929,Ronny Cedeno,147267,2,195,5,0.617,0.380689,0.549,0.475,0.225625,0.287,0.08236899999999998,0.33,0.10890000000000001,SS,0.4691358024691358,21,441,UFA,147267,490000,0.002,490000,0.0,0.0,3,9,1150000,1150000,3550000,1150000,1150000,76,-0.64,0.4096,0,11.900002544765115,13.102160670086809,13.102160670086809
CIN,6.3,2013,2014,1,0,2,4,1,1,0.5,0.25,0,2,12,0,0,30,30,Cincinnati Reds,MIL,Ohio,6586000,0,0,57,162,0,0,Manny Parra,1000000,10,215,15,1.0,1.0,0.352,0.0,0.0,0.5,0.25,0.5,0.25,RP,0.5555555555555556,0,0,UFA,1000000,1000000,0.009,1000000,30.37,922.3369,0,0,1000000,1000000,41800000,1000000,1000000,90,0.5,0.25,5,13.815510557964274,13.815510557964274,13.815510557964274
DET,6.4,2013,0,1,1,216,46656,48,2304,0.222,0.049284,0,1,4,6,36,33,32,Detroit Tigers,DET,Michigan,3798000,6,36,112,162,52,2704,Don Kelly,900000,11,217,15,0.652,0.42510400000000004,0.691,0.321,0.10304100000000001,0.309,0.095481,0.343,0.11764900000000002,CF,0.5740740740740741,23,529,UFA,900000,900000,0.006,900000,9.91,98.2081,1,1,900000,900000,107775000,900000,900000,93,-0.75,0.5625,4,13.710150042306449,13.710150042306449,13.710150042306449
DET,5.9,2013,2014,1,1,229,52441,68,4624,0.297,0.088209,0,1,4,11,121,31,30,Detroit Tigers,KC,Michigan,4655000,4,16,71,162,55,3025,Brayan Pena,875000,11,242,15,0.713,0.508369,0.438,0.34,0.11560000000000002,0.315,0.09922500000000001,0.397,0.15760900000000003,C,0.5740740740740741,22,484,UFA,875000,875000,0.006,875000,0.0,0.0,0,0,875000,875000,107775000,875000,875000,93,0.38,0.1444,4,13.681979165339751,13.681979165339751,13.681979165339751
MIA,4.667260138476748,2013,0,1,1,21,441,1,1,0.048,0.002304,0,2,12,0,0,29,28,Miami Marlins,CLE,Florida,2750000,0,0,20,162,14,196,Kevin Slowey,0,2,0,2,0.178,0.031684,0.124,0.086,0.007395999999999999,0.13,0.016900000000000002,0.048,0.002304,RP,0.382716049382716,0,0,UFA,750000,750000,0.021,750000,0.0,0.0,0,0,750000,750000,7675000,750000,750000,62,,,2,13.527828485512494,13.527828485512494,13.527828485512494
TB,6.3,2013,2014,1,0,334,111556,87,7569,0.261,0.068121,0,2,10,16,256,27,27,Tampa Bay Rays,DET,Florida,21507327,11,121,103,162,87,7569,Delmon Young,80327,1,205,4,0.715,0.5112249999999999,0.636,0.537,0.28836900000000004,0.308,0.094864,0.407,0.165649,LF,0.5617283950617284,38,1444,UFA,80327,490000,0.001,490000,20.4,416.15999999999997,0,0,750000,490000,19090000,490000,750000,91,-0.76,0.5776,0,11.293861082522517,13.102160670086809,13.102160670086809
PIT,6.0,2013,2014,1,0,532,283024,155,24025,0.291,0.08468099999999999,0,2,8,35,1225,35,35,Pittsburgh Pirates,BOS,Pennsylvania,28214837,24,576,147,162,133,17689,Marlon Byrd,131720,9,245,15,0.847,0.717409,0.907,0.821,0.6740409999999999,0.336,0.11289600000000001,0.511,0.261121,LF,0.5802469135802469,88,7744,UFA,131720,700000,0.002,700000,86.8,7534.24,5,25,700000,700000,28875000,700000,700000,94,3.86,14.8996,5,11.788433736490301,13.458835614025542,13.458835614025542
MIN,6.2,2013,0,1,0,13,169,5,25,0.385,0.148225,0,1,7,1,1,27,27,Minnesota Twins,PIT,Minnesota,126407,1,1,6,162,4,16,Eric Fryer,58907,6,215,14,1.192,1.420864,0.037,0.025,0.0006250000000000001,0.5,0.25,0.692,0.47886399999999996,C,0.4074074074074074,4,16,UFA,58907,490000,0.001,490000,0.0,0.0,0,0,515000,490000,15515000,490000,515000,66,0.45,0.2025,3,10.98371520807896,13.102160670086809,13.102160670086809
BOS,6.2,2013,0,1,0,50,2500,9,81,0.18,0.0324,0,1,10,3,9,26,26,Boston Red Sox,TEX,Massachusetts,2373726,2,4,27,162,11,121,Brandon Snyder,259726,13,225,21,0.572,0.3271839999999999,0.167,0.068,0.0046240000000000005,0.212,0.044944,0.36,0.1296,3B,0.5987654320987654,7,49,UFA,259726,490000,0.002,490000,0.0,0.0,0,0,0,490000,130700000,490000,0,97,-0.4,0.16000000000000003,8,12.46738250815752,13.102160670086809,13.102160670086809
CIN,6.2,2013,0,1,1,2,4,2,4,1.0,1.0,0,2,12,0,0,30,29,Cincinnati Reds,WSH,Ohio,12845218,0,0,26,162,1,1,Zach Duke,83005,10,210,15,2.0,4.0,0.161,0.006,3.6e-05,1.0,1.0,1.0,1.0,RP,0.5555555555555556,0,0,UFA,83005,490000,0.001,490000,0.0,0.0,0,0,0,490000,41800000,490000,0,90,0.56,0.31360000000000005,5,11.326656125928176,13.102160670086809,13.102160670086809
NYY,6.2,2013,2014,1,0,445,198025,98,9604,0.22,0.0484,0,2,8,14,196,29,29,New York Yankees,CLE,New York,21819491,21,441,135,162,123,15129,Mark Reynolds,120491,40,220,50,0.699,0.48860099999999995,0.833,0.759,0.5760810000000001,0.306,0.093636,0.393,0.154449,3B,0.5246913580246914,67,4489,UFA,120491,490000,0.001,490000,29.89,893.4121,0,0,0,490000,64000000,490000,0,85,-1.03,1.0609,27,11.699330340326819,13.102160670086809,13.102160670086809
BAL,4.667260138476748,2013,0,1,0,5,25,0,0,0.0,0.0,0,1,4,0,0,33,33,Baltimore Orioles,CHW,Maryland,2872991,0,0,3,162,1,1,Dan Johnson,48196,7,0,12,0.0,0.0,0.019,0.006,3.6e-05,0.0,0.0,0.0,0.0,1B,0.5246913580246914,0,0,UFA,48196,490000,0.001,490000,0.0,0.0,0,0,0,0,2000000,0,0,85,,,3,10.783031309043167,13.102160670086809,13.102160670086809
WSH,6.4,2013,0,1,0,15,225,0,0,0.0,0.0,0,1,11,0,0,30,30,Washington Nationals,SD,Washington DC,3846138,0,0,16,162,7,49,Ross Ohlendorf,297213,1,240,2,0.063,0.003969,0.099,0.043,0.0018489999999999997,0.063,0.003969,0.0,0.0,RP,0.5308641975308642,1,1,UFA,297213,490000,0.003,490000,0.0,0.0,0,0,0,490000,67000000,490000,0,86,1.03,1.0609,0,12.602204332457262,13.102160670086809,13.102160670086809
CHC,6.3,2013,0,1,1,143,20449,39,1521,0.273,0.07452900000000001,0,2,10,7,49,29,28,Chicago Cubs,HOU,Illinois,265081,6,36,47,162,37,1369,Brian Bogusevic,265081,17,216,16,0.784,0.6146560000000001,0.29,0.228,0.051984,0.323,0.104329,0.462,0.21344400000000002,RF,0.4074074074074074,16,256,UFA,265081,490000,0.003,490000,0.0,0.0,1,1,0,490000,73850000,490000,0,66,0.36,0.1296,2,12.4877907186411,13.102160670086809,13.102160670086809
MIA,6.1,2013,2014,1,0,74,5476,15,225,0.203,0.041209,0,2,12,2,4,34,34,Miami Marlins,SEA,Florida,18020000,4,16,33,162,16,256,Miguel Olivo,800000,2,207,2,0.642,0.41216400000000003,0.204,0.099,0.009801,0.25,0.0625,0.392,0.15366400000000002,C,0.382716049382716,9,81,UFA,800000,800000,0.022,800000,0.0,0.0,0,0,0,800000,7675000,800000,0,62,-0.05,0.0025000000000000005,2,13.592367006650065,13.592367006650065,13.592367006650065
CHW,6.1,2013,2014,1,0,18,324,1,1,0.056,0.0031360000000000003,0,2,5,1,1,26,26,Chicago White Sox,STL,Illinois,80327,0,0,10,162,6,36,Bryan Anderson,80327,6,200,9,0.216,0.046655999999999996,0.062,0.037,0.0013689999999999998,0.105,0.011024999999999998,0.111,0.012321,C,0.3888888888888889,2,4,UFA,80327,490000,0.001,490000,0.0,0.0,0,0,0,490000,14800000,490000,0,63,,,3,11.293861082522517,13.102160670086809,13.102160670086809
