Acronimo,Agente_libre,Altura,Anio,Anio_de_agente_libre,Anios_de_contrato,Antiguedad,At_bats,At_bats_2,Bateos,Bateos_2,Bateos_promedio,Bateos_promedio_2,Bono_por_firma,Cantidad de equipos,Cantidad_agentes_libres,Dobles,Dobles_2,Edad,Edad_al_firmar,Equipo,Estado,Ganancias,Home_runs,Home_runs_2,Juegos,Juegos totales,Juegos_iniciados,Juegos_iniciados_2,Jugador,Pago_efectivo,Pennants won,Peso,Playoffs,Porcentaje_On_base_plus_slugging,Porcentaje_On_base_plus_slugging_2,Porcentaje_juegos,Porcentaje_juegos_iniciados,Porcentaje_juegos_iniciados_2,Porcentaje_on_base,Porcentaje_on_base_2,Porcentaje_slugging,Porcentaje_slugging_2,Posicion,Promedio_victorias,Runs_batted_in,Runs_batted_in_2,Sueldo_ajustado,Sueldo_base,Sueldo_porcentual,Sueldo_regular,TVS,TVS_2,Triples,Triples_2,Valor_contrato_promedio,Valor_contrato_total,Valor_del_contrato,Victorias,WAR,WAR_2,WS ganadas,ln_Sueldo_ajustado,ln_Sueldo_base,ln_Sueldo_regular
ARI,Si,6.2,2011,0,1,1,1,1,0,0,0.0,0.0,0,1,4,0,0,28,27,Arizona Diamondbacks,Arizona,11145000,0,0,8,162,0,0,Zach Duke,3500000,1,210.0,5,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5,0,0,3500000,3500000,0.054,3500000,0.0,0.0,0,0,4300000,17750000,4300000,81,0.45,0.2025,1,15.068273526459642,15.068273526459642,15.068273526459642
COL,No,6.6,2011,2013,2,0,4,16,0,0,0.0,0.0,0,1,4,0,0,28,28,Colorado Rockies,Colorado,6806500,0,0,20,162,20,400,Jason Hammel,3000000,1,225.0,3,0.0,0.0,0.124,0.124,0.015375999999999999,0.0,0.0,0.0,0.0,SP,0.3950617283950617,0,0,3000000,3000000,0.036,3000000,0.0,0.0,0,0,3875000,39900000,7750000,64,2.92,8.526399999999999,0,14.914122846632385,14.914122846632385,14.914122846632385
BAL,No,6.6,2012,2013,2,1,4,16,0,0,0.0,0.0,0,1,5,0,0,29,28,Baltimore Orioles,Maryland,11556500,0,0,20,162,20,400,Jason Hammel,4750000,7,225.0,12,0.0,0.0,0.124,0.124,0.015375999999999999,0.0,0.0,0.0,0.0,SP,0.5740740740740741,0,0,4750000,4750000,0.057,4750000,0.0,0.0,0,0,3875000,6675000,7750000,93,2.92,8.526399999999999,3,15.373655176010823,15.373655176010823,15.373655176010823
LAA,Si,6.1,2012,2017,5,0,5,25,0,0,0.0,0.0,500000,5,4,0,0,31,31,Los Angeles Angels,California,25789503,0,0,34,162,34,1156,C.J. Wilson,12550000,1,210.0,10,0.167,0.027889000000000004,0.21,0.21,0.04409999999999999,0.167,0.027889000000000004,0.0,0.0,SP,0.5493827160493827,0,0,10550000,10000000,0.067,10550000,15.78,249.00839999999997,0,0,15500000,321150000,77500000,89,0.97,0.9409,1,16.17163641788635,16.11809565095832,16.17163641788635
TEX,Si,6.1,2011,0,1,0,5,25,0,0,0.0,0.0,0,2,4,0,0,30,30,Texas Rangers,Texas,13239503,0,0,34,162,34,1156,C.J. Wilson,7150000,2,210.0,6,0.167,0.027889000000000004,0.21,0.21,0.04409999999999999,0.167,0.027889000000000004,0.0,0.0,SP,0.5740740740740741,0,0,7150000,7000000,0.069,7150000,15.78,249.00839999999997,0,0,7000000,19000000,7000000,93,0.97,0.9409,0,15.78262291467019,15.761420707019587,15.78262291467019
LAD,Si,6.6,2012,2013,1,0,2,4,0,0,0.0,0.0,0,5,9,0,0,37,37,Los Angeles Dodgers,California,14045000,0,0,66,162,0,0,Jamey Wright,900000,25,240.0,26,0.0,0.0,0.407,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5308641975308642,0,0,900000,900000,0.008,900000,46.87,2196.7969,0,0,900000,44651311,900000,86,0.08,0.0064,6,13.710150042306449,13.710150042306449,13.710150042306449
DET,No,6.3,2012,0,1,0,2,4,0,0,0.0,0.0,0,1,3,0,0,27,27,Detroit Tigers,Michigan,11650000,0,0,32,162,32,1024,Max Scherzer,3750000,11,208.0,14,0.0,0.0,0.198,0.198,0.039204,0.0,0.0,0.0,0.0,SP,0.5432098765432098,0,0,3750000,3750000,0.026,3750000,75.5,5700.25,0,0,3750000,221000000,3750000,88,4.35,18.922499999999996,4,15.137266397946593,15.137266397946593,15.137266397946593
DET,No,6.3,2011,0,1,0,2,4,0,0,0.0,0.0,0,1,3,0,0,26,26,Detroit Tigers,Michigan,7900000,0,0,32,162,32,1024,Max Scherzer,600000,11,208.0,14,0.0,0.0,0.198,0.198,0.039204,0.0,0.0,0.0,0.0,SP,0.5432098765432098,0,0,600000,600000,0.005,600000,75.5,5700.25,0,0,600000,221000000,600000,88,4.35,18.922499999999996,4,13.304684934198283,13.304684934198283,13.304684934198283
BOS,No,6.4,2012,0,1,1,2,4,0,0,0.0,0.0,0,1,3,0,0,27,26,Boston Red Sox,Massachusetts,1550000,0,0,17,162,10,100,Daniel Bard,0,12,215.0,20,0.0,0.0,0.105,0.062,0.0038439999999999998,0.0,0.0,0.0,0.0,RP/CL,0.4259259259259259,0,0,1612500,1612500,0.009,1612500,0.0,0.0,0,0,1612500,6000000,1612500,69,2.019977324263039,4.0803083905368664,7,14.293296327652065,14.293296327652065,14.293296327652065
BOS,No,6.4,2011,0,1,1,2,4,0,0,0.0,0.0,0,1,3,0,0,26,25,Boston Red Sox,Massachusetts,1550000,0,0,17,162,10,100,Daniel Bard,0,12,215.0,20,0.0,0.0,0.105,0.062,0.0038439999999999998,0.0,0.0,0.0,0.0,RP/CL,0.4259259259259259,0,0,505000,505000,0.003,505000,0.0,0.0,0,0,505000,6000000,505000,69,2.019977324263039,4.0803083905368664,7,13.132313708257497,13.132313708257497,13.132313708257497
DET,No,6.241500000000008,2012,0,1,0,2,4,0,0,0.0,0.0,0,1,3,0,0,23,23,Detroit Tigers,Michigan,11921000,0,0,31,162,31,961,Rick Porcello,3100000,11,205.0,14,0.0,0.0,0.191,0.191,0.036481,0.0,0.0,0.0,0.0,SP,0.5432098765432098,0,0,3100000,3100000,0.022,3100000,62.55,3912.5024999999996,0,0,3100000,221000000,3100000,88,1.71,2.9240999999999997,4,14.946912669455374,14.946912669455374,14.946912669455374
DET,No,6.241500000000008,2011,0,5,4,2,4,0,0,0.0,0.0,0,1,3,0,0,22,18,Detroit Tigers,Michigan,8821000,0,0,31,162,31,961,Rick Porcello,1536000,11,205.0,14,0.0,0.0,0.191,0.191,0.036481,0.0,0.0,0.0,0.0,SP,0.5432098765432098,0,0,1536000,1536000,0.014,1536000,62.55,3912.5024999999996,0,0,1764200,221000000,8821000,88,1.71,2.9240999999999997,4,14.244692192689755,14.244692192689755,14.244692192689755
TB,No,6.5,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,4,0,0,29,28,Tampa Bay Rays,Florida,3022500,0,0,66,162,0,0,Burke Badenhop,1075000,1,220.0,3,0.0,0.0,0.407,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5555555555555556,0,0,1075000,1075000,0.015,1075000,52.82,2789.9524,0,0,1075000,15950000,1075000,90,0.75,0.5625,0,13.8878312195439,13.8878312195439,13.8878312195439
ARI,No,6.0,2012,0,1,0,3,9,0,0,0.0,0.0,0,1,4,0,0,31,31,Arizona Diamondbacks,Arizona,4786000,0,0,63,162,0,0,Craig Breslow,1795000,1,190.0,5,0.0,0.0,0.389,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5,0,0,1795000,1795000,0.022,1795000,43.64,1904.4496000000001,0,0,1795000,17750000,1795000,81,0.75,0.5625,1,14.400515579904516,14.400515579904516,14.400515579904516
OAK,No,6.0,2011,0,1,0,3,9,0,0,0.0,0.0,0,5,3,0,0,30,30,Oakland Athletics,California,2991000,0,0,63,162,0,0,Craig Breslow,1425000,15,190.0,24,0.0,0.0,0.389,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5802469135802469,0,0,1425000,1400000,0.019,1425000,43.64,1904.4496000000001,0,0,1400000,15414066,1400000,94,0.75,0.5625,9,14.169682371684887,14.151982794585487,14.169682371684887
MIN,No,6.3,2012,2013,1,0,3,9,0,0,0.0,0.0,0,1,4,0,0,28,28,Minnesota Twins,Minnesota,13293000,0,0,34,162,28,784,Francisco Liriano,5500000,6,218.0,14,0.0,0.0,0.21,0.173,0.029928999999999997,0.0,0.0,0.0,0.0,RP,0.4074074074074074,0,0,5500000,5500000,0.051,5500000,5.85,34.2225,0,0,5500000,32750000,5500000,66,0.22,0.0484,3,15.520258650202699,15.520258650202699,15.520258650202699
MIN,No,6.3,2011,0,1,0,3,9,0,0,0.0,0.0,0,1,4,0,0,27,27,Minnesota Twins,Minnesota,7793000,0,0,34,162,28,784,Francisco Liriano,4300000,6,218.0,14,0.0,0.0,0.21,0.173,0.029928999999999997,0.0,0.0,0.0,0.0,RP,0.4074074074074074,0,0,4300000,4300000,0.038,4300000,5.85,34.2225,0,0,4300000,32750000,4300000,66,0.22,0.0484,3,15.27412558066379,15.27412558066379,15.27412558066379
NYY,No,6.241500000000008,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,9,0,0,26,25,New York Yankees,New York,1845900,0,0,3,162,0,0,Francisco Cervelli,513700,40,210.0,50,0.5,0.25,0.019,0.0,0.0,0.5,0.25,0.0,0.0,C,0.5864197530864198,0,0,513700,513700,0.002,513700,0.0,0.0,0,0,513700,9100000,513700,95,0.02,0.0004,27,13.14939471645536,13.14939471645536,13.14939471645536
NYY,No,6.241500000000008,2011,0,1,1,1,1,0,0,0.0,0.0,0,2,9,0,0,25,24,New York Yankees,New York,1332200,0,0,3,162,0,0,Francisco Cervelli,455700,40,210.0,50,0.5,0.25,0.019,0.0,0.0,0.5,0.25,0.0,0.0,C,0.5864197530864198,0,0,455700,455700,0.002,455700,0.0,0.0,0,0,455700,9100000,455700,95,0.02,0.0004,27,13.029589977251973,13.029589977251973,13.029589977251973
OAK,No,6.2,2012,2014,2,1,1,1,0,0,0.0,0.0,0,5,3,0,0,34,33,Oakland Athletics,California,12785000,0,0,75,162,0,0,Grant Balfour,4000000,15,200.0,24,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5802469135802469,0,0,4000000,4000000,0.066,4000000,77.35,5983.022499999999,0,0,4050000,15414066,8100000,94,2.26,5.107599999999999,9,15.201804919084164,15.201804919084164,15.201804919084164
OAK,No,6.2,2011,2014,2,0,1,1,0,0,0.0,0.0,0,5,3,0,0,33,33,Oakland Athletics,California,8785000,0,0,75,162,0,0,Grant Balfour,3750000,15,200.0,24,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5802469135802469,0,0,3750000,3750000,0.049,3750000,77.35,5983.022499999999,0,0,4050000,15414066,8100000,94,2.26,5.107599999999999,9,15.137266397946593,15.137266397946593,15.137266397946593
TEX,No,6.4,2012,0,1,0,5,25,0,0,0.0,0.0,0,2,4,0,0,26,26,Texas Rangers,Texas,8624920,0,0,33,162,32,1024,Matt Harrison,2950000,2,225.0,6,0.0,0.0,0.204,0.198,0.039204,0.0,0.0,0.0,0.0,SP,0.5740740740740741,0,0,2950000,2950000,0.021,2950000,94.04,8843.521600000002,0,0,2950000,19000000,2950000,93,5.81,33.756099999999996,0,14.897315728316002,14.897315728316002,14.897315728316002
TEX,No,6.4,2011,0,1,0,5,25,0,0,0.0,0.0,0,2,4,0,0,25,25,Texas Rangers,Texas,5674920,0,0,33,162,32,1024,Matt Harrison,428830,2,225.0,6,0.0,0.0,0.204,0.198,0.039204,0.0,0.0,0.0,0.0,SP,0.5740740740740741,0,0,428830,428830,0.004,428830,94.04,8843.521600000002,0,0,428830,19000000,428830,93,5.81,33.756099999999996,0,12.968815848978021,12.968815848978021,12.968815848978021
TEX,No,6.2,2012,2019,5,0,2,4,0,0,0.0,0.0,0,2,4,0,0,25,25,Texas Rangers,Texas,2446240,0,0,29,162,27,729,Derek Holland,1000000,2,213.0,6,0.0,0.0,0.179,0.167,0.027889000000000004,0.0,0.0,0.0,0.0,SP,0.5740740740740741,0,0,1000000,1000000,0.007,1000000,0.0,0.0,0,0,5700000,19000000,28500000,93,1.31,1.7161000000000002,0,13.815510557964274,13.815510557964274,13.815510557964274
TEX,No,6.2,2011,2016,1,0,2,4,0,0,0.0,0.0,0,2,4,0,0,24,24,Texas Rangers,Texas,1446240,0,0,29,162,27,729,Derek Holland,431810,2,213.0,6,0.0,0.0,0.179,0.167,0.027889000000000004,0.0,0.0,0.0,0.0,SP,0.5740740740740741,0,0,431810,431810,0.004,431810,0.0,0.0,0,0,431810,19000000,431810,93,1.31,1.7161000000000002,0,12.975740955664529,12.975740955664529,12.975740955664529
BAL,No,6.4,2012,0,1,1,3,9,0,0,0.0,0.0,0,1,5,0,0,26,25,Baltimore Orioles,Maryland,2262445,0,0,24,162,18,324,Jake Arrieta,488500,7,230.0,12,0.25,0.0625,0.148,0.111,0.012321,0.25,0.0625,0.0,0.0,SP,0.5740740740740741,0,0,488500,488500,0.006,488500,12.47,155.50090000000003,0,0,488500,6675000,488500,93,2.019977324263039,4.0803083905368664,3,13.099094750464975,13.099094750464975,13.099094750464975
BAL,No,6.4,2011,0,1,1,3,9,0,0,0.0,0.0,0,1,5,0,0,25,24,Baltimore Orioles,Maryland,1773945,0,0,24,162,18,324,Jake Arrieta,419000,7,230.0,12,0.25,0.0625,0.148,0.111,0.012321,0.25,0.0625,0.0,0.0,SP,0.5740740740740741,0,0,419000,419000,0.004,419000,12.47,155.50090000000003,0,0,419000,6675000,419000,93,2.019977324263039,4.0803083905368664,3,12.945626198904275,12.945626198904275,12.945626198904275
BOS,No,6.2,2012,0,1,0,1,1,0,0,0.0,0.0,0,1,3,0,0,24,24,Boston Red Sox,Massachusetts,1301000,0,0,29,162,29,841,Felix Doubront,484000,12,240.0,20,0.0,0.0,0.179,0.179,0.032041,0.0,0.0,0.0,0.0,SP,0.4259259259259259,0,0,484000,484000,0.003,484000,18.51,342.62010000000004,0,0,484000,6000000,484000,69,2.019977324263039,4.0803083905368664,7,13.089840185698769,13.089840185698769,13.089840185698769
BOS,No,6.2,2011,0,1,0,1,1,0,0,0.0,0.0,0,1,3,0,0,23,23,Boston Red Sox,Massachusetts,817000,0,0,29,162,29,841,Felix Doubront,417000,12,240.0,20,0.0,0.0,0.179,0.179,0.032041,0.0,0.0,0.0,0.0,SP,0.4259259259259259,0,0,417000,417000,0.002,417000,18.51,342.62010000000004,0,0,417000,6000000,417000,69,2.019977324263039,4.0803083905368664,7,12.94084150078094,12.94084150078094,12.94084150078094
CHC,No,6.4,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,3,0,0,26,25,Chicago Cubs,Illinois,1690000,0,0,77,162,0,0,James Russell,512500,17,205.0,16,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.3765432098765432,0,0,512500,512500,0.004,512500,61.45,3776.1025000000004,0,0,512500,14150000,512500,61,0.88,0.7744,2,13.1470559899947,13.1470559899947,13.1470559899947
CHC,No,6.4,2011,0,1,1,1,1,0,0,0.0,0.0,0,2,3,0,0,25,24,Chicago Cubs,Illinois,1177500,0,0,77,162,0,0,James Russell,427500,17,205.0,16,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.3765432098765432,0,0,427500,427500,0.003,427500,61.45,3776.1025000000004,0,0,427500,14150000,427500,61,0.88,0.7744,2,12.965709567358951,12.965709567358951,12.965709567358951
CHW,No,6.6,2012,0,1,1,2,4,0,0,0.0,0.0,0,2,1,0,0,23,22,Chicago White Sox,Illinois,2712868,0,0,30,162,29,841,Chris Sale,500000,6,183.0,9,0.0,0.0,0.185,0.179,0.032041,0.0,0.0,0.0,0.0,SP,0.5246913580246914,0,0,500000,500000,0.005,500000,96.59,9329.6281,0,0,500000,900000,500000,85,5.67,32.1489,3,13.122363377404328,13.122363377404328,13.122363377404328
CHW,No,6.6,2011,0,1,1,2,4,0,0,0.0,0.0,0,2,1,0,0,22,21,Chicago White Sox,Illinois,2212868,0,0,30,162,29,841,Chris Sale,425000,6,183.0,9,0.0,0.0,0.185,0.179,0.032041,0.0,0.0,0.0,0.0,SP,0.5246913580246914,0,0,425000,425000,0.003,425000,96.59,9329.6281,0,0,425000,900000,425000,85,5.67,32.1489,3,12.959844447906553,12.959844447906553,12.959844447906553
CIN,No,6.0,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,4,0,0,28,27,Cincinnati Reds,Ohio,1561500,0,0,48,162,0,0,Sam LeCure,487500,10,190.0,14,0.5,0.25,0.296,0.0,0.0,0.5,0.25,0.0,0.0,RP,0.5987654320987654,0,0,487500,487500,0.005,487500,0.0,0.0,0,0,487500,5100000,487500,97,0.76,0.5776,5,13.09704556942004,13.09704556942004,13.09704556942004
CIN,No,6.0,2011,0,1,1,1,1,0,0,0.0,0.0,0,2,4,0,0,27,26,Cincinnati Reds,Ohio,1074000,0,0,48,162,0,0,Sam LeCure,414000,10,190.0,14,0.5,0.25,0.296,0.0,0.0,0.5,0.25,0.0,0.0,RP,0.5987654320987654,0,0,414000,414000,0.005,414000,0.0,0.0,0,0,414000,5100000,414000,97,0.76,0.5776,5,12.933621252807452,12.933621252807452,12.933621252807452
COL,No,6.5,2012,0,1,0,3,9,0,0,0.0,0.0,0,1,4,0,0,27,27,Colorado Rockies,Colorado,996546,0,0,71,162,0,0,Matt Reynolds,481000,1,240.0,3,0.0,0.0,0.438,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.3950617283950617,0,0,481000,481000,0.006,481000,17.98,323.28040000000004,0,0,481000,39900000,481000,64,0.94,0.8835999999999999,0,13.083622549087899,13.083622549087899,13.083622549087899
COL,No,6.5,2011,0,1,0,3,9,0,0,0.0,0.0,0,1,4,0,0,26,26,Colorado Rockies,Colorado,515546,0,0,71,162,0,0,Matt Reynolds,415000,1,240.0,3,0.0,0.0,0.438,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.3950617283950617,0,0,415000,415000,0.005,415000,17.98,323.28040000000004,0,0,415000,39900000,415000,64,0.94,0.8835999999999999,0,12.936033799212835,12.936033799212835,12.936033799212835
MIL,No,6.5,2012,0,1,1,1,1,0,0,0.0,0.0,0,1,3,0,0,29,28,Milwaukee Brewers,Wisconsin,1367500,0,0,75,162,0,0,John Axford,525000,1,234.0,4,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5123456790123457,0,0,525000,525000,0.005,525000,12.61,159.01209999999998,0,0,525000,40250000,525000,83,2.019977324263039,4.0803083905368664,0,13.17115354157376,13.17115354157376,13.17115354157376
MIL,No,6.5,2011,0,1,1,1,1,0,0,0.0,0.0,0,1,3,0,0,28,27,Milwaukee Brewers,Wisconsin,842500,0,0,75,162,0,0,John Axford,442500,1,234.0,4,0.0,0.0,0.463,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5123456790123457,0,0,442500,442500,0.005,442500,12.61,159.01209999999998,0,0,442500,40250000,442500,83,2.019977324263039,4.0803083905368664,0,13.00019574343012,13.00019574343012,13.00019574343012
MIL,No,6.3,2012,0,1,0,3,9,0,0,0.0,0.0,0,1,3,0,0,30,30,Milwaukee Brewers,Wisconsin,1350650,0,0,2,162,2,4,Chris Narveson,500000,1,205.0,4,0.0,0.0,0.012,0.012,0.000144,0.0,0.0,0.0,0.0,RP,0.5123456790123457,0,0,500000,500000,0.005,500000,0.0,0.0,0,0,500000,40250000,500000,83,2.019977324263039,4.0803083905368664,0,13.122363377404328,13.122363377404328,13.122363377404328
MIL,No,6.3,2011,0,1,0,3,9,0,0,0.0,0.0,0,1,3,0,0,29,29,Milwaukee Brewers,Wisconsin,850650,0,0,2,162,2,4,Chris Narveson,444150,1,205.0,4,0.0,0.0,0.012,0.012,0.000144,0.0,0.0,0.0,0.0,RP,0.5123456790123457,0,0,444150,444150,0.005,444150,0.0,0.0,0,0,444150,40250000,444150,83,2.019977324263039,4.0803083905368664,0,13.003917622197847,13.003917622197847,13.003917622197847
STL,No,6.2,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,5,0,0,27,26,St. Louis Cardinals,Missouri,1312000,0,0,65,162,0,0,Fernando Salas,498000,23,200.0,26,0.0,0.0,0.401,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5432098765432098,0,0,498000,498000,0.004,498000,19.37,375.1969,0,0,498000,40850000,498000,88,2.019977324263039,4.0803083905368664,11,13.11835535600679,13.11835535600679,13.11835535600679
STL,No,6.2,2011,0,1,1,1,1,0,0,0.0,0.0,0,2,5,0,0,26,25,St. Louis Cardinals,Missouri,814000,0,0,65,162,0,0,Fernando Salas,414000,23,200.0,26,0.0,0.0,0.401,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.5432098765432098,0,0,414000,414000,0.004,414000,19.37,375.1969,0,0,414000,40850000,414000,88,2.019977324263039,4.0803083905368664,11,12.933621252807452,12.933621252807452,12.933621252807452
MIA,No,6.6,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,6,0,0,26,25,Miami Marlins,Florida,1061915,0,0,68,162,0,0,Steve Cishek,480000,2,215.0,2,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.4259259259259259,0,0,480000,480000,0.005,480000,75.72,5733.5184,0,0,480000,203300000,480000,69,1.19,1.4161,2,13.081541382884074,13.081541382884074,13.081541382884074
MIA,No,6.0,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,6,0,0,27,26,Miami Marlins,Florida,1694000,0,0,60,162,0,0,Michael Dunn,480000,2,215.0,2,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.4259259259259259,0,0,480000,480000,0.005,480000,6.18,38.1924,0,0,480000,203300000,480000,69,2.019977324263039,4.0803083905368664,2,13.081541382884074,13.081541382884074,13.081541382884074
MIA,No,6.1,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,6,0,0,27,26,Miami Marlins,Florida,1461000,0,0,11,162,0,0,Chris Hatcher,480000,2,200.0,2,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.4259259259259259,0,0,480000,480000,0.005,480000,0.0,0.0,0,0,480000,203300000,480000,69,2.019977324263039,4.0803083905368664,2,13.081541382884074,13.081541382884074,13.081541382884074
MIA,No,6.6,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,6,0,0,26,25,Miami Marlins,Florida,1294000,0,0,65,162,0,0,Ryan Webb,480000,2,245.0,2,0.0,0.0,0.401,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.4259259259259259,0,0,480000,480000,0.005,480000,59.35,3522.4225,0,0,480000,203300000,480000,69,0.45,0.2025,2,13.081541382884074,13.081541382884074,13.081541382884074
MIN,No,6.0,2012,0,1,1,1,1,0,0,0.0,0.0,0,1,4,0,0,29,28,Minnesota Twins,Minnesota,1795000,0,0,55,162,11,121,Brian Duensing,515000,6,200.0,14,0.0,0.0,0.34,0.068,0.0046240000000000005,0.0,0.0,0.0,0.0,RP,0.4074074074074074,0,0,515000,515000,0.005,515000,33.2,1102.2400000000002,0,0,515000,32750000,515000,66,2.019977324263039,4.0803083905368664,3,13.151922179645874,13.151922179645874,13.151922179645874
MIN,No,6.0,2011,2016,1,1,1,1,0,0,0.0,0.0,0,1,4,0,0,28,27,Minnesota Twins,Minnesota,1280000,0,0,55,162,11,121,Brian Duensing,462500,6,200.0,14,0.0,0.0,0.34,0.068,0.0046240000000000005,0.0,0.0,0.0,0.0,RP,0.4074074074074074,0,0,462500,462500,0.004,462500,33.2,1102.2400000000002,0,0,462500,32750000,462500,66,2.019977324263039,4.0803083905368664,3,13.044401835934616,13.044401835934616,13.044401835934616
NYM,No,6.0,2012,0,1,0,3,9,0,0,0.0,0.0,0,2,7,0,0,22,22,New York Mets,New York,1310500,0,0,5,162,3,9,Jenrry Mejia,480000,5,205.0,8,0.0,0.0,0.031,0.019,0.000361,0.0,0.0,0.0,0.0,RP,0.4567901234567901,1,1,480000,480000,0.005,480000,0.0,0.0,0,0,480000,20400000,480000,74,2.019977324263039,4.0803083905368664,2,13.081541382884074,13.081541382884074,13.081541382884074
NYM,No,6.0,2011,0,1,0,3,9,0,0,0.0,0.0,0,2,7,0,0,21,21,New York Mets,New York,830500,0,0,5,162,3,9,Jenrry Mejia,414000,5,205.0,8,0.0,0.0,0.031,0.019,0.000361,0.0,0.0,0.0,0.0,RP,0.4567901234567901,1,1,414000,414000,0.003,414000,0.0,0.0,0,0,414000,20400000,414000,74,2.019977324263039,4.0803083905368664,2,12.933621252807452,12.933621252807452,12.933621252807452
PIT,No,6.241500000000008,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,3,0,0,28,27,Pittsburgh Pirates,Pennsylvania,638000,0,0,10,162,0,0,Christopher Leroux,486000,9,215.16189000774594,14,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,RP,0.4876543209876543,0,0,486000,486000,0.008,486000,0.0,0.0,0,0,486000,14500000,486000,79,2.019977324263039,4.0803083905368664,5,13.093963902882631,13.093963902882631,13.093963902882631
PIT,No,6.5,2012,0,1,0,13,169,0,0,0.0,0.0,0,2,3,0,0,28,28,Pittsburgh Pirates,Pennsylvania,4348008,0,0,9,162,9,81,Charlie Morton,2445000,9,215.0,14,0.0,0.0,0.056,0.056,0.0031360000000000003,0.0,0.0,0.0,0.0,SP,0.4876543209876543,0,0,2445000,2445000,0.04,2445000,0.0,0.0,0,0,2445000,14500000,2445000,79,2.019977324263039,4.0803083905368664,5,14.709555680891109,14.709555680891109,14.709555680891109
PIT,No,6.5,2011,0,1,0,13,169,0,0,0.0,0.0,0,2,3,0,0,27,27,Pittsburgh Pirates,Pennsylvania,1903008,0,0,9,162,9,81,Charlie Morton,441000,9,215.0,14,0.0,0.0,0.056,0.056,0.0031360000000000003,0.0,0.0,0.0,0.0,SP,0.4876543209876543,0,0,441000,441000,0.009,441000,0.0,0.0,0,0,441000,14500000,441000,79,2.019977324263039,4.0803083905368664,5,12.996800154428984,12.996800154428984,12.996800154428984
DET,No,6.8,2012,0,1,1,2,4,0,0,0.0,0.0,0,1,3,0,0,28,27,Detroit Tigers,Michigan,1400500,0,0,26,162,26,676,Doug Fister,507500,11,210.0,14,0.0,0.0,0.161,0.161,0.025921000000000003,0.0,0.0,0.0,0.0,SP,0.5432098765432098,0,0,507500,507500,0.004,507500,88.83,7890.7689,0,0,507500,221000000,507500,88,3.43,11.7649,4,13.137251989898079,13.137251989898079,13.137251989898079
TB,No,6.1,2012,0,1,1,1,1,0,0,0.0,0.0,0,2,4,0,0,25,24,Tampa Bay Rays,Florida,1407900,0,0,31,162,31,961,Jeremy Hellickson,489500,1,190.0,3,0.0,0.0,0.191,0.191,0.036481,0.0,0.0,0.0,0.0,SP,0.5555555555555556,0,0,489500,489500,0.007,489500,63.25,4000.5625,0,0,489500,15950000,489500,90,3.05,9.302499999999998,0,13.101139740952702,13.101139740952702,13.101139740952702
TB,No,6.1,2011,0,1,1,1,1,0,0,0.0,0.0,0,2,4,0,0,24,23,Tampa Bay Rays,Florida,918400,0,0,31,162,31,961,Jeremy Hellickson,418400,1,190.0,3,0.0,0.0,0.191,0.191,0.036481,0.0,0.0,0.0,0.0,SP,0.5555555555555556,0,0,418400,418400,0.009,418400,63.25,4000.5625,0,0,418400,15950000,418400,90,3.05,9.302499999999998,0,12.94419319173285,12.94419319173285,12.94419319173285
